"Step","gan_sp_8agents_seed1 - cover_rate_5step"
"70000","0.00035000000000000005"
"140000","0.00005"
"210000","0.00015"
"280000","0.00005"
"350000","0"
"420000","0.00015"
"490000","0.00030000000000000003"
"560000","0.00005"
"630000","0"
"700000","0.00025"
"770000","0.00005"
"840000","0.00015"
"910000","0.0001"
"980000","0.0006000000000000001"
"1050000","0.0006499999999999999"
"1120000","0.0003"
"1190000","0.0016"
"1260000","0.0023"
"1330000","0.006549999999999999"
"1400000","0.0056"
"1470000","0.006849999999999999"
"1540000","0.0050999999999999995"
"1610000","0.0047"
"1680000","0.00675"
"1750000","0.007050000000000001"
"1820000","0.0047"
"1890000","0.0023499999999999997"
"1960000","0.0015499999999999995"
"2030000","0.00195"
"2100000","0.0037"
"2170000","0.00275"
"2240000","0.00235"
"2310000","0.0014"
"2380000","0.0016"
"2450000","0.0024"
"2520000","0.0026500000000000004"
"2590000","0.00195"
"2660000","0.0014"
"2730000","0.002"
"2800000","0.0022"
"2870000","0.0026500000000000004"
"2940000","0.004"
"3010000","0.00525"
"3080000","0.004"
"3150000","0.0034500000000000004"
"3220000","0.00405"
"3290000","0.0034500000000000004"
"3360000","0.0038"
"3430000","0.00275"
"3500000","0.0026"
"3570000","0.0023000000000000004"
"3640000","0.0027"
"3710000","0.003650000000000001"
"3780000","0.00595"
"3850000","0.004950000000000001"
"3920000","0.0019"
"3990000","0.00505"
"4060000","0.00375"
"4130000","0.003650000000000001"
"4200000","0.0037"
"4270000","0.0042000000000000015"
"4340000","0.0029500000000000004"
"4410000","0.00595"
"4480000","0.00235"
"4550000","0.0021999999999999997"
"4620000","0.0016"
"4690000","0.0009"
"4760000","0.00195"
"4830000","0.0012"
"4900000","0.0012"
"4970000","0.0019"
"5040000","0.0031999999999999997"
"5110000","0.0020499999999999997"
"5180000","0.0026"
"5250000","0.00305"
"5320000","0.0039"
"5390000","0.00515"
"5460000","0.0015"
"5530000","0.00075"
"5600000","0.0005"
"5670000","0.0029"
"5740000","0.0011500000000000002"
"5810000","0.00155"
"5880000","0.00265"
"5950000","0.0034"
"6020000","0.003"
"6090000","0.0028499999999999997"
"6160000","0.0030999999999999995"
"6230000","0.0032"
"6300000","0.004200000000000001"
"6370000","0.0033000000000000004"
"6440000","0.0058000000000000005"
"6510000","0.00355"
"6580000","0.0052"
"6650000","0.005199999999999999"
"6720000","0.0023499999999999997"
"6790000","0.0050999999999999995"
"6860000","0.004900000000000001"
"6930000","0.00475"
"7000000","0.00385"
"7070000","0.0027"
"7140000","0.00455"
"7210000","0.006900000000000001"
"7280000","0.00475"
"7350000","0.00475"
"7420000","0.00755"
"7490000","0.0092"
"7560000","0.006849999999999999"
"7630000","0.00995"
"7700000","0.00775"
"7770000","0.0102"
"7840000","0.008650000000000001"
"7910000","0.0050999999999999995"
"7980000","0.00985"
"8050000","0.0108"
"8120000","0.0093"
"8190000","0.00845"
"8260000","0.01015"
"8330000","0.009100000000000002"
"8400000","0.0076"
"8470000","0.0094"
"8540000","0.0081"
"8610000","0.0121"
"8680000","0.009900000000000004"
"8750000","0.01255"
"8820000","0.00535"
"8890000","0.009"
"8960000","0.0067"
"9030000","0.008100000000000001"
"9100000","0.0074"
"9170000","0.00625"
"9240000","0.0072"
"9310000","0.00625"
"9380000","0.00785"
"9450000","0.007600000000000001"
"9520000","0.004900000000000001"
"9590000","0.008700000000000001"
"9660000","0.0104"
"9730000","0.0092"
"9800000","0.0078"
"9870000","0.00735"
"9940000","0.00545"
"10010000","0.006050000000000001"
"10080000","0.005900000000000001"
"10150000","0.006199999999999999"
"10220000","0.008150000000000001"
"10290000","0.00525"
"10360000","0.006549999999999999"
"10430000","0.0056500000000000005"
"10500000","0.0060999999999999995"
"10570000","0.00815"
"10640000","0.0074"
"10710000","0.0085"
"10780000","0.0097"
"10850000","0.006699999999999999"
"10920000","0.007699999999999999"
"10990000","0.005350000000000001"
"11060000","0.005449999999999999"
"11130000","0.00425"
"11200000","0.00525"
"11270000","0.005550000000000001"
"11340000","0.004849999999999999"
"11410000","0.00595"
"11480000","0.00715"
"11550000","0.0075"
"11620000","0.0046500000000000005"
"11690000","0.0047"
"11760000","0.0060999999999999995"
"11830000","0.00475"
"11900000","0.0070999999999999995"
"11970000","0.008649999999999998"
"12040000","0.00745"
"12110000","0.0072"
"12180000","0.009"
"12250000","0.01015"
"12320000","0.011149999999999998"
"12390000","0.00765"
"12460000","0.008899999999999998"
"12530000","0.0086"
"12600000","0.01095"
"12670000","0.01075"
"12740000","0.0075"
"12810000","0.006449999999999999"
"12880000","0.00975"
"12950000","0.01045"
"13020000","0.0091"
"13090000","0.00575"
"13160000","0.00555"
"13230000","0.008049999999999998"
"13300000","0.0073"
"13370000","0.0074"
"13440000","0.00855"
"13510000","0.0112"
"13580000","0.0104"
"13650000","0.005999999999999999"
"13720000","0.00385"
"13790000","0.007850000000000001"
"13860000","0.008850000000000002"
"13930000","0.00865"
"14000000","0.0063"
"14070000","0.00575"
"14140000","0.008"
"14210000","0.0096"
"14280000","0.0104"
"14350000","0.00525"
"14420000","0.003650000000000001"
"14490000","0.00775"
"14560000","0.00535"
"14630000","0.006300000000000001"
"14700000","0.01115"
"14770000","0.007699999999999999"
"14840000","0.007"
"14910000","0.0109"
"14980000","0.0113"
"15050000","0.01005"
"15120000","0.0122"
"15190000","0.01095"
"15260000","0.0116"
"15330000","0.0049499999999999995"
"15400000","0.0037"
"15470000","0.0016"
"15540000","0.0011500000000000002"
