"Step","mixdecay1to0_fre120_seed2 - 4cover_rate"
"351360","0.6286499999999999"
"702720","0.6494000000000001"
"1054080","0.6491"
"1405440","0.6417999999999999"
"1756800","0.6374"
"2108160","0.6557000000000001"
"2459520","0.6664500000000001"
"2810880","0.66185"
"3162240","0.6661"
"3513600","0.6723"
"3864960","0.6511499999999999"
"4216320","0.6668"
"4567680","0.66555"
"4919040","0.6556"
"5270400","0.6570499999999999"
"5621760","0.6665"
"5973120","0.6494000000000001"
"6324480","0.64885"
"6675840","0.6633499999999999"
"7027200","0.6640499999999999"
"7378560","0.65925"
"7729920","0.6582"
"8081280","0.65185"
"8432640","0.65595"
"8784000","0.6507000000000001"
"9135360","0.6528499999999999"
"9486720","0.6499000000000001"
"9838080","0.66495"
"10189440","0.6671"
"10540800","0.6667000000000001"
"10892160","0.6536000000000001"
"11243520","0.6697000000000001"
"11594880","0.6565"
"11946240","0.63635"
"12297600","0.65785"
"12648960","0.6556500000000001"
"13000320","0.65015"
"13351680","0.6416000000000001"
"13703040","0.6614000000000001"
"14054400","0.65515"
"14396760","0.67385"
"14739120","0.6710499999999999"
"15081480","0.6666"
"15423840","0.6789000000000001"
"15766200","0.6624500000000001"
"16108560","0.6821"
"16450920","0.6915500000000001"
"16793280","0.67575"
"17135640","0.69355"
"17478000","0.691"
"17820360","0.6800499999999999"
"18162720","0.6992999999999999"
"18505080","0.6811999999999999"
"18847440","0.6988499999999999"
"19189800","0.7018"
"19532160","0.6806"
"19874520","0.69485"
"20216880","0.6782999999999999"
"20559240","0.7051"
"20901600","0.70335"
"21243960","0.6765"
"21586320","0.6733499999999999"
"21928680","0.67855"
"22271040","0.6786500000000001"
"22613400","0.68875"
"22955760","0.68275"
"23298120","0.68255"
"23640480","0.68375"
"23982840","0.67945"
"24325200","0.67025"
"24667560","0.6798500000000002"
"25009920","0.6721"
"25352280","0.65875"
"25694640","0.6919"
"26037000","0.6708999999999999"
"26379360","0.6603000000000001"
"26721720","0.66795"
"27064080","0.6586000000000001"
"27406440","0.6802999999999999"
"27748800","0.6592"
"28081800","0.67575"
"28414800","0.6742"
"28747800","0.69765"
"29080800","0.69935"
"29413800","0.69155"
"29746800","0.6882"
"30079800","0.6750499999999999"
"30412800","0.67725"
"30745800","0.6898000000000001"
"31078800","0.6821499999999999"
"31411800","0.67475"
"31744800","0.671"
"32077800","0.6712"
"32410800","0.6614500000000001"
"32743800","0.67645"
"33076800","0.6788500000000001"
"33409800","0.6931499999999998"
"33742800","0.67995"
"34075800","0.6678499999999999"
"34408800","0.6685"
"34741800","0.67165"
"35074800","0.693"
"35407800","0.6896"
"35740800","0.68095"
"36073800","0.69425"
"36406800","0.694"
"36739800","0.6916"
"37072800","0.6878500000000001"
"37405800","0.6942999999999999"
"37738800","0.69265"
"38071800","0.7023"
"38404800","0.6892"
"38737800","0.6963"
"39070800","0.7108499999999999"
"39403800","0.6998"
"39736800","0.6916500000000001"
"40069800","0.7016"
"40402800","0.70005"
"40735800","0.6908000000000001"
"41068800","0.6945999999999999"
"41392800","0.6990999999999999"
"41716800","0.69725"
"42040800","0.7034499999999999"
"42364800","0.69875"
"42688800","0.70805"
"43012800","0.7031"
"43336800","0.6864000000000001"
"43660800","0.7081999999999999"
"43984800","0.6964999999999999"
"44308800","0.7034000000000001"
"44632800","0.6995999999999999"
"44956800","0.69605"
"45280800","0.70045"
"45604800","0.7120500000000001"
"45928800","0.7152999999999999"
"46252800","0.7065"
"46576800","0.7069000000000001"
"46900800","0.7191000000000001"
"47224800","0.7179"
"47548800","0.70675"
"47872800","0.6971999999999999"
"48196800","0.7109"
"48520800","0.7035999999999999"
"48844800","0.70225"
"49168800","0.6967000000000001"
"49492800","0.70355"
"49816800","0.7167500000000001"
"50140800","0.7109000000000001"
"50464800","0.69485"
"50788800","0.70035"
"51112800","0.69905"
"51436800","0.7136"
"51760800","0.71525"
"52084800","0.71765"
"52408800","0.7293000000000001"
"52732800","0.72335"
"53056800","0.7268"
"53380800","0.7155499999999999"
"53704800","0.7329000000000001"
"54028800","0.7308"
"54343440","0.7333"
"54658080","0.7229500000000001"
"54972720","0.7161"
"55287360","0.7253"
"55602000","0.72505"
"55916640","0.7304"
"56231280","0.7286499999999999"
"56545920","0.73175"
"56860560","0.7201"
"57175200","0.73375"
"57489840","0.7340500000000001"
"57804480","0.7268499999999999"
"58119120","0.7388499999999999"
"58433760","0.7295499999999999"
"58748400","0.737"
"59063040","0.73225"
"59377680","0.7374"
"59692320","0.73845"
"60006960","0.73645"
"60321600","0.72815"
"60636240","0.7375499999999999"
"60950880","0.7353999999999999"
"61265520","0.7333999999999998"
"61580160","0.7301500000000001"
"61894800","0.7320999999999999"
"62209440","0.7329"
"62524080","0.74075"
"62838720","0.73045"
"63153360","0.7330999999999999"
"63468000","0.74425"
"63782640","0.7455499999999999"
"64097280","0.7397999999999999"
"64411920","0.7373"
"64726560","0.7463"
"65041200","0.7331"
"65355840","0.7487999999999999"
"65670480","0.7449"
"65985120","0.7355"
"66299760","0.7315"
"66614400","0.74175"
"66920760","0.7527"
"67227120","0.7340999999999999"
"67533480","0.7447999999999999"
"67839840","0.7385999999999999"
"68146200","0.74625"
"68452560","0.7436500000000001"
"68758920","0.76005"
"69065280","0.7405499999999999"
"69371640","0.7473"
"69678000","0.74245"
"69984360","0.74275"
"70290720","0.7494500000000001"
"70597080","0.74685"
"70903440","0.74405"
"71209800","0.73665"
"71516160","0.7416"
"71822520","0.73385"
"72128880","0.7477999999999999"
"72435240","0.7437999999999999"
"72741600","0.7466000000000002"
"73047960","0.7373500000000002"
"73354320","0.7373999999999999"
"73660680","0.738"
"73967040","0.74705"
"74273400","0.7373"
"74579760","0.7611499999999999"
"74886120","0.74555"
"75192480","0.7495"
"75498840","0.75385"
"75805200","0.7672"
"76111560","0.7493"
"76417920","0.7662"
"76724280","0.7448499999999999"
"77030640","0.7501000000000001"
"77337000","0.7523500000000001"
"77643360","0.75065"
"77949720","0.7443500000000001"
"78256080","0.75255"
"78562440","0.75375"
"78868800","0.7405499999999999"
"79165800","0.7517999999999999"
"79462800","0.7426999999999999"
"79759800","0.75725"
"80056800","0.75485"
"80353800","0.7386"
"80650800","0.7458"
"80947800","0.7488499999999999"
"81244800","0.76015"
"81541800","0.7686499999999999"
"81838800","0.76235"
"82135800","0.7615"
"82432800","0.7595"
"82729800","0.76395"
"83026800","0.76475"
"83323800","0.7735"
"83620800","0.771"
"83917800","0.7721"
"84214800","0.7576"
"84511800","0.7727"
"84808800","0.7653"
"85105800","0.7601500000000001"
"85402800","0.7757000000000001"
"85699800","0.7616999999999999"
"85996800","0.76555"
"86293800","0.76515"
"86590800","0.7726000000000001"
"86887800","0.7683"
"87184800","0.7804"
"87481800","0.776"
"87778800","0.7775"
"88075800","0.7803"
"88372800","0.7769999999999999"
"88669800","0.7727"
"88966800","0.7720499999999999"
"89263800","0.7704000000000001"
"89560800","0.77315"
"89857800","0.78295"
"90154800","0.7752"
"90451800","0.779"
"90748800","0.7721"
"91036800","0.7759000000000001"
"91324800","0.7926500000000001"
"91612800","0.7774500000000001"
"91900800","0.7832"
"92188800","0.7745"
"92476800","0.7687999999999999"
"92764800","0.7726000000000001"
"93052800","0.77755"
"93340800","0.7665"
"93628800","0.78325"
"93916800","0.7854000000000001"
"94204800","0.7826000000000001"
"94492800","0.7803499999999999"
"94780800","0.7837000000000001"
"95068800","0.78975"
"95356800","0.7930499999999999"
"95644800","0.79425"
