"Step","sp_wo_evaluation_expandfromactive_wo_sigmamin_seed3 - cover_rate_5step"
"105000","0.0025"
"210000","0.0007"
"315000","0"
"420000","0.0006000000000000001"
"525000","0.0001"
"630000","0.0006"
"735000","0.0012"
"840000","0.0011"
"945000","0.0023"
"1050000","0.0018"
"1155000","0.0015"
"1260000","0.00030000000000000003"
"1365000","0.002"
"1470000","0.0024"
"1575000","0.0035999999999999995"
"1680000","0.0027"
"1785000","0.0007000000000000001"
"1890000","0.0023"
"1995000","0.002"
"2100000","0.0045"
"2205000","0.004200000000000001"
"2310000","0.002"
"2415000","0.0038"
"2520000","0.0009999999999999998"
"2625000","0.0026"
"2730000","0.0021000000000000003"
"2835000","0.0017"
"2940000","0.0025"
"3045000","0.004"
"3150000","0.002599999999999999"
"3255000","0.0031"
"3360000","0.0039"
"3465000","0.0013"
"3570000","0.0032"
"3675000","0.004200000000000001"
"3780000","0.0023000000000000004"
"3885000","0.0015"
"3990000","0.0008"
"4095000","0.0015"
"4200000","0.0014000000000000002"
"4305000","0.0016"
"4410000","0.0018"
"4515000","0.0002"
"4620000","0.0006"
"4725000","0.0006000000000000001"
"4830000","0.0007000000000000001"
"4935000","0"
"5040000","0.0013"
"5145000","0.0011"
"5250000","0.0001"
"5355000","0.0016"
"5460000","0.0009000000000000001"
"5565000","0.00030000000000000003"
"5670000","0.0019999999999999996"
"5775000","0.0014"
"5880000","0.0014000000000000002"
"5985000","0.0019"
"6090000","0.00030000000000000003"
"6195000","0.0014"
"6300000","0.0013"
"6405000","0.0009"
"6510000","0.0005"
"6615000","0.0036"
"6720000","0.0028"
"6825000","0.0007000000000000001"
"6930000","0.0019"
"7035000","0.004"
"7140000","0.0047"
"7245000","0.0021000000000000003"
"7350000","0.0035"
"7455000","0.0022"
"7560000","0.0045"
"7665000","0.004"
"7770000","0.0031"
"7875000","0.004"
"7980000","0.0038999999999999994"
"8085000","0.0034"
"8190000","0.0065"
"8295000","0.0047"
"8400000","0.0030999999999999995"
"8505000","0.004900000000000001"
"8610000","0.0034"
"8715000","0.004900000000000001"
"8820000","0.0040999999999999995"
"8925000","0.0022"
"9030000","0.0032"
"9135000","0.0039"
"9240000","0.002"
"9345000","0.0025"
"9450000","0.0045"
"9555000","0.0027"
"9660000","0.005199999999999999"
"9765000","0.0050999999999999995"
"9870000","0.0031000000000000003"
"9975000","0.0027"
"10080000","0.0021000000000000003"
"10185000","0.004200000000000001"
"10290000","0.003"
"10395000","0.0034"
"10500000","0.0032"
"10605000","0.0050999999999999995"
"10710000","0.004199999999999999"
"10815000","0.0028"
"10920000","0.0033"
"11025000","0.004"
"11130000","0.0065"
"11235000","0.0029"
"11340000","0.0013"
"11445000","0.0011"
"11550000","0.0026"
"11655000","0.0016"
"11760000","0.0015"
"11865000","0.0019"
"11970000","0.0011"
"12075000","0.0007999999999999999"
"12180000","0.0013"
"12285000","0.0013000000000000004"
"12390000","0.001"
"12495000","0.0008"
"12600000","0.0011"
"12705000","0.0014000000000000002"
"12810000","0.001"
"12915000","0.0021000000000000003"
"13020000","0.0013"
"13125000","0.0004"
"13230000","0.0011"
"13335000","0.0005"
"13440000","0.0008"
"13545000","0.0012"
"13650000","0.0007999999999999999"
"13755000","0.0002"
"13860000","0.001"
"13965000","0.0012"
"14070000","0.0006"
"14175000","0.0006"
"14280000","0.0002"
"14385000","0.0001"
"14490000","0"
"14595000","0.0001"
"14700000","0.0004"
"14805000","0"
"14910000","0.0002"
"15015000","0"
"15120000","0.0007"
"15225000","0.0005"
"15330000","0.0011"
"15435000","0"
"15540000","0.00030000000000000003"
"15645000","0"
"15750000","0.0009"
"15855000","0.0012"
"15960000","0.0011"
"16065000","0.0006000000000000001"
"16170000","0.0007"
"16275000","0.001"
"16380000","0.0017"
"16485000","0.0001"
"16590000","0"
"16695000","0.0008"
"16800000","0.0011"
"16905000","0.0026"
"17010000","0.0012"
"17115000","0.0012"
"17220000","0.0014000000000000002"
"17325000","0.00030000000000000003"
"17430000","0.001"
"17535000","0.0007"
"17640000","0.001"
"17745000","0.00030000000000000003"
"17850000","0.0005"
"17955000","0.0004"
"18060000","0.0006000000000000001"
"18165000","0.0012"
"18270000","0.0004"
"18375000","0.0005"
"18480000","0.0008"
"18585000","0.0011"
"18690000","0.0006"
"18795000","0.0007"
"18900000","0.0012"
"19005000","0.0011"
"19110000","0.0004"
"19215000","0.00030000000000000003"
"19320000","0.0006"
"19425000","0.0012"
"19530000","0.0007"
"19635000","0"
"19740000","0.0007"
"19845000","0.0005"
"19950000","0"
"20055000","0.001"
"20160000","0.0003"
"20265000","0"
"20370000","0"
"20475000","0.0005"
"20580000","0.0005"
"20685000","0.0001"
"20790000","0"
"20895000","0"
"21000000","0.0001"
"21105000","0.0005"
"21210000","0.0002"
"21315000","0.0005"
"21420000","0.00030000000000000003"
"21525000","0.0005"
"21630000","0.00030000000000000003"
"21735000","0.0016"
"21840000","0.0007000000000000001"
"21945000","0.001"
"22050000","0.001"
"22155000","0.0001"
"22260000","0.0014000000000000002"
"22365000","0.0024"
"22470000","0.0015"
"22575000","0.0025"
"22680000","0.0021000000000000003"
"22785000","0.0011"
"22890000","0.003"
"22995000","0.0019"
"23100000","0.0028000000000000004"
"23205000","0.0023"
"23310000","0.0008"
"23415000","0.0012"
"23520000","0.0017"
"23625000","0.0012"
"23730000","0.0008999999999999999"
"23835000","0.0028"
"23940000","0.0031999999999999997"
"24045000","0.0019"
"24150000","0.0022"
"24255000","0.0016"
"24360000","0.001"
"24465000","0.001"
"24570000","0.0012"
"24675000","0.0008"
"24780000","0.002099999999999999"
"24885000","0.0028"
"24990000","0.0017"
"25095000","0.0018"
"25200000","0.0033"
"25305000","0.0007000000000000001"
"25410000","0.0029"
"25515000","0.0035000000000000005"
"25620000","0.0012"
"25725000","0.0019"
"25830000","0.0009"
"25935000","0.0055"
"26040000","0.0037"
"26145000","0.0057"
"26250000","0.0056"
"26355000","0.0024"
"26460000","0.0046"
"26565000","0.0048"
"26670000","0.005900000000000001"
"26775000","0.0058"
"26880000","0.0081"
"26985000","0.012"
"27090000","0.0143"
"27195000","0.0099"
"27300000","0.009100000000000002"
"27405000","0.0040999999999999995"
"27510000","0.0047"
"27615000","0.0056"
"27720000","0.004900000000000001"
"27825000","0.005699999999999999"
"27930000","0.005"
"28035000","0.0052"
"28140000","0.005199999999999999"
"28245000","0.0055"
"28350000","0.0029"
"28455000","0.004"
"28560000","0.0025"
"28665000","0.0025"
"28770000","0.005"
"28875000","0.0066"
