"Step","amigo_pb_teacherhorizon10_load_seed3 - 4cover_rate_5step"
"60000","0.2514"
"120000","0.25930000000000003"
"180000","0.2557"
"240000","0.25939999999999996"
"300000","0.2551"
"360000","0.2641"
"420000","0.2614"
"480000","0.2447"
"540000","0.256"
"600000","0.2522"
"660000","0.266"
"720000","0.2622"
"780000","0.25970000000000004"
"840000","0.262"
"900000","0.25260000000000005"
"960000","0.27490000000000003"
"1020000","0.2519"
"1080000","0.2443"
"1140000","0.26389999999999997"
"1200000","0.2542"
"1260000","0.2741"
"1320000","0.265"
"1380000","0.2657"
"1440000","0.26880000000000004"
"1500000","0.2482"
"1560000","0.2643"
"1620000","0.2668"
"1680000","0.2513"
"1740000","0.26089999999999997"
"1800000","0.2625"
"1860000","0.2617"
"1920000","0.264"
"1980000","0.25970000000000004"
"2040000","0.2676"
"2100000","0.2631"
"2160000","0.2605"
"2220000","0.25830000000000003"
"2280000","0.26520000000000005"
"2340000","0.26089999999999997"
"2400000","0.2702"
"2460000","0.27029999999999993"
"2520000","0.2558"
"2580000","0.26639999999999997"
"2640000","0.2598"
"2700000","0.26480000000000004"
"2760000","0.2726"
"2820000","0.2593"
"2880000","0.2575"
"2940000","0.2511"
"3000000","0.26870000000000005"
"3060000","0.25429999999999997"
"3120000","0.2675"
"3180000","0.2601"
"3240000","0.2626"
"3300000","0.26089999999999997"
"3360000","0.26239999999999997"
"3420000","0.2662"
"3480000","0.264"
"3540000","0.2708"
"3600000","0.2595"
"3660000","0.2522"
"3720000","0.2606"
"3780000","0.2525"
"3840000","0.2708"
"3900000","0.2504"
"3960000","0.2666"
"4020000","0.2633"
"4080000","0.263"
"4140000","0.2642"
"4200000","0.2571"
"4260000","0.2655"
"4320000","0.2718"
"4380000","0.2712"
"4440000","0.26780000000000004"
"4500000","0.26370000000000005"
"4560000","0.2699"
"4620000","0.2723"
"4680000","0.2717"
"4740000","0.28159999999999996"
"4800000","0.267"
"4860000","0.2677"
"4920000","0.2637"
"4980000","0.2731"
"5040000","0.27970000000000006"
"5100000","0.26720000000000005"
"5160000","0.2677999999999999"
"5220000","0.2591"
"5280000","0.25939999999999996"
"5340000","0.2791"
"5400000","0.2751"
"5460000","0.28270000000000006"
"5520000","0.2784"
"5580000","0.2706"
"5640000","0.2724"
"5700000","0.2809"
"5760000","0.2698"
"5820000","0.2698"
"5880000","0.2784"
"5940000","0.2736"
"6000000","0.274"
"6060000","0.2764"
"6120000","0.27720000000000006"
"6180000","0.2714"
"6240000","0.2711"
"6300000","0.27490000000000003"
"6360000","0.2636"
"6420000","0.2791"
"6480000","0.26489999999999997"
"6540000","0.27320000000000005"
"6600000","0.262"
"6660000","0.2716"
"6720000","0.2686"
"6780000","0.26439999999999997"
"6840000","0.2798"
"6900000","0.2648"
"6960000","0.26"
"7020000","0.2875"
"7080000","0.2827"
"7140000","0.2777"
"7200000","0.2669"
"7260000","0.2809"
"7320000","0.2691"
"7380000","0.267"
"7440000","0.2915"
"7500000","0.273"
"7560000","0.2691"
"7620000","0.27020000000000005"
"7680000","0.2826"
"7740000","0.2752"
"7800000","0.2659"
"7860000","0.2723"
"7920000","0.292"
"7980000","0.2789"
"8040000","0.273"
"8100000","0.2772"
"8160000","0.26380000000000003"
"8220000","0.2863"
"8280000","0.2779"
"8340000","0.2944"
"8400000","0.28469999999999995"
"8460000","0.2786"
"8520000","0.2671"
"8580000","0.27229999999999993"
