"Step","pb_min0.75_seed3 - 2cover_rate_5step"
"180000","0.03"
"360000","0.028"
"540000","0.04"
"720000","0.039"
"900000","0.021"
"1080000","0.034"
"1260000","0.04"
"1440000","0.033"
"1620000","0.044"
"1800000","0.053599999999999995"
"1980000","0.07"
"2160000","0.0632"
"2340000","0.1048"
"2520000","0.136"
"2700000","0.1166"
"2880000","0.16140000000000002"
"3060000","0.166"
"3240000","0.1878"
"3420000","0.1732"
"3600000","0.1758"
"3780000","0.1992"
"3960000","0.1866"
"4140000","0.1932"
"4320000","0.1964"
"4500000","0.2208"
"4680000","0.2294"
"4860000","0.2296"
"5040000","0.246"
"5220000","0.25980000000000003"
"5400000","0.296"
"5580000","0.25260000000000005"
"5760000","0.26920000000000005"
"5940000","0.3028"
"6120000","0.30619999999999997"
"6300000","0.2962"
"6480000","0.3042"
"6660000","0.31520000000000004"
"6840000","0.29960000000000003"
"7020000","0.3078"
"7200000","0.3118"
"7380000","0.302"
"7560000","0.32380000000000003"
"7740000","0.299"
"7920000","0.2992"
"8100000","0.31679999999999997"
"8280000","0.3108"
"8460000","0.33820000000000006"
"8640000","0.3422"
"8820000","0.35279999999999995"
"9000000","0.36480000000000007"
"9180000","0.3713999999999999"
"9360000","0.3756"
"9540000","0.3915999999999999"
"9720000","0.375"
"9900000","0.382"
"10080000","0.379"
"10260000","0.3852"
"10440000","0.3894"
"10620000","0.3892000000000001"
"10800000","0.3832"
"10980000","0.41579999999999995"
"11160000","0.3866"
"11340000","0.386"
"11520000","0.3828"
"11700000","0.401"
"11880000","0.40920000000000006"
"12060000","0.4176"
"12240000","0.401"
"12420000","0.4136"
"12600000","0.428"
"12780000","0.4306"
"12960000","0.4376"
"13140000","0.4228"
"13320000","0.431"
"13500000","0.4246"
"13680000","0.4343999999999999"
"13860000","0.4286"
"14040000","0.437"
"14220000","0.4356"
"14400000","0.4686"
"14580000","0.4542"
"14760000","0.462"
"14940000","0.4636"
"15120000","0.4444"
"15300000","0.4668"
"15480000","0.46120000000000005"
"15660000","0.4704"
"15840000","0.4564"
"16020000","0.4606"
"16200000","0.4628"
"16380000","0.469"
"16560000","0.487"
"16740000","0.4634"
"16920000","0.46220000000000006"
"17100000","0.4876"
"17280000","0.3976"
"17460000","0.4364"
"17640000","0.4472"
"17820000","0.47379999999999994"
"18000000","0.4696"
"18180000","0.4972"
"18360000","0.4938"
"18540000","0.4914"
"18720000","0.482"
"18900000","0.4978000000000001"
"19080000","0.502"
"19260000","0.4858"
"19440000","0.5302"
"19620000","0.5184"
"19800000","0.5166"
"19980000","0.4966"
"20160000","0.5162"
"20340000","0.5046"
"20520000","0.5226000000000001"
"20700000","0.5307999999999999"
"20880000","0.505"
"21060000","0.512"
"21240000","0.5304000000000001"
"21420000","0.525"
"21600000","0.5104"
"21780000","0.5312"
"21960000","0.5476"
"22140000","0.5486"
"22320000","0.5434"
"22500000","0.561"
"22680000","0.5472"
"22860000","0.556"
"23040000","0.5658000000000001"
"23220000","0.5566"
"23400000","0.543"
"23580000","0.5505999999999999"
"23760000","0.5692"
"23940000","0.582"
"24120000","0.562"
"24300000","0.5542"
"24480000","0.5718"
"24660000","0.5636"
"24840000","0.5572"
"25020000","0.5708000000000001"
"25200000","0.5808"
"25380000","0.584"
"25560000","0.5502"
"25740000","0.5488"
"25920000","0.5938000000000001"
"26100000","0.5742"
"26280000","0.5775999999999999"
"26460000","0.5818"
"26640000","0.6108"
"26820000","0.5912"
"27000000","0.5926"
"27180000","0.5784000000000001"
"27360000","0.609"
"27540000","0.6176"
"27720000","0.634"
"27900000","0.6182000000000001"
"28080000","0.6063999999999999"
"28260000","0.6088"
"28440000","0.6397999999999999"
"28620000","0.6265999999999999"
"28800000","0.6257999999999999"
"28980000","0.631"
"29160000","0.623"
"29340000","0.6582"
"29520000","0.645"
"29700000","0.6305999999999999"
"29880000","0.648"
"30060000","0.6536"
"30240000","0.6342"
"30420000","0.6714"
"30600000","0.652"
"30780000","0.6567999999999999"
"30960000","0.6562"
"31140000","0.6702"
"31320000","0.6614"
"31500000","0.683"
"31680000","0.6851999999999999"
"31860000","0.6894"
"32040000","0.6696"
"32220000","0.7056"
"32400000","0.6868"
"32580000","0.6914000000000001"
"32760000","0.6768000000000001"
"32940000","0.6964"
"33120000","0.6972"
"33300000","0.7154"
"33480000","0.7112"
"33660000","0.7182000000000001"
"33840000","0.7215999999999999"
"34020000","0.7173999999999999"
"34200000","0.7006"
"34380000","0.7098"
"34560000","0.684"
"34740000","0.7192000000000001"
"34920000","0.7078000000000001"
"35100000","0.7"
"35280000","0.726"
"35460000","0.7216"
"35640000","0.7366"
"35820000","0.727"
"36000000","0.7325999999999999"
"36180000","0.7348"
"36360000","0.7315999999999999"
"36540000","0.7326"
"36720000","0.7367999999999999"
"36900000","0.7389999999999999"
"37080000","0.7308"
"37260000","0.7547999999999999"
"37440000","0.769"
"37620000","0.7667999999999999"
"37800000","0.7544000000000001"
"37980000","0.7402000000000001"
"38160000","0.7504000000000001"
"38340000","0.7437999999999999"
"38520000","0.7532"
"38700000","0.7616"
"38880000","0.75"
"39060000","0.758"
"39240000","0.7694"
"39420000","0.7747999999999999"
"39600000","0.7702"
"39780000","0.7794"
"39960000","0.7626000000000001"
"40140000","0.7786000000000001"
"40320000","0.7844"
"40500000","0.7562000000000001"
"40680000","0.766"
"40860000","0.7548"
"41040000","0.7982"
"41220000","0.77"
"41400000","0.7814"
"41580000","0.7994000000000001"
"41760000","0.8084"
"41940000","0.7754"
"42120000","0.8098"
"42300000","0.7806000000000001"
"42480000","0.8062"
"42660000","0.8084"
"42840000","0.797"
"43020000","0.7972"
"43200000","0.8034"
"43380000","0.81"
"43560000","0.813"
"43740000","0.8136"
"43920000","0.8241999999999999"
"44100000","0.8326"
"44280000","0.7994"
"44460000","0.8344000000000001"
"44640000","0.8322"
"44820000","0.8262"
"45000000","0.8318"
"45180000","0.8088000000000001"
"45360000","0.8248"
"45540000","0.8205999999999999"
"45720000","0.8336"
"45900000","0.8282"
"46080000","0.8105999999999999"
"46260000","0.8162"
"46440000","0.8284"
"46620000","0.8503999999999999"
"46800000","0.8322"
"46980000","0.8418"
"47160000","0.8475999999999999"
"47340000","0.839"
"47520000","0.8442000000000001"
"47700000","0.8453999999999999"
"47880000","0.8762000000000001"
"48060000","0.837"
"48240000","0.8433999999999999"
"48420000","0.863"
"48600000","0.8483999999999999"
"48780000","0.853"
"48960000","0.8443999999999999"
"49140000","0.8582000000000001"
"49320000","0.8624"
"49500000","0.8455999999999999"
"49680000","0.8805999999999999"
"49860000","0.8688"
"50040000","0.8516"
"50220000","0.8744000000000001"
"50400000","0.873"
"50580000","0.8644000000000001"
"50760000","0.8552000000000001"
"50940000","0.8458"
"51120000","0.862"
"51300000","0.861"
"51480000","0.8582000000000001"
"51660000","0.8767999999999999"
"51840000","0.8646"
"52020000","0.8704"
"52200000","0.8716"
"52380000","0.8977999999999999"
"52560000","0.8817999999999999"
"52740000","0.8694"
"52920000","0.878"
"53100000","0.882"
"53280000","0.8962"
"53460000","0.876"
"53640000","0.896"
"53820000","0.891"
"54000000","0.9018"
"54180000","0.8887999999999999"
"54360000","0.8917999999999999"
"54540000","0.8914000000000001"
"54720000","0.8927999999999999"
"54900000","0.8881999999999999"
"55080000","0.8882000000000001"
"55260000","0.9008"
"55440000","0.901"
"55620000","0.8992"
"55800000","0.8974"
"55980000","0.8922"
"56160000","0.9006"
"56340000","0.9072"
"56520000","0.9004"
"56700000","0.8892"
"56880000","0.8977999999999999"
"57060000","0.8824"
"57240000","0.9018"
"57420000","0.9054"
"57600000","0.8956000000000001"
"57780000","0.904"
"57960000","0.9036"
"58140000","0.914"
"58320000","0.902"
"58500000","0.895"
"58680000","0.9006000000000001"
"58860000","0.9154"
"59040000","0.907"
"59220000","0.92"
"59400000","0.9174"
"59580000","0.9226"
"59760000","0.9304"
"59940000","0.9334"
"60120000","0.9124"
"60300000","0.9124"
"60480000","0.9316"
"60660000","0.9174"
"60840000","0.928"
"61020000","0.921"
"61200000","0.9216"
"61380000","0.9356"
"61560000","0.9188"
"61740000","0.9176"
"61920000","0.9296"
"62100000","0.919"
"62280000","0.9306"
"62460000","0.9194"
"62640000","0.9118"
"62820000","0.9276"
"63000000","0.91"
"63180000","0.9204"
"63360000","0.9234"
"63540000","0.9206"
"63720000","0.9322"
"63900000","0.9298"
"64080000","0.9474"
"64260000","0.9254"
"64440000","0.934"
"64620000","0.9374"
"64800000","0.9378"
"64980000","0.9242"
"65160000","0.9374"
"65340000","0.9228"
"65520000","0.917"
"65700000","0.9288"
"65880000","0.9278"
"66060000","0.9354"
"66240000","0.9178"
"66420000","0.9352"
"66600000","0.928"
"66780000","0.9314"
"66960000","0.9324"
"67140000","0.917"
"67320000","0.9322"
"67500000","0.9358"
"67680000","0.9282"
"67860000","0.9296"
"68040000","0.931"
"68220000","0.936"
"68400000","0.9348"
"68580000","0.9324"
"68760000","0.9434"
"68940000","0.9244"
"69120000","0.9276"
"69300000","0.9474"
"69480000","0.9254"
"69660000","0.9304"
"69840000","0.941"
"70020000","0.9342"
"70200000","0.9468"
"70380000","0.94"
"70560000","0.931"
"70740000","0.9494"
"70920000","0.9306"
"71100000","0.9474"
"71280000","0.9488"
"71460000","0.9466"
"71640000","0.9566"
"71820000","0.9488"
"72000000","0.9474"
"72180000","0.945"
"72360000","0.9406"
"72540000","0.9432"
"72720000","0.9392"
"72900000","0.9432"
"73080000","0.9494"
"73260000","0.9462"
"73440000","0.9486"
"73620000","0.9538"
"73800000","0.9528"
"73980000","0.9496"
"74160000","0.9392"
"74340000","0.9488"
"74520000","0.9382"
"74700000","0.9462"
"74880000","0.9468"
"75060000","0.9406"
"75240000","0.9484"
"75420000","0.9402"
"75600000","0.9472"
"75780000","0.9414"
"75960000","0.9366"
"76140000","0.933"
"76320000","0.9538"
"76500000","0.9486"
"76680000","0.9406"
"76860000","0.9486"
"77040000","0.953"
"77220000","0.9566"
"77400000","0.9484"
"77580000","0.9612"
"77760000","0.9448"
"77940000","0.9416"
"78120000","0.9486"
"78300000","0.936"
"78480000","0.9444"
"78660000","0.9442"
"78840000","0.9418"
"79020000","0.9412"
"79200000","0.9386"
"79380000","0.9548"
"79560000","0.9506"
"79740000","0.9528"
"79920000","0.9312"
