"Step","mix37_stop0.85_true_seed1 - 8cover_rate"
"136500","0.8298"
"273000","0.8355"
"409500","0.82735"
"546000","0.8196"
"682500","0.8401"
"819000","0.82105"
"955500","0.8139"
"1092000","0.81035"
"1228500","0.8045999999999999"
"1365000","0.8217"
"1501500","0.82545"
"1638000","0.8257000000000001"
"1774500","0.82055"
"1911000","0.80455"
"2047500","0.7970499999999999"
"2184000","0.8197000000000001"
"2320500","0.7962"
"2457000","0.80135"
"2593500","0.7844"
"2730000","0.79765"
"2866500","0.8225999999999999"
"3003000","0.8285"
"3139500","0.8272"
"3276000","0.83875"
"3412500","0.8442000000000001"
"3549000","0.8401499999999998"
"3685500","0.8463499999999999"
"3822000","0.8509"
"3927000","0.85965"
"4032000","0.8502000000000001"
"4137000","0.8556999999999999"
"4242000","0.8569499999999999"
"4347000","0.86715"
"4452000","0.8717499999999999"
"4557000","0.86525"
"4662000","0.8603999999999999"
"4767000","0.8689000000000001"
"4872000","0.8728499999999999"
"4977000","0.8806999999999999"
"5082000","0.872"
"5187000","0.8775"
"5292000","0.88025"
"5397000","0.88255"
"5502000","0.8767999999999999"
"5607000","0.87815"
"5712000","0.8793499999999999"
"5817000","0.8757999999999999"
"5922000","0.8733000000000001"
"6027000","0.8799499999999999"
"6132000","0.8915"
"6237000","0.8761"
"6342000","0.8812000000000001"
"6447000","0.885"
"6552000","0.8891"
"6657000","0.8883"
"6762000","0.88515"
"6867000","0.8824"
"6972000","0.8800999999999999"
"7077000","0.88115"
"7182000","0.88045"
"7287000","0.8940499999999999"
"7392000","0.8734500000000001"
"7497000","0.8785499999999999"
"7602000","0.8635999999999999"
"7707000","0.8622000000000001"
"7812000","0.8826499999999999"
"7917000","0.8886999999999999"
"8022000","0.88495"
"8127000","0.8906"
"8232000","0.9141"
"8337000","0.8993999999999999"
"8442000","0.9037"
"8547000","0.8993499999999999"
"8652000","0.8969"
"8757000","0.8857999999999999"
"8862000","0.89875"
"8967000","0.8705999999999999"
"9072000","0.8689000000000001"
"9177000","0.866"
"9282000","0.8733"
"9387000","0.8819"
"9492000","0.8755499999999999"
"9597000","0.88195"
"9702000","0.8874000000000001"
"9807000","0.9108"
"9912000","0.92165"
"10017000","0.90985"
"10122000","0.91005"
"10227000","0.9059"
"10332000","0.9071"
"10437000","0.905"
"10542000","0.90975"
"10647000","0.90655"
"10752000","0.92385"
"10857000","0.92125"
"10962000","0.91435"
"11067000","0.9173"
"11172000","0.91605"
"11277000","0.9166"
"11382000","0.91655"
"11487000","0.91005"
"11592000","0.9102"
"11697000","0.9"
"11802000","0.91215"
"11907000","0.9126"
"12012000","0.91585"
"12117000","0.91"
"12222000","0.928"
"12327000","0.9241"
"12432000","0.926"
"12537000","0.91115"
"12642000","0.9334"
"12747000","0.93185"
"12852000","0.92865"
"12957000","0.9346"
"13062000","0.92725"
"13167000","0.93815"
"13272000","0.9379"
"13377000","0.9494"
"13482000","0.94745"
"13587000","0.9466"
"13692000","0.9445"
"13797000","0.9369"
"13902000","0.9476"
"14007000","0.95115"
"14112000","0.95325"
"14217000","0.944"
"14322000","0.9381"
"14427000","0.94205"
"14532000","0.949"
"14637000","0.954"
"14742000","0.95005"
"14847000","0.95575"
"14952000","0.95285"
"15057000","0.95695"
"15162000","0.95715"
"15267000","0.96145"
"15372000","0.9609"
"15477000","0.96345"
"15582000","0.95635"
"15687000","0.9574"
"15792000","0.9642"
"15897000","0.9637"
"16002000","0.95835"
"16107000","0.956"
"16212000","0.9593999999999998"
"16317000","0.96205"
"16422000","0.96875"
"16527000","0.96275"
"16632000","0.94635"
"16737000","0.93235"
"16842000","0.94755"
"16947000","0.94755"
"17052000","0.94385"
"17157000","0.9438"
"17262000","0.9531"
"17367000","0.94985"
"17472000","0.94255"
"17577000","0.9507"
"17682000","0.9566"
"17787000","0.9478"
"17892000","0.93285"
"17997000","0.93305"
"18102000","0.92985"
"18207000","0.92805"
"18312000","0.9316"
"18417000","0.92195"
"18522000","0.9364"
"18627000","0.93225"
"18732000","0.9311499999999998"
"18837000","0.9278"
"18942000","0.92925"
"19047000","0.923"
"19152000","0.91655"
"19257000","0.93175"
"19362000","0.9086"
"19467000","0.9275"
"19572000","0.92395"
"19677000","0.91655"
"19782000","0.9087"
"19887000","0.8972"
"19992000","0.90875"
"20097000","0.91805"
"20202000","0.91015"
"20307000","0.93005"
"20412000","0.93685"
"20517000","0.91115"
"20622000","0.8943"
"20727000","0.8916"
"20832000","0.90815"
"20937000","0.90975"
"21042000","0.93105"
"21147000","0.9388"
"21252000","0.95365"
"21357000","0.9598"
"21462000","0.95635"
"21567000","0.96765"
"21672000","0.9549"
"21777000","0.94615"
"21882000","0.9527"
"21987000","0.9496"
"22092000","0.94895"
"22197000","0.95065"
"22302000","0.9593"
"22407000","0.9589"
"22512000","0.9541"
"22617000","0.95485"
"22722000","0.95795"
"22827000","0.94495"
"22932000","0.9474"
"23037000","0.9437"
"23142000","0.9468"
"23247000","0.9401"
"23352000","0.94085"
"23457000","0.9545"
"23562000","0.959"
"23667000","0.95475"
"23772000","0.94925"
"23877000","0.95475"
"23982000","0.9584"
"24087000","0.95195"
"24192000","0.953"
"24297000","0.9633999999999998"
"24402000","0.95725"
"24507000","0.95955"
"24612000","0.96775"
"24717000","0.9616"
"24822000","0.9632"
"24927000","0.95565"
"25032000","0.94645"
"25137000","0.952"
"25242000","0.9464"
"25347000","0.93615"
"25452000","0.9331"
"25557000","0.938"
"25662000","0.94565"
"25767000","0.95855"
"25872000","0.96405"
"25977000","0.9639"
"26082000","0.95845"
"26187000","0.95295"
"26292000","0.951"
"26397000","0.95475"
"26502000","0.97105"
"26607000","0.9715"
"26712000","0.9753"
"26817000","0.971"
"26922000","0.97545"
"27027000","0.97355"
"27132000","0.9523"
"27237000","0.95935"
"27342000","0.9555"
"27447000","0.9653"
"27552000","0.9689"
"27657000","0.97465"
"27762000","0.96805"
"27867000","0.9756"
"27972000","0.97335"
"28077000","0.97115"
"28182000","0.9806"
"28287000","0.97885"
"28392000","0.97355"
"28497000","0.9763"
"28602000","0.97765"
"28707000","0.9718"
"28812000","0.9713"
"28917000","0.9742"
"29022000","0.96955"
"29127000","0.96495"
"29232000","0.97585"
"29337000","0.97995"
"29442000","0.97175"
"29547000","0.9728"
"29652000","0.9718"
"29757000","0.96735"
"29862000","0.96335"
"29967000","0.97365"
"30072000","0.9718"
"30177000","0.96835"
"30282000","0.9692"
"30387000","0.9789"
"30492000","0.98225"
"30597000","0.98465"
"30702000","0.98235"
"30807000","0.9812"
"30912000","0.98705"
"31017000","0.98505"
"31122000","0.9753"
"31227000","0.9766"
"31332000","0.97845"
"31437000","0.9644"
"31542000","0.9332"
"31647000","0.9462"
"31752000","0.957"
"31857000","0.9581"
"31962000","0.96845"
"32067000","0.9763"
"32172000","0.96035"
"32277000","0.9397"
"32382000","0.9194"
"32487000","0.92455"
"32592000","0.9521"
"32697000","0.97305"
"32802000","0.9857"
"32907000","0.98365"
"33012000","0.97375"
"33117000","0.96895"
"33222000","0.95165"
"33327000","0.95845"
"33432000","0.9659"
"33537000","0.96215"
"33642000","0.9746"
"33747000","0.976"
"33852000","0.9726"
"33957000","0.94965"
"34062000","0.93635"
"34167000","0.92645"
"34272000","0.9362"
"34377000","0.93985"
"34482000","0.9651"
"34587000","0.97285"
"34692000","0.9489"
"34797000","0.9473"
"34902000","0.94395"
"35007000","0.9576"
"35112000","0.9506"
"35217000","0.95695"
"35322000","0.97085"
"35427000","0.9656"
"35532000","0.9586"
"35637000","0.963"
"35742000","0.9698"
"35847000","0.9677"
"35952000","0.9626"
"36057000","0.97075"
"36162000","0.96425"
"36267000","0.9675"
"36372000","0.97205"
"36477000","0.9806"
"36582000","0.9841"
"36687000","0.98645"
"36792000","0.985"
"36897000","0.9858"
"37002000","0.98875"
"37107000","0.9886"
"37212000","0.9887"
"37317000","0.98635"
"37422000","0.99045"
"37527000","0.9894"
"37632000","0.99005"
"37737000","0.9925"
"37842000","0.9884"
"37947000","0.987"
"38052000","0.9806"
"38157000","0.98835"
"38262000","0.9843500000000002"
"38367000","0.98685"
"38472000","0.98385"
"38577000","0.98695"
"38682000","0.98385"
"38787000","0.9816"
"38892000","0.98195"
"38997000","0.9752"
"39102000","0.97155"
"39207000","0.9771"
"39312000","0.9612"
"39417000","0.9686"
"39522000","0.97855"
"39627000","0.983"
"39732000","0.98425"
"39837000","0.9713"
"39942000","0.9747"
"40047000","0.9581"
"40152000","0.97105"
"40257000","0.9673"
"40362000","0.97915"
"40467000","0.9689"
"40572000","0.97505"
"40677000","0.98405"
"40782000","0.985"
"40887000","0.98515"
"40992000","0.98475"
"41097000","0.98725"
"41202000","0.9829"
"41307000","0.9786"
"41412000","0.9858"
"41517000","0.9749"
"41622000","0.96835"
"41727000","0.98145"
"41832000","0.9791"
"41937000","0.9789"
"42042000","0.98635"
"42147000","0.97985"
"42252000","0.987"
"42357000","0.9887"
"42462000","0.9851"
"42567000","0.98655"
"42672000","0.9891"
"42777000","0.99145"
"42882000","0.9913"
"42987000","0.99065"
"43092000","0.99035"
"43197000","0.98005"
"43302000","0.9873"
"43407000","0.9897"
"43512000","0.9871"
"43617000","0.99055"
"43722000","0.9895"
"43827000","0.9847"
"43932000","0.98185"
"44037000","0.98175"
"44142000","0.9874"
"44247000","0.9816"
"44352000","0.9826"
"44457000","0.97555"
"44562000","0.9848"
"44667000","0.98465"
"44772000","0.9858"
"44877000","0.99295"
"44982000","0.98965"
"45087000","0.98925"
"45192000","0.98915"
"45297000","0.98825"
"45402000","0.98165"
"45507000","0.96995"
"45612000","0.9735"
"45717000","0.9814"
"45822000","0.98315"
"45927000","0.95015"
"46032000","0.9556"
"46137000","0.9402"
"46242000","0.92205"
"46347000","0.95275"
"46452000","0.9631"
"46557000","0.96875"
"46662000","0.9652"
"46767000","0.96505"
"46872000","0.96345"
"46977000","0.9676"
"47082000","0.9696"
"47187000","0.96925"
"47292000","0.9761"
"47397000","0.9796"
"47502000","0.9803"
"47607000","0.97735"
"47712000","0.96085"
"47817000","0.967"
"47922000","0.96915"
"48027000","0.9638"
"48132000","0.9701"
"48237000","0.96575"
"48342000","0.9721"
"48447000","0.9696"
"48552000","0.9573"
"48657000","0.9419"
"48762000","0.94275"
"48867000","0.9553"
"48972000","0.9541"
"49077000","0.9609"
"49182000","0.9643"
"49287000","0.9535"
"49392000","0.9376"
"49497000","0.9474"
"49602000","0.9614"
"49707000","0.9662"
"49812000","0.959"
"49917000","0.9514"
"50022000","0.9476"
"50127000","0.9462"
"50232000","0.94515"
"50337000","0.94985"
"50442000","0.92985"
"50547000","0.94155"
"50652000","0.94515"
"50757000","0.95405"
"50862000","0.96845"
"50967000","0.961"
"51072000","0.962"
"51177000","0.95685"
"51282000","0.97025"
"51387000","0.96745"
"51492000","0.9673"
"51597000","0.9747"
"51702000","0.9729"
"51807000","0.97295"
"51912000","0.9843"
"52017000","0.97865"
"52122000","0.98745"
"52227000","0.98915"
"52332000","0.9882"
"52437000","0.98825"
"52542000","0.9871"
"52647000","0.99"
"52752000","0.9789"
"52857000","0.98525"
"52962000","0.9823"
"53067000","0.99055"
"53172000","0.991"
"53277000","0.98555"
"53382000","0.98025"
"53487000","0.98405"
"53592000","0.9877"
"53697000","0.9895"
"53802000","0.9852"
"53907000","0.989"
"54012000","0.99185"
"54117000","0.994"
"54222000","0.9962"
"54327000","0.99705"
"54432000","0.99405"
"54537000","0.99205"
"54642000","0.99665"
"54747000","0.995"
"54852000","0.98895"
"54957000","0.99145"
"55062000","0.9931"
"55167000","0.99085"
"55272000","0.99155"
"55377000","0.9956"
"55482000","0.99435"
"55587000","0.9941"
"55692000","0.99055"
"55797000","0.99155"
"55902000","0.98795"
"56007000","0.99075"
"56112000","0.9862"
"56217000","0.98855"
"56322000","0.98915"
"56427000","0.98885"
"56532000","0.9892"
"56637000","0.9842"
"56742000","0.97785"
"56847000","0.9787"
"56952000","0.9647"
"57057000","0.97965"
"57162000","0.98425"
"57267000","0.99345"
"57372000","0.99205"
"57477000","0.99205"
"57582000","0.989"
"57687000","0.9878"
"57792000","0.99295"
"57897000","0.9868"
