"Step","sp_uniform_noise_seed3 - cover_rate_5step"
"105000","0.0001"
"210000","0"
"315000","0.0005"
"420000","0.0022"
"525000","0.0026"
"630000","0.0035999999999999995"
"735000","0.005900000000000001"
"840000","0.0093"
"945000","0.0101"
"1050000","0.0151"
"1155000","0.0935"
"1260000","0.1278"
"1365000","0.2268"
"1470000","0.30920000000000003"
"1575000","0.3385"
"1680000","0.3727"
"1785000","0.3987"
"1890000","0.3634"
"1995000","0.3813"
"2100000","0.3287"
"2205000","0.31139999999999995"
"2310000","0.3082"
"2415000","0.2922"
"2520000","0.314"
"2625000","0.332"
"2730000","0.30889999999999995"
"2835000","0.3511"
"2940000","0.34670000000000006"
"3045000","0.3792"
"3150000","0.398"
"3255000","0.3952000000000001"
"3360000","0.4327"
"3465000","0.4401000000000001"
"3570000","0.4248"
"3675000","0.46170000000000005"
"3780000","0.4603"
"3885000","0.4615"
"3990000","0.4701"
"4095000","0.4661"
"4200000","0.4644"
"4305000","0.4634"
"4410000","0.4639"
"4515000","0.5092000000000001"
"4620000","0.5172"
"4725000","0.5252"
"4830000","0.4963"
"4935000","0.5363000000000001"
"5040000","0.5243"
"5145000","0.5562999999999999"
"5250000","0.5578"
"5355000","0.5405"
"5460000","0.5484000000000001"
"5565000","0.5427000000000001"
"5670000","0.5547000000000001"
"5775000","0.5611000000000002"
"5880000","0.5864"
"5985000","0.5808000000000001"
"6090000","0.5699000000000001"
"6195000","0.603"
"6300000","0.5898"
"6405000","0.6033"
"6510000","0.6026"
"6615000","0.5869000000000001"
"6720000","0.6059"
"6825000","0.6229000000000001"
"6930000","0.6104"
"7035000","0.6132000000000001"
"7140000","0.6247999999999999"
"7245000","0.6281"
"7350000","0.642"
"7455000","0.6431999999999999"
"7560000","0.6376"
"7665000","0.6413"
"7770000","0.6415"
"7875000","0.6401"
"7980000","0.6638999999999999"
"8085000","0.6555"
"8190000","0.652"
"8295000","0.6267999999999999"
"8400000","0.6457"
"8505000","0.6603000000000001"
"8610000","0.6534"
"8715000","0.6464"
"8820000","0.6522"
"8925000","0.6610999999999999"
"9030000","0.6817000000000001"
"9135000","0.6762"
"9240000","0.6862999999999999"
"9345000","0.6825"
"9450000","0.6788"
"9555000","0.6832999999999999"
"9660000","0.6858"
"9765000","0.6772999999999999"
"9870000","0.673"
"9975000","0.6836"
"10080000","0.693"
"10185000","0.6744"
"10290000","0.6935"
"10395000","0.6975"
"10500000","0.6914"
"10605000","0.7018000000000001"
"10710000","0.6810999999999999"
"10815000","0.7032"
"10920000","0.6957000000000001"
"11025000","0.6989"
"11130000","0.7151000000000001"
"11235000","0.7132"
"11340000","0.7356999999999999"
"11445000","0.7415"
"11550000","0.7277"
"11655000","0.7236"
"11760000","0.7260000000000001"
"11865000","0.7415999999999999"
"11970000","0.7473"
"12075000","0.7356"
"12180000","0.7546"
"12285000","0.7466000000000002"
"12390000","0.7634"
"12495000","0.767"
"12600000","0.7589"
"12705000","0.766"
"12810000","0.7662"
"12915000","0.7848999999999999"
"13020000","0.766"
"13125000","0.7827000000000001"
"13230000","0.7830999999999999"
"13335000","0.7721"
"13440000","0.779"
"13545000","0.7731999999999999"
"13650000","0.7789"
"13755000","0.7922"
"13860000","0.7843"
"13965000","0.8"
"14070000","0.7862"
"14175000","0.7962"
"14280000","0.7926"
"14385000","0.7988"
"14490000","0.8101"
"14595000","0.8117000000000001"
"14700000","0.7908999999999999"
"14805000","0.7995"
"14910000","0.7905"
"15015000","0.8012999999999999"
"15120000","0.794"
"15225000","0.7885999999999999"
"15330000","0.7978000000000001"
"15435000","0.8074000000000001"
"15540000","0.8164000000000001"
"15645000","0.806"
"15750000","0.8107000000000001"
"15855000","0.8118"
"15960000","0.8129"
"16065000","0.8151"
"16170000","0.8305"
"16275000","0.822"
"16380000","0.8075999999999999"
"16485000","0.8188"
"16590000","0.8122999999999999"
"16695000","0.8184"
"16800000","0.8168"
"16905000","0.8118"
"17010000","0.8185"
"17115000","0.8185"
"17220000","0.8176"
"17325000","0.8215"
"17430000","0.8299"
"17535000","0.7109"
"17640000","0.738"
"17745000","0.7361"
"17850000","0.7577"
"17955000","0.7675"
"18060000","0.7534000000000001"
"18165000","0.7556999999999999"
"18270000","0.7599000000000001"
"18375000","0.7686999999999999"
"18480000","0.762"
"18585000","0.774"
"18690000","0.7782"
"18795000","0.7935"
"18900000","0.7786000000000001"
"19005000","0.7883"
"19110000","0.7922"
"19215000","0.7925"
"19320000","0.7984"
"19425000","0.7935"
"19530000","0.7847000000000001"
"19635000","0.7997000000000001"
"19740000","0.8142999999999999"
"19845000","0.8092999999999999"
"19950000","0.8062999999999999"
"20055000","0.7921"
"20160000","0.807"
"20265000","0.8197000000000001"
"20370000","0.8164"
"20475000","0.8154000000000001"
"20580000","0.8137000000000001"
"20685000","0.8045"
"20790000","0.8192999999999999"
"20895000","0.8187000000000001"
"21000000","0.804"
"21105000","0.8231"
"21210000","0.8186"
"21315000","0.8288"
"21420000","0.8408"
"21525000","0.8187000000000001"
"21630000","0.8168"
"21735000","0.8285999999999999"
"21840000","0.838"
"21945000","0.8161999999999999"
"22050000","0.8338"
"22155000","0.8109"
"22260000","0.8411000000000001"
"22365000","0.8311"
"22470000","0.8282"
"22575000","0.8552000000000001"
"22680000","0.8498"
"22785000","0.8495"
"22890000","0.8495"
"22995000","0.8367"
"23100000","0.8399"
"23205000","0.8269"
"23310000","0.8266"
"23415000","0.8429"
"23520000","0.82"
"23625000","0.8073999999999999"
"23730000","0.8344000000000001"
"23835000","0.8372999999999999"
"23940000","0.8453999999999999"
"24045000","0.8388000000000001"
"24150000","0.8595"
"24255000","0.8503999999999999"
"24360000","0.8553"
"24465000","0.8545999999999999"
"24570000","0.8388000000000001"
"24675000","0.8675"
"24780000","0.8617999999999999"
"24885000","0.864"
"24990000","0.8602000000000001"
"25095000","0.8550999999999999"
"25200000","0.8557"
"25305000","0.8543999999999998"
"25410000","0.854"
"25515000","0.8623999999999999"
"25620000","0.8442"
"25725000","0.8313999999999999"
"25830000","0.8395999999999999"
"25935000","0.8429000000000001"
"26040000","0.8579"
"26145000","0.8447"
"26250000","0.8563999999999999"
"26355000","0.8625999999999999"
"26460000","0.8535"
"26565000","0.8667"
"26670000","0.8768"
"26775000","0.856"
"26880000","0.8545"
"26985000","0.8422999999999999"
"27090000","0.8423999999999999"
"27195000","0.8486"
"27300000","0.8541"
"27405000","0.8575"
"27510000","0.8722000000000001"
"27615000","0.8637"
"27720000","0.8612000000000001"
"27825000","0.8629"
"27930000","0.862"
"28035000","0.8680999999999999"
"28140000","0.863"
"28245000","0.8671"
"28350000","0.862"
"28455000","0.8775999999999999"
"28560000","0.8775999999999999"
"28665000","0.9038"
"28770000","0.8791"
"28875000","0.8903"
"28980000","0.879"
"29085000","0.8824000000000001"
"29190000","0.9042"
"29295000","0.8856"
"29400000","0.8912"
"29505000","0.8886000000000001"
"29610000","0.892"
"29715000","0.8867"
"29820000","0.8923"
"29925000","0.8995"
"30030000","0.8881000000000001"
"30135000","0.8974"
"30240000","0.8977999999999999"
"30345000","0.894"
"30450000","0.8935"
"30555000","0.8844000000000001"
"30660000","0.8890999999999999"
"30765000","0.8852000000000001"
"30870000","0.8904"
"30975000","0.8820999999999999"
"31080000","0.9074"
"31185000","0.885"
"31290000","0.8894"
"31395000","0.8895"
"31500000","0.8883"
"31605000","0.8984"
"31710000","0.8813"
"31815000","0.9003"
"31920000","0.8987999999999999"
"32025000","0.8883"
"32130000","0.8934"
"32235000","0.8986"
"32340000","0.8973"
"32445000","0.8999000000000001"
"32550000","0.8963"
"32655000","0.9069"
"32760000","0.9128"
"32865000","0.9133"
"32970000","0.9105"
"33075000","0.9203"
"33180000","0.9206"
"33285000","0.9117"
"33390000","0.9266"
"33495000","0.9086"
"33600000","0.9185"
"33705000","0.9185"
"33810000","0.9131"
"33915000","0.9197"
"34020000","0.913"
"34125000","0.9189"
"34230000","0.9022"
"34335000","0.9114"
"34440000","0.9112"
"34545000","0.9113"
"34650000","0.9101"
"34755000","0.9247"
"34860000","0.9248"
"34965000","0.9132"
"35070000","0.9179"
"35175000","0.9341"
"35280000","0.9171"
"35385000","0.9334"
"35490000","0.9276"
"35595000","0.9243"
"35700000","0.9187"
"35805000","0.9256"
"35910000","0.9133"
"36015000","0.9205"
"36120000","0.9241"
"36225000","0.9181"
"36330000","0.9215"
"36435000","0.9319"
"36540000","0.9353"
"36645000","0.9333"
"36750000","0.9242"
"36855000","0.9211"
"36960000","0.9332"
"37065000","0.9367"
"37170000","0.9402"
"37275000","0.9321"
"37380000","0.936"
"37485000","0.9271"
"37590000","0.9339"
"37695000","0.9279"
"37800000","0.9228"
"37905000","0.9245"
"38010000","0.9353"
"38115000","0.9351"
"38220000","0.934"
"38325000","0.9394"
"38430000","0.9362"
"38535000","0.9397"
"38640000","0.9308"
"38745000","0.9319"
"38850000","0.9373"
"38955000","0.9446"
"39060000","0.9292"
"39165000","0.939"
"39270000","0.9367"
"39375000","0.9371"
"39480000","0.9478"
"39585000","0.9371"
"39690000","0.9325"
