"Step","mixdecay2n4_adjustratio_util0.9_seed3 - 4cover_rate"
"46361880","0.7786000000000001"
"46560240","0.75985"
"46758600","0.7716000000000001"
"46956960","0.7573"
"47155320","0.76715"
"47353680","0.7742"
"47552040","0.7689000000000001"
"47750400","0.76365"
"47948760","0.7774"
"48147120","0.7703"
"48345480","0.7661500000000001"
"48543840","0.7701"
"48742200","0.76995"
"48940560","0.77095"
"49138920","0.7662"
"49337280","0.7703"
"49535640","0.7573"
"49734000","0.7386500000000001"
"49932360","0.74675"
"50130720","0.74585"
"50329080","0.75915"
"50527440","0.7790499999999999"
"50725800","0.7687999999999999"
"50924160","0.7501"
"51122520","0.76015"
"51320880","0.75825"
"51519240","0.75795"
"51717600","0.76625"
"51915960","0.7582000000000001"
"52114320","0.7742"
"52312680","0.78165"
"52511040","0.78665"
"52700040","0.7728499999999999"
"52889040","0.7697999999999999"
"53078040","0.7763"
"53267040","0.7837999999999999"
"53456040","0.78665"
"53645040","0.7741"
"53834040","0.76835"
"54023040","0.7794000000000001"
"54212040","0.7727"
"54401040","0.7869"
"54590040","0.7860499999999999"
"54779040","0.772"
"54968040","0.7865999999999999"
"55157040","0.78275"
"55346040","0.7962"
"55535040","0.79285"
"55724040","0.79875"
"55904040","0.7997000000000001"
"56084040","0.7920999999999999"
"56264040","0.78675"
"56444040","0.7812"
"56624040","0.7777"
"56804040","0.7951999999999999"
"56984040","0.7854000000000001"
"57164040","0.77375"
"57344040","0.775"
"57524040","0.78065"
"57704040","0.7806500000000001"
"57884040","0.77775"
"58064040","0.7871"
"58244040","0.7983"
"58424040","0.79"
"58604040","0.794"
"58784040","0.7797000000000001"
"58964040","0.7855500000000001"
"59144040","0.7817000000000001"
"59324040","0.7820999999999999"
"59504040","0.7700499999999999"
"59684040","0.78625"
"59864040","0.7910499999999999"
"60044040","0.7958"
"60224040","0.7928"
"60404040","0.7952"
"60584040","0.7998"
"60764040","0.7920499999999999"
"60944040","0.8057"
"61124040","0.8070999999999999"
"61304040","0.79335"
"61484040","0.8064000000000001"
"61664040","0.7924000000000001"
"61844040","0.80935"
"62024040","0.7955"
"62204040","0.81025"
"62384040","0.79945"
"62564040","0.79585"
"62744040","0.80005"
"62924040","0.80215"
"63104040","0.79935"
"63284040","0.8094"
"63464040","0.8129000000000001"
"63644040","0.8148"
"63824040","0.8086"
"64004040","0.8035500000000001"
"64184040","0.7917000000000001"
"64364040","0.80475"
"64544040","0.8078"
"64724040","0.7912"
"64904040","0.7887000000000001"
"65084040","0.80435"
"65264040","0.8162999999999999"
"65444040","0.8185999999999999"
"65624040","0.81585"
"65804040","0.8118"
"65984040","0.8122999999999999"
"66164040","0.8046"
"66344040","0.77575"
"66524040","0.7831500000000001"
"66704040","0.8099500000000001"
"66884040","0.78785"
"67064040","0.7854500000000001"
"67244040","0.81225"
"67424040","0.79895"
"67604040","0.7857000000000001"
"67784040","0.80135"
"67964040","0.7870999999999999"
"68144040","0.80145"
"68324040","0.8040499999999999"
"68504040","0.80485"
"68684040","0.8232"
"68864040","0.8127"
"69044040","0.8198"
"69224040","0.7993500000000001"
"69404040","0.8222"
"69584040","0.8251499999999999"
"69764040","0.82205"
"69944040","0.8152999999999999"
"70124040","0.80625"
"70304040","0.8028"
"70484040","0.7999"
"70664040","0.8256500000000001"
"70844040","0.814"
"71024040","0.81905"
"71204040","0.8128500000000001"
"71384040","0.81945"
"71564040","0.80845"
"71744040","0.7974"
"71924040","0.8142999999999999"
"72104040","0.819"
"72284040","0.8090999999999999"
"72464040","0.8228"
"72644040","0.8163499999999999"
"72824040","0.81575"
"73004040","0.8202"
"73184040","0.81755"
"73364040","0.80325"
"73544040","0.82485"
"73724040","0.8139"
"73904040","0.812"
"74084040","0.7986"
"74264040","0.8206500000000001"
"74444040","0.8192999999999999"
"74624040","0.8293"
"74804040","0.8132"
"74984040","0.8188500000000001"
"75164040","0.8002"
"75344040","0.81945"
"75524040","0.8343499999999999"
"75704040","0.82975"
"75884040","0.8305999999999999"
"76064040","0.83865"
"76244040","0.84175"
"76424040","0.82845"
"76604040","0.8391"
"76784040","0.8449000000000001"
"76964040","0.8305"
"77144040","0.8172"
"77324040","0.80845"
"77504040","0.8278"
"77684040","0.84405"
"77864040","0.84125"
"78044040","0.84715"
"78224040","0.81375"
"78404040","0.80685"
"78584040","0.79615"
"78764040","0.8217000000000001"
"78944040","0.8140999999999999"
"79124040","0.7882"
"79304040","0.8074"
"79484040","0.79965"
"79664040","0.8279000000000001"
"79844040","0.8087"
"80024040","0.8214000000000001"
"80204040","0.8105"
"80384040","0.8212999999999999"
"80564040","0.81915"
"80744040","0.8149500000000001"
"80924040","0.8268"
"81104040","0.8156"
"81284040","0.81535"
"81464040","0.82325"
"81644040","0.81565"
"81824040","0.8259000000000001"
"82004040","0.83235"
"82184040","0.8206"
"82364040","0.8388"
"82544040","0.8282"
"82724040","0.8438"
"82904040","0.8272"
"83084040","0.8436"
"83264040","0.8356000000000001"
"83444040","0.8321500000000001"
"83624040","0.8227000000000001"
"83804040","0.8379500000000001"
"83984040","0.83345"
"84164040","0.83225"
