"Step","transfer_0.9_initial_optimizer_seed3 - 8cover_rate"
"105000","0.8089"
"210000","0.7985999999999999"
"315000","0.8102999999999999"
"420000","0.8027"
"525000","0.8021"
"630000","0.7969"
"735000","0.7894"
"840000","0.79655"
"945000","0.79355"
"1050000","0.7865500000000001"
"1155000","0.7826"
"1260000","0.78625"
"1365000","0.7888999999999999"
"1470000","0.7911"
"1575000","0.7983"
"1680000","0.7950499999999999"
"1785000","0.7744"
"1890000","0.79275"
"1995000","0.7757999999999999"
"2100000","0.79055"
"2205000","0.7716000000000001"
"2310000","0.7837999999999999"
"2415000","0.78055"
"2520000","0.7745"
"2625000","0.779"
"2730000","0.7840499999999999"
"2835000","0.78635"
"2940000","0.782"
"3045000","0.7764500000000001"
"3150000","0.782"
"3255000","0.7851"
"3360000","0.77325"
"3465000","0.77935"
"3570000","0.7814"
"3675000","0.78195"
"3780000","0.78165"
"3885000","0.78255"
"3990000","0.7883499999999999"
"4095000","0.76625"
"4200000","0.76055"
"4305000","0.76195"
"4410000","0.77475"
"4515000","0.7833499999999999"
"4620000","0.7817999999999999"
"4725000","0.7915"
"4830000","0.78225"
"4935000","0.7950999999999999"
"5040000","0.7901"
"5145000","0.7967000000000001"
"5250000","0.78575"
"5355000","0.78515"
"5460000","0.791"
"5565000","0.7929499999999999"
"5670000","0.7788499999999999"
"5775000","0.773"
"5880000","0.7772"
"5985000","0.7850999999999999"
"6090000","0.7818499999999999"
"6195000","0.7937"
"6300000","0.78775"
"6405000","0.764"
"6510000","0.7703499999999999"
"6615000","0.7783499999999999"
"6720000","0.7835"
"6825000","0.7853"
"6930000","0.7747999999999999"
"7035000","0.7743499999999999"
"7140000","0.7827000000000001"
"7245000","0.7754500000000001"
"7350000","0.7688"
"7455000","0.7552000000000001"
"7560000","0.7693499999999999"
"7665000","0.7677999999999999"
"7770000","0.7597"
"7875000","0.7733000000000001"
"7980000","0.7764"
"8085000","0.7857999999999999"
"8190000","0.7878"
"8295000","0.78075"
"8400000","0.78935"
"8505000","0.7835"
"8610000","0.788"
"8715000","0.7911"
"8820000","0.7973"
"8925000","0.79885"
"9030000","0.7947000000000001"
"9135000","0.7967000000000001"
"9240000","0.8028"
"9345000","0.79735"
"9450000","0.7888999999999998"
"9555000","0.7829499999999999"
"9660000","0.77825"
"9765000","0.7708499999999999"
"9870000","0.76825"
"9975000","0.76655"
"10080000","0.76955"
"10185000","0.7736999999999999"
"10290000","0.7930999999999999"
"10395000","0.7948999999999998"
"10500000","0.7995999999999999"
"10605000","0.799"
"10710000","0.80365"
"10815000","0.7994499999999999"
"10920000","0.7818999999999999"
"11025000","0.7768999999999999"
"11130000","0.76785"
"11235000","0.7973"
"11340000","0.7871999999999999"
"11445000","0.7994"
"11550000","0.8119500000000001"
"11655000","0.8064"
"11760000","0.79455"
"11865000","0.7936500000000001"
"11970000","0.80455"
"12075000","0.79125"
"12180000","0.7855"
"12285000","0.78265"
"12390000","0.78375"
"12495000","0.7961000000000001"
"12600000","0.8045"
"12705000","0.81125"
"12810000","0.8025"
"12915000","0.8148999999999998"
"13020000","0.81025"
"13125000","0.8034499999999999"
"13230000","0.81185"
"13335000","0.805"
"13440000","0.80355"
"13545000","0.8102"
"13650000","0.8176499999999999"
"13755000","0.82305"
"13860000","0.8261499999999999"
"13965000","0.8260500000000001"
"14070000","0.83945"
"14175000","0.8413999999999999"
"14280000","0.8552000000000001"
"14385000","0.8475499999999999"
"14490000","0.85075"
"14595000","0.8494999999999999"
"14700000","0.8453499999999999"
"14805000","0.8432999999999999"
"14910000","0.8499000000000001"
"15015000","0.8449500000000001"
"15120000","0.8594999999999999"
"15225000","0.8606"
"15330000","0.8538499999999999"
"15435000","0.85675"
"15540000","0.84865"
"15645000","0.85325"
"15750000","0.86495"
"15855000","0.8707999999999999"
"15960000","0.8635499999999999"
"16065000","0.86735"
"16170000","0.8568"
"16275000","0.87235"
"16380000","0.87905"
"16485000","0.8722000000000001"
"16590000","0.8736999999999999"
"16695000","0.8677999999999999"
"16800000","0.8639"
"16905000","0.8519"
"17010000","0.85575"
"17115000","0.8605499999999999"
"17220000","0.8752000000000001"
"17325000","0.8815"
"17430000","0.8684999999999999"
"17535000","0.8706499999999998"
"17640000","0.8827"
"17745000","0.88615"
"17850000","0.8900999999999999"
"17955000","0.8845"
"18060000","0.8793"
"18165000","0.8727"
"18270000","0.8817"
"18375000","0.8917"
"18480000","0.87905"
"18585000","0.88225"
"18690000","0.89215"
"18795000","0.8908499999999999"
"18900000","0.88955"
"19005000","0.8831"
"19110000","0.88925"
"19215000","0.89125"
"19320000","0.8938999999999999"
"19425000","0.90745"
"19530000","0.9066"
"19635000","0.8977"
"19740000","0.8971999999999999"
"19845000","0.8917999999999999"
"19950000","0.8937"
"20055000","0.91035"
"20160000","0.90585"
"20265000","0.9165"
"20370000","0.9198"
"20475000","0.92265"
"20580000","0.93065"
"20685000","0.9298"
"20790000","0.92715"
"20895000","0.92355"
"21000000","0.91565"
"21105000","0.9256"
"21210000","0.9273"
"21315000","0.931"
"21420000","0.92425"
"21525000","0.9303"
"21630000","0.9232"
"21735000","0.92355"
"21840000","0.9291"
"21945000","0.93305"
"22050000","0.937"
"22155000","0.9332"
"22260000","0.9321"
"22365000","0.93435"
"22470000","0.9302"
"22575000","0.93755"
"22680000","0.93405"
"22785000","0.9387"
"22890000","0.93875"
"22995000","0.94155"
"23100000","0.9296"
"23205000","0.93155"
"23310000","0.9434"
"23415000","0.9373"
"23520000","0.9381"
"23625000","0.92905"
"23730000","0.93785"
"23835000","0.92785"
"23940000","0.9289"
"24045000","0.93215"
"24150000","0.92395"
"24255000","0.92435"
"24360000","0.9286"
"24465000","0.92875"
"24570000","0.91155"
"24675000","0.9137"
"24780000","0.92075"
"24885000","0.92475"
"24990000","0.92315"
"25095000","0.9259"
"25200000","0.9224"
"25305000","0.93145"
"25410000","0.9396"
"25515000","0.94005"
"25620000","0.9268999999999998"
"25725000","0.92715"
"25830000","0.9338"
"25935000","0.9313"
"26040000","0.93315"
"26145000","0.9383"
"26250000","0.94285"
"26355000","0.9467"
"26460000","0.943"
"26565000","0.94475"
"26670000","0.94275"
"26775000","0.9362"
"26880000","0.94785"
"26985000","0.9466"
"27090000","0.95575"
"27195000","0.9401499999999998"
"27300000","0.9329"
"27405000","0.9181"
"27510000","0.92205"
"27615000","0.91265"
"27720000","0.9096499999999998"
"27825000","0.9031"
"27930000","0.8890999999999999"
"28035000","0.90845"
"28140000","0.9097"
"28245000","0.92975"
"28350000","0.93055"
"28455000","0.93455"
"28560000","0.93775"
"28665000","0.91895"
"28770000","0.92925"
"28875000","0.9234"
"28980000","0.93455"
"29085000","0.92335"
"29190000","0.92955"
"29295000","0.94225"
"29400000","0.9492"
"29505000","0.94195"
"29610000","0.9343"
"29715000","0.9381499999999998"
"29820000","0.9269"
"29925000","0.92525"
"30030000","0.92475"
"30135000","0.92275"
"30240000","0.93245"
"30345000","0.931"
"30450000","0.94255"
"30555000","0.94095"
"30660000","0.94325"
"30765000","0.9514"
"30870000","0.9365"
"30975000","0.92075"
"31080000","0.91195"
"31185000","0.8991"
"31290000","0.90245"
"31395000","0.91"
"31500000","0.92725"
"31605000","0.93495"
"31710000","0.91025"
"31815000","0.90935"
"31920000","0.91545"
"32025000","0.9095"
"32130000","0.9074"
"32235000","0.9161"
"32340000","0.91655"
"32445000","0.92655"
"32550000","0.9324"
"32655000","0.94035"
"32760000","0.9412"
"32865000","0.9434"
"32970000","0.93375"
"33075000","0.9429999999999998"
"33180000","0.94495"
"33285000","0.94745"
"33390000","0.943"
"33495000","0.93635"
"33600000","0.93515"
"33705000","0.9302"
"33810000","0.9233"
"33915000","0.91815"
"34020000","0.9119"
"34125000","0.9164"
"34230000","0.91255"
"34335000","0.9183"
"34440000","0.93165"
"34545000","0.9318"
"34650000","0.9364"
"34755000","0.9371"
"34860000","0.93965"
"34965000","0.92225"
"35070000","0.9285"
"35175000","0.93575"
"35280000","0.92295"
"35385000","0.9359"
"35490000","0.94325"
"35595000","0.9508"
"35700000","0.95715"
"35805000","0.95145"
"35910000","0.96145"
"36015000","0.96215"
"36120000","0.95715"
"36225000","0.95695"
"36330000","0.957"
"36435000","0.9591"
"36540000","0.9597"
"36645000","0.9573"
"36750000","0.96055"
"36855000","0.96145"
"36960000","0.96065"
"37065000","0.96365"
"37170000","0.96675"
"37275000","0.96165"
"37380000","0.95545"
"37485000","0.94885"
"37590000","0.9469"
"37695000","0.9543"
"37800000","0.9526"
"37905000","0.95395"
"38010000","0.9571"
"38115000","0.94335"
"38220000","0.94015"
"38325000","0.94505"
"38430000","0.9526"
"38535000","0.95465"
"38640000","0.94915"
"38745000","0.94795"
"38850000","0.94095"
"38955000","0.939"
"39060000","0.93015"
"39165000","0.9382"
"39270000","0.9309"
"39375000","0.93725"
"39480000","0.9354"
"39585000","0.9378999999999998"
"39690000","0.94305"
"39795000","0.9457"
"39900000","0.9471"
"40005000","0.95225"
"40110000","0.9562"
"40215000","0.95735"
