"Step","pb_gradient_sampling_h1_epsilon0.4_seed2 - 2cover_rate_5step"
"180000","0.0354"
"360000","0.036"
"540000","0.033"
"720000","0.03"
"900000","0.038"
"1080000","0.037"
"1260000","0.0254"
"1440000","0.037"
"1620000","0.046"
"1800000","0.035"
"1980000","0.062"
"2160000","0.044"
"2340000","0.045"
"2520000","0.0562"
"2700000","0.093"
"2880000","0.097"
"3060000","0.1174"
"3240000","0.127"
"3420000","0.15"
"3600000","0.16219999999999998"
"3780000","0.1782"
"3960000","0.17739999999999995"
"4140000","0.1988"
"4320000","0.20039999999999997"
"4500000","0.2328"
"4680000","0.2204"
"4860000","0.24420000000000003"
"5040000","0.2694"
"5220000","0.25739999999999996"
"5400000","0.2642"
"5580000","0.276"
"5760000","0.2742"
"5940000","0.2936"
"6120000","0.2832"
"6300000","0.30760000000000004"
"6480000","0.3196"
"6660000","0.32839999999999997"
"6840000","0.3128"
"7020000","0.35179999999999995"
"7200000","0.3448"
"7380000","0.3376"
"7560000","0.3736"
"7740000","0.35879999999999995"
"7920000","0.3748"
"8100000","0.3858"
"8280000","0.3732"
"8460000","0.3982"
"8640000","0.401"
"8820000","0.3964"
"9000000","0.4064"
"9180000","0.421"
"9360000","0.4008"
"9540000","0.4096"
"9720000","0.4164000000000001"
"9900000","0.4144"
"10080000","0.4086"
"10260000","0.4414"
"10440000","0.4304"
"10620000","0.4194"
"10800000","0.4144"
"10980000","0.4288"
"11160000","0.4346"
"11340000","0.4404"
"11520000","0.4438"
"11700000","0.465"
"11880000","0.4728"
"12060000","0.4506"
"12240000","0.45"
"12420000","0.46620000000000006"
"12600000","0.4732"
"12780000","0.4754"
"12960000","0.4714"
"13140000","0.46879999999999994"
"13320000","0.475"
"13500000","0.4847999999999999"
"13680000","0.47579999999999995"
"13860000","0.473"
"14040000","0.4872"
"14220000","0.497"
"14400000","0.4866"
"14580000","0.514"
"14760000","0.5166"
"14940000","0.5124"
"15120000","0.5027999999999999"
"15300000","0.493"
"15480000","0.5257999999999999"
"15660000","0.5306"
"15840000","0.5438"
"16020000","0.5186000000000001"
"16200000","0.5241999999999999"
"16380000","0.5286"
"16560000","0.5534"
"16740000","0.5556"
"16920000","0.5412"
"17100000","0.5714"
"17280000","0.5814"
"17460000","0.571"
"17640000","0.5608"
"17820000","0.5574"
"18000000","0.5832"
"18180000","0.5675999999999999"
"18360000","0.564"
"18540000","0.5768"
"18720000","0.5953999999999999"
"18900000","0.5884000000000001"
"19080000","0.5892000000000001"
"19260000","0.5618"
"19440000","0.5734000000000001"
"19620000","0.5952000000000001"
"19800000","0.589"
"19980000","0.5964"
"20160000","0.608"
"20340000","0.5932000000000001"
"20520000","0.6468"
"20700000","0.599"
