"Step","mix_sp_train4eval8_seed2 - 8cover_rate"
"105000","0"
"210000","0.00155"
"315000","0.003"
"420000","0.00835"
"525000","0.0119"
"630000","0.02665"
"735000","0.01445"
"840000","0.0199"
"945000","0.02145"
"1050000","0.0275"
"1155000","0.06125"
"1260000","0.13335"
"1365000","0.18545"
"1470000","0.19810000000000005"
"1575000","0.1937"
"1680000","0.2037"
"1785000","0.20165"
"1890000","0.20705"
"1995000","0.2238"
"2100000","0.22015"
"2205000","0.23434999999999995"
"2310000","0.22995"
"2415000","0.24435"
"2520000","0.24505"
"2625000","0.2301"
"2730000","0.2316"
"2835000","0.23775"
"2940000","0.2466"
"3045000","0.26289999999999997"
"3150000","0.27255"
"3255000","0.29560000000000003"
"3360000","0.30095"
"3465000","0.30510000000000004"
"3570000","0.2925"
"3675000","0.2995"
"3780000","0.31015"
"3885000","0.3103"
"3990000","0.3128"
"4095000","0.31625"
"4200000","0.3097"
"4305000","0.30910000000000004"
"4410000","0.3198"
"4515000","0.33694999999999997"
"4620000","0.34055"
"4725000","0.36795"
"4830000","0.37945"
"4935000","0.37545"
"5040000","0.3789"
"5145000","0.3696"
"5250000","0.39245"
"5355000","0.3902000000000001"
"5460000","0.41179999999999994"
"5565000","0.4405"
"5670000","0.44695"
"5775000","0.45235"
"5880000","0.4753500000000001"
"5985000","0.4538"
"6090000","0.4554"
"6195000","0.44495000000000007"
"6300000","0.46685"
"6405000","0.47725"
"6510000","0.49055"
"6615000","0.4775"
"6720000","0.48234999999999995"
"6825000","0.5123499999999999"
"6930000","0.5026499999999999"
"7035000","0.5237999999999999"
"7140000","0.53425"
"7245000","0.5460499999999999"
"7350000","0.55575"
"7455000","0.5585"
"7560000","0.5522999999999999"
"7665000","0.5526"
"7770000","0.5567"
"7875000","0.58105"
"7980000","0.58315"
"8085000","0.5822"
"8190000","0.5876500000000001"
"8295000","0.58925"
"8400000","0.6057"
"8505000","0.6113"
"8610000","0.6323"
"8715000","0.6423499999999999"
"8820000","0.64195"
"8925000","0.6531500000000001"
"9030000","0.6632"
"9135000","0.65155"
"9240000","0.6723"
"9345000","0.6877000000000001"
"9450000","0.6791"
"9555000","0.7109500000000001"
"9660000","0.70775"
"9765000","0.7008"
"9870000","0.6876"
"9975000","0.68425"
"10080000","0.7109500000000001"
"10185000","0.7011499999999999"
"10290000","0.6909"
"10395000","0.7225499999999999"
"10500000","0.7093499999999999"
"10605000","0.715"
"10710000","0.7324499999999999"
"10815000","0.72725"
"10920000","0.7253"
"11025000","0.7348"
"11130000","0.7394000000000001"
"11235000","0.7517999999999999"
"11340000","0.7616499999999999"
"11445000","0.7351"
"11550000","0.7395999999999999"
"11655000","0.74735"
"11760000","0.7449"
"11865000","0.7355499999999999"
"11970000","0.75225"
"12075000","0.7453500000000001"
"12180000","0.7673"
"12285000","0.7552"
"12390000","0.74495"
"12495000","0.7618499999999999"
"12600000","0.7666000000000001"
"12705000","0.7585"
"12810000","0.7674500000000001"
"12915000","0.76925"
"13020000","0.7811499999999999"
"13125000","0.7627999999999999"
"13230000","0.7941"
"13335000","0.79705"
"13440000","0.7837999999999999"
"13545000","0.8120999999999999"
"13650000","0.7967000000000001"
"13755000","0.8025"
"13860000","0.80395"
"13965000","0.79665"
"14070000","0.81365"
"14175000","0.7800499999999999"
"14280000","0.81395"
"14385000","0.819"
"14490000","0.8252999999999999"
"14595000","0.8259000000000001"
"14700000","0.8306500000000001"
"14805000","0.8040999999999999"
"14910000","0.8364"
"15015000","0.8079500000000001"
"15120000","0.82185"
"15225000","0.8268"
"15330000","0.8311"
"15435000","0.82055"
"15540000","0.8261000000000001"
"15645000","0.82205"
"15750000","0.8261"
"15855000","0.8393499999999999"
"15960000","0.8308"
"16065000","0.8465499999999999"
"16170000","0.8468499999999999"
"16275000","0.8385"
"16380000","0.846"
"16485000","0.8351"
"16590000","0.82605"
"16695000","0.8392999999999999"
"16800000","0.85395"
"16905000","0.83485"
"17010000","0.8352"
"17115000","0.8308"
"17220000","0.84525"
"17325000","0.85275"
"17430000","0.8725"
"17535000","0.86345"
"17640000","0.8699000000000001"
"17745000","0.8620999999999999"
"17850000","0.8633500000000002"
"17955000","0.87425"
"18060000","0.86825"
"18165000","0.86775"
"18270000","0.86375"
"18375000","0.8617999999999999"
"18480000","0.85975"
"18585000","0.8599"
"18690000","0.8617999999999999"
"18795000","0.89195"
"18900000","0.87685"
"19005000","0.8695"
"19110000","0.86395"
"19215000","0.8683"
"19320000","0.8702000000000001"
"19425000","0.89215"
"19530000","0.87175"
"19635000","0.8764500000000001"
"19740000","0.8724500000000001"
"19845000","0.86515"
"19950000","0.8697"
"20055000","0.8899"
"20160000","0.88315"
"20265000","0.8912"
"20370000","0.8972"
"20475000","0.89125"
"20580000","0.9013"
"20685000","0.89325"
"20790000","0.9057"
"20895000","0.8978499999999999"
"21000000","0.88695"
"21105000","0.8705"
"21210000","0.8829"
"21315000","0.8930999999999999"
"21420000","0.8964000000000001"
"21525000","0.89"
"21630000","0.8863499999999999"
"21735000","0.89875"
"21840000","0.8788499999999999"
"21945000","0.88825"
"22050000","0.9005"
"22155000","0.90125"
"22260000","0.88405"
"22365000","0.88655"
"22470000","0.8724000000000001"
"22575000","0.89495"
"22680000","0.8817499999999999"
"22785000","0.8938999999999999"
"22890000","0.88905"
"22995000","0.8945"
"23100000","0.8998999999999999"
"23205000","0.90255"
"23310000","0.90515"
"23415000","0.90355"
"23520000","0.90485"
"23625000","0.9093"
"23730000","0.91565"
"23835000","0.9108"
"23940000","0.90085"
"24045000","0.8939499999999999"
"24150000","0.90725"
"24255000","0.914"
"24360000","0.90525"
"24465000","0.9042"
"24570000","0.9236"
"24675000","0.92815"
"24780000","0.91565"
"24885000","0.91955"
"24990000","0.90585"
"25095000","0.91005"
"25200000","0.9218"
"25305000","0.9229"
"25420500","0.9061"
"25557000","0.8870500000000001"
"25693500","0.88675"
"25830000","0.865"
"25966500","0.8633"
"26103000","0.8628999999999999"
"26239500","0.8675499999999999"
"26376000","0.86205"
"26512500","0.8486500000000001"
"26649000","0.8555"
"26785500","0.8455"
"26922000","0.83205"
"27058500","0.8202"
"27195000","0.83175"
"27331500","0.82555"
"27468000","0.8585499999999999"
"27604500","0.8488"
"27741000","0.8518499999999999"
"27877500","0.85435"
"28014000","0.8655999999999999"
"28150500","0.8674000000000001"
"28287000","0.8606"
"28423500","0.8765999999999999"
"28560000","0.8663"
"28696500","0.8647"
