"Step","decay_fre30iter_add0.1_load_optimizer_seed1 - 8cover_rate"
"199290","0.8309500000000001"
"398580","0.8319999999999999"
"597870","0.84375"
"797160","0.8353499999999999"
"996450","0.8490500000000001"
"1195740","0.84685"
"1395030","0.8473999999999999"
"1594320","0.8425"
"1793610","0.8373999999999999"
"1992900","0.8411500000000001"
"2181900","0.8526499999999999"
"2370900","0.8482000000000001"
"2559900","0.8479"
"2748900","0.8516500000000001"
"2937900","0.86325"
"3126900","0.86925"
"3315900","0.8629"
"3504900","0.8703"
"3693900","0.8716499999999999"
"3882900","0.8673"
"4061610","0.8655999999999999"
"4240320","0.8672000000000001"
"4419030","0.8825"
"4597740","0.8730999999999999"
"4776450","0.87005"
"4955160","0.8664499999999999"
"5133870","0.8692000000000001"
"5312580","0.8615499999999999"
"5491290","0.8617"
"5670000","0.8483500000000002"
"5838000","0.8559"
"6006000","0.8647"
"6174000","0.8705"
"6342000","0.8685"
"6510000","0.8763"
"6678000","0.87605"
"6846000","0.88675"
"7014000","0.88955"
"7182000","0.8823499999999999"
"7350000","0.8835"
"7507290","0.8796"
"7664580","0.87545"
"7821870","0.8641"
"7979160","0.87995"
"8136450","0.8916"
"8293740","0.9039"
"8451030","0.89155"
"8608320","0.8964"
"8765610","0.90265"
"8922900","0.9016"
"9069900","0.88775"
"9216900","0.88525"
"9363900","0.8951500000000001"
"9510900","0.8809"
"9657900","0.90035"
"9804900","0.90175"
"9951900","0.89915"
"10098900","0.9011"
"10245900","0.9073"
"10392900","0.91995"
"10529400","0.9052"
"10665900","0.90215"
"10802400","0.91015"
"10938900","0.91115"
"11075400","0.9124"
"11211900","0.9172"
"11348400","0.91085"
"11484900","0.9267"
"11621400","0.9131"
"11757900","0.9182"
"11883900","0.9081"
"12009900","0.91735"
"12135900","0.9028999999999998"
"12261900","0.9171"
"12387900","0.9083"
"12513900","0.9096"
"12639900","0.9192"
"12765900","0.921"
"12891900","0.928"
"13017900","0.92455"
"13133190","0.9236"
"13248480","0.92785"
"13363770","0.9043"
"13479060","0.9098"
"13594350","0.914"
"13709640","0.9215"
"13824930","0.8951999999999999"
"13940220","0.9196"
"14055510","0.94"
"14170800","0.93615"
"14275800","0.93555"
"14380800","0.93635"
"14485800","0.9256"
"14590800","0.915"
"14695800","0.89665"
"14800800","0.91195"
"14905800","0.92225"
"15010800","0.917"
"15115800","0.9287"
"15220800","0.9434"
"15325800","0.95175"
"15430800","0.9477"
"15535800","0.9425"
"15640800","0.94085"
"15745800","0.9313"
"15850800","0.9345"
"15955800","0.93605"
"16060800","0.9287"
"16165800","0.9281"
"16270800","0.9203"
"16375800","0.9237"
"16480800","0.9446"
"16585800","0.9471"
"16690800","0.9425"
"16795800","0.9474"
"16900800","0.94975"
"17005800","0.9436"
"17110800","0.9348"
"17215800","0.93615"
"17320800","0.932"
"17425800","0.939"
"17530800","0.939"
"17635800","0.92585"
"17740800","0.91685"
"17845800","0.93375"
"17950800","0.93915"
"18055800","0.93405"
"18160800","0.91325"
"18265800","0.9062"
"18370800","0.9138"
"18475800","0.94155"
"18580800","0.9368999999999998"
"18685800","0.92645"
"18790800","0.93685"
"18895800","0.9399"
"19000800","0.9283"
"19105800","0.9384"
"19210800","0.93495"
"19315800","0.9314"
"19420800","0.9277"
"19525800","0.93495"
"19630800","0.93355"
"19735800","0.9412"
"19840800","0.93615"
"19945800","0.9376"
"20050800","0.9376"
"20155800","0.9347"
"20260800","0.9293"
"20365800","0.94605"
"20470800","0.9513"
"20575800","0.94565"
"20680800","0.9549"
"20785800","0.9563"
"20890800","0.95025"
"20995800","0.944"
"21100800","0.93955"
"21205800","0.9088"
"21310800","0.9141"
"21415800","0.92705"
"21520800","0.92855"
"21625800","0.9426"
"21730800","0.94795"
"21835800","0.95545"
"21940800","0.95555"
"22045800","0.9541"
"22150800","0.9497"
"22255800","0.95525"
"22360800","0.9549"
"22465800","0.94805"
"22570800","0.9423"
"22675800","0.9468"
"22780800","0.9542"
"22885800","0.9428"
"22990800","0.95085"
"23095800","0.9535"
"23200800","0.9526"
"23305800","0.95175"
"23410800","0.9563"
"23515800","0.9541499999999998"
"23620800","0.96455"
"23725800","0.95545"
"23830800","0.9561"
"23935800","0.95785"
"24040800","0.96565"
"24145800","0.96955"
"24250800","0.9397"
"24355800","0.94245"
"24460800","0.9541"
"24565800","0.9535"
"24670800","0.9564"
"24775800","0.94875"
"24880800","0.95475"
"24985800","0.9623999999999998"
"25090800","0.9703999999999998"
"25195800","0.96785"
"25300800","0.9751"
"25405800","0.97025"
"25510800","0.97275"
"25615800","0.97285"
"25720800","0.97425"
"25825800","0.97465"
"25930800","0.9657"
"26035800","0.97455"
"26140800","0.96395"
"26245800","0.9699"
"26350800","0.97835"
"26455800","0.954"
"26560800","0.95425"
"26665800","0.9633"
"26770800","0.9583"
"26875800","0.95625"
"26980800","0.9617"
"27085800","0.9661"
"27190800","0.96305"
"27295800","0.9682"
"27400800","0.95975"
"27505800","0.89755"
"27610800","0.89425"
"27715800","0.8986"
"27820800","0.90825"
"27925800","0.9095"
"28030800","0.91115"
"28135800","0.9114"
"28240800","0.9067"
"28345800","0.903"
"28450800","0.902"
"28555800","0.90415"
"28660800","0.9067"
"28765800","0.90335"
"28870800","0.9143"
"28975800","0.91605"
"29080800","0.92085"
"29185800","0.9152"
"29290800","0.9162"
"29395800","0.9198"
"29500800","0.92025"
"29605800","0.91895"
"29710800","0.91785"
"29815800","0.93045"
"29920800","0.9313"
"30025800","0.91945"
"30130800","0.928"
"30235800","0.9305"
"30340800","0.9305"
"30445800","0.9267"
"30550800","0.9297"
"30655800","0.93175"
"30760800","0.93345"
"30865800","0.9245"
"30970800","0.93785"
"31075800","0.9309"
"31180800","0.93375"
"31285800","0.9456"
"31390800","0.93835"
"31495800","0.9415"
"31600800","0.944"
"31705800","0.9516"
"31810800","0.9492"
"31915800","0.94775"
"32020800","0.9434"
"32125800","0.9444"
"32230800","0.94295"
"32335800","0.93525"
"32440800","0.9302"
"32545800","0.9165"
"32650800","0.9264"
"32755800","0.9225"
"32860800","0.9157"
"32965800","0.94255"
"33070800","0.94295"
"33175800","0.94825"
"33280800","0.9339"
"33385800","0.9174"
"33490800","0.93445"
"33595800","0.9378"
"33700800","0.94915"
"33805800","0.96485"
"33910800","0.9595"
"34015800","0.95295"
"34120800","0.9297"
"34225800","0.9458"
"34330800","0.94135"
"34435800","0.95235"
"34540800","0.9512"
"34645800","0.94565"
"34750800","0.952"
"34855800","0.9641"
"34960800","0.9601499999999998"
"35065800","0.97465"
"35170800","0.9701"
"35275800","0.9689"
"35380800","0.97235"
"35485800","0.9737"
"35590800","0.9745"
"35695800","0.9777"
"35800800","0.97365"
"35905800","0.9742"
"36010800","0.9738"
"36115800","0.96705"
"36220800","0.9753"
"36325800","0.9713999999999998"
"36430800","0.96795"
"36535800","0.97275"
"36640800","0.97895"
"36745800","0.9832"
"36850800","0.98075"
"36955800","0.98225"
"37060800","0.98145"
"37165800","0.9822"
"37270800","0.9757"
"37375800","0.97685"
"37480800","0.9654"
"37585800","0.96565"
"37690800","0.97185"
"37795800","0.9758"
"37900800","0.9741"
"38005800","0.9748"
"38110800","0.9789"
"38215800","0.9707"
"38320800","0.964"
"38425800","0.9766"
"38530800","0.9803"
"38635800","0.9836"
"38740800","0.98405"
"38845800","0.97865"
"38950800","0.97525"
"39055800","0.98495"
"39160800","0.98175"
"39265800","0.98635"
"39370800","0.98175"
"39475800","0.9857"
"39580800","0.98055"
"39685800","0.98105"
"39790800","0.98255"
"39895800","0.98355"
"40000800","0.98065"
"40105800","0.98375"
"40210800","0.9864"
"40315800","0.98495"
"40420800","0.9825"
"40525800","0.9783"
"40630800","0.9817"
"40735800","0.9813"
"40840800","0.9795"
"40945800","0.976"
"41050800","0.97735"
"41155800","0.97915"
"41260800","0.9718"
"41365800","0.9712"
"41470800","0.96965"
"41575800","0.9745"
"41680800","0.9663"
"41785800","0.95865"
"41890800","0.95955"
"41995800","0.9706"
"42100800","0.9685"
"42205800","0.9623"
