Step,main_agent_pc_first_seed1 - main_success_rate
54000,0.513
108000,0.474
162000,0.4655
216000,0.5155
270000,0.539
324000,0.4655
378000,0.465
432000,0.51
486000,0.4425
540000,0.4275
594000,0.4525
648000,0.421
702000,0.3925
756000,0.414
810000,0.441
864000,0.396
918000,0.3565
972000,0.414
1026000,0.339
1080000,0.3105
1134000,0.26
1188000,0.266
1242000,0.2575
1296000,0.2035
1350000,0.1845
1404000,0.1695
1458000,0.1905
1512000,0.1965
1566000,0.204
1620000,0.227
1674000,0.257
1728000,0.202
1782000,0.2745
1836000,0.26
1890000,0.312
1944000,0.296
1998000,0.2975
2052000,0.3435
2106000,0.3305
2160000,0.398
2214000,0.3715
2268000,0.438
2322000,0.4415
2376000,0.4515
2430000,0.4425
2484000,0.5065
2538000,0.4295
2592000,0.4305
2646000,0.429
2700000,0.3095
2754000,0.432
2808000,0.3995
2862000,0.39
2916000,0.3605
2970000,0.409
3024000,0.384
3078000,0.4515
3132000,0.3925
3186000,0.412
3240000,0.427
3294000,0.4255
3348000,0.428
3402000,0.425
3456000,0.462
3510000,0.4635
3564000,0.394
3618000,0.4035
3672000,0.4065
3726000,0.424
3780000,0.4715
3834000,0.46
3888000,0.4355
3942000,0.4355
3996000,0.4085
4050000,0.419
4104000,0.386
4158000,0.411
4212000,0.394
4266000,0.483
4320000,0.438
4374000,0.4595
4428000,0.3965
4482000,0.385
4536000,0.367
4590000,0.3965
4644000,0.4075
4698000,0.425
4752000,0.3525
4806000,0.396
4860000,0.3935
4914000,0.385
4968000,0.425
5022000,0.3845
5076000,0.437
5130000,0.435
5184000,0.406
5238000,0.3475
5292000,0.3185
5346000,0.271
5400000,0.4265
5454000,0.3595
5508000,0.352
5562000,0.3565
5616000,0.386
5670000,0.3985
5724000,0.4385
5778000,0.3505
5832000,0.4055
5886000,0.397
5940000,0.431
5994000,0.4405
6048000,0.3795
6102000,0.412
6156000,0.4705
6210000,0.416
6264000,0.4435
6318000,0.392
6372000,0.4045
6426000,0.406
6480000,0.3795
6534000,0.421
6588000,0.3995
6642000,0.454
6696000,0.42
6750000,0.4255
6804000,0.466
6858000,0.4475
6912000,0.466
6966000,0.4655
7020000,0.4525
7074000,0.422
7128000,0.454
7182000,0.393
7236000,0.506
7290000,0.4335
7344000,0.42
7398000,0.4275
7452000,0.427
7506000,0.4565
7560000,0.412
7614000,0.4005
7668000,0.4245
7722000,0.381
7776000,0.479
7830000,0.471
7884000,0.457
7938000,0.455
7992000,0.4295
8046000,0.4805
8100000,0.4345
8154000,0.4405
8208000,0.447
8262000,0.4345
8316000,0.4415
8370000,0.508
8424000,0.475
8478000,0.4655
8532000,0.4145
8586000,0.4625
8640000,0.4775
8694000,0.4525
8748000,0.434
8802000,0.4205
8856000,0.489
8910000,0.4235
8964000,0.4075
9018000,0.4325
9072000,0.403
9126000,0.4145
9180000,0.4505
9234000,0.431
9288000,0.3965
9342000,0.388
9396000,0.411
9450000,0.5
9504000,0.4035
9558000,0.367
9612000,0.4185
9666000,0.414
9720000,0.397
9774000,0.4155
9828000,0.423
9882000,0.4095
9936000,0.368
9990000,0.3515
10044000,0.4265
10098000,0.38
10152000,0.4305
10206000,0.3875
10260000,0.384
10314000,0.4785
10368000,0.4185
10422000,0.388
10476000,0.3545
10530000,0.4435
10584000,0.4135
10638000,0.3755
10692000,0.436
10746000,0.438
10800000,0.45
10854000,0.457
10908000,0.388
10962000,0.4835
11016000,0.499
11070000,0.48
11124000,0.4675
11178000,0.422
11232000,0.4055
11286000,0.4515
11340000,0.441
11394000,0.3835
11448000,0.475
11502000,0.4485
11556000,0.391
11610000,0.414
11664000,0.42
11718000,0.458
11772000,0.4235
11826000,0.405
11880000,0.447
11934000,0.418
11988000,0.3155
12042000,0.266
12096000,0.311
12150000,0.2945
12204000,0.3245
12258000,0.3605
12312000,0.384
12366000,0.357
12420000,0.3885
12474000,0.4015
12528000,0.397
12582000,0.3945
12636000,0.3405
12690000,0.417
12744000,0.345
12798000,0.3845
12852000,0.3585
12906000,0.35
12960000,0.3745
13014000,0.4255
13068000,0.3165
13122000,0.3685
13176000,0.378
13230000,0.3905
13284000,0.4205
13338000,0.4285
13392000,0.4945
13446000,0.476
13500000,0.414
13554000,0.4095
13608000,0.366
13662000,0.43
13716000,0.441
13770000,0.499
13824000,0.4925
13878000,0.45
13932000,0.4985
13986000,0.4555
14040000,0.4795
14094000,0.5545
14148000,0.4695
14202000,0.4515
14256000,0.495
14310000,0.528
14364000,0.4545
14418000,0.493
14472000,0.452
14526000,0.4485
14580000,0.4915
14634000,0.5055
14688000,0.446
14742000,0.475
14796000,0.4355
14850000,0.4375
14904000,0.4385
14958000,0.4465
15012000,0.3945
15066000,0.414
15120000,0.4395
15174000,0.4515
15228000,0.44
15282000,0.4285
15336000,0.4155
15390000,0.47
15444000,0.466
15498000,0.381
15552000,0.3645
15606000,0.404
15660000,0.3895
15714000,0.4025
15768000,0.3955
15822000,0.4905
15876000,0.4295
15930000,0.4885
15984000,0.4405
16038000,0.4085
16092000,0.403
16146000,0.379
16200000,0.384
16254000,0.3995
16308000,0.3205
16362000,0.317
16416000,0.2715
16470000,0.2265
16524000,0.253
16578000,0.251
16632000,0.2265
16686000,0.2675
16740000,0.232
16794000,0.2735
16848000,0.2085
16902000,0.175
16956000,0.1925
17010000,0.168
17064000,0.231
17118000,0.136
17172000,0.1625
17226000,0.122
17280000,0.1735
17334000,0.164
17388000,0.1955
17442000,0.172
17496000,0.198
17550000,0.187
17604000,0.1815
17658000,0.154
17712000,0.1665
17766000,0.206
17820000,0.216
17874000,0.172
17928000,0.207
17982000,0.1615
18036000,0.1985
18090000,0.212
18144000,0.243
18198000,0.247
18252000,0.2405
18306000,0.2205
18360000,0.2585
18414000,0.2025
18468000,0.225
18522000,0.2015
18576000,0.188
18630000,0.2075
18684000,0.1985
18738000,0.1895
18792000,0.2085
18846000,0.206
18900000,0.213
18954000,0.2165
19008000,0.246
19062000,0.2365
19116000,0.223
19170000,0.298
19224000,0.2365
19278000,0.2505
19332000,0.212
19386000,0.2455
19440000,0.219
19494000,0.1705
19548000,0.23
19602000,0.1875
19656000,0.218
19710000,0.1685
19764000,0.21
19818000,0.1845
19872000,0.1465
19926000,0.16
19980000,0.158
20034000,0.165
20088000,0.1325
20142000,0.1095
20196000,0.128
20250000,0.1745
20304000,0.1625
20358000,0.1845
20412000,0.191
20466000,0.2745
20520000,0.205
20574000,0.188
20628000,0.194
20682000,0.185
20736000,0.169
20790000,0.166
20844000,0.1915
20898000,0.2005
20952000,0.239
21006000,0.2115
21060000,0.2085
21114000,0.2485
21168000,0.158
21222000,0.2185
21276000,0.2105
21330000,0.2665
21384000,0.197
21438000,0.195
21492000,0.227
21546000,0.239
21600000,0.1925
21654000,0.2305
21708000,0.24
21762000,0.2615
21816000,0.2445
21870000,0.2775
21924000,0.2465
21978000,0.2345
22032000,0.2145
22086000,0.2755
22140000,0.259
22194000,0.205
22248000,0.173
22302000,0.1785
22356000,0.228
22410000,0.241
22464000,0.224
22518000,0.304
22572000,0.285
22626000,0.3185
22680000,0.2985
22734000,0.289
22788000,0.271
22842000,0.25
22896000,0.2875
22950000,0.258
23004000,0.2
23058000,0.2615
23112000,0.2485
23166000,0.2705
23220000,0.2795
23274000,0.2985
23328000,0.3085
23382000,0.3175
23436000,0.2925
23490000,0.297
23544000,0.248
23598000,0.272
23652000,0.242
23706000,0.2565
23760000,0.2615
23814000,0.3475
23868000,0.239
23922000,0.273
23976000,0.2515
24030000,0.284
24084000,0.2825
24138000,0.3205
24192000,0.299
24246000,0.358
24300000,0.366
24354000,0.308
24408000,0.318
24462000,0.2915
24516000,0.312
24570000,0.305
24624000,0.2825
24678000,0.34
24732000,0.289
24786000,0.3165
24840000,0.4435
24894000,0.403
24948000,0.4135
25002000,0.373
25056000,0.397
25110000,0.437
25164000,0.389
25218000,0.384
25272000,0.3815
25326000,0.418
25380000,0.378
25434000,0.4195
25488000,0.3965
25542000,0.4315
25596000,0.407
25650000,0.4035
25704000,0.429
25758000,0.4455
25812000,0.4615
25866000,0.406
25920000,0.353
25974000,0.418
26028000,0.3985
26082000,0.3865
26136000,0.4525
26190000,0.486
26244000,0.4175
26298000,0.5385
26352000,0.434
26406000,0.473
26460000,0.5335
26514000,0.5
26568000,0.524
26622000,0.475
26676000,0.508
26730000,0.498
26784000,0.48
26838000,0.449
26892000,0.494
26946000,0.512
27000000,0.515
27054000,0.4725
27108000,0.4825
27162000,0.525
27216000,0.5215
27270000,0.504
27324000,0.4385
27378000,0.459
27432000,0.4615
27486000,0.5575
27540000,0.5315
27594000,0.5445
27648000,0.556
27702000,0.4885
27756000,0.5185
27810000,0.526
27864000,0.5665
27918000,0.612
27972000,0.5615
28026000,0.5755
28080000,0.6105
28134000,0.601
28188000,0.529
28242000,0.511
28296000,0.5505
28350000,0.563
28404000,0.575
28458000,0.6205
28512000,0.613
28566000,0.5475
28620000,0.5575
28674000,0.614
28728000,0.593
28782000,0.618
28836000,0.555
28890000,0.433
28944000,0.499
28998000,0.5475
29052000,0.508
29106000,0.4785
29160000,0.5295
29214000,0.5525
29268000,0.484
29322000,0.455
29376000,0.502
29430000,0.5325
29484000,0.4965
29538000,0.516
29592000,0.4595
29646000,0.4855
29700000,0.411
29754000,0.433
29808000,0.399
29862000,0.4225
29916000,0.4205
29970000,0.4515
30024000,0.454
30078000,0.466
30132000,0.4255
30186000,0.4035
30240000,0.464
30294000,0.4325
30348000,0.4065
30402000,0.3885
30456000,0.411
30510000,0.4145
30564000,0.394
30618000,0.461
30672000,0.4575
30726000,0.4615
30780000,0.4905
30834000,0.444
30888000,0.429
30942000,0.4585
30996000,0.513
31050000,0.457
31104000,0.4135
31158000,0.427
31212000,0.421
31266000,0.4235
31320000,0.4515
31374000,0.429
31428000,0.4515
31482000,0.404
31536000,0.458
31590000,0.448
31644000,0.4405
31698000,0.403
31752000,0.448
31806000,0.464
31860000,0.529
31914000,0.443
31968000,0.4645
32022000,0.4715
32076000,0.4515
32130000,0.488
32184000,0.475
32238000,0.523
32292000,0.5185
32346000,0.431
32400000,0.412
32454000,0.44
32508000,0.4405
32562000,0.4115
32616000,0.4675
32670000,0.406
32724000,0.4775
32778000,0.483
32832000,0.4475
32886000,0.508
32940000,0.455
32994000,0.4675
33048000,0.4625
33102000,0.533
33156000,0.4125
33210000,0.434
33264000,0.41
33318000,0.4315
33372000,0.3915
33426000,0.4335
33480000,0.439
33534000,0.3895
