"Step","diversified_badinit_pb_seed2 - cover_rate_5step"
"74340000","0.5774"
"74520000","0.571"
"74700000","0.5858"
"74880000","0.582"
"75060000","0.566"
"75240000","0.6256"
"75420000","0.6274000000000001"
"75600000","0.5842"
"75780000","0.6"
"75960000","0.5948"
"76140000","0.631"
"76320000","0.5972000000000001"
"76500000","0.6025999999999999"
"76680000","0.6068"
"76860000","0.6045999999999999"
"77040000","0.6192000000000001"
"77220000","0.638"
"77400000","0.62"
"77580000","0.6182000000000001"
"77760000","0.6132000000000001"
"77940000","0.609"
"78120000","0.6042"
"78300000","0.6232000000000001"
"78480000","0.6096"
"78660000","0.6134"
"78840000","0.6152"
"79020000","0.6426000000000001"
"79200000","0.6246"
"79380000","0.6446000000000001"
"79560000","0.6316"
"79740000","0.6372000000000001"
"79920000","0.6255999999999999"
