"Step","unif_pb_2agents_seed2 - 2cover_rate"
"6720000","0.025"
"6780000","0.031"
"6840000","0.038"
"6900000","0.035"
"6960000","0.039"
"7020000","0.033"
"7080000","0.034"
"7140000","0.045"
"7200000","0.037"
"7260000","0.047"
"7320000","0.024"
"7380000","0.039"
"7440000","0.028"
"7500000","0.034"
"7560000","0.028"
"7620000","0.03"
"7680000","0.038"
"7740000","0.03"
"7800000","0.035"
"7860000","0.026"
"7920000","0.034"
"7980000","0.029"
"8040000","0.027"
"8100000","0.029"
"8160000","0.032"
"8220000","0.045"
"8280000","0.032"
"8340000","0.039"
"8400000","0.033"
"8460000","0.029"
"8520000","0.027"
"8580000","0.025"
"8640000","0.03"
"8700000","0.041"
"8760000","0.035"
"8820000","0.03"
"8880000","0.032"
"8940000","0.034"
"9000000","0.03"
"9060000","0.036"
"9120000","0.036"
"9180000","0.043"
"9240000","0.048"
"9300000","0.0444"
"9360000","0.045"
"9420000","0.03"
"9480000","0.035"
"9540000","0.032"
"9600000","0.031"
"9660000","0.03"
"9720000","0.03"
"9780000","0.035"
"9840000","0.043"
"9900000","0.042"
"9960000","0.028"
"10020000","0.037"
"10080000","0.031"
"10140000","0.041"
"10200000","0.037"
"10260000","0.045"
"10320000","0.047"
"10380000","0.043"
"10440000","0.021"
"10500000","0.039"
"10560000","0.04"
"10620000","0.033"
"10680000","0.031"
"10740000","0.034"
"10800000","0.035"
"10860000","0.039"
"10920000","0.034"
"10980000","0.04"
"11040000","0.03"
"11100000","0.036"
"11160000","0.034"
"11220000","0.052"
"11280000","0.032"
"11340000","0.0346"
"11400000","0.04"
"11460000","0.035"
"11520000","0.034"
"11580000","0.029"
"11640000","0.022"
"11700000","0.04"
"11760000","0.038"
"11820000","0.036"
"11880000","0.036"
"11940000","0.035"
"12000000","0.039"
"12060000","0.047"
"12120000","0.042"
"12180000","0.04"
"12240000","0.0422"
"12300000","0.045"
"12360000","0.052"
"12420000","0.048"
"12480000","0.0442"
"12540000","0.05"
"12600000","0.044"
"12660000","0.035"
"12720000","0.044"
"12780000","0.051"
"12840000","0.052"
"12900000","0.0592"
"12960000","0.051"
"13020000","0.05"
"13080000","0.055"
"13140000","0.0682"
"13200000","0.064"
"13260000","0.0814"
"13320000","0.081"
"13380000","0.0916"
"13440000","0.09"
"13500000","0.1034"
"13560000","0.1038"
"13620000","0.091"
"13680000","0.114"
"13740000","0.1076"
"13800000","0.1002"
"13860000","0.1168"
"13920000","0.121"
"13980000","0.12519999999999998"
"14040000","0.149"
"14100000","0.1386"
"14160000","0.143"
"14220000","0.13060000000000002"
"14280000","0.1564"
"14340000","0.16419999999999998"
"14400000","0.1692"
"14460000","0.1396"
"14520000","0.1554"
"14580000","0.1576"
"14640000","0.174"
"14700000","0.1732"
"14760000","0.1684"
"14820000","0.1988"
"14880000","0.2068"
"14940000","0.1836"
"15000000","0.2096"
"15060000","0.2148"
"15120000","0.1852"
"15180000","0.209"
"15240000","0.2128"
"15300000","0.2184"
"15360000","0.22860000000000005"
"15420000","0.213"
"15480000","0.2272"
"15540000","0.2326"
"15600000","0.2148"
"15660000","0.245"
"15720000","0.2366"
"15780000","0.2482"
"15840000","0.2432"
"15900000","0.25"
"15960000","0.2398"
"16020000","0.2306"
"16080000","0.26039999999999996"
"16140000","0.277"
"16200000","0.25859999999999994"
"16260000","0.2544"
"16320000","0.273"
"16380000","0.2754"
"16440000","0.26639999999999997"
"16500000","0.26739999999999997"
"16560000","0.2786"
"16620000","0.2894"
"16680000","0.278"
"16740000","0.287"
"16800000","0.2902"
"16860000","0.29979999999999996"
"16920000","0.31139999999999995"
"16980000","0.31939999999999996"
"17040000","0.30839999999999995"
"17100000","0.3014"
"17160000","0.34159999999999996"
"17220000","0.31860000000000005"
"17280000","0.331"
"17340000","0.31579999999999997"
"17400000","0.3368"
"17460000","0.33080000000000004"
"17520000","0.3484"
"17580000","0.3454"
"17640000","0.31660000000000005"
"17700000","0.3478"
"17760000","0.367"
"17820000","0.34779999999999994"
"17880000","0.3316"
"17940000","0.3466"
"18000000","0.3628"
"18060000","0.34859999999999997"
"18120000","0.384"
"18180000","0.398"
"18240000","0.33920000000000006"
"18300000","0.348"
"18360000","0.3736"
"18420000","0.379"
"18480000","0.3672"
"18540000","0.3658"
"18600000","0.3776"
"18660000","0.3682"
"18720000","0.36340000000000006"
"18780000","0.375"
"18840000","0.397"
"18900000","0.3702"
"18960000","0.3868"
"19020000","0.3666"
"19080000","0.3692"
"19140000","0.3852"
"19200000","0.408"
"19260000","0.3898"
"19320000","0.3966"
"19380000","0.3882"
"19440000","0.4098"
"19500000","0.4024"
"19560000","0.4076"
"19620000","0.3862"
"19680000","0.4062"
"19740000","0.3974"
"19800000","0.4118"
"19860000","0.41420000000000007"
"19920000","0.402"
"19980000","0.4353999999999999"
"20040000","0.4008"
"20100000","0.4398"
"20160000","0.406"
"20220000","0.4312"
"20280000","0.4186"
"20340000","0.4262"
"20400000","0.4326"
"20460000","0.4196"
"20520000","0.421"
"20580000","0.408"
"20640000","0.44"
"20700000","0.4372"
"20760000","0.4124"
"20820000","0.4454"
"20880000","0.437"
"20940000","0.4342"
"21000000","0.4156"
"21060000","0.4333999999999999"
"21120000","0.4266"
"21180000","0.4494"
"21240000","0.4396"
"21300000","0.4418"
"21360000","0.4436000000000001"
"21420000","0.4378"
"21480000","0.4458"
"21540000","0.4384"
"21600000","0.423"
"21660000","0.4362"
"21720000","0.4336"
"21780000","0.4386000000000001"
"21840000","0.4458"
"21900000","0.4518"
"21960000","0.4302"
"22020000","0.4348"
"22080000","0.4726"
"22140000","0.4528"
"22200000","0.4484"
"22260000","0.42940000000000006"
"22320000","0.4668"
"22380000","0.4704"
"22440000","0.4642"
"22500000","0.4466"
"22560000","0.4545999999999999"
"22620000","0.4664"
"22680000","0.4554"
"22740000","0.4438"
"22800000","0.459"
"22860000","0.4384"
"22920000","0.4714"
"22980000","0.4648"
"23040000","0.4608"
"23100000","0.4278"
"23160000","0.4618"
"23220000","0.453"
"23280000","0.46679999999999994"
"23340000","0.4714"
"23400000","0.4806"
"23460000","0.464"
"23520000","0.4438000000000001"
"23580000","0.4592"
"23640000","0.46579999999999994"
"23700000","0.465"
"23760000","0.462"
"23820000","0.448"
"23880000","0.457"
"23940000","0.4592"
"24000000","0.4556"
"24060000","0.4744"
"24120000","0.4688"
"24180000","0.4622"
"24240000","0.4786"
"24300000","0.4728"
"24360000","0.454"
"24420000","0.4592"
"24480000","0.4666"
"24540000","0.4512"
"24600000","0.46920000000000006"
"24660000","0.45679999999999993"
"24720000","0.459"
"24780000","0.4634"
"24840000","0.4728"
"24900000","0.4572"
"24960000","0.4678"
"25020000","0.4616"
"25080000","0.474"
"25140000","0.4634"
"25200000","0.4787999999999999"
"25260000","0.4788"
"25320000","0.4754"
"25380000","0.4706"
"25440000","0.4706"
"25500000","0.457"
"25560000","0.4804"
"25620000","0.47320000000000007"
"25680000","0.4734"
"25740000","0.48"
"25800000","0.4616"
"25860000","0.466"
"25920000","0.4938"
"25980000","0.4817999999999999"
"26040000","0.4794"
"26100000","0.4926"
"26160000","0.4766"
"26220000","0.4634"
"26280000","0.4674"
"26340000","0.4764"
"26400000","0.4746"
"26460000","0.4766"
"26520000","0.4796"
"26580000","0.4926"
"26640000","0.4978"
"26700000","0.4684"
"26760000","0.488"
"26820000","0.487"
"26880000","0.4732"
"26940000","0.4836"
"27000000","0.4772"
"27060000","0.47"
"27120000","0.4936"
"27180000","0.4796"
"27240000","0.511"
"27300000","0.5046"
"27360000","0.4938"
"27420000","0.4904"
"27480000","0.5024"
"27540000","0.4756"
"27600000","0.4902"
"27660000","0.4884"
"27720000","0.5064"
"27780000","0.4872"
"27840000","0.47320000000000007"
"27900000","0.4922"
"27960000","0.5146000000000001"
"28020000","0.4998"
"28080000","0.4896"
"28140000","0.5177999999999999"
"28200000","0.502"
"28260000","0.4956"
"28320000","0.495"
"28380000","0.5216000000000001"
"28440000","0.4958"
"28500000","0.4878"
"28560000","0.5177999999999999"
"28620000","0.4842"
"28680000","0.492"
"28740000","0.4994"
"28800000","0.492"
"28860000","0.5107999999999999"
"28920000","0.4978"
"28980000","0.4846"
"29040000","0.5054"
"29100000","0.511"
"29160000","0.4902"
"29220000","0.5014"
"29280000","0.4966"
"29340000","0.4914"
"29400000","0.4912"
"29460000","0.4992"
"29520000","0.5074"
"29580000","0.503"
"29640000","0.4942"
"29700000","0.5384"
"29760000","0.5047999999999999"
"29820000","0.5174000000000001"
"29880000","0.5026"
"29940000","0.5147999999999999"
"30000000","0.512"
"30060000","0.4918"
"30120000","0.5068"
"30180000","0.4988"
"30240000","0.5381999999999999"
"30300000","0.5084"
"30360000","0.5056"
"30420000","0.4986"
"30480000","0.5126"
"30540000","0.511"
"30600000","0.5342"
"30660000","0.5222"
"30720000","0.5064"
"30780000","0.533"
"30840000","0.5126000000000001"
"30900000","0.516"
"30960000","0.5242"
"31020000","0.5038"
"31080000","0.5152"
"31140000","0.5418000000000001"
"31200000","0.5082000000000001"
"31260000","0.539"
"31320000","0.5192"
"31380000","0.5107999999999999"
"31440000","0.532"
"31500000","0.5076"
"31560000","0.5078"
"31620000","0.534"
"31680000","0.5076"
"31740000","0.5292"
"31800000","0.51"
"31860000","0.5406"
"31920000","0.5217999999999999"
"31980000","0.5126000000000001"
"32040000","0.5454"
"32100000","0.5122000000000001"
"32160000","0.5276"
"32220000","0.5246000000000001"
"32280000","0.5248"
"32340000","0.5426"
"32400000","0.5204"
"32460000","0.5475999999999999"
"32520000","0.5442"
"32580000","0.5516"
"32640000","0.5277999999999999"
"32700000","0.5288"
"32760000","0.5337999999999999"
"32820000","0.5326000000000001"
"32880000","0.5432"
"32940000","0.5498"
"33000000","0.5316000000000001"
"33060000","0.55"
"33120000","0.5418"
"33180000","0.5267999999999999"
"33240000","0.549"
"33300000","0.5512"
"33360000","0.568"
"33420000","0.529"
"33480000","0.545"
"33540000","0.55"
"33600000","0.5418"
"33660000","0.5196000000000001"
"33720000","0.5374000000000001"
"33780000","0.5466"
"33840000","0.5522"
"33900000","0.5546"
"33960000","0.5444"
"34020000","0.5338"
"34080000","0.5558"
"34140000","0.5652"
"34200000","0.5594"
"34260000","0.5461999999999999"
"34320000","0.5485999999999999"
"34380000","0.568"
"34440000","0.565"
"34500000","0.5718"
"34560000","0.5692"
"34620000","0.5828"
"34680000","0.5744000000000001"
"34740000","0.5596"
"34800000","0.5406"
"34860000","0.5902"
"34920000","0.559"
"34980000","0.576"
"35040000","0.55"
"35100000","0.5914"
"35160000","0.5902000000000001"
"35220000","0.5795999999999999"
"35280000","0.586"
"35340000","0.5572"
"35400000","0.569"
"35460000","0.569"
"35520000","0.5794"
"35580000","0.5848"
"35640000","0.5992000000000001"
"35700000","0.5616"
"35760000","0.5888"
"35820000","0.5844000000000001"
"35880000","0.602"
"35940000","0.5722"
"36000000","0.5744"
"36060000","0.5998"
"36120000","0.6108"
"36180000","0.5848"
"36240000","0.5834"
"36300000","0.5695999999999999"
"36360000","0.5622"
"36420000","0.5832"
"36480000","0.5822"
"36540000","0.5644000000000001"
"36600000","0.5684"
"36660000","0.5628"
"36720000","0.5634"
"36780000","0.5832"
"36840000","0.588"
"36900000","0.594"
"36960000","0.5888"
"37020000","0.5674000000000001"
"37080000","0.5873999999999999"
"37140000","0.5744"
"37200000","0.5744"
"37260000","0.5811999999999999"
"37320000","0.6053999999999999"
"37380000","0.6"
"37440000","0.5802"
"37500000","0.5724000000000001"
"37560000","0.5692"
"37620000","0.5794"
"37680000","0.5674000000000001"
"37740000","0.5923999999999999"
"37800000","0.5896"
"37860000","0.5832"
"37920000","0.5712"
"37980000","0.5912000000000001"
"38040000","0.5913999999999999"
"38100000","0.5752"
"38160000","0.5532"
"38220000","0.5872"
"38280000","0.6084"
"38340000","0.5878"
"38400000","0.586"
"38460000","0.5923999999999999"
"38520000","0.5902000000000001"
"38580000","0.5993999999999999"
"38640000","0.5648"
"38700000","0.5778"
"38760000","0.5808"
"38820000","0.579"
"38880000","0.571"
"38940000","0.5942000000000001"
"39000000","0.6028"
"39060000","0.586"
"39120000","0.5962000000000001"
"39180000","0.5874000000000001"
"39240000","0.589"
"39300000","0.5828"
"39360000","0.6042000000000001"
"39420000","0.6078"
"39480000","0.5788"
"39540000","0.6034"
"39600000","0.6002000000000001"
"39660000","0.595"
"39720000","0.5963999999999999"
"39780000","0.586"
"39840000","0.5836"
"39900000","0.6016"
"39960000","0.5846000000000001"
"40020000","0.5978000000000001"
"40080000","0.603"
"40140000","0.5908"
"40200000","0.5938"
"40260000","0.5766"
"40320000","0.6012000000000001"
"40380000","0.599"
"40440000","0.5942000000000001"
"40500000","0.58"
"40560000","0.58"
"40620000","0.608"
"40680000","0.5805999999999999"
"40740000","0.6006"
"40800000","0.59"
"40860000","0.5982000000000001"
"40920000","0.5654000000000001"
"40980000","0.576"
"41040000","0.6"
"41100000","0.5725999999999999"
"41160000","0.6068"
"41220000","0.5722"
"41280000","0.573"
"41340000","0.6035999999999999"
"41400000","0.5908"
"41460000","0.558"
"41520000","0.6145999999999999"
"41580000","0.5913999999999999"
"41640000","0.607"
"41700000","0.6127999999999999"
"41760000","0.5808"
"41820000","0.6103999999999999"
"41880000","0.6126"
"41940000","0.6172000000000001"
"42000000","0.5945999999999999"
"42060000","0.6142000000000001"
"42120000","0.6084"
"42180000","0.6166"
"42240000","0.6043999999999999"
"42300000","0.6234"
"42360000","0.6036"
"42420000","0.589"
"42480000","0.6146"
"42540000","0.5932"
"42600000","0.6245999999999999"
"42660000","0.624"
"42720000","0.6232000000000001"
"42780000","0.615"
"42840000","0.6218"
"42900000","0.636"
"42960000","0.612"
"43020000","0.6342000000000001"
"43080000","0.6196"
"43140000","0.6152"
"43200000","0.5978"
"43260000","0.611"
"43320000","0.5958"
"43380000","0.6346"
"43440000","0.6156000000000001"
"43500000","0.6342000000000001"
"43560000","0.6255999999999999"
"43620000","0.618"
"43680000","0.6098"
"43740000","0.6235999999999999"
"43800000","0.6158"
"43860000","0.6227999999999999"
"43920000","0.6332000000000001"
"43980000","0.6"
"44040000","0.6096"
"44100000","0.6342000000000001"
"44160000","0.638"
"44220000","0.6612"
"44280000","0.631"
"44340000","0.637"
"44400000","0.6324000000000001"
"44460000","0.6262000000000001"
"44520000","0.6232000000000001"
"44580000","0.6197999999999999"
"44640000","0.631"
"44700000","0.6497999999999999"
"44760000","0.6287999999999999"
"44820000","0.6604"
"44880000","0.6332000000000001"
"44940000","0.6357999999999999"
"45000000","0.6306"
"45060000","0.6548"
"45120000","0.6636"
"45180000","0.6294"
"45240000","0.6265999999999999"
"45300000","0.6622"
"45360000","0.6337999999999999"
"45420000","0.6236"
"45480000","0.667"
"45540000","0.622"
"45600000","0.6386000000000001"
"45660000","0.6367999999999999"
"45720000","0.6346"
"45780000","0.6096"
"45840000","0.6325999999999999"
"45900000","0.6414"
"45960000","0.64"
"46020000","0.624"
"46080000","0.6397999999999999"
"46140000","0.6278"
"46200000","0.6622"
"46260000","0.6474"
"46320000","0.649"
"46380000","0.6624"
"46440000","0.6387999999999999"
"46500000","0.6472"
"46560000","0.649"
"46620000","0.6526000000000001"
"46680000","0.6586000000000001"
"46740000","0.6452"
"46800000","0.6426000000000001"
"46860000","0.6524000000000001"
"46920000","0.6582"
"46980000","0.6514"
"47040000","0.6504"
"47100000","0.6486000000000001"
"47160000","0.6454000000000001"
"47220000","0.6614000000000001"
"47280000","0.6566"
"47340000","0.6848"
"47400000","0.655"
"47460000","0.6492"
"47520000","0.6602"
"47580000","0.66"
"47640000","0.657"
"47700000","0.6407999999999999"
"47760000","0.65"
"47820000","0.6237999999999999"
"47880000","0.6541999999999999"
"47940000","0.6364000000000001"
"48000000","0.6486"
"48060000","0.6424"
"48120000","0.6586000000000001"
"48180000","0.6524"
"48240000","0.6681999999999999"
"48300000","0.6406000000000001"
"48360000","0.6426000000000001"
"48420000","0.6496000000000001"
"48480000","0.651"
"48540000","0.6477999999999999"
"48600000","0.6721999999999999"
"48660000","0.6616000000000001"
"48720000","0.6496000000000001"
"48780000","0.6464000000000001"
"48840000","0.6712"
"48900000","0.6784000000000001"
"48960000","0.6685999999999999"
"49020000","0.6527999999999999"
"49080000","0.645"
"49140000","0.6658"
"49200000","0.6642"
"49260000","0.6686"
"49320000","0.6901999999999999"
"49380000","0.6432"
"49440000","0.6607999999999999"
"49500000","0.6678"
"49560000","0.6662"
"49620000","0.6556"
"49680000","0.6547999999999999"
"49740000","0.654"
"49800000","0.6662"
"49860000","0.6644"
"49920000","0.6574"
"49980000","0.671"
"50040000","0.6652"
"50100000","0.666"
"50160000","0.6584"
"50220000","0.6628000000000001"
"50280000","0.6436000000000001"
"50340000","0.6617999999999999"
"50400000","0.6616000000000001"
"50460000","0.6402"
"50520000","0.651"
"50580000","0.6532"
"50640000","0.66"
"50700000","0.651"
"50760000","0.6614"
"50820000","0.6551999999999999"
"50880000","0.6444"
"50940000","0.6362000000000001"
"51000000","0.658"
"51060000","0.6457999999999999"
"51120000","0.6612"
"51180000","0.6424"
"51240000","0.658"
"51300000","0.6728"
"51360000","0.674"
"51420000","0.664"
"51480000","0.6352000000000001"
"51540000","0.6581999999999999"
"51600000","0.653"
"51660000","0.677"
"51720000","0.669"
"51780000","0.682"
"51840000","0.689"
"51900000","0.657"
"51960000","0.6786"
"52020000","0.658"
"52080000","0.6566000000000001"
"52140000","0.6988000000000001"
"52200000","0.6824"
"52260000","0.6671999999999999"
"52320000","0.6768"
"52380000","0.6878"
"52440000","0.6974"
"52500000","0.6882"
"52560000","0.6925999999999999"
"52620000","0.691"
"52680000","0.7218"
"52740000","0.689"
"52800000","0.6755999999999999"
"52860000","0.685"
"52920000","0.6734"
"52980000","0.686"
"53040000","0.6914000000000001"
"53100000","0.694"
"53160000","0.6838"
"53220000","0.6984"
"53280000","0.685"
"53340000","0.6974"
"53400000","0.666"
"53460000","0.6825999999999999"
"53520000","0.7182000000000001"
"53580000","0.703"
"53640000","0.6678"
"53700000","0.6954"
"53760000","0.6905999999999999"
"53820000","0.677"
"53880000","0.6752"
"53940000","0.6868"
"54000000","0.672"
"54060000","0.6946"
"54120000","0.702"
"54180000","0.6896"
"54240000","0.6952"
"54300000","0.6736"
"54360000","0.6892"
"54420000","0.6801999999999999"
"54480000","0.7118"
"54540000","0.709"
"54600000","0.7082"
"54660000","0.707"
"54720000","0.709"
"54780000","0.6892"
"54840000","0.6978000000000001"
"54900000","0.6756"
"54960000","0.687"
"55020000","0.7028"
"55080000","0.6924"
"55140000","0.6864000000000001"
"55200000","0.6792"
"55260000","0.6962"
"55320000","0.699"
"55380000","0.7215999999999999"
"55440000","0.6898"
"55500000","0.6968000000000001"
"55560000","0.6998"
"55620000","0.7084000000000001"
"55680000","0.6622"
"55740000","0.7074000000000001"
"55800000","0.6942"
"55860000","0.6888"
"55920000","0.7192000000000001"
"55980000","0.7202000000000001"
"56040000","0.705"
"56100000","0.6988"
"56160000","0.7106"
"56220000","0.7058"
"56280000","0.7006"
"56340000","0.6754000000000001"
"56400000","0.7056"
"56460000","0.7002"
"56520000","0.6984000000000001"
"56580000","0.7074"
"56640000","0.6862"
"56700000","0.7153999999999999"
"56760000","0.7152000000000001"
"56820000","0.7112"
"56880000","0.7212000000000001"
"56940000","0.7022"
"57000000","0.6974000000000001"
"57060000","0.7014000000000001"
"57120000","0.6828000000000001"
"57180000","0.7052"
"57240000","0.687"
"57300000","0.6972"
"57360000","0.6974000000000001"
"57420000","0.6985999999999999"
"57480000","0.6962"
"57540000","0.7142000000000001"
"57600000","0.7282000000000001"
"57660000","0.7162000000000001"
"57720000","0.7272"
"57780000","0.6981999999999999"
"57840000","0.7292000000000001"
"57900000","0.7006"
"57960000","0.7166"
"58020000","0.684"
"58080000","0.7164"
"58140000","0.7168000000000001"
"58200000","0.711"
"58260000","0.7123999999999999"
"58320000","0.708"
"58380000","0.6922"
"58440000","0.722"
"58500000","0.7172000000000001"
"58560000","0.7143999999999999"
"58620000","0.6882"
"58680000","0.7334"
"58740000","0.705"
"58800000","0.7268"
"58860000","0.7238"
"58920000","0.7115999999999999"
"58980000","0.72"
"59040000","0.7248"
"59100000","0.6962"
"59160000","0.7182"
"59220000","0.7194"
"59280000","0.7273999999999999"
"59340000","0.7248"
"59400000","0.7308"
"59460000","0.7056"
"59520000","0.7124000000000001"
"59580000","0.7228000000000001"
"59640000","0.7156"
"59700000","0.7208"
"59760000","0.7212000000000001"
"59820000","0.7246"
"59880000","0.7104000000000001"
"59940000","0.741"
"60000000","0.707"
"60060000","0.7014000000000001"
"60120000","0.7"
"60180000","0.7296"
"60240000","0.7358"
"60300000","0.7294"
"60360000","0.6995999999999999"
"60420000","0.7064000000000001"
"60480000","0.7173999999999999"
"60540000","0.7392"
"60600000","0.7216"
"60660000","0.7394"
"60720000","0.727"
"60780000","0.7282000000000001"
"60840000","0.7255999999999999"
"60900000","0.7306"
"60960000","0.7312000000000001"
"61020000","0.7574"
"61080000","0.7214"
"61140000","0.7142000000000001"
"61200000","0.7414000000000001"
"61260000","0.7236"
"61320000","0.7196"
"61380000","0.735"
"61440000","0.7152000000000001"
"61500000","0.725"
"61560000","0.7055999999999999"
"61620000","0.7394000000000001"
"61680000","0.7208"
"61740000","0.7292000000000001"
"61800000","0.7135999999999999"
"61860000","0.7336"
"61920000","0.7416"
"61980000","0.7224"
"62040000","0.7373999999999999"
"62100000","0.7135999999999999"
"62160000","0.744"
"62220000","0.7314"
"62280000","0.7206"
"62340000","0.7288"
"62400000","0.715"
"62460000","0.7322"
"62520000","0.739"
"62580000","0.7343999999999999"
"62640000","0.727"
"62700000","0.7183999999999999"
"62760000","0.7366"
"62820000","0.725"
"62880000","0.7428"
"62940000","0.7048"
"63000000","0.7162000000000001"
"63060000","0.713"
"63120000","0.6964000000000001"
"63180000","0.7178000000000001"
"63240000","0.7447999999999999"
"63300000","0.7163999999999999"
"63360000","0.72"
"63420000","0.7514"
"63480000","0.7272000000000001"
"63540000","0.709"
"63600000","0.7524000000000001"
"63660000","0.7208"
"63720000","0.75"
"63780000","0.721"
"63840000","0.7278000000000001"
"63900000","0.7282"
"63960000","0.7462000000000001"
"64020000","0.748"
"64080000","0.748"
"64140000","0.7216"
"64200000","0.7552000000000001"
"64260000","0.7302000000000001"
"64320000","0.734"
"64380000","0.736"
"64440000","0.7364"
"64500000","0.7524000000000001"
"64560000","0.763"
"64620000","0.7567999999999999"
"64680000","0.7696"
"64740000","0.7682"
"64800000","0.761"
"64860000","0.7507999999999999"
"64920000","0.7586"
"64980000","0.753"
"65040000","0.7694"
"65100000","0.7674000000000001"
"65160000","0.755"
"65220000","0.7797999999999999"
"65280000","0.7654000000000001"
"65340000","0.7293999999999999"
"65400000","0.7512000000000001"
"65460000","0.76"
"65520000","0.7496"
"65580000","0.741"
"65640000","0.7604"
"65700000","0.7792"
"65760000","0.7544000000000001"
"65820000","0.743"
"65880000","0.7616000000000002"
"65940000","0.7547999999999999"
"66000000","0.7654"
"66060000","0.748"
"66120000","0.7637999999999999"
"66180000","0.74"
"66240000","0.77"
"66300000","0.7604"
"66360000","0.7652"
"66420000","0.7874"
"66480000","0.7487999999999999"
"66540000","0.77"
"66600000","0.7397999999999999"
"66660000","0.7664"
"66720000","0.7672"
"66780000","0.7572000000000001"
"66840000","0.7626"
"66900000","0.7632000000000001"
"66960000","0.7792"
"67020000","0.7727999999999999"
"67080000","0.7567999999999999"
"67140000","0.78"
"67200000","0.7626000000000001"
"67260000","0.7752"
"67320000","0.7672"
"67380000","0.7484000000000001"
"67440000","0.7766"
"67500000","0.7922"
"67560000","0.7737999999999999"
"67620000","0.7767999999999999"
"67680000","0.775"
"67740000","0.7586"
"67800000","0.7807999999999999"
"67860000","0.7702"
"67920000","0.7797999999999999"
"67980000","0.7686000000000001"
"68040000","0.7792"
"68100000","0.7902"
"68160000","0.7634"
"68220000","0.7737999999999999"
"68280000","0.7812"
"68340000","0.7542000000000001"
"68400000","0.7602000000000001"
"68460000","0.788"
"68520000","0.7676"
"68580000","0.8046"
"68640000","0.7922"
"68700000","0.7692"
"68760000","0.7554"
"68820000","0.7816000000000001"
"68880000","0.7772"
"68940000","0.753"
"69000000","0.7637999999999999"
"69060000","0.7706"
"69120000","0.7742"
"69180000","0.7796000000000001"
"69240000","0.7984"
"69300000","0.7667999999999999"
"69360000","0.7976"
"69420000","0.785"
"69480000","0.7784"
"69540000","0.7891999999999999"
"69600000","0.7694"
"69660000","0.7761999999999999"
"69720000","0.8084"
"69780000","0.7975999999999999"
"69840000","0.778"
"69900000","0.7756000000000001"
"69960000","0.7934"
"70020000","0.771"
"70080000","0.7826"
"70140000","0.7812"
"70200000","0.79"
"70260000","0.7854"
"70320000","0.7832"
"70380000","0.7826000000000001"
"70440000","0.7982"
"70500000","0.7964"
"70560000","0.7866000000000001"
"70620000","0.7968"
"70680000","0.7916"
"70740000","0.7834"
"70800000","0.789"
"70860000","0.762"
"70920000","0.7942"
"70980000","0.7828"
"71040000","0.7782"
"71100000","0.786"
"71160000","0.7706"
"71220000","0.7726000000000001"
"71280000","0.7744"
"71340000","0.8114"
"71400000","0.7802"
"71460000","0.7865999999999999"
"71520000","0.7867999999999999"
"71580000","0.7867999999999999"
"71640000","0.7966"
"71700000","0.794"
"71760000","0.7744"
"71820000","0.808"
"71880000","0.8028"
"71940000","0.7984"
"72000000","0.7764"
"72060000","0.791"
"72120000","0.8058"
"72180000","0.7850000000000001"
"72240000","0.7878"
"72300000","0.8038"
