"Step","amigo_pb_2agents_seed1 - 2cover_rate_1step"
"22380000","0.267"
"22440000","0.236"
"22500000","0.25"
"22560000","0.265"
"22620000","0.246"
"22680000","0.261"
"22740000","0.284"
"22800000","0.304"
"22860000","0.285"
"22920000","0.282"
"22980000","0.274"
"23040000","0.289"
"23100000","0.275"
"23160000","0.287"
"23220000","0.299"
"23280000","0.266"
"23340000","0.271"
"23400000","0.303"
"23460000","0.271"
"23520000","0.284"
"23580000","0.262"
"23640000","0.277"
"23700000","0.27"
"23760000","0.286"
"23820000","0.27"
"23880000","0.282"
"23940000","0.284"
"24000000","0.299"
"24060000","0.298"
"24120000","0.295"
"24180000","0.292"
"24240000","0.276"
"24300000","0.264"
"24360000","0.271"
"24420000","0.295"
"24480000","0.278"
"24540000","0.286"
"24600000","0.311"
"24660000","0.302"
"24720000","0.29"
"24780000","0.287"
"24840000","0.287"
"24900000","0.303"
"24960000","0.285"
"25020000","0.286"
"25080000","0.299"
"25140000","0.285"
"25200000","0.298"
"25260000","0.288"
"25320000","0.286"
"25380000","0.301"
"25440000","0.28"
"25500000","0.294"
"25560000","0.309"
"25620000","0.293"
"25680000","0.294"
"25740000","0.309"
"25800000","0.316"
"25860000","0.299"
"25920000","0.307"
"25980000","0.316"
"26040000","0.314"
"26100000","0.291"
"26160000","0.294"
"26220000","0.297"
"26280000","0.298"
"26340000","0.306"
"26400000","0.28"
"26460000","0.269"
"26520000","0.299"
"26580000","0.296"
"26640000","0.306"
"26700000","0.311"
"26760000","0.313"
"26820000","0.298"
"26880000","0.303"
"26940000","0.297"
"27000000","0.294"
"27060000","0.305"
"27120000","0.323"
"27180000","0.304"
"27240000","0.3"
"27300000","0.337"
"27360000","0.302"
"27420000","0.304"
"27480000","0.323"
"27540000","0.277"
"27600000","0.299"
"27660000","0.309"
"27720000","0.308"
"27780000","0.321"
"27840000","0.328"
"27900000","0.326"
"27960000","0.318"
"28020000","0.315"
"28080000","0.32"
"28140000","0.341"
"28200000","0.319"
"28260000","0.327"
"28320000","0.318"
"28380000","0.336"
"28440000","0.303"
"28500000","0.335"
"28560000","0.325"
"28620000","0.32"
"28680000","0.317"
"28740000","0.336"
"28800000","0.334"
"28860000","0.332"
"28920000","0.318"
"28980000","0.321"
"29040000","0.311"
"29100000","0.318"
"29160000","0.314"
"29220000","0.346"
"29280000","0.312"
"29340000","0.324"
"29400000","0.364"
"29460000","0.321"
"29520000","0.327"
"29580000","0.351"
"29640000","0.347"
"29700000","0.341"
"29760000","0.352"
"29820000","0.324"
"29880000","0.337"
"29940000","0.374"
"30000000","0.364"
"30060000","0.356"
"30120000","0.344"
"30180000","0.36"
"30240000","0.349"
"30300000","0.37"
"30360000","0.346"
"30420000","0.368"
"30480000","0.35"
"30540000","0.374"
"30600000","0.363"
"30660000","0.355"
"30720000","0.367"
"30780000","0.362"
"30840000","0.358"
"30900000","0.368"
"30960000","0.347"
"31020000","0.357"
"31080000","0.376"
"31140000","0.359"
"31200000","0.359"
"31260000","0.367"
"31320000","0.39"
"31380000","0.376"
"31440000","0.366"
"31500000","0.369"
"31560000","0.372"
"31620000","0.381"
"31680000","0.364"
"31740000","0.389"
"31800000","0.36"
"31860000","0.387"
"31920000","0.374"
"31980000","0.362"
"32040000","0.365"
"32100000","0.375"
"32160000","0.354"
"32220000","0.368"
"32280000","0.365"
"32340000","0.381"
"32400000","0.355"
"32460000","0.365"
"32520000","0.372"
"32580000","0.352"
"32640000","0.355"
"32700000","0.39"
"32760000","0.385"
"32820000","0.373"
"32880000","0.342"
"32940000","0.372"
"33000000","0.358"
"33060000","0.369"
"33120000","0.375"
"33180000","0.381"
"33240000","0.385"
"33300000","0.372"
"33360000","0.379"
"33420000","0.374"
"33480000","0.37"
"33540000","0.368"
"33600000","0.379"
"33660000","0.391"
"33720000","0.388"
"33780000","0.376"
"33840000","0.383"
"33900000","0.377"
"33960000","0.395"
"34020000","0.359"
"34080000","0.389"
"34140000","0.391"
"34200000","0.376"
"34260000","0.389"
"34320000","0.387"
"34380000","0.381"
"34440000","0.377"
"34500000","0.375"
"34560000","0.396"
"34620000","0.391"
"34680000","0.377"
"34740000","0.375"
"34800000","0.387"
"34860000","0.399"
"34920000","0.38"
"34980000","0.388"
"35040000","0.367"
"35100000","0.395"
"35160000","0.405"
"35220000","0.408"
"35280000","0.385"
"35340000","0.383"
"35400000","0.388"
"35460000","0.378"
"35520000","0.386"
"35580000","0.393"
"35640000","0.383"
"35700000","0.418"
"35760000","0.391"
"35820000","0.401"
"35880000","0.391"
"35940000","0.407"
"36000000","0.391"
"36060000","0.4"
"36120000","0.405"
"36180000","0.377"
"36240000","0.399"
"36300000","0.401"
"36360000","0.393"
"36420000","0.401"
"36480000","0.405"
"36540000","0.421"
"36600000","0.398"
"36660000","0.401"
"36720000","0.382"
"36780000","0.405"
"36840000","0.401"
"36900000","0.395"
"36960000","0.403"
"37020000","0.408"
"37080000","0.408"
"37140000","0.396"
"37200000","0.411"
"37260000","0.389"
"37320000","0.41"
"37380000","0.421"
"37440000","0.409"
"37500000","0.403"
"37560000","0.425"
"37620000","0.415"
"37680000","0.404"
"37740000","0.429"
"37800000","0.402"
"37860000","0.428"
"37920000","0.4"
"37980000","0.423"
"38040000","0.43"
"38100000","0.415"
"38160000","0.419"
"38220000","0.382"
"38280000","0.388"
"38340000","0.399"
"38400000","0.374"
"38460000","0.405"
"38520000","0.412"
"38580000","0.384"
"38640000","0.396"
"38700000","0.384"
"38760000","0.399"
"38820000","0.415"
"38880000","0.393"
"38940000","0.401"
"39000000","0.406"
"39060000","0.387"
"39120000","0.414"
"39180000","0.408"
"39240000","0.396"
"39300000","0.396"
"39360000","0.394"
"39420000","0.385"
"39480000","0.408"
"39540000","0.415"
"39600000","0.426"
"39660000","0.391"
"39720000","0.413"
"39780000","0.403"
"39840000","0.422"
"39900000","0.401"
"39960000","0.393"
"40020000","0.425"
"40080000","0.408"
"40140000","0.395"
"40200000","0.417"
"40260000","0.41"
"40320000","0.412"
"40380000","0.429"
"40440000","0.394"
"40500000","0.397"
"40560000","0.409"
"40620000","0.394"
"40680000","0.407"
"40740000","0.409"
"40800000","0.415"
"40860000","0.415"
"40920000","0.418"
"40980000","0.41"
"41040000","0.435"
"41100000","0.403"
"41160000","0.415"
"41220000","0.421"
"41280000","0.44"
"41340000","0.398"
"41400000","0.421"
"41460000","0.451"
"41520000","0.401"
"41580000","0.395"
"41640000","0.413"
"41700000","0.415"
"41760000","0.417"
"41820000","0.42"
"41880000","0.424"
"41940000","0.418"
"42000000","0.42"
"42060000","0.41"
"42120000","0.41"
"42180000","0.415"
"42240000","0.423"
"42300000","0.398"
"42360000","0.41"
"42420000","0.414"
"42480000","0.407"
"42540000","0.419"
"42600000","0.419"
"42660000","0.436"
"42720000","0.449"
"42780000","0.392"
"42840000","0.41"
"42900000","0.409"
"42960000","0.427"
"43020000","0.418"
"43080000","0.43"
"43140000","0.435"
"43200000","0.436"
"43260000","0.429"
"43320000","0.426"
"43380000","0.419"
"43440000","0.416"
"43500000","0.386"
"43560000","0.401"
"43620000","0.426"
"43680000","0.408"
"43740000","0.415"
"43800000","0.434"
"43860000","0.412"
"43920000","0.411"
"43980000","0.442"
"44040000","0.417"
"44100000","0.395"
"44160000","0.409"
"44220000","0.408"
"44280000","0.427"
"44340000","0.433"
"44400000","0.419"
"44460000","0.409"
"44520000","0.417"
"44580000","0.397"
"44640000","0.433"
"44700000","0.425"
"44760000","0.428"
"44820000","0.41"
"44880000","0.425"
"44940000","0.428"
"45000000","0.417"
"45060000","0.435"
"45120000","0.416"
"45180000","0.41"
"45240000","0.409"
"45300000","0.408"
"45360000","0.429"
"45420000","0.406"
"45480000","0.423"
"45540000","0.433"
"45600000","0.417"
"45660000","0.431"
"45720000","0.442"
"45780000","0.428"
"45840000","0.406"
"45900000","0.429"
"45960000","0.42"
"46020000","0.412"
"46080000","0.415"
"46140000","0.433"
"46200000","0.393"
"46260000","0.415"
"46320000","0.429"
"46380000","0.424"
"46440000","0.444"
"46500000","0.412"
"46560000","0.44"
"46620000","0.423"
"46680000","0.414"
"46740000","0.427"
"46800000","0.427"
"46860000","0.403"
"46920000","0.43"
"46980000","0.441"
"47040000","0.426"
"47100000","0.42"
"47160000","0.442"
"47220000","0.433"
"47280000","0.444"
"47340000","0.421"
"47400000","0.428"
"47460000","0.436"
"47520000","0.435"
"47580000","0.427"
"47640000","0.424"
"47700000","0.407"
"47760000","0.45"
"47820000","0.441"
"47880000","0.424"
"47940000","0.411"
"48000000","0.427"
"48060000","0.448"
"48120000","0.428"
"48180000","0.439"
"48240000","0.43"
"48300000","0.444"
"48360000","0.424"
"48420000","0.43"
"48480000","0.455"
"48540000","0.422"
"48600000","0.417"
"48660000","0.433"
"48720000","0.423"
"48780000","0.443"
"48840000","0.433"
"48900000","0.45"
"48960000","0.416"
"49020000","0.443"
"49080000","0.437"
"49140000","0.435"
"49200000","0.439"
"49260000","0.436"
"49320000","0.443"
"49380000","0.414"
"49440000","0.442"
"49500000","0.438"
"49560000","0.438"
"49620000","0.433"
"49680000","0.429"
"49740000","0.464"
"49800000","0.454"
"49860000","0.436"
"49920000","0.45"
"49980000","0.45"
"50040000","0.436"
"50100000","0.441"
"50160000","0.448"
"50220000","0.411"
"50280000","0.461"
"50340000","0.446"
"50400000","0.468"
"50460000","0.431"
"50520000","0.448"
"50580000","0.462"
"50640000","0.465"
"50700000","0.433"
"50760000","0.465"
"50820000","0.467"
"50880000","0.474"
"50940000","0.442"
"51000000","0.457"
"51060000","0.443"
"51120000","0.442"
"51180000","0.428"
"51240000","0.444"
"51300000","0.451"
"51360000","0.455"
"51420000","0.478"
"51480000","0.439"
"51540000","0.451"
"51600000","0.454"
"51660000","0.452"
"51720000","0.445"
"51780000","0.462"
"51840000","0.437"
"51900000","0.436"
"51960000","0.445"
"52020000","0.463"
"52080000","0.446"
"52140000","0.443"
"52200000","0.449"
"52260000","0.459"
"52320000","0.473"
"52380000","0.461"
"52440000","0.471"
"52500000","0.463"
"52560000","0.446"
"52620000","0.432"
"52680000","0.461"
"52740000","0.448"
"52800000","0.443"
"52860000","0.456"
"52920000","0.452"
"52980000","0.457"
"53040000","0.467"
"53100000","0.458"
"53160000","0.447"
"53220000","0.462"
"53280000","0.452"
"53340000","0.444"
"53400000","0.445"
"53460000","0.451"
"53520000","0.46"
"53580000","0.468"
"53640000","0.442"
"53700000","0.461"
"53760000","0.467"
"53820000","0.469"
"53880000","0.451"
"53940000","0.466"
"54000000","0.442"
"54060000","0.457"
"54120000","0.429"
"54180000","0.427"
"54240000","0.461"
"54300000","0.473"
"54360000","0.468"
"54420000","0.462"
"54480000","0.479"
"54540000","0.461"
"54600000","0.476"
"54660000","0.441"
"54720000","0.458"
"54780000","0.45"
"54840000","0.466"
"54900000","0.462"
"54960000","0.462"
"55020000","0.458"
"55080000","0.466"
"55140000","0.47"
"55200000","0.451"
"55260000","0.465"
"55320000","0.436"
"55380000","0.483"
"55440000","0.463"
"55500000","0.481"
"55560000","0.476"
"55620000","0.453"
"55680000","0.464"
"55740000","0.453"
"55800000","0.468"
"55860000","0.468"
"55920000","0.461"
"55980000","0.463"
"56040000","0.463"
"56100000","0.461"
"56160000","0.434"
"56220000","0.457"
"56280000","0.462"
"56340000","0.474"
"56400000","0.457"
"56460000","0.47"
"56520000","0.448"
"56580000","0.452"
"56640000","0.466"
"56700000","0.461"
"56760000","0.467"
"56820000","0.471"
"56880000","0.478"
"56940000","0.461"
"57000000","0.479"
"57060000","0.468"
"57120000","0.474"
"57180000","0.467"
"57240000","0.467"
"57300000","0.459"
"57360000","0.441"
"57420000","0.478"
"57480000","0.474"
"57540000","0.483"
"57600000","0.461"
"57660000","0.456"
"57720000","0.47"
"57780000","0.462"
"57840000","0.461"
"57900000","0.456"
"57960000","0.449"
"58020000","0.469"
"58080000","0.452"
"58140000","0.477"
"58200000","0.445"
"58260000","0.47"
"58320000","0.455"
"58380000","0.474"
"58440000","0.455"
"58500000","0.451"
"58560000","0.49"
"58620000","0.466"
"58680000","0.444"
"58740000","0.462"
"58800000","0.484"
"58860000","0.482"
"58920000","0.482"
"58980000","0.474"
"59040000","0.499"
"59100000","0.479"
"59160000","0.469"
"59220000","0.476"
"59280000","0.47"
"59340000","0.468"
"59400000","0.464"
"59460000","0.505"
"59520000","0.462"
"59580000","0.475"
"59640000","0.471"
"59700000","0.453"
"59760000","0.485"
"59820000","0.504"
"59880000","0.483"
"59940000","0.481"
"60000000","0.49"
"60060000","0.482"
"60120000","0.482"
"60180000","0.473"
"60240000","0.483"
"60300000","0.476"
"60360000","0.489"
"60420000","0.468"
"60480000","0.473"
"60540000","0.456"
"60600000","0.47"
"60660000","0.484"
"60720000","0.479"
"60780000","0.483"
"60840000","0.509"
"60900000","0.489"
"60960000","0.49"
"61020000","0.454"
"61080000","0.482"
"61140000","0.469"
"61200000","0.478"
"61260000","0.474"
"61320000","0.469"
"61380000","0.488"
"61440000","0.482"
"61500000","0.503"
"61560000","0.494"
"61620000","0.476"
"61680000","0.479"
"61740000","0.481"
"61800000","0.478"
"61860000","0.504"
"61920000","0.476"
"61980000","0.494"
"62040000","0.483"
"62100000","0.496"
"62160000","0.484"
"62220000","0.507"
"62280000","0.462"
"62340000","0.498"
"62400000","0.46"
"62460000","0.504"
"62520000","0.477"
"62580000","0.485"
"62640000","0.501"
"62700000","0.499"
"62760000","0.501"
"62820000","0.492"
"62880000","0.496"
"62940000","0.462"
"63000000","0.486"
"63060000","0.485"
"63120000","0.484"
"63180000","0.515"
"63240000","0.497"
"63300000","0.506"
"63360000","0.514"
"63420000","0.491"
"63480000","0.499"
"63540000","0.49"
"63600000","0.505"
"63660000","0.494"
"63720000","0.502"
"63780000","0.504"
"63840000","0.516"
"63900000","0.509"
"63960000","0.49"
"64020000","0.503"
"64080000","0.486"
"64140000","0.479"
"64200000","0.5"
"64260000","0.494"
"64320000","0.504"
"64380000","0.496"
"64440000","0.505"
"64500000","0.49"
"64560000","0.5"
"64620000","0.504"
"64680000","0.494"
"64740000","0.49"
"64800000","0.502"
"64860000","0.506"
"64920000","0.487"
"64980000","0.497"
"65040000","0.522"
"65100000","0.506"
"65160000","0.49"
"65220000","0.494"
"65280000","0.502"
"65340000","0.486"
"65400000","0.492"
"65460000","0.499"
"65520000","0.488"
"65580000","0.48"
"65640000","0.489"
"65700000","0.476"
"65760000","0.501"
"65820000","0.511"
"65880000","0.483"
"65940000","0.51"
"66000000","0.509"
"66060000","0.5"
"66120000","0.482"
"66180000","0.512"
"66240000","0.501"
"66300000","0.519"
"66360000","0.51"
"66420000","0.489"
"66480000","0.504"
"66540000","0.515"
"66600000","0.506"
"66660000","0.502"
"66720000","0.507"
"66780000","0.528"
"66840000","0.499"
"66900000","0.477"
"66960000","0.496"
"67020000","0.484"
"67080000","0.492"
"67140000","0.497"
"67200000","0.483"
"67260000","0.49"
"67320000","0.515"
"67380000","0.482"
"67440000","0.505"
"67500000","0.499"
"67560000","0.521"
"67620000","0.471"
"67680000","0.52"
"67740000","0.501"
"67800000","0.508"
"67860000","0.516"
"67920000","0.493"
"67980000","0.482"
"68040000","0.514"
"68100000","0.508"
"68160000","0.511"
"68220000","0.497"
"68280000","0.503"
"68340000","0.5"
"68400000","0.52"
"68460000","0.514"
"68520000","0.504"
"68580000","0.511"
"68640000","0.512"
"68700000","0.515"
"68760000","0.518"
"68820000","0.509"
"68880000","0.555"
"68940000","0.513"
"69000000","0.538"
"69060000","0.52"
"69120000","0.532"
"69180000","0.536"
"69240000","0.523"
"69300000","0.532"
"69360000","0.514"
"69420000","0.515"
"69480000","0.521"
"69540000","0.516"
"69600000","0.532"
"69660000","0.511"
"69720000","0.533"
"69780000","0.532"
"69840000","0.535"
"69900000","0.531"
"69960000","0.542"
"70020000","0.53"
"70080000","0.535"
"70140000","0.532"
"70200000","0.525"
"70260000","0.547"
"70320000","0.492"
"70380000","0.524"
"70440000","0.547"
"70500000","0.52"
"70560000","0.498"
"70620000","0.543"
"70680000","0.523"
"70740000","0.505"
"70800000","0.528"
"70860000","0.532"
"70920000","0.529"
"70980000","0.535"
"71040000","0.54"
"71100000","0.545"
"71160000","0.51"
"71220000","0.531"
"71280000","0.516"
"71340000","0.532"
"71400000","0.538"
"71460000","0.506"
"71520000","0.545"
"71580000","0.517"
"71640000","0.537"
"71700000","0.527"
"71760000","0.53"
"71820000","0.512"
"71880000","0.542"
"71940000","0.537"
"72000000","0.532"
"72060000","0.536"
"72120000","0.545"
"72180000","0.53"
"72240000","0.531"
"72300000","0.52"
"72360000","0.523"
"72420000","0.527"
"72480000","0.508"
"72540000","0.531"
"72600000","0.528"
"72660000","0.561"
"72720000","0.539"
"72780000","0.532"
"72840000","0.541"
"72900000","0.539"
"72960000","0.515"
"73020000","0.555"
"73080000","0.541"
"73140000","0.537"
"73200000","0.532"
"73260000","0.531"
"73320000","0.536"
"73380000","0.527"
"73440000","0.553"
"73500000","0.546"
"73560000","0.526"
"73620000","0.539"
"73680000","0.534"
"73740000","0.507"
"73800000","0.548"
"73860000","0.544"
"73920000","0.537"
"73980000","0.517"
"74040000","0.529"
"74100000","0.517"
"74160000","0.543"
"74220000","0.543"
"74280000","0.545"
"74340000","0.539"
"74400000","0.526"
"74460000","0.536"
"74520000","0.528"
"74580000","0.547"
"74640000","0.524"
"74700000","0.533"
"74760000","0.515"
"74820000","0.552"
"74880000","0.543"
"74940000","0.519"
"75000000","0.53"
"75060000","0.535"
"75120000","0.547"
"75180000","0.529"
"75240000","0.524"
"75300000","0.569"
"75360000","0.553"
"75420000","0.555"
"75480000","0.532"
"75540000","0.567"
"75600000","0.551"
"75660000","0.554"
"75720000","0.584"
"75780000","0.563"
"75840000","0.528"
"75900000","0.533"
"75960000","0.558"
"76020000","0.547"
"76080000","0.569"
"76140000","0.556"
"76200000","0.548"
"76260000","0.561"
"76320000","0.537"
"76380000","0.569"
"76440000","0.527"
"76500000","0.545"
"76560000","0.541"
"76620000","0.528"
"76680000","0.562"
"76740000","0.563"
"76800000","0.563"
"76860000","0.548"
"76920000","0.588"
"76980000","0.543"
"77040000","0.548"
"77100000","0.557"
"77160000","0.565"
"77220000","0.566"
"77280000","0.541"
"77340000","0.563"
"77400000","0.543"
"77460000","0.571"
"77520000","0.547"
"77580000","0.553"
"77640000","0.541"
"77700000","0.56"
"77760000","0.557"
"77820000","0.562"
"77880000","0.569"
"77940000","0.564"
"78000000","0.557"
"78060000","0.571"
"78120000","0.553"
"78180000","0.558"
"78240000","0.553"
"78300000","0.567"
"78360000","0.555"
"78420000","0.575"
"78480000","0.545"
"78540000","0.557"
"78600000","0.546"
"78660000","0.55"
"78720000","0.57"
"78780000","0.542"
"78840000","0.57"
"78900000","0.552"
"78960000","0.553"
"79020000","0.558"
"79080000","0.557"
"79140000","0.564"
"79200000","0.578"
"79260000","0.563"
"79320000","0.553"
"79380000","0.579"
"79440000","0.563"
"79500000","0.576"
"79560000","0.563"
"79620000","0.559"
"79680000","0.578"
"79740000","0.574"
"79800000","0.587"
"79860000","0.567"
"79920000","0.565"
"79980000","0.572"
