"Step","pb_min0.75_seed2 - 2cover_rate_5step"
"180000","0.0354"
"360000","0.034"
"540000","0.029"
"720000","0.029"
"900000","0.035"
"1080000","0.037"
"1260000","0.032"
"1440000","0.043"
"1620000","0.055"
"1800000","0.049"
"1980000","0.071"
"2160000","0.055"
"2340000","0.0508"
"2520000","0.051"
"2700000","0.065"
"2880000","0.0586"
"3060000","0.066"
"3240000","0.0828"
"3420000","0.1204"
"3600000","0.1268"
"3780000","0.1248"
"3960000","0.1234"
"4140000","0.14880000000000002"
"4320000","0.157"
"4500000","0.1734"
"4680000","0.1636"
"4860000","0.1884"
"5040000","0.202"
"5220000","0.214"
"5400000","0.2174"
"5580000","0.20960000000000004"
"5760000","0.233"
"5940000","0.23539999999999997"
"6120000","0.23239999999999997"
"6300000","0.24620000000000003"
"6480000","0.2616"
"6660000","0.2492"
"6840000","0.2422"
"7020000","0.26039999999999996"
"7200000","0.2692"
"7380000","0.2882"
"7560000","0.3008"
"7740000","0.2984"
"7920000","0.29340000000000005"
"8100000","0.304"
"8280000","0.30079999999999996"
"8460000","0.3226"
"8640000","0.30360000000000004"
"8820000","0.348"
"9000000","0.3446"
"9180000","0.3386"
"9360000","0.3522"
"9540000","0.32939999999999997"
"9720000","0.3608"
"9900000","0.3316"
"10080000","0.3292"
"10260000","0.35559999999999997"
"10440000","0.3512"
"10620000","0.3624"
"10800000","0.3508"
"10980000","0.3638"
"11160000","0.3894"
"11340000","0.3788"
"11520000","0.35979999999999995"
"11700000","0.3612"
"11880000","0.3794"
"12060000","0.3522"
"12240000","0.3866"
"12420000","0.3886"
"12600000","0.4002"
"12780000","0.4328"
"12960000","0.3824"
"13140000","0.3824"
"13320000","0.4024"
"13500000","0.3766000000000001"
"13680000","0.3986"
"13860000","0.3954"
"14040000","0.3996"
"14220000","0.3828"
"14400000","0.3994"
"14580000","0.404"
"14760000","0.4128"
"14940000","0.4016"
"15120000","0.4162"
"15300000","0.4246"
"15480000","0.4212"
"15660000","0.4018"
"15840000","0.406"
"16020000","0.4086"
"16200000","0.439"
"16380000","0.4222"
"16560000","0.4294"
"16740000","0.4474"
"16920000","0.4406000000000001"
"17100000","0.4664"
"17280000","0.4526"
"17460000","0.4348"
"17640000","0.4262"
"17820000","0.4546"
"18000000","0.4654"
"18180000","0.4198"
"18360000","0.4816"
"18540000","0.4916"
"18720000","0.44759999999999994"
"18900000","0.4766"
"19080000","0.447"
"19260000","0.4716"
"19440000","0.5015999999999999"
"19620000","0.4826"
"19800000","0.4886"
"19980000","0.4828"
"20160000","0.5468"
"20340000","0.4724"
"20520000","0.447"
"20700000","0.4492"
"20880000","0.4906"
"21060000","0.5088"
"21240000","0.5024"
"21420000","0.5044"
"21600000","0.5062000000000001"
"21780000","0.5214000000000001"
"21960000","0.5284000000000001"
"22140000","0.5404"
"22320000","0.5344"
"22500000","0.5381999999999999"
"22680000","0.5646"
"22860000","0.529"
"23040000","0.5366000000000001"
"23220000","0.5614000000000001"
"23400000","0.5324000000000001"
"23580000","0.5488"
"23760000","0.5618"
"23940000","0.559"
"24120000","0.5674000000000001"
"24300000","0.5428"
"24480000","0.5678"
"24660000","0.535"
"24840000","0.559"
"25020000","0.5606"
"25200000","0.584"
"25380000","0.5515999999999999"
"25560000","0.5598"
"25740000","0.6164"
"25920000","0.612"
"26100000","0.5916"
"26280000","0.6008"
"26460000","0.5862"
"26640000","0.6046"
"26820000","0.5965999999999999"
"27000000","0.6142000000000001"
"27180000","0.616"
"27360000","0.6028"
"27540000","0.5906"
"27720000","0.6034"
"27900000","0.6172000000000001"
