"Step","amigo_pb_2agents_seed2 - 2cover_rate_1step"
"72900000","0.306"
"72960000","0.288"
"73020000","0.311"
"73080000","0.296"
"73140000","0.284"
"73200000","0.303"
"73260000","0.294"
"73320000","0.285"
"73380000","0.276"
"73440000","0.312"
"73500000","0.303"
"73560000","0.289"
"73620000","0.293"
"73680000","0.305"
"73740000","0.295"
"73800000","0.284"
"73860000","0.286"
"73920000","0.294"
"73980000","0.309"
"74040000","0.311"
"74100000","0.292"
"74160000","0.288"
"74220000","0.294"
"74280000","0.299"
"74340000","0.289"
"74400000","0.295"
"74460000","0.302"
"74520000","0.318"
"74580000","0.288"
"74640000","0.307"
"74700000","0.286"
"74760000","0.298"
"74820000","0.292"
"74880000","0.271"
"74940000","0.299"
"75000000","0.3"
"75060000","0.291"
"75120000","0.314"
"75180000","0.305"
"75240000","0.305"
"75300000","0.315"
"75360000","0.308"
"75420000","0.299"
"75480000","0.297"
"75540000","0.297"
"75600000","0.286"
"75660000","0.317"
"75720000","0.299"
"75780000","0.286"
"75840000","0.303"
"75900000","0.324"
"75960000","0.304"
"76020000","0.293"
"76080000","0.303"
"76140000","0.308"
"76200000","0.302"
"76260000","0.305"
"76320000","0.315"
"76380000","0.31"
"76440000","0.328"
"76500000","0.308"
"76560000","0.32"
"76620000","0.314"
"76680000","0.302"
"76740000","0.314"
"76800000","0.307"
"76860000","0.309"
"76920000","0.321"
"76980000","0.307"
"77040000","0.312"
"77100000","0.31"
"77160000","0.298"
"77220000","0.317"
"77280000","0.292"
"77340000","0.293"
"77400000","0.312"
"77460000","0.314"
"77520000","0.309"
"77580000","0.318"
"77640000","0.306"
"77700000","0.302"
"77760000","0.314"
"77820000","0.299"
"77880000","0.313"
"77940000","0.335"
"78000000","0.316"
"78060000","0.32"
"78120000","0.293"
"78180000","0.305"
"78240000","0.319"
"78300000","0.298"
"78360000","0.313"
"78420000","0.301"
"78480000","0.319"
"78540000","0.317"
"78600000","0.304"
"78660000","0.305"
"78720000","0.316"
"78780000","0.323"
"78840000","0.322"
"78900000","0.314"
"78960000","0.314"
"79020000","0.307"
"79080000","0.307"
"79140000","0.321"
"79200000","0.315"
"79260000","0.317"
"79320000","0.331"
"79380000","0.296"
"79440000","0.328"
"79500000","0.314"
"79560000","0.31"
"79620000","0.313"
"79680000","0.289"
"79740000","0.32"
"79800000","0.314"
"79860000","0.31"
"79920000","0.298"
"79980000","0.341"
