"Step","transfer_warmup150iter_seed3 - 8cover_rate"
"105000","0.8335"
"210000","0.8335"
"315000","0.8335"
"420000","0.8335"
"525000","0.8335"
"630000","0.8335"
"735000","0.8335"
"840000","0.8335"
"945000","0.8335"
"1050000","0.8335"
"1155000","0.8335"
"1260000","0.8335"
"1365000","0.8335"
"1470000","0.8335"
"1575000","0.8335"
"1680000","0.8335"
"1785000","0.8335"
"1890000","0.8335"
"1995000","0.8335"
"2100000","0.8335"
"2205000","0.8335"
"2310000","0.8335"
"2415000","0.8335"
"2520000","0.8335"
"2625000","0.8335"
"2730000","0.8335"
"2835000","0.8335"
"2940000","0.8335"
"3045000","0.8335"
"3150000","0.8335"
"3255000","0.8335"
"3360000","0.8335"
"3465000","0.8335"
"3570000","0.8335"
"3675000","0.8335"
"3780000","0.8335"
"3885000","0.8335"
"3990000","0.8335"
"4095000","0.8335"
"4200000","0.8335"
"4305000","0.8335"
"4410000","0.8335"
"4515000","0.8335"
"4620000","0.8335"
"4725000","0.8335"
"4830000","0.8335"
"4935000","0.8335"
"5040000","0.8335"
"5145000","0.8335"
"5250000","0.8335"
"5355000","0.8246500000000001"
"5460000","0.815"
"5565000","0.81375"
"5670000","0.80755"
"5775000","0.79615"
"5880000","0.76095"
"5985000","0.764"
"6090000","0.77085"
"6195000","0.7443"
"6300000","0.74295"
"6405000","0.7492"
"6510000","0.7479"
"6615000","0.74195"
"6720000","0.7492"
"6825000","0.7523"
"6930000","0.7706000000000001"
"7035000","0.7701999999999999"
"7140000","0.78165"
"7245000","0.7833499999999999"
"7350000","0.78195"
"7455000","0.7772"
"7560000","0.78865"
"7665000","0.79135"
"7770000","0.7984"
"7875000","0.78865"
"7980000","0.80215"
"8085000","0.7891999999999999"
"8190000","0.7853"
"8295000","0.7988"
"8400000","0.7935"
"8505000","0.80145"
"8610000","0.7924"
"8715000","0.7992999999999999"
"8820000","0.7928"
"8925000","0.7921500000000001"
"9030000","0.7888999999999999"
"9135000","0.7898499999999999"
"9240000","0.7926"
"9345000","0.786"
"9450000","0.7792"
"9555000","0.7988999999999999"
"9660000","0.79835"
"9765000","0.8140999999999999"
"9870000","0.8134000000000001"
"9975000","0.82145"
"10080000","0.82345"
"10185000","0.8151499999999999"
"10290000","0.8133999999999999"
"10395000","0.81355"
"10500000","0.8124"
"10605000","0.79965"
"10710000","0.7818499999999999"
"10815000","0.7878"
"10920000","0.79695"
"11025000","0.78955"
"11130000","0.78225"
"11235000","0.7719"
"11340000","0.7857000000000001"
"11445000","0.773"
"11550000","0.7918999999999999"
"11655000","0.7857999999999999"
"11760000","0.7828499999999999"
"11865000","0.7761999999999999"
"11970000","0.79085"
"12075000","0.79145"
"12180000","0.7980499999999999"
"12285000","0.78325"
"12390000","0.8093499999999999"
"12495000","0.8141499999999999"
"12600000","0.8168499999999999"
"12705000","0.82"
"12810000","0.8163499999999999"
"12915000","0.8139"
"13020000","0.8215999999999999"
"13125000","0.8207"
"13230000","0.791"
"13335000","0.7778999999999999"
"13440000","0.7856499999999998"
"13545000","0.7881999999999999"
"13650000","0.8027000000000001"
"13755000","0.81895"
"13860000","0.82505"
"13965000","0.8362999999999999"
"14070000","0.8266"
"14175000","0.8121999999999999"
"14280000","0.8079500000000001"
"14385000","0.821"
"14490000","0.8173499999999999"
"14595000","0.8305"
"14700000","0.8341"
"14805000","0.84405"
"14910000","0.84665"
"15015000","0.8382999999999999"
"15120000","0.8478999999999999"
"15225000","0.848"
"15330000","0.8373999999999999"
"15435000","0.8322"
"15540000","0.8214"
"15645000","0.8287"
"15750000","0.82955"
"15855000","0.8393499999999999"
"15960000","0.8262999999999999"
"16065000","0.843"
"16170000","0.8388"
"16275000","0.8091499999999998"
"16380000","0.8348499999999999"
"16485000","0.8319500000000001"
"16590000","0.86215"
"16695000","0.84905"
"16800000","0.8569500000000001"
"16905000","0.8776499999999999"
"17010000","0.87005"
"17115000","0.87825"
"17220000","0.8761500000000001"
"17325000","0.8933999999999999"
"17430000","0.8833"
"17535000","0.89"
"17640000","0.8834"
"17745000","0.8917999999999999"
"17850000","0.89995"
"17955000","0.8944500000000001"
"18060000","0.89135"
"18165000","0.8961500000000001"
"18270000","0.8914"
"18375000","0.88765"
"18480000","0.8889499999999999"
"18585000","0.88905"
"18690000","0.8971"
"18795000","0.8874000000000001"
