"Step","gan_pb_addinitialtasks_seed2 - cover_rate_5step"
"11640000","0.086"
"11760000","0.07940000000000001"
"11880000","0.092"
"12000000","0.089"
"12120000","0.09"
"12240000","0.0876"
"12360000","0.1022"
"12480000","0.092"
"12600000","0.0824"
"12720000","0.08940000000000001"
"12840000","0.103"
"12960000","0.093"
"13080000","0.096"
"13200000","0.0974"
"13320000","0.0882"
"13440000","0.0782"
"13560000","0.1014"
"13680000","0.099"
"13800000","0.092"
"13920000","0.081"
"14040000","0.0956"
"14160000","0.082"
"14280000","0.095"
"14400000","0.1084"
"14520000","0.0902"
"14640000","0.106"
"14760000","0.0952"
"14880000","0.098"
"15000000","0.089"
"15120000","0.1064"
"15240000","0.1"
"15360000","0.104"
"15480000","0.1052"
"15600000","0.108"
"15720000","0.10380000000000002"
"15840000","0.1134"
"15960000","0.087"
"16080000","0.116"
"16200000","0.1136"
"16320000","0.1226"
"16440000","0.105"
"16560000","0.124"
"16680000","0.1294"
"16800000","0.101"
"16920000","0.091"
"17040000","0.1068"
"17160000","0.1072"
"17280000","0.102"
"17400000","0.101"
"17520000","0.1038"
"17640000","0.1298"
"17760000","0.12819999999999998"
"17880000","0.1326"
"18000000","0.1288"
"18120000","0.164"
"18240000","0.15780000000000002"
"18360000","0.1658"
"18480000","0.1716"
"18600000","0.1674"
"18720000","0.184"
"18840000","0.168"
"18960000","0.1838"
"19080000","0.1806"
"19200000","0.2"
"19320000","0.20539999999999997"
"19440000","0.2068"
"19560000","0.1826"
"19680000","0.17739999999999995"
"19800000","0.1874"
"19920000","0.1944"
"20040000","0.2004"
"20160000","0.1912"
"20280000","0.2066"
"20400000","0.2138"
"20520000","0.1886"
"20640000","0.18"
"20760000","0.1986"
"20880000","0.2024"
"21000000","0.2086"
"21120000","0.1976"
"21240000","0.1848"
"21360000","0.1964"
"21480000","0.1958"
"21600000","0.19839999999999997"
"21720000","0.1836"
"21840000","0.2118"
"21960000","0.2066"
"22080000","0.2102"
"22200000","0.2266"
"22320000","0.191"
"22440000","0.2076"
"22560000","0.2142"
"22680000","0.2136"
"22800000","0.22"
"22920000","0.2264"
"23040000","0.2232"
"23160000","0.205"
"23280000","0.1978"
"23400000","0.17"
"23520000","0.1926"
"23640000","0.2074"
"23760000","0.205"
"23880000","0.193"
"24000000","0.1984"
"24120000","0.2176"
"24240000","0.2152"
"24360000","0.212"
"24480000","0.2048"
"24600000","0.2092"
"24720000","0.23339999999999997"
"24840000","0.2222"
"24960000","0.2"
"25080000","0.2116"
"25200000","0.211"
"25320000","0.2308"
"25440000","0.2362"
"25560000","0.2268"
"25680000","0.2318"
"25800000","0.2216"
"25920000","0.251"
"26040000","0.2248"
"26160000","0.2372"
"26280000","0.2374"
"26400000","0.2198"
"26520000","0.2178"
"26640000","0.2312"
"26760000","0.219"
"26880000","0.2152"
"27000000","0.226"
"27120000","0.2136"
"27240000","0.2204"
"27360000","0.2098"
"27480000","0.1774"
"27600000","0.2048"
"27720000","0.2006"
"27840000","0.20860000000000004"
"27960000","0.221"
"28080000","0.209"
"28200000","0.2098"
"28320000","0.199"
"28440000","0.1944"
"28560000","0.1844"
"28680000","0.179"
"28800000","0.2108"
"28920000","0.2084"
"29040000","0.2334"
"29160000","0.2212"
"29280000","0.2254"
"29400000","0.2064"
"29520000","0.2122"
"29640000","0.2038"
"29760000","0.2178"
"29880000","0.20139999999999997"
"30000000","0.203"
"30120000","0.2066"
"30240000","0.2006"
"30360000","0.1896"
"30480000","0.2272"
"30600000","0.2014"
"30720000","0.2126"
"30840000","0.2144"
"30960000","0.2042"
"31080000","0.1862"
"31200000","0.221"
"31320000","0.2158"
"31440000","0.2028"
"31560000","0.2116"
"31680000","0.236"
"31800000","0.1914"
"31920000","0.194"
"32040000","0.2116"
"32160000","0.1864"
"32280000","0.23460000000000003"
"32400000","0.2038"
"32520000","0.20460000000000003"
"32640000","0.2018"
"32760000","0.2086"
"32880000","0.1992"
"33000000","0.1888"
"33120000","0.2118"
"33240000","0.1818"
"33360000","0.1966"
"33480000","0.2068"
"33600000","0.1834"
"33720000","0.1888"
"33840000","0.19839999999999997"
"33960000","0.17839999999999998"
"34080000","0.1974"
"34200000","0.1806"
"34320000","0.1876"
"34440000","0.185"
"34560000","0.1812"
"34680000","0.17379999999999998"
"34800000","0.181"
"34920000","0.1892"
"35040000","0.1684"
"35160000","0.1668"
"35280000","0.2008"
"35400000","0.1816"
"35520000","0.1984"
"35640000","0.2056"
"35760000","0.1988"
"35880000","0.2002"
"36000000","0.1884"
"36120000","0.1688"
"36240000","0.185"
"36360000","0.1734"
"36480000","0.18"
"36600000","0.187"
"36720000","0.193"
"36840000","0.2032"
"36960000","0.1936"
"37080000","0.1896"
"37200000","0.20060000000000003"
"37320000","0.17739999999999995"
"37440000","0.185"
"37560000","0.1656"
"37680000","0.1754"
"37800000","0.191"
"37920000","0.1938"
"38040000","0.1596"
"38160000","0.192"
"38280000","0.1892"
"38400000","0.1712"
"38520000","0.1692"
"38640000","0.1896"
"38760000","0.16419999999999998"
"38880000","0.18419999999999995"
"39000000","0.1852"
"39120000","0.16560000000000002"
"39240000","0.1648"
"39360000","0.18220000000000003"
"39480000","0.1768"
"39600000","0.20660000000000003"
"39720000","0.1866"
"39840000","0.1638"
"39960000","0.1766"
"40080000","0.1674"
"40200000","0.15919999999999998"
"40320000","0.1678"
"40440000","0.1664"
"40560000","0.1784"
"40680000","0.1882"
"40800000","0.1748"
"40920000","0.16419999999999998"
"41040000","0.1736"
"41160000","0.149"
"41280000","0.203"
"41400000","0.172"
"41520000","0.186"
"41640000","0.1716"
"41760000","0.1796"
"41880000","0.1822"
"42000000","0.1742"
"42120000","0.17360000000000003"
"42240000","0.1856"
"42360000","0.1896"
"42480000","0.171"
"42600000","0.1802"
"42720000","0.1794"
"42840000","0.1698"
"42960000","0.14460000000000003"
"43080000","0.1678"
"43200000","0.157"
"43320000","0.1564"
"43440000","0.157"
"43560000","0.15059999999999998"
"43680000","0.1658"
"43800000","0.154"
"43920000","0.1716"
"44040000","0.1672"
"44160000","0.1816"
"44280000","0.1706"
"44400000","0.1914"
"44520000","0.15239999999999998"
"44640000","0.1478"
"44760000","0.15860000000000002"
"44880000","0.16"
"45000000","0.1704"
"45120000","0.16920000000000002"
"45240000","0.14060000000000003"
"45360000","0.1778"
"45480000","0.172"
"45600000","0.1678"
"45720000","0.1454"
"45840000","0.1688"
"45960000","0.19"
"46080000","0.1546"
"46200000","0.1732"
"46320000","0.1836"
"46440000","0.1594"
"46560000","0.1534"
"46680000","0.1564"
"46800000","0.14959999999999998"
"46920000","0.1516"
"47040000","0.1624"
"47160000","0.168"
"47280000","0.16"
"47400000","0.1378"
"47520000","0.163"
"47640000","0.15860000000000002"
"47760000","0.16140000000000002"
"47880000","0.1572"
"48000000","0.14859999999999998"
"48120000","0.16240000000000002"
"48240000","0.1594"
"48360000","0.1196"
"48480000","0.1544"
"48600000","0.1584"
"48720000","0.15319999999999998"
"48840000","0.1712"
"48960000","0.1432"
"49080000","0.1742"
"49200000","0.16319999999999998"
"49320000","0.1696"
"49440000","0.16140000000000002"
"49560000","0.1646"
"49680000","0.158"
"49800000","0.1606"
"49920000","0.1722"
"50040000","0.1408"
"50160000","0.1524"
"50280000","0.1658"
"50400000","0.173"
"50520000","0.168"
"50640000","0.15819999999999998"
"50760000","0.1436"
"50880000","0.14460000000000003"
"51000000","0.145"
"51120000","0.1514"
"51240000","0.14720000000000005"
"51360000","0.1454"
"51480000","0.147"
"51600000","0.164"
"51720000","0.1522"
"51840000","0.1376"
"51960000","0.1296"
"52080000","0.134"
"52200000","0.1382"
"52320000","0.155"
"52440000","0.1398"
"52560000","0.141"
"52680000","0.15639999999999998"
"52800000","0.1392"
"52920000","0.1504"
"53040000","0.1278"
"53160000","0.1424"
"53280000","0.165"
"53400000","0.131"
"53520000","0.1472"
"53640000","0.156"
"53760000","0.1458"
"53880000","0.15239999999999998"
"54000000","0.13960000000000003"
"54120000","0.172"
"54240000","0.15919999999999998"
"54360000","0.141"
"54480000","0.141"
"54600000","0.169"
"54720000","0.139"
"54840000","0.15159999999999998"
"54960000","0.132"
"55080000","0.145"
"55200000","0.14420000000000002"
"55320000","0.1598"
"55440000","0.157"
"55560000","0.15460000000000002"
"55680000","0.143"
"55800000","0.16539999999999996"
"55920000","0.15639999999999998"
"56040000","0.1492"
"56160000","0.1628"
"56280000","0.1558"
"56400000","0.1726"
"56520000","0.17"
"56640000","0.1536"
"56760000","0.16140000000000002"
"56880000","0.1594"
"57000000","0.14160000000000003"
"57120000","0.1434"
"57240000","0.1652"
"57360000","0.1472"
"57480000","0.17360000000000003"
"57600000","0.1806"
"57720000","0.168"
"57840000","0.16060000000000002"
"57960000","0.1696"
"58080000","0.1708"
"58200000","0.15439999999999998"
"58320000","0.1494"
"58440000","0.1754"
"58560000","0.16079999999999997"
"58680000","0.1646"
"58800000","0.1894"
"58920000","0.1526"
"59040000","0.179"
"59160000","0.1884"
"59280000","0.1758"
"59400000","0.1636"
"59520000","0.1816"
"59640000","0.17260000000000003"
"59760000","0.1744"
"59880000","0.16639999999999996"
"60000000","0.1888"
"60120000","0.17339999999999997"
"60240000","0.1868"
"60360000","0.1936"
"60480000","0.19960000000000003"
"60600000","0.1844"
"60720000","0.19"
"60840000","0.1902"
"60960000","0.19760000000000005"
"61080000","0.181"
"61200000","0.185"
"61320000","0.191"
"61440000","0.1902"
"61560000","0.189"
"61680000","0.1958"
"61800000","0.19"
"61920000","0.16340000000000002"
"62040000","0.2096"
"62160000","0.1902"
"62280000","0.1964"
"62400000","0.1788"
"62520000","0.1902"
"62640000","0.17859999999999998"
"62760000","0.21"
"62880000","0.1716"
"63000000","0.2108"
"63120000","0.1802"
"63240000","0.1918"
"63360000","0.2176"
"63480000","0.173"
"63600000","0.20139999999999997"
"63720000","0.2106"
"63840000","0.1836"
"63960000","0.1962"
"64080000","0.1896"
"64200000","0.2026"
"64320000","0.2028"
"64440000","0.1954"
"64560000","0.1948"
"64680000","0.2046"
"64800000","0.1828"
"64920000","0.195"
"65040000","0.20660000000000003"
"65160000","0.204"
"65280000","0.1808"
"65400000","0.1896"
"65520000","0.195"
"65640000","0.17939999999999998"
"65760000","0.1906"
"65880000","0.177"
"66000000","0.1942"
"66120000","0.1992"
"66240000","0.2008"
"66360000","0.1956"
"66480000","0.1924"
"66600000","0.2102"
"66720000","0.2044"
"66840000","0.2064"
"66960000","0.1966"
"67080000","0.1988"
"67200000","0.1834"
"67320000","0.1982"
"67440000","0.1934"
"67560000","0.1998"
"67680000","0.1818"
"67800000","0.1996"
"67920000","0.17660000000000003"
"68040000","0.1838"
"68160000","0.2138"
"68280000","0.1872"
"68400000","0.1934"
"68520000","0.1788"
"68640000","0.1788"
"68760000","0.1838"
"68880000","0.17860000000000004"
"69000000","0.2086"
"69120000","0.20960000000000004"
"69240000","0.196"
"69360000","0.187"
"69480000","0.1946"
"69600000","0.2218"
"69720000","0.1898"
"69840000","0.19839999999999997"
"69960000","0.2004"
"70080000","0.1966"
"70200000","0.2104"
"70320000","0.1994"
"70440000","0.2044"
"70560000","0.1906"
"70680000","0.1852"
"70800000","0.1946"
"70920000","0.2032"
"71040000","0.1924"
"71160000","0.1824"
"71280000","0.2056"
"71400000","0.1702"
"71520000","0.1988"
"71640000","0.1852"
"71760000","0.15719999999999998"
"71880000","0.1824"
"72000000","0.17859999999999998"
"72120000","0.1678"
"72240000","0.19960000000000003"
"72360000","0.17639999999999997"
"72480000","0.1856"
"72600000","0.1788"
"72720000","0.17639999999999997"
"72840000","0.1832"
"72960000","0.1836"
"73080000","0.1406"
"73200000","0.188"
"73320000","0.17260000000000003"
"73440000","0.1946"
"73560000","0.1894"
"73680000","0.1894"
"73800000","0.1952"
"73920000","0.199"
"74040000","0.2012"
"74160000","0.19760000000000005"
"74280000","0.1866"
"74400000","0.20139999999999997"
"74520000","0.20160000000000003"
"74640000","0.1968"
"74760000","0.1824"
"74880000","0.1854"
"75000000","0.178"
"75120000","0.189"
"75240000","0.2028"
"75360000","0.168"
"75480000","0.1874"
"75600000","0.1886"
"75720000","0.1952"
"75840000","0.1794"
"75960000","0.16219999999999998"
"76080000","0.2094"
"76200000","0.20360000000000003"
"76320000","0.1932"
"76440000","0.1726"
"76560000","0.1876"
"76680000","0.2"
"76800000","0.1884"
"76920000","0.224"
"77040000","0.1998"
"77160000","0.1972"
"77280000","0.205"
"77400000","0.1852"
"77520000","0.2056"
"77640000","0.16860000000000003"
"77760000","0.192"
"77880000","0.1706"
"78000000","0.177"
"78120000","0.1916"
"78240000","0.15519999999999998"
"78360000","0.1824"
"78480000","0.17339999999999997"
"78600000","0.1754"
"78720000","0.1834"
"78840000","0.1838"
"78960000","0.1778"
"79080000","0.1936"
"79200000","0.20139999999999997"
"79320000","0.20060000000000003"
"79440000","0.2116"
"79560000","0.19279999999999997"
"79680000","0.1844"
"79800000","0.1818"
"79920000","0.2032"
