"Step","ours_withoutwarmup_check_true_seed3 - 8cover_rate"
"105000","0.8199"
"210000","0.80355"
"315000","0.7922"
"420000","0.7905"
"525000","0.78315"
"630000","0.7815500000000001"
"735000","0.7706"
"840000","0.77125"
"945000","0.7606499999999998"
"1050000","0.76275"
"1155000","0.7746999999999999"
"1260000","0.7774500000000001"
"1365000","0.7818999999999999"
"1470000","0.7732"
"1575000","0.7793999999999999"
"1680000","0.7826000000000001"
"1785000","0.7955999999999999"
"1890000","0.79845"
"1995000","0.78875"
"2100000","0.7950499999999999"
"2205000","0.7988"
"2310000","0.7875"
"2415000","0.7938000000000001"
"2520000","0.78765"
"2625000","0.78125"
"2730000","0.7765"
"2835000","0.7894500000000001"
"2940000","0.7918999999999999"
"3045000","0.7961500000000001"
"3150000","0.7898000000000001"
"3255000","0.79825"
"3360000","0.79055"
"3465000","0.8042999999999999"
"3570000","0.7965"
"3675000","0.7816000000000001"
"3780000","0.80065"
"3885000","0.78835"
"3990000","0.802"
"4095000","0.8041"
"4200000","0.8161499999999999"
"4305000","0.79825"
"4410000","0.80155"
"4515000","0.8112"
"4620000","0.8130499999999999"
"4725000","0.8135999999999999"
"4830000","0.8125999999999999"
"4935000","0.8"
"5040000","0.81475"
"5145000","0.8124"
"5250000","0.8056499999999999"
"5355000","0.81155"
"5460000","0.8128"
"5565000","0.8097"
"5670000","0.8179"
"5775000","0.8243499999999999"
"5880000","0.8190999999999999"
"5985000","0.8044499999999999"
"6090000","0.8236"
"6195000","0.81745"
"6300000","0.8231999999999999"
"6405000","0.818"
"6510000","0.8323499999999999"
"6615000","0.8384499999999999"
"6720000","0.8389"
"6825000","0.82625"
"6930000","0.845"
"7035000","0.83905"
"7140000","0.8358499999999999"
"7245000","0.8401000000000001"
"7350000","0.8359500000000001"
"7455000","0.84585"
"7560000","0.8352"
"7665000","0.84125"
"7770000","0.8468499999999999"
"7875000","0.8495499999999999"
"7980000","0.8375499999999999"
"8085000","0.8409500000000001"
"8190000","0.8505"
"8295000","0.8495"
"8400000","0.8498"
"8505000","0.8569500000000001"
"8610000","0.84675"
"8715000","0.85585"
"8820000","0.8549500000000001"
"8925000","0.8605999999999999"
"9030000","0.85225"
"9135000","0.8555499999999999"
"9240000","0.84715"
"9345000","0.84105"
"9450000","0.8411000000000001"
"9555000","0.85465"
"9660000","0.8515999999999999"
"9765000","0.8469"
"9870000","0.85345"
"9975000","0.8583"
"10080000","0.8633000000000001"
"10185000","0.88145"
"10290000","0.8652000000000001"
"10395000","0.8650999999999999"
"10500000","0.8652000000000001"
"10605000","0.863"
"10710000","0.8676500000000001"
"10815000","0.8697499999999999"
"10920000","0.8680999999999999"
"11025000","0.8673"
"11130000","0.87595"
"11235000","0.871"
"11340000","0.8770999999999999"
"11445000","0.86825"
"11550000","0.8860999999999999"
"11655000","0.86955"
"11760000","0.8754"
"11865000","0.868"
"11970000","0.87625"
"12075000","0.8745"
"12180000","0.87805"
"12285000","0.87045"
"12390000","0.8613999999999999"
"12495000","0.88"
"12600000","0.874"
"12705000","0.8689"
"12810000","0.8737"
"12915000","0.87185"
"13020000","0.8746"
"13125000","0.8688499999999999"
"13230000","0.8704"
"13335000","0.87105"
"13440000","0.87685"
"13545000","0.8781"
"13650000","0.8884500000000001"
"13755000","0.8869000000000001"
"13860000","0.8844500000000001"
"13965000","0.89025"
"14070000","0.886"
"14175000","0.8844500000000001"
"14280000","0.90195"
"14385000","0.90025"
"14490000","0.891"
"14595000","0.89835"
"14700000","0.8906499999999999"
"14805000","0.8998999999999999"
"14910000","0.8904500000000001"
"15015000","0.8994500000000001"
"15120000","0.88995"
"15225000","0.89595"
"15330000","0.8847999999999999"
"15435000","0.88755"
"15540000","0.89965"
"15645000","0.8964"
"15750000","0.8964"
"15855000","0.8880999999999999"
"15960000","0.9051"
"16065000","0.8974"
"16170000","0.9027"
"16275000","0.9062"
"16380000","0.9056"
"16485000","0.89355"
"16590000","0.8938499999999999"
"16695000","0.8966"
"16800000","0.89855"
"16905000","0.9077499999999998"
"17010000","0.91135"
"17115000","0.89755"
"17220000","0.8976500000000001"
"17325000","0.8936499999999999"
"17430000","0.9063"
"17535000","0.9084"
"17640000","0.90825"
"17745000","0.9131"
"17850000","0.9109"
"17955000","0.90405"
"18060000","0.9076"
"18165000","0.90785"
"18270000","0.9057"
"18375000","0.8960499999999999"
"18480000","0.90165"
"18585000","0.9095"
"18690000","0.92205"
"18795000","0.9167"
"18900000","0.91565"
"19005000","0.9144"
"19110000","0.92735"
"19215000","0.91225"
"19320000","0.91805"
"19425000","0.9174"
"19530000","0.92185"
"19635000","0.9193"
"19740000","0.92275"
"19845000","0.91635"
"19950000","0.92125"
"20055000","0.92005"
"20160000","0.92315"
"20265000","0.921"
"20370000","0.92095"
"20475000","0.91"
"20580000","0.9188"
"20685000","0.91615"
"20790000","0.9083"
"20895000","0.9169"
"21000000","0.9318"
"21105000","0.91665"
"21210000","0.923"
"21315000","0.9344"
"21420000","0.9254"
"21525000","0.919"
"21630000","0.9212"
"21735000","0.9239"
"21840000","0.92075"
"21945000","0.91905"
"22050000","0.92395"
"22155000","0.92755"
"22260000","0.9257"
"22365000","0.93075"
"22470000","0.9304"
"22575000","0.93395"
"22680000","0.92795"
"22785000","0.92635"
"22890000","0.9264"
"22995000","0.92785"
"23100000","0.9233"
"23205000","0.9367"
"23310000","0.93825"
"23415000","0.92865"
"23520000","0.922"
"23625000","0.9273"
"23730000","0.92325"
"23835000","0.9292"
"23940000","0.92805"
"24045000","0.92135"
"24150000","0.92845"
"24255000","0.9343"
"24360000","0.92855"
"24465000","0.93565"
"24570000","0.9364"
"24675000","0.9384"
"24780000","0.9332"
"24885000","0.92605"
"24990000","0.92375"
"25095000","0.9357"
"25200000","0.94015"
"25305000","0.93435"
"25410000","0.9341"
"25515000","0.93935"
"25620000","0.93065"
"25725000","0.94655"
"25830000","0.93295"
"25935000","0.93355"
"26040000","0.9364"
"26145000","0.9449"
"26250000","0.9386"
"26355000","0.94205"
"26460000","0.9338"
"26565000","0.941"
"26670000","0.93075"
"26775000","0.9399999999999998"
"26880000","0.943"
"26985000","0.93705"
"27090000","0.94315"
"27195000","0.9376"
"27300000","0.9362"
"27405000","0.9366"
"27510000","0.94355"
"27615000","0.93785"
"27720000","0.94965"
"27825000","0.9455"
"27930000","0.94685"
"28035000","0.9515"
"28140000","0.95035"
"28245000","0.9497"
"28350000","0.945"
"28455000","0.94785"
"28560000","0.94685"
"28665000","0.9526"
"28770000","0.9454"
"28875000","0.94845"
"28980000","0.94795"
"29085000","0.94975"
"29190000","0.9531"
"29295000","0.9559"
"29400000","0.95645"
"29505000","0.9597"
"29610000","0.9499"
"29715000","0.9524"
"29820000","0.94685"
"29925000","0.95025"
"30030000","0.95285"
"30135000","0.95025"
"30240000","0.95165"
"30345000","0.9509"
"30450000","0.9585"
"30555000","0.9567"
"30660000","0.95475"
"30765000","0.95695"
"30870000","0.953"
"30975000","0.9538"
"31080000","0.9581"
"31185000","0.94985"
"31290000","0.95345"
"31395000","0.95265"
"31500000","0.95145"
"31605000","0.95375"
"31710000","0.94955"
"31815000","0.9583"
"31920000","0.95485"
"32025000","0.9566"
"32130000","0.95425"
"32235000","0.9488"
"32340000","0.9547"
"32445000","0.94175"
"32550000","0.9536"
"32655000","0.94695"
"32760000","0.95225"
"32865000","0.95045"
"32970000","0.9529"
"33075000","0.9589"
"33180000","0.9558"
"33285000","0.95785"
"33390000","0.96085"
"33495000","0.95435"
"33600000","0.9572"
"33705000","0.9562"
"33810000","0.9576"
"33915000","0.96015"
"34020000","0.9631"
"34125000","0.95745"
"34230000","0.9581"
"34335000","0.95795"
"34440000","0.9594"
"34545000","0.95685"
"34650000","0.9549"
"34755000","0.95725"
"34860000","0.9576"
"34965000","0.9673"
"35070000","0.9648"
"35175000","0.95595"
"35280000","0.965"
"35385000","0.965"
"35490000","0.96375"
"35595000","0.96965"
"35700000","0.96025"
"35805000","0.96255"
"35910000","0.957"
"36015000","0.96045"
"36120000","0.9623"
"36225000","0.96055"
"36330000","0.96725"
"36435000","0.96065"
"36540000","0.96505"
"36645000","0.9691"
"36750000","0.9669"
"36855000","0.96965"
"36960000","0.96775"
"37065000","0.9634"
"37170000","0.96885"
"37275000","0.96885"
"37380000","0.96505"
"37485000","0.9608"
"37590000","0.96815"
"37695000","0.96915"
"37800000","0.96825"
"37905000","0.96585"
"38010000","0.9668"
"38115000","0.9716"
"38220000","0.97355"
"38325000","0.97015"
"38430000","0.96655"
"38535000","0.96335"
"38640000","0.95915"
"38745000","0.9685"
"38850000","0.97145"
"38955000","0.96595"
"39060000","0.9657"
"39165000","0.97185"
"39270000","0.9678"
"39375000","0.9698"
"39480000","0.966"
"39585000","0.96745"
"39690000","0.9647"
"39795000","0.9654"
"39900000","0.96375"
