"Step","phase_eval3_pb_seed3 - 4cover_rate"
"18900000","0.7052"
"19080000","0.6838"
"19260000","0.6651"
"19440000","0.6765"
"19620000","0.6838000000000001"
"19800000","0.6715999999999999"
"19980000","0.6907000000000001"
"20160000","0.7066"
"20340000","0.6778"
"20520000","0.6788999999999998"
"20700000","0.6770999999999999"
"20880000","0.6847000000000001"
"21060000","0.6683000000000001"
"21240000","0.6802999999999999"
"21420000","0.664"
"21600000","0.6869"
"21780000","0.7022999999999999"
"21960000","0.6861"
"22140000","0.6785"
"22320000","0.6921"
"22500000","0.6922999999999999"
"22680000","0.6814"
"22860000","0.6846"
"23040000","0.6962"
"23220000","0.6824"
"23400000","0.6958"
"23580000","0.7028000000000001"
"23760000","0.6972"
"23940000","0.6872"
"24120000","0.691"
"24300000","0.6872"
"24480000","0.704"
"24660000","0.7016"
"24840000","0.6788"
"25020000","0.6779"
"25200000","0.67"
"25380000","0.7081"
"25560000","0.6874"
"25740000","0.6835999999999999"
"25920000","0.6856"
"26100000","0.6868"
"26280000","0.6891"
"26460000","0.6752"
"26640000","0.6688"
"26820000","0.6575"
"27000000","0.6670999999999999"
"27180000","0.6778"
"27360000","0.6932"
"27540000","0.688"
"27720000","0.6912999999999999"
"27900000","0.7062999999999999"
"28080000","0.681"
"28260000","0.7074"
"28440000","0.6882999999999999"
"28620000","0.6839"
"28800000","0.6802"
"28980000","0.6955999999999999"
"29160000","0.6987000000000001"
"29340000","0.6938"
"29520000","0.6584"
"29700000","0.6457999999999999"
"29880000","0.6555"
"30060000","0.6530999999999999"
"30240000","0.6474"
"30420000","0.6664000000000001"
"30600000","0.6848"
"30780000","0.6768"
"30960000","0.6872999999999999"
"31140000","0.7042"
"31320000","0.7067"
"31500000","0.6816"
"31680000","0.6854000000000001"
"31860000","0.6927000000000001"
"32040000","0.697"
"32220000","0.6922"
"32400000","0.6769"
"32580000","0.7109000000000001"
"32760000","0.6879"
"32940000","0.6725"
"33120000","0.6877000000000001"
"33300000","0.6948"
"33480000","0.6892"
"33660000","0.6837000000000001"
"33840000","0.7052"
"34020000","0.6757000000000001"
"34200000","0.7002999999999999"
"34380000","0.6880999999999999"
"34560000","0.6965"
"34740000","0.728"
"34920000","0.6882999999999999"
"35100000","0.7085999999999999"
"35280000","0.7054"
"35460000","0.6887000000000001"
"35640000","0.6692"
"35820000","0.6959"
"36000000","0.6919"
"36180000","0.6787000000000001"
"36360000","0.6908"
"36540000","0.6784000000000001"
"36720000","0.6671"
"36900000","0.697"
"37080000","0.6962"
"37260000","0.6881"
"37440000","0.7107"
"37620000","0.7107"
"37800000","0.7188000000000001"
"37980000","0.7066"
"38160000","0.7088000000000001"
"38340000","0.7293999999999999"
"38520000","0.716"
"38700000","0.6944000000000001"
"38880000","0.7015999999999999"
"39060000","0.6998"
"39240000","0.6889000000000001"
"39420000","0.6812"
"39600000","0.6962"
"39780000","0.6888"
"39960000","0.7012999999999999"
"40140000","0.6922"
"40320000","0.698"
"40500000","0.7027"
"40680000","0.7291"
"40860000","0.7182999999999999"
"41040000","0.7067"
"41220000","0.7202999999999999"
"41400000","0.7228"
"41580000","0.7229"
"41760000","0.7285"
"41940000","0.7018"
"42120000","0.709"
"42300000","0.7349000000000001"
"42480000","0.7196"
"42660000","0.732"
"42840000","0.6964"
"43020000","0.7227"
"43200000","0.7291"
"43380000","0.7231000000000001"
"43560000","0.7272000000000001"
"43740000","0.7127"
"43920000","0.7219000000000001"
"44100000","0.7360999999999999"
"44280000","0.7308"
"44460000","0.7457"
"44640000","0.7433"
"44820000","0.7464"
"45000000","0.7307"
"45180000","0.733"
"45360000","0.7482000000000001"
"45540000","0.7435999999999999"
"45720000","0.7326"
"45900000","0.7459000000000001"
"46080000","0.7422000000000001"
"46260000","0.7409"
"46440000","0.7339"
"46620000","0.7475"
"46800000","0.7665"
"46980000","0.7653"
"47160000","0.7637"
"47340000","0.7590999999999999"
"47520000","0.7737999999999999"
"47700000","0.7545"
"47880000","0.7489"
"48060000","0.7663"
"48240000","0.7580999999999999"
"48420000","0.7577999999999999"
"48600000","0.7494000000000001"
"48780000","0.7359000000000001"
"48960000","0.7492"
"49140000","0.7549"
"49320000","0.7437"
"49500000","0.7625"
"49680000","0.7413"
"49860000","0.7463"
"50040000","0.7232000000000001"
"50220000","0.7554000000000001"
"50400000","0.7358"
"50580000","0.7393"
"50760000","0.7481"
"50940000","0.7347"
"51120000","0.7452000000000001"
"51300000","0.7653"
"51480000","0.7632000000000001"
"51660000","0.7677"
"51840000","0.7431"
"52020000","0.7407"
"52200000","0.7451"
"52380000","0.7429000000000001"
"52560000","0.7372000000000001"
"52740000","0.7242000000000001"
"52920000","0.7359"
"53100000","0.7235999999999999"
"53280000","0.7262000000000001"
"53460000","0.753"
"53640000","0.7469000000000001"
"53820000","0.7622000000000001"
"54000000","0.7704"
"54180000","0.7797999999999999"
"54360000","0.7641"
"54540000","0.7497"
"54720000","0.75"
"54900000","0.7319000000000001"
"55080000","0.7497"
"55260000","0.7613999999999999"
"55440000","0.7439"
"55620000","0.7665"
"55800000","0.7595"
"55980000","0.7717999999999999"
"56160000","0.7567"
"56340000","0.747"
"56520000","0.7372000000000001"
"56700000","0.7343999999999999"
"56880000","0.7293"
"57060000","0.7489000000000001"
"57240000","0.7469000000000001"
"57420000","0.7455"
"57600000","0.7555"
"57780000","0.7687999999999999"
"57960000","0.7619"
"58140000","0.7594"
"58320000","0.7767999999999999"
"58500000","0.7615"
"58680000","0.7775"
"58860000","0.7765"
"59040000","0.7706000000000001"
"59220000","0.761"
"59400000","0.7716"
"59580000","0.7411"
"59760000","0.777"
"59940000","0.7584"
"60120000","0.7721999999999999"
"60300000","0.7472000000000001"
"60480000","0.7876000000000001"
"60660000","0.7737999999999999"
"60840000","0.7967000000000001"
"61020000","0.7756"
"61200000","0.7687999999999999"
"61380000","0.7806"
"61560000","0.753"
"61740000","0.7627"
"61920000","0.761"
"62100000","0.7482000000000001"
"62280000","0.7637999999999999"
"62460000","0.7858999999999999"
"62640000","0.7828999999999999"
"62820000","0.7617999999999999"
"63000000","0.7786000000000002"
"63180000","0.7985"
"63360000","0.7774000000000001"
"63540000","0.7815"
"63720000","0.7948"
"63900000","0.7683"
"64080000","0.7944"
"64260000","0.7857999999999999"
"64440000","0.7976"
"64620000","0.7945999999999999"
"64800000","0.7971999999999999"
"64980000","0.7918999999999999"
"65160000","0.7735"
"65340000","0.7377"
"65520000","0.7402000000000001"
"65700000","0.7761"
"65880000","0.7818"
"66060000","0.7880999999999999"
"66240000","0.8009"
"66420000","0.817"
"66600000","0.7961999999999999"
"66780000","0.798"
"66960000","0.8002"
"67140000","0.7934000000000001"
"67320000","0.7855"
"67500000","0.7938"
"67680000","0.7860999999999999"
"67860000","0.7968999999999999"
"68040000","0.8094"
"68220000","0.7917000000000001"
"68400000","0.7843000000000001"
"68580000","0.7992"
"68760000","0.7815"
"68940000","0.7507999999999999"
"69120000","0.7825"
"69300000","0.7903"
"69480000","0.7763"
"69660000","0.7945999999999999"
"69840000","0.8099"
"70020000","0.8042999999999999"
"70200000","0.797"
"70380000","0.8055"
"70560000","0.7958"
"70740000","0.799"
"70920000","0.7949"
"71100000","0.7767"
"71280000","0.799"
"71460000","0.8008"
"71640000","0.8240999999999999"
"71820000","0.8220999999999999"
"72000000","0.8135"
"72180000","0.8078"
"72360000","0.7954"
"72540000","0.8126"
"72720000","0.8012"
"72900000","0.8017000000000001"
"73080000","0.7767000000000001"
"73260000","0.7834"
"73440000","0.7794"
"73620000","0.8042999999999999"
"73800000","0.8014"
"73980000","0.8105"
"74160000","0.8087"
"74340000","0.8299"
"74520000","0.8291000000000001"
"74700000","0.832"
"74880000","0.8372999999999999"
"75060000","0.8287"
"75240000","0.8332999999999999"
"75420000","0.8312"
"75600000","0.8421"
"75780000","0.8275"
"75960000","0.8337"
"76140000","0.822"
"76320000","0.8257000000000001"
"76500000","0.823"
"76680000","0.8168"
"76860000","0.8075"
"77040000","0.8362"
"77220000","0.8428"
"77400000","0.8437"
"77580000","0.8522000000000001"
"77760000","0.8335"
"77940000","0.8415999999999999"
"78120000","0.8238"
"78300000","0.8342"
"78480000","0.8281000000000001"
"78660000","0.8349"
"78840000","0.8286"
"79020000","0.8231999999999999"
"79200000","0.8206"
"79380000","0.8189"
"79560000","0.8097000000000001"
"79740000","0.8061"
"79920000","0.8120999999999999"
"80100000","0.7958"
"80280000","0.8367"
"80460000","0.7980999999999999"
"80640000","0.8168"
"80820000","0.7900999999999999"
"81000000","0.7987000000000001"
"81180000","0.7876000000000001"
"81360000","0.7787000000000001"
"81540000","0.7609000000000001"
"81720000","0.7884"
"81900000","0.7905999999999999"
"82080000","0.8049"
"82260000","0.8274000000000001"
"82440000","0.8272"
"82620000","0.8328"
"82800000","0.8306"
"82980000","0.8319000000000001"
"83160000","0.8241999999999999"
"83340000","0.8322999999999999"
"83520000","0.8461000000000001"
"83700000","0.8422000000000001"
"83880000","0.8354"
"84060000","0.828"
"84240000","0.8186"
"84420000","0.8341000000000001"
"84600000","0.8397"
"84780000","0.8301000000000001"
"84960000","0.8326999999999999"
"85140000","0.8248"
"85320000","0.8122999999999999"
"85500000","0.8387"
"85680000","0.8296"
"85860000","0.8477"
"86040000","0.8392999999999999"
"86220000","0.8487"
"86400000","0.834"
"86580000","0.8505"
"86760000","0.8358"
"86940000","0.8375999999999999"
"87120000","0.8408000000000001"
"87300000","0.8503"
"87480000","0.8505"
"87660000","0.8583"
"87840000","0.864"
"88020000","0.8541"
"88200000","0.8421000000000001"
"88380000","0.8299"
"88560000","0.8600999999999999"
"88740000","0.8483999999999999"
"88920000","0.8538"
"89100000","0.8537"
"89280000","0.8266"
"89460000","0.8381000000000001"
"89640000","0.8211"
"89820000","0.8334"
"90000000","0.8492999999999999"
"90180000","0.848"
"90360000","0.8362999999999999"
"90540000","0.8579000000000001"
"90720000","0.8378000000000001"
"90900000","0.8441000000000001"
"91080000","0.8416999999999999"
"91260000","0.8498"
"91440000","0.8588"
"91620000","0.8705999999999999"
"91800000","0.8705"
"91980000","0.8633"
"92160000","0.8595"
"92340000","0.8598"
"92520000","0.8407"
"92700000","0.8308"
"92880000","0.8245999999999999"
"93060000","0.8425"
"93240000","0.8252"
"93420000","0.821"
"93600000","0.813"
"93780000","0.8342"
"93960000","0.8348"
"94140000","0.8636999999999999"
"94320000","0.846"
"94500000","0.852"
"94680000","0.8632000000000001"
"94860000","0.8627999999999999"
"95040000","0.8446"
"95220000","0.8613"
"95400000","0.8513999999999999"
"95580000","0.8567"
"95760000","0.8599"
"95940000","0.8474"
"96120000","0.8361000000000001"
"96300000","0.8502000000000001"
"96480000","0.852"
"96660000","0.8503999999999999"
"96840000","0.8471000000000001"
"97020000","0.8337"
"97200000","0.8547"
"97380000","0.8559000000000001"
"97560000","0.8699"
"97740000","0.8612000000000001"
"97920000","0.847"
"98100000","0.8574"
"98280000","0.8657"
"98460000","0.8613999999999999"
"98640000","0.8587"
"98820000","0.8495"
"99000000","0.8467"
"99180000","0.8473999999999999"
"99360000","0.8507"
"99540000","0.8510999999999999"
"99720000","0.8463"
"99900000","0.87"
"100080000","0.8665"
"100260000","0.8649"
"100440000","0.8712000000000001"
"100620000","0.8672000000000001"
"100800000","0.8556"
"100980000","0.8527"
"101160000","0.8697999999999999"
"101340000","0.8814000000000001"
"101520000","0.8639"
"101700000","0.8451"
"101880000","0.8495"
"102060000","0.8492999999999999"
"102240000","0.8479"
"102420000","0.8599000000000001"
"102600000","0.869"
"102780000","0.8702000000000001"
"102960000","0.8719"
"103140000","0.8467"
"103320000","0.8368"
"103500000","0.8401000000000001"
"103680000","0.8743"
"103860000","0.8575999999999999"
"104040000","0.8555"
"104220000","0.8527"
"104400000","0.8510999999999999"
"104580000","0.8685"
"104760000","0.8613999999999999"
"104940000","0.8625"
"105120000","0.8558000000000001"
"105300000","0.8425"
"105480000","0.8281"
"105660000","0.8586"
"105840000","0.844"
"106020000","0.8544"
"106200000","0.8577"
"106380000","0.8592000000000001"
"106560000","0.8389"
"106740000","0.8451"
"106920000","0.8435"
"107100000","0.8518"
"107280000","0.8697999999999999"
"107460000","0.8709000000000001"
"107640000","0.8735"
"107820000","0.8802000000000001"
"108000000","0.8522000000000001"
"108180000","0.8240999999999999"
"108360000","0.8422000000000001"
"108540000","0.8431000000000002"
"108720000","0.8448000000000001"
"108900000","0.8444"
"109080000","0.8423999999999999"
"109260000","0.8281000000000001"
"109440000","0.8385"
"109620000","0.819"
"109800000","0.8331"
"109980000","0.844"
"110160000","0.8203"
"110340000","0.8437"
"110520000","0.8292999999999999"
"110700000","0.8261000000000001"
"110880000","0.8455"
"111060000","0.8546"
"111240000","0.863"
"111420000","0.8379000000000001"
"111600000","0.8465"
"111780000","0.8468"
"111960000","0.8499"
"112140000","0.8442"
"112320000","0.8689"
"112500000","0.8682000000000001"
"112680000","0.8672000000000001"
"112860000","0.8546"
"113040000","0.8588"
"113220000","0.8667999999999999"
"113400000","0.8657999999999999"
"113580000","0.8665"
"113760000","0.8712000000000001"
"113940000","0.8686999999999999"
"114120000","0.8712000000000001"
"114300000","0.881"
"114480000","0.8557"
"114660000","0.8663"
"114840000","0.8707999999999999"
"115020000","0.8565"
"115200000","0.8513"
"115380000","0.8601"
"115560000","0.8531000000000002"
"115740000","0.8465"
"115920000","0.831"
"116100000","0.8391000000000001"
"116280000","0.8466"
"116460000","0.8347"
"116640000","0.8382999999999999"
"116820000","0.8465999999999999"
"117000000","0.8573"
"117180000","0.8590999999999999"
"117360000","0.8777999999999999"
"117540000","0.857"
"117720000","0.8605"
"117900000","0.858"
"118080000","0.8538"
"118260000","0.8724"
"118440000","0.8522000000000001"
"118620000","0.8855"
"118800000","0.8655999999999999"
"118980000","0.8637999999999999"
"119160000","0.8530999999999999"
"119340000","0.865"
"119520000","0.8654000000000001"
"119700000","0.8571"
"119880000","0.8695"
"120060000","0.879"
"120240000","0.876"
"120420000","0.8703"
"120600000","0.8821"
"120780000","0.8737"
"120960000","0.86"
"121140000","0.8783"
"121320000","0.8585"
"121500000","0.8681"
"121680000","0.8568"
"121860000","0.8647999999999999"
"122040000","0.8455"
"122220000","0.8679000000000001"
"122400000","0.8557"
"122580000","0.8703"
"122760000","0.8691"
"122940000","0.8493999999999999"
"123120000","0.8513"
"123300000","0.8660999999999999"
"123480000","0.8533999999999999"
"123660000","0.8342999999999999"
"123840000","0.8245"
"124020000","0.8422000000000001"
"124200000","0.8358"
"124380000","0.837"
"124560000","0.8297"
"124740000","0.8294000000000001"
"124920000","0.8251000000000001"
"125100000","0.8187000000000001"
"125280000","0.8302"
"125460000","0.846"
"125640000","0.8362"
"125820000","0.8342"
"126000000","0.8549"
"126180000","0.8492999999999999"
"126360000","0.8568"
"126540000","0.8538"
"126720000","0.8612000000000001"
"126900000","0.8637"
"127080000","0.8545"
"127260000","0.8589"
"127440000","0.853"
"127620000","0.8538000000000001"
"127800000","0.868"
"127980000","0.8577"
"128160000","0.8475"
"128340000","0.8655"
"128520000","0.8631"
"128700000","0.8568"
"128880000","0.8471000000000001"
"129060000","0.8724"
"129240000","0.8699"
"129420000","0.8644"
"129600000","0.8757999999999999"
"129780000","0.8487"
"129960000","0.8580999999999999"
"130140000","0.8607"
"130320000","0.8737"
"130500000","0.8802000000000001"
"130680000","0.867"
"130860000","0.8548000000000001"
"131040000","0.8735"
"131220000","0.8523999999999999"
"131400000","0.8461000000000001"
"131580000","0.8672000000000001"
"131760000","0.8614"
"131940000","0.8627"
"132120000","0.8554"
"132300000","0.8456"
"132480000","0.8557"
"132660000","0.8527"
"132840000","0.8392000000000001"
"133020000","0.8367"
"133200000","0.848"
"133380000","0.8438"
"133560000","0.8335"
"133740000","0.8212999999999999"
"133920000","0.8378"
"134100000","0.8422000000000001"
"134280000","0.8451000000000001"
"134460000","0.8426"
"134640000","0.8537"
"134820000","0.859"
"135000000","0.8553999999999998"
"135180000","0.8605"
"135360000","0.8600999999999999"
"135540000","0.8593999999999999"
"135720000","0.8655"
"135900000","0.8555"
"136080000","0.8555"
"136260000","0.8609"
"136440000","0.8548"
"136620000","0.8543000000000001"
"136800000","0.8556"
"136980000","0.8465"
"137160000","0.8387"
"137340000","0.8608"
"137520000","0.8565"
"137700000","0.8383999999999999"
"137880000","0.839"
"138060000","0.8194000000000001"
"138240000","0.8398"
"138420000","0.8329"
"138600000","0.8227000000000001"
"138780000","0.8369000000000001"
"138960000","0.8347"
"139140000","0.8387"
"139320000","0.8382999999999999"
"139500000","0.8521"
"139680000","0.839"
"139860000","0.8386"
"140040000","0.8311"
"140220000","0.8439"
"140400000","0.8225999999999999"
"140580000","0.8212999999999999"
"140760000","0.8397"
"140940000","0.8432999999999999"
"141120000","0.8425999999999999"
"141300000","0.8411000000000001"
"141480000","0.8452999999999999"
"141660000","0.8432999999999999"
"141840000","0.8364"
"142020000","0.8332"
"142200000","0.8415"
"142380000","0.8322999999999999"
"142560000","0.8472"
"142740000","0.8576"
"142920000","0.8516"
"143100000","0.8576"
"143280000","0.857"
"143460000","0.8513"
"143640000","0.8543999999999999"
"143820000","0.8508"
"144000000","0.8409"
"144180000","0.8439"
"144360000","0.8408"
"144540000","0.8444"
"144720000","0.8291000000000001"
"144900000","0.8367"
"145080000","0.8601"
"145260000","0.8608"
"145440000","0.8687999999999999"
"145620000","0.8539"
"145800000","0.8649"
"145980000","0.845"
"146160000","0.8595"
"146340000","0.8481000000000001"
"146520000","0.85"
"146700000","0.8544"
"146880000","0.8526"
"147060000","0.8587"
"147240000","0.8683"
"147420000","0.8635"
"147600000","0.8595999999999999"
"147780000","0.8791"
"147960000","0.8664000000000001"
"148140000","0.8863"
"148320000","0.8657999999999999"
"148500000","0.876"
"148680000","0.872"
"148860000","0.8805"
"149040000","0.8829000000000001"
"149220000","0.863"
"149400000","0.8831"
"149580000","0.8807999999999999"
"149760000","0.872"
"149940000","0.8855"
"150120000","0.8919000000000001"
"150300000","0.8878"
"150480000","0.8928"
"150660000","0.8702000000000001"
"150840000","0.8859000000000001"
"151020000","0.8643"
"151200000","0.8576"
"151380000","0.8665"
"151560000","0.8784000000000001"
"151740000","0.8753000000000001"
"151920000","0.8742000000000001"
"152100000","0.8737999999999999"
"152280000","0.8647"
"152460000","0.8417"
"152640000","0.8465"
"152820000","0.8696000000000002"
"153000000","0.8934"
"153180000","0.8823"
"153360000","0.8897999999999999"
"153540000","0.8912"
"153720000","0.8854"
"153900000","0.8857"
"154080000","0.8777"
"154260000","0.8672000000000001"
"154440000","0.882"
"154620000","0.8795"
"154800000","0.8786"
"154980000","0.8781"
"155160000","0.8593999999999999"
"155340000","0.8734"
"155520000","0.877"
"155700000","0.8807999999999999"
"155880000","0.884"
"156060000","0.8872000000000001"
"156240000","0.895"
"156420000","0.8844000000000001"
"156600000","0.8926000000000001"
"156780000","0.8772000000000001"
"156960000","0.8847"
"157140000","0.8779"
"157320000","0.8721"
"157500000","0.871"
"157680000","0.8605"
"157860000","0.8761"
"158040000","0.8751"
"158220000","0.8901"
"158400000","0.8889000000000001"
"158580000","0.8942"
"158760000","0.8860999999999999"
"158940000","0.8785999999999999"
"159120000","0.8877"
"159300000","0.8827999999999999"
"159480000","0.8727999999999999"
"159660000","0.8776"
"159840000","0.8887"
"160020000","0.8748"
"160200000","0.882"
"160380000","0.8709000000000001"
"160560000","0.8745"
"160740000","0.8816999999999999"
"160920000","0.888"
"161100000","0.8873"
"161280000","0.8815"
"161460000","0.876"
"161640000","0.889"
"161820000","0.8732000000000001"
"162000000","0.8847999999999999"
"162180000","0.8893"
"162360000","0.8941"
"162540000","0.8987999999999999"
"162720000","0.8994"
"162900000","0.8897"
"163080000","0.9018"
"163260000","0.9"
"163440000","0.8977"
"163620000","0.8857999999999999"
"163800000","0.86"
"163980000","0.8756"
"164160000","0.8741"
"164340000","0.8983"
"164520000","0.883"
"164700000","0.8822000000000001"
"164880000","0.871"
"165060000","0.8789000000000001"
"165240000","0.887"
"165420000","0.8755"
"165600000","0.8664000000000001"
"165780000","0.877"
"165960000","0.8897"
"166140000","0.8910999999999999"
"166320000","0.8797999999999999"
"166500000","0.8713"
"166680000","0.8927"
"166860000","0.874"
"167040000","0.8809"
"167220000","0.879"
"167400000","0.8951"
"167580000","0.8805"
"167760000","0.8667999999999999"
"167940000","0.8851"
"168120000","0.8814000000000001"
"168300000","0.8702000000000001"
"168480000","0.8746"
"168660000","0.8815"
"168840000","0.883"
"169020000","0.892"
"169200000","0.8724"
"169380000","0.8659000000000001"
"169560000","0.8851"
"169740000","0.8933"
"169920000","0.8804"
"170100000","0.8891"
"170280000","0.8969"
"170460000","0.8858"
"170640000","0.8947"
"170820000","0.8891"
"171000000","0.8845"
"171180000","0.8761"
"171360000","0.865"
"171540000","0.8601"
"171720000","0.8476999999999999"
"171900000","0.8753000000000001"
"172080000","0.8792"
"172260000","0.8796"
"172440000","0.8702000000000001"
"172620000","0.8647"
"172800000","0.8737"
"172980000","0.8752000000000001"
"173160000","0.8894"
"173340000","0.8923"
"173520000","0.8812000000000001"
"173700000","0.8843"
"173880000","0.8966"
"174060000","0.8749"
"174240000","0.8816"
"174420000","0.8886999999999999"
"174600000","0.8893"
"174780000","0.8925"
"174960000","0.8776"
"175140000","0.8897"
"175320000","0.8861"
"175500000","0.8815"
"175680000","0.8686"
"175860000","0.8765"
"176040000","0.8799000000000001"
"176220000","0.89"
"176400000","0.8904"
"176580000","0.8992"
"176760000","0.8891999999999999"
"176940000","0.899"
"177120000","0.8657999999999999"
"177300000","0.8877"
"177480000","0.8600999999999999"
"177660000","0.8629"
"177840000","0.8837999999999999"
"178020000","0.8697"
"178200000","0.8876000000000001"
"178380000","0.8703"
"178560000","0.8835"
"178740000","0.8707"
"178920000","0.8585"
"179100000","0.8588000000000001"
"179280000","0.8772"
"179460000","0.858"
"179640000","0.8711"
"179820000","0.8746"
"180000000","0.8640999999999999"
"180180000","0.8756"
"180360000","0.8772000000000001"
"180540000","0.8781"
"180720000","0.8689"
"180900000","0.8643000000000001"
"181080000","0.862"
"181260000","0.8674"
"181440000","0.8753000000000001"
"181620000","0.8684"
"181800000","0.8787"
"181980000","0.8749"
"182160000","0.8831"
"182340000","0.8583"
"182520000","0.8724"
"182700000","0.8817"
"182880000","0.8835"
"183060000","0.8716"
"183240000","0.8773"
"183420000","0.869"
"183600000","0.8670999999999999"
"183780000","0.8538000000000001"
"183960000","0.8827999999999999"
"184140000","0.8953000000000001"
"184320000","0.8771"
"184500000","0.8849"
"184680000","0.8827"
"184860000","0.8877999999999999"
"185040000","0.8776"
"185220000","0.8697"
"185400000","0.8964"
"185580000","0.8835999999999999"
"185760000","0.8752000000000001"
"185940000","0.8959"
"186120000","0.8983"
"186300000","0.8992"
"186480000","0.9012"
"186660000","0.8966000000000001"
"186840000","0.9038"
"187020000","0.8952"
"187200000","0.8872000000000001"
"187380000","0.9036"
"187560000","0.9067"
"187740000","0.8775"
"187920000","0.8969000000000001"
"188100000","0.8865999999999999"
"188280000","0.8803"
"188460000","0.9093"
"188640000","0.901"
"188820000","0.8952"
"189000000","0.8942"
"189180000","0.8969000000000001"
"189360000","0.903"
"189540000","0.8807999999999999"
"189720000","0.8904"
"189900000","0.901"
"190080000","0.9063"
"190260000","0.9063"
"190440000","0.901"
"190620000","0.8942"
"190800000","0.9064"
"190980000","0.9098"
"191160000","0.9022"
"191340000","0.9058"
"191520000","0.9133"
"191700000","0.8914"
"191880000","0.9048"
"192060000","0.9074"
"192240000","0.9129"
"192420000","0.9041"
"192600000","0.9035"
"192780000","0.9122"
"192960000","0.9019"
"193140000","0.9046"
"193320000","0.9045"
"193500000","0.905"
"193680000","0.9169"
"193860000","0.8916"
"194040000","0.8971"
"194220000","0.9022"
"194400000","0.8874000000000001"
"194580000","0.8869"
"194760000","0.9003"
"194940000","0.9085"
"195120000","0.9036"
"195300000","0.8923"
"195480000","0.9038"
"195660000","0.8949"
"195840000","0.9045"
"196020000","0.9114"
"196200000","0.8997999999999999"
"196380000","0.9051"
"196560000","0.9133"
"196740000","0.9203"
"196920000","0.9029"
"197100000","0.8963"
"197280000","0.9028"
"197460000","0.8967"
"197640000","0.9098"
"197820000","0.9086"
"198000000","0.9054"
"198180000","0.9052"
"198360000","0.906"
"198540000","0.9167"
"198720000","0.9127"
"198900000","0.9054"
"199080000","0.9067"
"199260000","0.9054"
"199440000","0.8944000000000001"
"199620000","0.9086"
"199800000","0.9088"
"199980000","0.9028"
"200160000","0.9205"
"200340000","0.901"
"200520000","0.9163"
"200700000","0.9094"
"200880000","0.9011"
"201060000","0.9105"
"201240000","0.896"
"201420000","0.8998"
"201600000","0.8903"
"201780000","0.9041"
"201960000","0.8967999999999999"
"202140000","0.8944"
"202320000","0.8855"
"202500000","0.8929000000000001"
"202680000","0.899"
"202860000","0.8867"
"203040000","0.9012"
"203220000","0.8909000000000001"
"203400000","0.9"
"203580000","0.8801"
"203760000","0.9052"
"203940000","0.9065"
"204120000","0.8985"
"204300000","0.8944000000000001"
"204480000","0.8973"
"204660000","0.8985"
"204840000","0.8979"
"205020000","0.8927999999999999"
"205200000","0.9029"
"205380000","0.9062"
"205560000","0.8963"
"205740000","0.9087"
