"Step","mixdecay2n4_finalversion_seed2 - 4cover_rate"
"341640","0.63925"
"683280","0.6483499999999999"
"1024920","0.6450999999999999"
"1366560","0.6398499999999999"
"1708200","0.6316"
"2049840","0.6386000000000001"
"2391480","0.6564500000000001"
"2733120","0.6295499999999999"
"3074760","0.6350999999999999"
"3416400","0.6439"
"3749400","0.6335999999999999"
"4082400","0.6285999999999999"
"4415400","0.623"
"4748400","0.6379"
"5081400","0.6369499999999999"
"5414400","0.64825"
"5747400","0.6534500000000001"
"6080400","0.65925"
"6413400","0.6477999999999999"
"6746400","0.66545"
"7070400","0.65665"
"7394400","0.66935"
"7718400","0.6485"
"8042400","0.65935"
"8366400","0.6436000000000001"
"8690400","0.6472"
"9014400","0.6731"
"9338400","0.6704000000000001"
"9662400","0.66375"
"9986400","0.65855"
"10301040","0.66035"
"10615680","0.6706499999999999"
"10930320","0.6516000000000002"
"11244960","0.67265"
"11559600","0.6611"
"11874240","0.6710499999999999"
"12188880","0.65635"
"12503520","0.65955"
"12818160","0.6605"
"13132800","0.6645999999999999"
"13439160","0.66275"
"13745520","0.6588"
"14051880","0.6771"
"14358240","0.6572"
"14664600","0.6599499999999999"
"14970960","0.66315"
"15277320","0.65635"
"15583680","0.6580999999999999"
"15890040","0.66875"
"16196400","0.65295"
"16493400","0.6535"
"16790400","0.6584500000000001"
"17087400","0.66715"
"17384400","0.66605"
"17681400","0.6605"
"17978400","0.66575"
"18275400","0.66685"
"18572400","0.67345"
"18869400","0.67495"
"19166400","0.67385"
"19454400","0.67375"
"19742400","0.674"
"20030400","0.6740999999999999"
"20318400","0.66555"
"20606400","0.6620499999999999"
"20894400","0.6685"
"21182400","0.67615"
"21470400","0.68525"
"21758400","0.6694500000000001"
"22046400","0.6708500000000001"
"22325040","0.6757000000000001"
"22603680","0.6572"
"22882320","0.666"
"23160960","0.6702500000000001"
"23439600","0.6723500000000001"
"23718240","0.6899"
"23996880","0.6860999999999999"
"24275520","0.6782999999999999"
"24554160","0.70115"
"24832800","0.69655"
"25103160","0.6830499999999999"
"25373520","0.69125"
"25643880","0.69875"
"25914240","0.6936500000000001"
"26184600","0.6728999999999999"
"26454960","0.68375"
"26725320","0.69145"
"26995680","0.6839"
"27266040","0.69245"
"27536400","0.68665"
"27797400","0.6831499999999999"
"28058400","0.69725"
"28319400","0.6854000000000001"
"28580400","0.68245"
"28841400","0.69705"
"29102400","0.7085"
"29363400","0.69"
"29624400","0.6871499999999999"
"29885400","0.69085"
"30146400","0.6938"
"30398400","0.6929"
"30650400","0.6915999999999999"
"30902400","0.6962999999999999"
"31154400","0.6892"
"31406400","0.7026500000000001"
"31658400","0.717"
"31910400","0.72025"
"32162400","0.7139000000000001"
"32414400","0.7148000000000001"
"32666400","0.7052"
"32909040","0.7122"
"33151680","0.7195"
"33394320","0.71205"
"33636960","0.7082999999999999"
"33879600","0.71125"
"34122240","0.71155"
"34364880","0.6994000000000001"
"34607520","0.7013"
"34850160","0.71415"
"35092800","0.7085999999999999"
"35327160","0.7171000000000001"
"35561520","0.71615"
"35795880","0.7155499999999999"
"36030240","0.7062"
"36264600","0.70145"
"36498960","0.71305"
"36733320","0.70975"
"36967680","0.7033999999999999"
"37202040","0.7094000000000001"
"37436400","0.7011"
"37661400","0.6949500000000001"
"37886400","0.71065"
"38111400","0.7042999999999999"
"38336400","0.7122999999999999"
"38561400","0.70055"
"38786400","0.6939000000000001"
"39011400","0.70065"
"39236400","0.6954"
"39461400","0.7027"
"39686400","0.69275"
"39902400","0.68335"
"40118400","0.69865"
"40334400","0.70175"
"40550400","0.6808500000000001"
"40766400","0.6910999999999999"
"40982400","0.67335"
"41198400","0.6951"
"41414400","0.6936500000000001"
"41630400","0.6965"
"41846400","0.68935"
"42053040","0.69625"
"42259680","0.68075"
"42466320","0.6960999999999999"
"42672960","0.69575"
"42879600","0.6942"
"43086240","0.6963499999999999"
"43292880","0.7002"
"43499520","0.6947000000000001"
"43706160","0.70545"
"43912800","0.6968"
"44111160","0.7044"
"44309520","0.6967"
"44507880","0.70505"
"44706240","0.71145"
"44904600","0.69595"
"45102960","0.6886"
"45301320","0.6964000000000001"
"45499680","0.71125"
"45698040","0.6943"
"45896400","0.70775"
"46085400","0.6998499999999999"
"46274400","0.6876"
"46463400","0.6869000000000001"
"46652400","0.69855"
"46841400","0.68645"
"47030400","0.68695"
"47219400","0.7055499999999999"
"47408400","0.69675"
"47597400","0.70125"
"47786400","0.7021"
"47966400","0.6952"
"48146400","0.68645"
"48326400","0.6956"
"48506400","0.7017"
"48686400","0.7020500000000001"
"48866400","0.69555"
"49046400","0.6909000000000001"
"49226400","0.6959000000000001"
"49406400","0.6935"
"49586400","0.69455"
"49766400","0.6782"
"49946400","0.6700999999999999"
"50126400","0.67375"
"50306400","0.66"
"50486400","0.6667000000000001"
"50666400","0.68175"
"50846400","0.6745999999999999"
"51026400","0.6520999999999999"
"51206400","0.66475"
