Step,decay_fre30iter_add0.1_load_optimizer_gradclip10_seed2 - 8cover_rate
0,0.9221
199290,0.89805
398580,0.8991
597870,0.9057
797160,0.9022
996450,0.8874
1195740,0.84995
1395030,0.86005
1594320,0.84515
1793610,0.856
1992900,0.84425
2181900,0.84375
2370900,0.85285
2559900,0.8549
2748900,0.8621
2937900,0.85495
3126900,0.84475
3315900,0.87945
3504900,0.8921
3693900,0.8836
3882900,0.86395
4061610,0.8577
4240320,0.8492
4419030,0.86735
4597740,0.8652
4776450,0.8412
4955160,0.8676
5133870,0.88275
5312580,0.8685
5491290,0.8806
5670000,0.8645
5838000,0.8639
6006000,0.8671
6174000,0.8706
6342000,0.87925
6510000,0.87235
6678000,0.87
6846000,0.8758
7014000,0.8754
7182000,0.86655
7350000,0.8673
7507290,0.85535
7664580,0.8747
7821870,0.8627
7979160,0.8603
8136450,0.8754
8293740,0.8801
8451030,0.8705
8608320,0.8791
8765610,0.88095
8922900,0.88055
9069900,0.87935
9216900,0.8593
9363900,0.8572
9510900,0.85915
9657900,0.8525
9804900,0.8647
9951900,0.86905
10098900,0.88315
10245900,0.8728
10392900,0.88155
10529400,0.8915
10665900,0.87805
10802400,0.8764
10938900,0.8316
11075400,0.83495
11211900,0.8556
11348400,0.8371
11484900,0.85785
11621400,0.873
11757900,0.8529
11883900,0.8463
12009900,0.8458
12135900,0.82685
12261900,0.83975
12387900,0.8403
12513900,0.8534
12639900,0.8522
12765900,0.872
12891900,0.8464
13017900,0.8276
13133190,0.82915
13248480,0.8179
13363770,0.82575
13479060,0.82045
13594350,0.81415
13709640,0.83935
13824930,0.84275
13940220,0.84735
14055510,0.8542
14170800,0.87045
14275800,0.84765
14380800,0.8509
14485800,0.85445
14590800,0.8526
14695800,0.85665
14800800,0.8557
14905800,0.8509
15010800,0.8565
15115800,0.8653
15220800,0.8699
15325800,0.8697
15430800,0.87605
15535800,0.8696
15640800,0.87595
15745800,0.89275
15850800,0.88935
15955800,0.8946
16060800,0.8912
16165800,0.8877
16270800,0.88675
16375800,0.88035
16480800,0.88905
16585800,0.9001
16690800,0.8954
16795800,0.8917
16900800,0.89325
17005800,0.89655
17110800,0.9001
17215800,0.8957
17320800,0.89605
17425800,0.906
17530800,0.9043
17635800,0.90385
17740800,0.90085
17845800,0.91275
17950800,0.9044
18055800,0.91675
18160800,0.91985
18265800,0.90935
18370800,0.9012
18475800,0.92245
18580800,0.9159
18685800,0.916
18790800,0.9188
18895800,0.9117
19000800,0.91885
19105800,0.9157
19210800,0.91515
19315800,0.91595
19420800,0.919
19525800,0.9284
19630800,0.9266
19735800,0.92905
19840800,0.9239
19945800,0.9265
20050800,0.9279
20155800,0.92635
20260800,0.93405
20365800,0.9252
20470800,0.9297
20575800,0.9304
20680800,0.93275
20785800,0.9375
20890800,0.93585
20995800,0.93845
21100800,0.9412
21205800,0.93055
21310800,0.93225
21415800,0.9291
21520800,0.938
21625800,0.93575
21730800,0.93645
21835800,0.933
21940800,0.92815
22045800,0.9309
22150800,0.93785
22255800,0.93155
22360800,0.93435
22465800,0.93225
22570800,0.9329
22675800,0.9353
22780800,0.9384
22885800,0.93905
22990800,0.94215
23095800,0.9424
23200800,0.94265
23305800,0.94295
23410800,0.9431
23515800,0.94085
23620800,0.94765
23725800,0.9466
23830800,0.95075
23935800,0.9482
24040800,0.94565
24145800,0.95135
24250800,0.94755
24355800,0.954
24460800,0.9522
24565800,0.95745
24670800,0.95605
24775800,0.9553
24880800,0.9604
24985800,0.9566
25090800,0.95445
25195800,0.95415
25300800,0.95175
25405800,0.94395
25510800,0.9464
25615800,0.94875
25720800,0.95155
25825800,0.9561
25930800,0.9536
26035800,0.9604
26140800,0.9627
26245800,0.9625
26350800,0.96305
26455800,0.9642
26560800,0.963
26665800,0.9669
26770800,0.96575
26875800,0.9709
26980800,0.96945
27085800,0.9741
27190800,0.96885
27295800,0.9687
27400800,0.9663
27505800,0.96935
27610800,0.9678
27715800,0.96605
27820800,0.9686
27925800,0.9695
28030800,0.9734
28135800,0.97375
28240800,0.97535
28345800,0.97125
28450800,0.9717
28555800,0.9688
28660800,0.9707
28765800,0.9697
28870800,0.9693
28975800,0.97035
29080800,0.9666
29185800,0.97025
29290800,0.9727
29395800,0.97435
29500800,0.97175
29605800,0.9748
29710800,0.9774
29815800,0.97715
29920800,0.9732
30025800,0.97685
30130800,0.97455
30235800,0.9705
30340800,0.9684
30445800,0.97115
30550800,0.97485
30655800,0.9735
30760800,0.97535
30865800,0.978
30970800,0.97905
31075800,0.9746
31180800,0.9775
31285800,0.9802
31390800,0.97625
31495800,0.97325
31600800,0.9713
31705800,0.9759
31810800,0.9721
31915800,0.9746
32020800,0.97575
32125800,0.97835
32230800,0.9751
32335800,0.97795
32440800,0.9748
32545800,0.9781
32650800,0.9784
32755800,0.9789
32860800,0.9833
32965800,0.98005
33070800,0.9807
33175800,0.9774
33280800,0.98465
33385800,0.9822
33490800,0.985
33595800,0.97925
33700800,0.976
33805800,0.97515
