"Step","gan_pb_addinitialtasks_seed3 - cover_rate_5step"
"19920000","0.071"
"20040000","0.0644"
"20160000","0.1006"
"20280000","0.0792"
"20400000","0.084"
"20520000","0.0832"
"20640000","0.087"
"20760000","0.08159999999999999"
"20880000","0.1094"
"21000000","0.1026"
"21120000","0.1018"
"21240000","0.0912"
"21360000","0.1074"
"21480000","0.1104"
"21600000","0.1172"
"21720000","0.108"
"21840000","0.108"
"21960000","0.1072"
"22080000","0.1104"
"22200000","0.1156"
"22320000","0.1268"
"22440000","0.1162"
"22560000","0.125"
"22680000","0.12819999999999998"
"22800000","0.1252"
"22920000","0.1064"
"23040000","0.1008"
"23160000","0.1288"
"23280000","0.1014"
"23400000","0.12519999999999998"
"23520000","0.1102"
"23640000","0.1384"
"23760000","0.109"
"23880000","0.1074"
"24000000","0.1082"
"24120000","0.1148"
"24240000","0.1066"
"24360000","0.113"
"24480000","0.1112"
"24600000","0.122"
"24720000","0.1034"
"24840000","0.1222"
"24960000","0.1062"
"25080000","0.1306"
"25200000","0.101"
"25320000","0.1102"
"25440000","0.1038"
"25560000","0.1114"
"25680000","0.1146"
"25800000","0.1168"
"25920000","0.1172"
"26040000","0.1308"
"26160000","0.108"
"26280000","0.119"
"26400000","0.1086"
"26520000","0.1122"
"26640000","0.1172"
"26760000","0.113"
"26880000","0.117"
"27000000","0.113"
"27120000","0.1016"
"27240000","0.127"
"27360000","0.1124"
"27480000","0.1132"
"27600000","0.1056"
"27720000","0.108"
"27840000","0.1252"
"27960000","0.1126"
"28080000","0.1158"
"28200000","0.1278"
"28320000","0.1102"
"28440000","0.1178"
"28560000","0.1014"
"28680000","0.11719999999999998"
"28800000","0.12919999999999998"
"28920000","0.1206"
"29040000","0.1338"
"29160000","0.1318"
"29280000","0.1444"
"29400000","0.1214"
"29520000","0.1422"
"29640000","0.1366"
"29760000","0.13219999999999998"
"29880000","0.1284"
"30000000","0.124"
"30120000","0.1244"
"30240000","0.1152"
"30360000","0.1136"
"30480000","0.135"
"30600000","0.135"
"30720000","0.1108"
"30840000","0.1008"
"30960000","0.1198"
"31080000","0.134"
"31200000","0.1284"
"31320000","0.1348"
"31440000","0.1178"
"31560000","0.1216"
"31680000","0.1122"
"31800000","0.139"
"31920000","0.133"
"32040000","0.1306"
"32160000","0.1196"
"32280000","0.1132"
"32400000","0.1208"
"32520000","0.1112"
"32640000","0.1224"
"32760000","0.1326"
"32880000","0.13240000000000002"
"33000000","0.1338"
"33120000","0.1274"
"33240000","0.1342"
"33360000","0.1346"
"33480000","0.144"
"33600000","0.1376"
"33720000","0.1526"
"33840000","0.1374"
"33960000","0.1372"
"34080000","0.13019999999999998"
"34200000","0.128"
"34320000","0.1126"
"34440000","0.1296"
"34560000","0.1266"
"34680000","0.1194"
"34800000","0.1196"
"34920000","0.15239999999999998"
"35040000","0.1298"
"35160000","0.1392"
"35280000","0.1272"
"35400000","0.1364"
"35520000","0.107"
"35640000","0.126"
"35760000","0.118"
"35880000","0.1448"
"36000000","0.1212"
"36120000","0.15380000000000002"
"36240000","0.14759999999999998"
"36360000","0.1438"
"36480000","0.1264"
"36600000","0.1372"
"36720000","0.14959999999999998"
"36840000","0.142"
"36960000","0.1348"
"37080000","0.145"
"37200000","0.1442"
"37320000","0.135"
"37440000","0.1426"
"37560000","0.14"
"37680000","0.118"
"37800000","0.15439999999999998"
"37920000","0.1314"
"38040000","0.1178"
"38160000","0.115"
"38280000","0.1348"
"38400000","0.1354"
"38520000","0.136"
"38640000","0.1428"
"38760000","0.14560000000000003"
"38880000","0.1412"
"39000000","0.1306"
"39120000","0.1362"
"39240000","0.1266"
"39360000","0.131"
"39480000","0.1096"
"39600000","0.13140000000000002"
"39720000","0.123"
"39840000","0.139"
"39960000","0.1354"
"40080000","0.1458"
"40200000","0.15419999999999998"
"40320000","0.129"
"40440000","0.1162"
"40560000","0.13140000000000002"
"40680000","0.12680000000000002"
"40800000","0.1348"
"40920000","0.1438"
"41040000","0.13539999999999996"
"41160000","0.133"
"41280000","0.1462"
"41400000","0.1266"
"41520000","0.137"
"41640000","0.148"
"41760000","0.1466"
"41880000","0.1246"
"42000000","0.136"
"42120000","0.1386"
"42240000","0.1192"
"42360000","0.144"
"42480000","0.1274"
"42600000","0.1132"
"42720000","0.1206"
"42840000","0.1232"
"42960000","0.1204"
"43080000","0.1156"
"43200000","0.1272"
"43320000","0.1188"
"43440000","0.138"
"43560000","0.141"
"43680000","0.13379999999999995"
"43800000","0.13"
"43920000","0.1326"
"44040000","0.152"
"44160000","0.133"
"44280000","0.12860000000000002"
"44400000","0.15059999999999998"
"44520000","0.146"
"44640000","0.1388"
"44760000","0.15619999999999998"
"44880000","0.1268"
"45000000","0.139"
"45120000","0.13140000000000002"
"45240000","0.14539999999999997"
"45360000","0.13240000000000002"
"45480000","0.14980000000000002"
"45600000","0.1334"
"45720000","0.1398"
"45840000","0.12819999999999998"
"45960000","0.1482"
"46080000","0.14859999999999998"
"46200000","0.1604"
"46320000","0.151"
"46440000","0.1398"
"46560000","0.1416"
"46680000","0.1428"
"46800000","0.1438"
"46920000","0.12580000000000002"
"47040000","0.1492"
"47160000","0.145"
"47280000","0.1402"
"47400000","0.1332"
"47520000","0.122"
"47640000","0.0984"
"47760000","0.1464"
"47880000","0.1334"
"48000000","0.141"
"48120000","0.1254"
"48240000","0.12719999999999998"
"48360000","0.1374"
"48480000","0.1272"
"48600000","0.1336"
"48720000","0.1284"
"48840000","0.14"
"48960000","0.128"
"49080000","0.1476"
"49200000","0.1412"
"49320000","0.1244"
"49440000","0.119"
"49560000","0.1346"
"49680000","0.142"
"49800000","0.1362"
"49920000","0.154"
"50040000","0.1398"
"50160000","0.137"
"50280000","0.13"
"50400000","0.168"
"50520000","0.14439999999999997"
"50640000","0.12919999999999998"
"50760000","0.1328"
"50880000","0.1252"
"51000000","0.153"
"51120000","0.138"
"51240000","0.14880000000000002"
"51360000","0.124"
"51480000","0.142"
"51600000","0.152"
"51720000","0.126"
"51840000","0.1476"
"51960000","0.1446"
"52080000","0.1372"
"52200000","0.1514"
"52320000","0.1526"
"52440000","0.1424"
"52560000","0.1478"
"52680000","0.1458"
"52800000","0.14"
"52920000","0.1492"
"53040000","0.1428"
"53160000","0.1442"
"53280000","0.1392"
"53400000","0.1348"
"53520000","0.142"
"53640000","0.15419999999999998"
"53760000","0.171"
"53880000","0.1544"
"54000000","0.15919999999999998"
"54120000","0.151"
"54240000","0.148"
"54360000","0.17"
"54480000","0.13440000000000002"
"54600000","0.15159999999999998"
"54720000","0.1444"
"54840000","0.15180000000000002"
"54960000","0.161"
"55080000","0.164"
"55200000","0.1298"
"55320000","0.16460000000000002"
"55440000","0.1482"
"55560000","0.147"
"55680000","0.1484"
"55800000","0.148"
"55920000","0.15819999999999998"
"56040000","0.16"
"56160000","0.1656"
"56280000","0.1492"
"56400000","0.1672"
"56520000","0.1742"
"56640000","0.176"
"56760000","0.1886"
"56880000","0.163"
"57000000","0.1698"
"57120000","0.15480000000000002"
"57240000","0.1886"
"57360000","0.1562"
"57480000","0.128"
"57600000","0.1452"
"57720000","0.154"
"57840000","0.16060000000000002"
"57960000","0.1634"
"58080000","0.15380000000000002"
"58200000","0.1742"
"58320000","0.169"
"58440000","0.142"
"58560000","0.1418"
"58680000","0.1778"
"58800000","0.1466"
"58920000","0.137"
"59040000","0.15280000000000002"
"59160000","0.13060000000000002"
"59280000","0.17"
"59400000","0.1556"
"59520000","0.1476"
"59640000","0.15"
"59760000","0.13960000000000003"
"59880000","0.1392"
"60000000","0.14060000000000003"
"60120000","0.1668"
"60240000","0.1564"
"60360000","0.1308"
"60480000","0.13440000000000002"
"60600000","0.1266"
"60720000","0.131"
"60840000","0.1554"
"60960000","0.1586"
"61080000","0.1484"
"61200000","0.1736"
"61320000","0.1608"
"61440000","0.1392"
"61560000","0.162"
"61680000","0.1466"
"61800000","0.1556"
"61920000","0.124"
"62040000","0.1648"
"62160000","0.17839999999999998"
"62280000","0.1378"
"62400000","0.1432"
"62520000","0.136"
"62640000","0.14260000000000003"
"62760000","0.164"
"62880000","0.1804"
"63000000","0.1638"
"63120000","0.1694"
"63240000","0.1926"
"63360000","0.1724"
"63480000","0.1594"
"63600000","0.1608"
"63720000","0.1676"
"63840000","0.1604"
"63960000","0.14739999999999998"
"64080000","0.146"
"64200000","0.151"
"64320000","0.16319999999999998"
"64440000","0.1634"
"64560000","0.16219999999999998"
"64680000","0.141"
"64800000","0.17239999999999997"
"64920000","0.1378"
"65040000","0.1594"
"65160000","0.14980000000000002"
"65280000","0.12680000000000002"
"65400000","0.1266"
"65520000","0.16060000000000002"
"65640000","0.14"
"65760000","0.144"
"65880000","0.1456"
"66000000","0.141"
"66120000","0.1628"
"66240000","0.14859999999999998"
"66360000","0.14939999999999998"
"66480000","0.1486"
"66600000","0.16"
"66720000","0.141"
"66840000","0.1484"
"66960000","0.1478"
"67080000","0.14339999999999997"
"67200000","0.14880000000000002"
"67320000","0.1606"
"67440000","0.1372"
"67560000","0.1484"
"67680000","0.12"
"67800000","0.148"
"67920000","0.1446"
"68040000","0.1452"
"68160000","0.1468"
"68280000","0.14060000000000003"
"68400000","0.1276"
"68520000","0.13019999999999998"
"68640000","0.1278"
"68760000","0.1412"
"68880000","0.1456"
"69000000","0.14"
"69120000","0.1462"
"69240000","0.151"
"69360000","0.159"
"69480000","0.1242"
"69600000","0.141"
"69720000","0.12919999999999998"
"69840000","0.1392"
"69960000","0.149"
"70080000","0.1358"
"70200000","0.144"
"70320000","0.1372"
"70440000","0.14880000000000002"
"70560000","0.12519999999999998"
"70680000","0.1246"
"70800000","0.15039999999999998"
"70920000","0.1502"
"71040000","0.1598"
"71160000","0.1576"
"71280000","0.1124"
"71400000","0.1218"
"71520000","0.1152"
"71640000","0.1186"
"71760000","0.1442"
"71880000","0.1384"
"72000000","0.1484"
"72120000","0.1468"
"72240000","0.1408"
"72360000","0.1362"
"72480000","0.1338"
"72600000","0.144"
"72720000","0.149"
"72840000","0.1702"
"72960000","0.1662"
"73080000","0.1526"
"73200000","0.15480000000000002"
"73320000","0.15860000000000002"
"73440000","0.15619999999999998"
"73560000","0.17179999999999998"
"73680000","0.1482"
"73800000","0.1746"
"73920000","0.15480000000000002"
"74040000","0.151"
"74160000","0.1662"
"74280000","0.17980000000000002"
"74400000","0.1662"
"74520000","0.1756"
"74640000","0.1474"
"74760000","0.1722"
"74880000","0.1866"
"75000000","0.1744"
"75120000","0.15719999999999998"
"75240000","0.144"
"75360000","0.1626"
"75480000","0.1598"
"75600000","0.1516"
"75720000","0.17639999999999997"
"75840000","0.15480000000000002"
"75960000","0.161"
"76080000","0.15519999999999998"
"76200000","0.14239999999999997"
"76320000","0.1444"
"76440000","0.1544"
"76560000","0.1564"
"76680000","0.1488"
"76800000","0.1468"
"76920000","0.1716"
"77040000","0.13240000000000002"
"77160000","0.1428"
"77280000","0.1354"
"77400000","0.12919999999999998"
"77520000","0.1212"
"77640000","0.1522"
"77760000","0.152"
"77880000","0.1266"
"78000000","0.124"
"78120000","0.1438"
"78240000","0.1266"
"78360000","0.1496"
"78480000","0.15880000000000002"
"78600000","0.15819999999999998"
"78720000","0.1284"
"78840000","0.15280000000000002"
"78960000","0.1416"
"79080000","0.13760000000000003"
"79200000","0.13340000000000002"
"79320000","0.15619999999999998"
"79440000","0.14060000000000003"
"79560000","0.124"
"79680000","0.1422"
"79800000","0.1214"
"79920000","0.15719999999999998"
