"Step","reverse_pb_4agents_seed3 - 4cover_rate_5step"
"12420000","0.0675"
"12480000","0.0665"
"12540000","0.0631"
"12600000","0.06290000000000001"
"12660000","0.0665"
"12720000","0.0715"
"12780000","0.063"
"12840000","0.0649"
"12900000","0.06709999999999999"
"12960000","0.0576"
"13020000","0.0683"
"13080000","0.0717"
"13140000","0.06409999999999999"
"13200000","0.0698"
"13260000","0.068"
"13320000","0.061"
"13380000","0.0688"
"13440000","0.0573"
"13500000","0.077"
"13560000","0.0715"
"13620000","0.075"
"13680000","0.065"
"13740000","0.0503"
"13800000","0.0735"
"13860000","0.064"
"13920000","0.0705"
"13980000","0.0645"
"14040000","0.0584"
"14100000","0.066"
"14160000","0.07180000000000002"
"14220000","0.075"
"14280000","0.064"
"14340000","0.072"
"14400000","0.0587"
"14460000","0.08070000000000001"
"14520000","0.0665"
"14580000","0.064"
"14640000","0.077"
"14700000","0.063"
"14760000","0.068"
"14820000","0.07769999999999999"
"14880000","0.0698"
"14940000","0.0704"
"15000000","0.074"
"15060000","0.06730000000000001"
"15120000","0.0691"
"15180000","0.0846"
"15240000","0.071"
"15300000","0.071"
"15360000","0.07940000000000001"
"15420000","0.0572"
"15480000","0.0658"
"15540000","0.072"
"15600000","0.076"
"15660000","0.06720000000000001"
"15720000","0.06709999999999999"
"15780000","0.0732"
"15840000","0.0603"
"15900000","0.0663"
"15960000","0.07730000000000001"
"16020000","0.0676"
"16080000","0.06659999999999999"
"16140000","0.0659"
"16200000","0.06670000000000001"
"16260000","0.06720000000000001"
"16320000","0.07219999999999999"
"16380000","0.0654"
"16440000","0.0735"
"16500000","0.0691"
"16560000","0.073"
"16620000","0.0721"
"16680000","0.0594"
"16740000","0.0743"
"16800000","0.05759999999999999"
"16860000","0.0586"
"16920000","0.07680000000000001"
"16980000","0.0717"
"17040000","0.0744"
"17100000","0.0715"
"17160000","0.0677"
"17220000","0.0725"
"17280000","0.0655"
"17340000","0.072"
"17400000","0.0755"
"17460000","0.0709"
"17520000","0.0717"
"17580000","0.0681"
"17640000","0.0705"
"17700000","0.0723"
"17760000","0.0747"
"17820000","0.07640000000000001"
"17880000","0.0755"
"17940000","0.07269999999999999"
"18000000","0.0681"
"18060000","0.065"
"18120000","0.07769999999999999"
"18180000","0.08259999999999999"
"18240000","0.0735"
"18300000","0.0706"
"18360000","0.0711"
"18420000","0.0678"
"18480000","0.0731"
"18540000","0.0711"
"18600000","0.0635"
"18660000","0.0785"
"18720000","0.07640000000000001"
"18780000","0.0695"
"18840000","0.0755"
"18900000","0.08080000000000001"
"18960000","0.08"
"19020000","0.0755"
"19080000","0.07440000000000001"
"19140000","0.06969999999999998"
"19200000","0.08"
"19260000","0.0767"
"19320000","0.07719999999999999"
"19380000","0.06620000000000001"
"19440000","0.065"
"19500000","0.06659999999999999"
"19560000","0.0825"
"19620000","0.0659"
"19680000","0.0761"
"19740000","0.0668"
"19800000","0.07819999999999999"
"19860000","0.07629999999999999"
"19920000","0.0685"
"19980000","0.0725"
"20040000","0.07579999999999999"
"20100000","0.0665"
"20160000","0.069"
"20220000","0.0698"
"20280000","0.072"
"20340000","0.0714"
"20400000","0.075"
"20460000","0.0705"
"20520000","0.0723"
"20580000","0.0704"
"20640000","0.065"
"20700000","0.067"
"20760000","0.0711"
"20820000","0.068"
"20880000","0.0724"
"20940000","0.07659999999999999"
"21000000","0.07390000000000001"
"21060000","0.0609"
"21120000","0.0715"
"21180000","0.0749"
"21240000","0.075"
"21300000","0.0695"
"21360000","0.076"
"21420000","0.0737"
"21480000","0.07"
"21540000","0.076"
"21600000","0.0685"
"21660000","0.068"
"21720000","0.0643"
"21780000","0.06459999999999999"
"21840000","0.073"
"21900000","0.0638"
"21960000","0.07759999999999999"
"22020000","0.0715"
"22080000","0.0761"
"22140000","0.05859999999999999"
"22200000","0.0768"
"22260000","0.0717"
"22320000","0.079"
"22380000","0.06559999999999999"
"22440000","0.061700000000000005"
"22500000","0.0701"
"22560000","0.0798"
"22620000","0.07890000000000001"
"22680000","0.0765"
"22740000","0.07479999999999999"
"22800000","0.07490000000000001"
"22860000","0.0608"
"22920000","0.066"
"22980000","0.0782"
"23040000","0.08059999999999999"
"23100000","0.0653"
"23160000","0.0701"
"23220000","0.071"
"23280000","0.078"
"23340000","0.075"
"23400000","0.07429999999999999"
"23460000","0.0705"
"23520000","0.0765"
"23580000","0.0768"
"23640000","0.06709999999999999"
"23700000","0.0696"
"23760000","0.065"
"23820000","0.0714"
"23880000","0.0699"
"23940000","0.0726"
"24000000","0.075"
"24060000","0.0762"
"24120000","0.06509999999999999"
"24180000","0.0692"
"24240000","0.0773"
"24300000","0.0675"
"24360000","0.0695"
"24420000","0.0668"
"24480000","0.0708"
"24540000","0.0745"
"24600000","0.071"
"24660000","0.0705"
"24720000","0.0805"
"24780000","0.0732"
"24840000","0.0835"
"24900000","0.0736"
"24960000","0.0702"
"25020000","0.0785"
"25080000","0.0729"
"25140000","0.0732"
"25200000","0.07440000000000001"
"25260000","0.0712"
"25320000","0.0674"
"25380000","0.071"
"25440000","0.0788"
"25500000","0.0677"
"25560000","0.0702"
"25620000","0.076"
"25680000","0.07809999999999999"
"25740000","0.0845"
"25800000","0.075"
"25860000","0.0863"
"25920000","0.068"
"25980000","0.0782"
"26040000","0.07"
"26100000","0.0813"
"26160000","0.07759999999999999"
"26220000","0.075"
"26280000","0.075"
"26340000","0.07730000000000001"
"26400000","0.0819"
"26460000","0.0752"
"26520000","0.06709999999999999"
"26580000","0.07640000000000001"
"26640000","0.0785"
"26700000","0.068"
"26760000","0.07519999999999999"
"26820000","0.07590000000000001"
"26880000","0.0817"
"26940000","0.0785"
"27000000","0.0736"
"27060000","0.07740000000000001"
"27120000","0.07330000000000002"
"27180000","0.0722"
"27240000","0.083"
"27300000","0.0722"
"27360000","0.0734"
"27420000","0.07390000000000001"
"27480000","0.0798"
"27540000","0.0757"
"27600000","0.08369999999999998"
"27660000","0.0823"
"27720000","0.0845"
"27780000","0.079"
"27840000","0.0809"
"27900000","0.07540000000000001"
"27960000","0.074"
"28020000","0.0885"
"28080000","0.0854"
"28140000","0.0767"
"28200000","0.0829"
"28260000","0.0852"
"28320000","0.07970000000000001"
"28380000","0.0834"
"28440000","0.0824"
"28500000","0.0879"
"28560000","0.08009999999999999"
"28620000","0.0871"
"28680000","0.07540000000000001"
"28740000","0.0773"
"28800000","0.0726"
"28860000","0.0868"
"28920000","0.07840000000000001"
"28980000","0.0867"
"29040000","0.08860000000000001"
"29100000","0.0884"
"29160000","0.08819999999999999"
"29220000","0.0798"
"29280000","0.07440000000000001"
"29340000","0.085"
"29400000","0.0938"
"29460000","0.085"
"29520000","0.08220000000000001"
"29580000","0.0919"
"29640000","0.0867"
"29700000","0.07959999999999999"
"29760000","0.07180000000000002"
"29820000","0.0846"
"29880000","0.07890000000000001"
"29940000","0.0721"
"30000000","0.08170000000000001"
"30060000","0.0882"
"30120000","0.0777"
"30180000","0.07759999999999999"
"30240000","0.0892"
"30300000","0.07840000000000001"
"30360000","0.0755"
"30420000","0.0914"
"30480000","0.0882"
"30540000","0.08769999999999999"
"30600000","0.08159999999999999"
"30660000","0.0755"
"30720000","0.08619999999999998"
"30780000","0.0884"
"30840000","0.0762"
"30900000","0.0762"
"30960000","0.08319999999999998"
"31020000","0.0888"
"31080000","0.079"
"31140000","0.0905"
"31200000","0.07640000000000001"
"31260000","0.0836"
"31320000","0.08929999999999999"
"31380000","0.08020000000000001"
"31440000","0.0807"
"31500000","0.0805"
"31560000","0.07840000000000001"
"31620000","0.07629999999999999"
"31680000","0.0819"
"31740000","0.0901"
"31800000","0.08940000000000001"
"31860000","0.0836"
"31920000","0.0875"
"31980000","0.08"
"32040000","0.0771"
"32100000","0.08780000000000002"
"32160000","0.084"
"32220000","0.096"
"32280000","0.0765"
"32340000","0.0811"
"32400000","0.0819"
"32460000","0.0917"
"32520000","0.086"
"32580000","0.0815"
"32640000","0.0833"
"32700000","0.0907"
"32760000","0.0916"
"32820000","0.0885"
"32880000","0.0873"
"32940000","0.0969"
"33000000","0.0895"
"33060000","0.0979"
"33120000","0.08109999999999999"
"33180000","0.0876"
"33240000","0.088"
"33300000","0.07919999999999999"
"33360000","0.08270000000000001"
"33420000","0.08730000000000002"
"33480000","0.0935"
"33540000","0.0874"
"33600000","0.0864"
"33660000","0.095"
"33720000","0.097"
"33780000","0.0887"
"33840000","0.0978"
"33900000","0.0965"
"33960000","0.0997"
"34020000","0.0969"
"34080000","0.0895"
"34140000","0.0988"
"34200000","0.0938"
"34260000","0.0921"
"34320000","0.0843"
"34380000","0.0932"
"34440000","0.0901"
"34500000","0.1047"
"34560000","0.0957"
"34620000","0.0848"
"34680000","0.0903"
"34740000","0.1032"
"34800000","0.0986"
"34860000","0.1029"
"34920000","0.1021"
"34980000","0.1066"
"35040000","0.1079"
"35100000","0.0966"
"35160000","0.093"
"35220000","0.0948"
"35280000","0.108"
"35340000","0.093"
"35400000","0.1044"
"35460000","0.1029"
"35520000","0.1065"
"35580000","0.0997"
"35640000","0.1014"
"35700000","0.0965"
"35760000","0.1073"
"35820000","0.1099"
"35880000","0.1057"
"35940000","0.0967"
"36000000","0.1047"
"36060000","0.0956"
"36120000","0.1034"
"36180000","0.1051"
"36240000","0.0957"
"36300000","0.1087"
"36360000","0.1036"
"36420000","0.1007"
"36480000","0.0963"
"36540000","0.1063"
"36600000","0.1122"
"36660000","0.1118"
"36720000","0.10180000000000002"
"36780000","0.1031"
"36840000","0.1109"
"36900000","0.1113"
"36960000","0.1111"
"37020000","0.1155"
"37080000","0.1147"
"37140000","0.1088"
"37200000","0.1039"
"37260000","0.1223"
"37320000","0.1041"
"37380000","0.1107"
"37440000","0.1075"
"37500000","0.1168"
"37560000","0.119"
"37620000","0.1101"
"37680000","0.1175"
"37740000","0.1214"
"37800000","0.1215"
"37860000","0.11469999999999998"
"37920000","0.1177"
"37980000","0.1081"
"38040000","0.1159"
"38100000","0.1198"
"38160000","0.1242"
"38220000","0.1207"
"38280000","0.1217"
"38340000","0.1131"
"38400000","0.1115"
"38460000","0.1217"
"38520000","0.12819999999999998"
"38580000","0.12589999999999998"
"38640000","0.1197"
"38700000","0.1265"
"38760000","0.1227"
"38820000","0.1174"
"38880000","0.131"
"38940000","0.1262"
"39000000","0.1254"
"39060000","0.1305"
"39120000","0.12760000000000002"
"39180000","0.1218"
"39240000","0.1205"
"39300000","0.1249"
"39360000","0.1279"
"39420000","0.1199"
"39480000","0.1365"
"39540000","0.1223"
"39600000","0.1362"
"39660000","0.11719999999999998"
"39720000","0.13439999999999996"
"39780000","0.132"
"39840000","0.1223"
"39900000","0.1308"
"39960000","0.1337"
"40020000","0.1187"
"40080000","0.13290000000000002"
"40140000","0.1363"
"40200000","0.1411"
"40260000","0.1352"
"40320000","0.1406"
"40380000","0.1474"
"40440000","0.1384"
"40500000","0.1358"
"40560000","0.1443"
"40620000","0.13260000000000002"
"40680000","0.13989999999999997"
"40740000","0.14739999999999998"
"40800000","0.1423"
"40860000","0.1485"
"40920000","0.1421"
"40980000","0.1383"
"41040000","0.1423"
"41100000","0.1383"
"41160000","0.15009999999999998"
"41220000","0.1529"
"41280000","0.1458"
"41340000","0.1387"
"41400000","0.13689999999999997"
"41460000","0.1459"
"41520000","0.1402"
"41580000","0.1463"
"41640000","0.1517"
"41700000","0.15039999999999998"
"41760000","0.1417"
"41820000","0.14289999999999997"
"41880000","0.14570000000000002"
"41940000","0.15"
"42000000","0.1543"
"42060000","0.1684"
"42120000","0.1623"
"42180000","0.1486"
"42240000","0.15130000000000002"
"42300000","0.1602"
"42360000","0.1492"
"42420000","0.16689999999999997"
"42480000","0.1658"
"42540000","0.15319999999999998"
"42600000","0.163"
"42660000","0.15089999999999998"
"42720000","0.1649"
"42780000","0.16610000000000005"
"42840000","0.167"
"42900000","0.1566"
"42960000","0.15230000000000002"
"43020000","0.16219999999999998"
"43080000","0.14930000000000002"
"43140000","0.1623"
"43200000","0.1618"
"43260000","0.16319999999999998"
"43320000","0.1652"
"43380000","0.15819999999999998"
"43440000","0.1645"
"43500000","0.168"
"43560000","0.1768"
"43620000","0.1556"
"43680000","0.15869999999999998"
"43740000","0.1695"
"43800000","0.16639999999999996"
"43860000","0.16369999999999998"
"43920000","0.17189999999999997"
"43980000","0.16160000000000002"
"44040000","0.1658"
"44100000","0.1648"
"44160000","0.16360000000000002"
"44220000","0.1531"
"44280000","0.1679"
"44340000","0.1745"
"44400000","0.1729"
"44460000","0.15780000000000002"
"44520000","0.1695"
"44580000","0.1714"
"44640000","0.1734"
"44700000","0.1755"
"44760000","0.16269999999999998"
"44820000","0.1886"
"44880000","0.1755"
"44940000","0.1705"
"45000000","0.1715"
"45060000","0.16929999999999998"
"45120000","0.1889"
"45180000","0.1679"
"45240000","0.16939999999999997"
"45300000","0.1859"
"45360000","0.1823"
"45420000","0.1767"
"45480000","0.1797"
"45540000","0.17289999999999997"
"45600000","0.1718"
"45660000","0.1856"
"45720000","0.1837"
"45780000","0.1876"
"45840000","0.1884"
"45900000","0.1763"
"45960000","0.1742"
"46020000","0.177"
"46080000","0.1853"
"46140000","0.17710000000000004"
"46200000","0.181"
"46260000","0.185"
"46320000","0.175"
"46380000","0.1902"
"46440000","0.1871"
"46500000","0.1905"
"46560000","0.181"
"46620000","0.1891"
"46680000","0.1914"
"46740000","0.1866"
"46800000","0.1907"
"46860000","0.191"
"46920000","0.1701"
"46980000","0.1872"
"47040000","0.1893"
"47100000","0.1876"
"47160000","0.1893"
"47220000","0.1945"
"47280000","0.1951"
"47340000","0.1975"
"47400000","0.185"
"47460000","0.1954"
"47520000","0.1887"
"47580000","0.1855"
"47640000","0.1918"
"47700000","0.2013"
"47760000","0.1985"
"47820000","0.1974"
"47880000","0.191"
"47940000","0.1935"
"48000000","0.2036"
"48060000","0.1907"
"48120000","0.1965"
"48180000","0.19229999999999997"
"48240000","0.1927"
"48300000","0.204"
"48360000","0.1983"
"48420000","0.1997"
"48480000","0.2041"
"48540000","0.2022"
"48600000","0.2125"
"48660000","0.2018"
"48720000","0.1975"
"48780000","0.2068"
"48840000","0.2072"
"48900000","0.1898"
"48960000","0.1981"
"49020000","0.2097"
"49080000","0.20589999999999997"
"49140000","0.2014"
"49200000","0.1964"
"49260000","0.1981"
"49320000","0.2067"
"49380000","0.2071"
"49440000","0.195"
"49500000","0.2165"
"49560000","0.2135"
"49620000","0.1909"
"49680000","0.2084"
"49740000","0.1976"
"49800000","0.2132"
"49860000","0.2222"
"49920000","0.2024"
"49980000","0.2021"
"50040000","0.2126"
"50100000","0.2111"
"50160000","0.2005"
"50220000","0.2172"
"50280000","0.2272"
"50340000","0.2094"
"50400000","0.2232"
"50460000","0.228"
"50520000","0.2241"
"50580000","0.209"
"50640000","0.2333"
"50700000","0.224"
"50760000","0.2208"
"50820000","0.2363"
"50880000","0.229"
"50940000","0.2131"
"51000000","0.2295"
"51060000","0.2249"
"51120000","0.2216"
"51180000","0.2292"
"51240000","0.2443"
"51300000","0.2176"
"51360000","0.2328"
"51420000","0.2343"
"51480000","0.2304"
"51540000","0.2246"
"51600000","0.238"
"51660000","0.2385"
"51720000","0.2352"
"51780000","0.2417"
"51840000","0.2404"
"51900000","0.23840000000000003"
"51960000","0.2357"
"52020000","0.23060000000000003"
"52080000","0.2347"
"52140000","0.2474"
"52200000","0.2416"
"52260000","0.2324"
"52320000","0.2522"
"52380000","0.2451"
"52440000","0.25780000000000003"
"52500000","0.2373"
"52560000","0.2529"
"52620000","0.2438"
"52680000","0.2521"
"52740000","0.2538"
"52800000","0.24549999999999997"
"52860000","0.2559"
"52920000","0.2518"
"52980000","0.25179999999999997"
"53040000","0.2421"
"53100000","0.26289999999999997"
"53160000","0.2379"
"53220000","0.2515"
"53280000","0.25370000000000004"
"53340000","0.2382"
"53400000","0.25639999999999996"
"53460000","0.24649999999999997"
"53520000","0.25410000000000005"
"53580000","0.2679"
"53640000","0.2469"
"53700000","0.2611"
"53760000","0.2582"
"53820000","0.25260000000000005"
"53880000","0.25880000000000003"
"53940000","0.2611"
"54000000","0.2393"
"54060000","0.2478"
"54120000","0.265"
"54180000","0.25639999999999996"
"54240000","0.2615"
"54300000","0.2514"
"54360000","0.2528"
"54420000","0.25160000000000005"
"54480000","0.2745"
"54540000","0.2734"
"54600000","0.2597"
"54660000","0.2785"
"54720000","0.2812"
"54780000","0.26389999999999997"
"54840000","0.25389999999999996"
"54900000","0.27179999999999993"
"54960000","0.2841"
"55020000","0.2814"
"55080000","0.2907"
"55140000","0.2734"
"55200000","0.2818"
"55260000","0.29560000000000003"
"55320000","0.264"
"55380000","0.2602"
"55440000","0.2677999999999999"
"55500000","0.2707"
"55560000","0.2787"
"55620000","0.2871"
"55680000","0.2709"
"55740000","0.27"
"55800000","0.2884"
"55860000","0.27329999999999993"
"55920000","0.28240000000000004"
"55980000","0.2718"
"56040000","0.2653"
"56100000","0.2834"
"56160000","0.2753"
"56220000","0.2821"
"56280000","0.2974"
"56340000","0.2855"
"56400000","0.2933"
"56460000","0.29660000000000003"
"56520000","0.2895"
"56580000","0.27329999999999993"
"56640000","0.29460000000000003"
"56700000","0.2886"
"56760000","0.2971"
"56820000","0.2825"
"56880000","0.2873"
"56940000","0.2955"
"57000000","0.3067"
"57060000","0.306"
"57120000","0.31320000000000003"
"57180000","0.30589999999999995"
"57240000","0.30670000000000003"
"57300000","0.30410000000000004"
"57360000","0.30679999999999996"
"57420000","0.3057"
"57480000","0.31239999999999996"
"57540000","0.2974"
"57600000","0.30910000000000004"
"57660000","0.31129999999999997"
"57720000","0.3005"
"57780000","0.31320000000000003"
"57840000","0.297"
"57900000","0.31739999999999996"
"57960000","0.315"
"58020000","0.3035"
"58080000","0.3162"
"58140000","0.3145"
"58200000","0.33070000000000005"
"58260000","0.32370000000000004"
"58320000","0.31820000000000004"
"58380000","0.32789999999999997"
"58440000","0.3205"
"58500000","0.32470000000000004"
"58560000","0.31429999999999997"
"58620000","0.3336"
"58680000","0.3327"
"58740000","0.32389999999999997"
"58800000","0.3142"
"58860000","0.32059999999999994"
"58920000","0.32870000000000005"
"58980000","0.334"
"59040000","0.32330000000000003"
"59100000","0.32130000000000003"
"59160000","0.323"
"59220000","0.32570000000000005"
"59280000","0.3272"
"59340000","0.32870000000000005"
"59400000","0.3298"
"59460000","0.316"
"59520000","0.3349"
"59580000","0.3268"
"59640000","0.31189999999999996"
"59700000","0.3243"
"59760000","0.3358"
"59820000","0.317"
"59880000","0.32589999999999997"
"59940000","0.3277"
"60000000","0.325"
"60060000","0.3169"
"60120000","0.327"
"60180000","0.3323"
"60240000","0.3175"
"60300000","0.3417"
"60360000","0.33629999999999993"
"60420000","0.337"
"60480000","0.31729999999999997"
"60540000","0.34120000000000006"
"60600000","0.32280000000000003"
"60660000","0.3322"
"60720000","0.3215"
"60780000","0.3375"
"60840000","0.3305"
"60900000","0.32239999999999996"
"60960000","0.3226"
"61020000","0.3499"
"61080000","0.33659999999999995"
"61140000","0.3405"
"61200000","0.35520000000000007"
"61260000","0.3349"
"61320000","0.3332"
"61380000","0.3486"
"61440000","0.34040000000000004"
"61500000","0.33670000000000005"
"61560000","0.3331"
"61620000","0.3521"
"61680000","0.3348"
"61740000","0.3359"
"61800000","0.3424"
"61860000","0.3449"
"61920000","0.3292"
"61980000","0.3426"
"62040000","0.3311"
"62100000","0.3398"
"62160000","0.3337"
"62220000","0.3473"
"62280000","0.347"
"62340000","0.32970000000000005"
"62400000","0.3336"
"62460000","0.32"
"62520000","0.3216"
"62580000","0.32980000000000004"
"62640000","0.34309999999999996"
"62700000","0.3417"
"62760000","0.3297"
"62820000","0.32789999999999997"
"62880000","0.3449"
"62940000","0.3292"
"63000000","0.32139999999999996"
"63060000","0.336"
"63120000","0.3319"
"63180000","0.3536"
"63240000","0.3333"
"63300000","0.3173"
"63360000","0.32120000000000004"
"63420000","0.3133"
"63480000","0.3282"
"63540000","0.33890000000000003"
"63600000","0.3333"
"63660000","0.3418"
"63720000","0.32280000000000003"
"63780000","0.32239999999999996"
"63840000","0.33320000000000005"
"63900000","0.32139999999999996"
"63960000","0.3203"
"64020000","0.33039999999999997"
"64080000","0.3382"
"64140000","0.3341"
"64200000","0.331"
"64260000","0.3352"
"64320000","0.35"
"64380000","0.33620000000000005"
"64440000","0.3522"
"64500000","0.3418"
"64560000","0.3358"
"64620000","0.3322"
"64680000","0.3633"
"64740000","0.3423"
"64800000","0.3478"
"64860000","0.3428"
"64920000","0.3401"
"64980000","0.3666"
"65040000","0.3482"
"65100000","0.3445"
"65160000","0.3479"
"65220000","0.3444"
"65280000","0.3403"
"65340000","0.3374"
"65400000","0.34079999999999994"
"65460000","0.332"
"65520000","0.3516"
"65580000","0.3483"
"65640000","0.3395"
"65700000","0.35640000000000005"
"65760000","0.3579"
"65820000","0.35530000000000006"
"65880000","0.34979999999999994"
"65940000","0.3491"
"66000000","0.3717"
"66060000","0.3682"
"66120000","0.3698999999999999"
"66180000","0.3553"
"66240000","0.3547"
"66300000","0.3579"
"66360000","0.3538"
"66420000","0.3448"
"66480000","0.3632"
"66540000","0.373"
"66600000","0.3598"
"66660000","0.35719999999999996"
"66720000","0.3529"
"66780000","0.3607"
"66840000","0.3664"
"66900000","0.35910000000000003"
"66960000","0.3693"
"67020000","0.36140000000000005"
"67080000","0.3574"
"67140000","0.3494"
"67200000","0.3785"
"67260000","0.3458"
"67320000","0.3554"
"67380000","0.35910000000000003"
"67440000","0.356"
"67500000","0.3747"
"67560000","0.3547"
"67620000","0.3678"
"67680000","0.3409"
"67740000","0.3665"
"67800000","0.3681"
"67860000","0.3599"
"67920000","0.3639"
"67980000","0.3606"
"68040000","0.3609"
"68100000","0.3817"
"68160000","0.3646"
"68220000","0.3521"
"68280000","0.35929999999999995"
"68340000","0.3795"
"68400000","0.3935"
"68460000","0.3842"
"68520000","0.3693999999999999"
"68580000","0.3698999999999999"
"68640000","0.3703999999999999"
"68700000","0.3697"
"68760000","0.3619"
"68820000","0.3559"
"68880000","0.36690000000000006"
"68940000","0.3722"
"69000000","0.36840000000000006"
"69060000","0.3745"
"69120000","0.3779"
"69180000","0.3665"
"69240000","0.3698999999999999"
"69300000","0.3708999999999999"
"69360000","0.3708999999999999"
"69420000","0.3752"
"69480000","0.3646"
"69540000","0.3772"
"69600000","0.353"
"69660000","0.35070000000000007"
"69720000","0.3671"
"69780000","0.3781000000000001"
"69840000","0.3648"
"69900000","0.3664"
"69960000","0.3686"
"70020000","0.3604"
"70080000","0.3897"
"70140000","0.369"
"70200000","0.3861"
"70260000","0.3764"
"70320000","0.3579"
"70380000","0.3804"
"70440000","0.3738999999999999"
"70500000","0.3816000000000001"
"70560000","0.3785"
"70620000","0.3826"
"70680000","0.3809"
"70740000","0.3932999999999999"
"70800000","0.3805"
"70860000","0.3901"
"70920000","0.4005"
"70980000","0.4043"
"71040000","0.3851"
"71100000","0.3855"
"71160000","0.3803"
"71220000","0.3805"
"71280000","0.39009999999999995"
"71340000","0.3865"
"71400000","0.4006"
"71460000","0.3735"
"71520000","0.4001"
"71580000","0.401"
"71640000","0.3925"
