"Step","mixdecay2n4_finalversion_seed1 - 4cover_rate"
"341640","0.6456999999999999"
"683280","0.654"
"1024920","0.6418499999999999"
"1366560","0.6551500000000001"
"1708200","0.6430999999999999"
"2049840","0.65215"
"2391480","0.6400500000000001"
"2733120","0.63935"
"3074760","0.6548999999999999"
"3416400","0.64425"
"3749400","0.653"
"4082400","0.62805"
"4415400","0.6538999999999999"
"4748400","0.64425"
"5081400","0.6361"
"5414400","0.6392"
"5747400","0.63975"
"6080400","0.64155"
"6413400","0.6477"
"6746400","0.65145"
"7070400","0.65085"
"7394400","0.6551"
"7718400","0.6419"
"8042400","0.65055"
"8366400","0.6510999999999999"
"8690400","0.6469000000000001"
"9014400","0.6708999999999999"
"9338400","0.6553"
"9662400","0.6534500000000001"
"9986400","0.65255"
"10301040","0.6526"
"10615680","0.6672"
"10930320","0.671"
"11244960","0.6723499999999999"
"11559600","0.67475"
"11874240","0.6748"
"12188880","0.6729499999999999"
"12503520","0.6582"
"12818160","0.6681"
"13132800","0.6665"
"13439160","0.6607999999999999"
"13745520","0.6578999999999999"
"14051880","0.67615"
"14358240","0.6670499999999999"
"14664600","0.65075"
"14970960","0.66965"
"15277320","0.6603499999999999"
"15583680","0.6640999999999999"
"15890040","0.6616500000000001"
"16196400","0.6640499999999999"
"16493400","0.67965"
"16790400","0.6623"
"17087400","0.66935"
"17384400","0.6527000000000001"
"17681400","0.6605"
"17978400","0.66315"
"18275400","0.6743499999999999"
"18572400","0.6493"
"18869400","0.65325"
"19166400","0.6578"
"19454400","0.66265"
"19742400","0.67955"
"20030400","0.6520999999999999"
"20318400","0.6478499999999999"
"20606400","0.64495"
"20894400","0.6480499999999999"
"21182400","0.6572"
"21470400","0.66535"
"21758400","0.6527999999999999"
"22046400","0.65925"
"22325040","0.6524"
"22603680","0.6645999999999999"
"22882320","0.6651500000000001"
"23160960","0.6473499999999999"
"23439600","0.6592"
"23718240","0.66035"
"23996880","0.661"
"24275520","0.6713499999999999"
"24554160","0.6515500000000001"
"24832800","0.6362000000000001"
"25103160","0.6507"
"25373520","0.64215"
"25643880","0.6347999999999999"
"25914240","0.64175"
"26184600","0.6516"
"26454960","0.65525"
"26725320","0.66165"
"26995680","0.65955"
"27266040","0.6734000000000001"
"27536400","0.6713499999999999"
"27797400","0.6818"
"28058400","0.6781"
"28319400","0.6680499999999999"
"28580400","0.65175"
"28841400","0.6540999999999999"
"29102400","0.6800499999999999"
"29363400","0.6748999999999999"
"29624400","0.6718"
"29885400","0.6762"
"30146400","0.6821"
"30398400","0.67635"
"30650400","0.6715"
"30902400","0.6703"
"31154400","0.66025"
"31406400","0.6785500000000001"
"31658400","0.6802999999999999"
"31910400","0.67115"
"32162400","0.6816500000000001"
"32414400","0.6795"
"32666400","0.6749"
"32909040","0.68425"
"33151680","0.6792"
"33394320","0.6813499999999999"
"33636960","0.66375"
"33879600","0.6802999999999999"
"34122240","0.6831499999999999"
"34364880","0.6771"
"34607520","0.6768500000000001"
"34850160","0.6872999999999999"
"35092800","0.6798"
"35327160","0.67545"
"35561520","0.66655"
"35795880","0.66525"
"36030240","0.6819000000000001"
"36264600","0.6845"
"36498960","0.67375"
"36733320","0.6850499999999999"
"36967680","0.6877000000000001"
"37202040","0.6862"
"37436400","0.68355"
"37661400","0.6712"
"37886400","0.6655"
"38111400","0.6768500000000001"
"38336400","0.6740499999999999"
"38561400","0.6706500000000001"
"38786400","0.67595"
"39011400","0.67235"
"39236400","0.65365"
"39461400","0.66555"
"39686400","0.66665"
"39902400","0.66955"
"40118400","0.666"
"40334400","0.6658999999999999"
"40550400","0.6729"
"40766400","0.6674500000000001"
"40982400","0.6744000000000001"
"41198400","0.68145"
"41414400","0.6898"
"41630400","0.6935"
"41846400","0.6832999999999999"
"42053040","0.6865500000000001"
"42259680","0.6850999999999999"
"42466320","0.6936"
"42672960","0.702"
"42879600","0.6985"
"43086240","0.6900499999999999"
"43292880","0.6841"
"43499520","0.6929"
"43706160","0.70435"
"43912800","0.6882999999999999"
"44111160","0.7018499999999999"
"44309520","0.6905500000000001"
"44507880","0.6947"
"44706240","0.7109"
"44904600","0.69465"
"45102960","0.7026"
"45301320","0.7025500000000001"
"45499680","0.7076999999999999"
"45698040","0.7152999999999999"
"45896400","0.70765"
"46085400","0.7025"
"46274400","0.7082999999999999"
"46463400","0.69545"
"46652400","0.70415"
"46841400","0.69975"
"47030400","0.6889"
"47219400","0.70505"
"47408400","0.7167"
"47597400","0.69925"
"47786400","0.7209"
"47966400","0.7062999999999999"
"48146400","0.6957000000000001"
"48326400","0.6891499999999999"
"48506400","0.6987000000000001"
"48686400","0.699"
"48866400","0.6969500000000001"
"49046400","0.7025999999999999"
"49226400","0.6861499999999999"
"49406400","0.70075"
"49586400","0.7039500000000001"
"49766400","0.69315"
"49946400","0.6994000000000001"
"50126400","0.6870999999999999"
"50306400","0.7004000000000001"
"50486400","0.70445"
"50666400","0.6948499999999999"
"50846400","0.68795"
"51026400","0.7031499999999999"
"51206400","0.7089500000000001"
"51386400","0.6901499999999999"
"51566400","0.69765"
"51746400","0.68445"
"51926400","0.68965"
"52106400","0.6966"
"52286400","0.7072"
"52466400","0.6966499999999999"
"52646400","0.70275"
"52826400","0.7001499999999999"
"53006400","0.7038499999999999"
"53186400","0.71435"
"53366400","0.6989"
"53546400","0.6974000000000001"
"53726400","0.71205"
"53906400","0.7076"
"54086400","0.7039500000000001"
"54266400","0.70505"
"54446400","0.7032"
"54626400","0.7114"
"54806400","0.7078"
"54986400","0.71145"
"55166400","0.70925"
"55346400","0.705"
"55526400","0.7150500000000001"
"55706400","0.7079000000000001"
"55886400","0.6859"
"56066400","0.6870499999999999"
"56246400","0.6994"
"56426400","0.692"
"56606400","0.6992999999999999"
"56786400","0.6975"
"56966400","0.6856"
"57146400","0.69945"
"57326400","0.68225"
"57506400","0.70065"
"57686400","0.6800999999999999"
"57866400","0.6927000000000001"
"58046400","0.68745"
"58226400","0.6997000000000001"
"58406400","0.7169500000000001"
"58586400","0.6975"
"58766400","0.7073499999999999"
"58946400","0.7026"
"59126400","0.7119"
"59306400","0.6996"
"59486400","0.7132000000000001"
"59666400","0.71625"
"59846400","0.7038000000000001"
"60026400","0.6942999999999999"
"60206400","0.7119"
"60386400","0.70575"
"60566400","0.7045"
"60746400","0.7280999999999999"
"60926400","0.7169"
"61106400","0.7164"
"61286400","0.73225"
"61466400","0.71925"
"61646400","0.7181500000000001"
"61826400","0.7241500000000001"
"62006400","0.7197"
"62186400","0.72175"
"62366400","0.7195499999999999"
"62546400","0.7125"
"62726400","0.7368999999999999"
"62906400","0.72325"
"63086400","0.724"
"63266400","0.7407"
"63446400","0.7301"
"63626400","0.7126500000000001"
"63806400","0.72505"
"63986400","0.7273"
"64166400","0.7196"
"64346400","0.7241500000000001"
"64526400","0.725"
"64706400","0.73085"
"64886400","0.74145"
"65066400","0.7197"
"65246400","0.7213999999999999"
"65426400","0.7149500000000001"
"65606400","0.73815"
"65786400","0.74015"
"65966400","0.7419499999999999"
"66146400","0.73995"
"66326400","0.7410999999999999"
"66506400","0.7362000000000001"
"66686400","0.72795"
"66866400","0.73375"
"67046400","0.726"
"67226400","0.72275"
"67406400","0.7305499999999999"
