"Step","reverse_eval1_sp_seed2 - cover_rate_5step"
"35000","0.002599999999999999"
"70000","0"
"105000","0.0004"
"140000","0.0007"
"175000","0.0002"
"210000","0.00030000000000000003"
"245000","0.0006"
"280000","0.0030999999999999995"
"315000","0.0014"
"350000","0.0005"
"385000","0.0008"
"420000","0.004699999999999999"
"455000","0.0065"
"490000","0.0094"
"525000","0.0114"
"560000","0.0105"
"595000","0.0188"
"630000","0.0251"
"665000","0.0308"
"700000","0.033600000000000005"
"735000","0.031799999999999995"
"770000","0.0448"
"805000","0.08120000000000001"
"840000","0.1305"
"875000","0.148"
"910000","0.1995"
"945000","0.1827"
"980000","0.1993"
"1015000","0.25"
"1050000","0.2628"
"1085000","0.2785"
"1120000","0.264"
"1155000","0.2786"
"1190000","0.28979999999999995"
"1225000","0.3195"
"1260000","0.319"
"1295000","0.3328"
"1330000","0.3427"
"1365000","0.34090000000000004"
"1400000","0.3416"
"1435000","0.361"
"1470000","0.36790000000000006"
"1505000","0.3652"
"1540000","0.3756"
"1575000","0.374"
"1610000","0.3846"
"1645000","0.3779"
"1680000","0.3781000000000001"
"1715000","0.3881"
"1750000","0.3994"
"1785000","0.4001"
"1820000","0.3935"
"1855000","0.387"
"1890000","0.3995"
"1925000","0.4044"
"1960000","0.3925999999999999"
"1995000","0.4016"
"2030000","0.41329999999999995"
"2065000","0.41620000000000007"
"2100000","0.433"
"2135000","0.4423"
"2170000","0.4351"
"2205000","0.4474"
"2240000","0.4274"
"2275000","0.4509"
"2310000","0.4377"
"2345000","0.4502"
"2380000","0.4738"
"2415000","0.45920000000000005"
"2450000","0.46679999999999994"
"2485000","0.4492"
"2520000","0.4516"
"2555000","0.4507"
"2590000","0.4532"
"2625000","0.47079999999999994"
"2660000","0.4767"
"2695000","0.4707"
"2730000","0.4832"
"2765000","0.4636"
"2800000","0.4754"
"2835000","0.4727"
"2870000","0.4933"
"2905000","0.4695"
"2940000","0.5015"
"2975000","0.4979"
"3010000","0.4986"
"3045000","0.4888"
"3080000","0.4885"
"3115000","0.5043"
"3150000","0.5062000000000001"
"3185000","0.5043"
"3220000","0.5242"
"3255000","0.5051"
"3290000","0.5094"
"3325000","0.5074000000000001"
"3360000","0.5032000000000001"
"3395000","0.5164000000000001"
"3430000","0.519"
"3465000","0.514"
"3500000","0.5026"
"3535000","0.5139000000000001"
"3570000","0.5154"
"3605000","0.5082"
"3640000","0.5065"
"3675000","0.516"
"3710000","0.5037"
"3745000","0.5193"
"3780000","0.5222"
"3815000","0.5171"
"3850000","0.5169"
"3885000","0.5373"
"3920000","0.5379"
"3955000","0.5337999999999999"
"3990000","0.534"
"4025000","0.5334000000000001"
"4060000","0.5423"
"4095000","0.5245"
"4130000","0.529"
"4165000","0.5522"
"4200000","0.5529000000000001"
"4235000","0.5401"
"4270000","0.5356000000000001"
"4305000","0.5364000000000001"
"4340000","0.5425999999999999"
"4375000","0.5532999999999999"
"4410000","0.5424"
"4445000","0.5572"
"4480000","0.5682999999999999"
"4515000","0.5799"
"4550000","0.567"
"4585000","0.5684"
"4620000","0.5822999999999999"
"4655000","0.5734"
"4690000","0.5972999999999999"
"4725000","0.5925999999999999"
"4760000","0.5906"
"4795000","0.6057"
"4830000","0.6202000000000001"
"4865000","0.6065"
"4900000","0.6005"
"4935000","0.6062000000000001"
"4970000","0.6012"
"5005000","0.607"
"5040000","0.6108"
"5075000","0.6167"
"5110000","0.6372000000000001"
"5145000","0.6264"
"5180000","0.6246"
"5215000","0.6129000000000001"
"5250000","0.6195"
"5285000","0.6209000000000001"
"5320000","0.6275999999999999"
"5355000","0.6237"
"5390000","0.6125"
"5425000","0.6256999999999999"
"5460000","0.6322000000000001"
"5495000","0.6174"
"5530000","0.6349"
"5565000","0.6474"
"5600000","0.6492"
"5635000","0.6325"
"5670000","0.6343"
"5705000","0.6308"
"5740000","0.636"
"5775000","0.6432"
"5810000","0.6353"
"5845000","0.6436000000000001"
"5880000","0.636"
"5915000","0.6477"
"5950000","0.6486"
"5985000","0.6527999999999999"
"6020000","0.6396999999999999"
"6055000","0.645"
"6090000","0.6702"
"6125000","0.6605"
"6160000","0.6470999999999999"
"6195000","0.6664"
"6230000","0.6551"
"6265000","0.651"
"6300000","0.6700999999999999"
"6335000","0.6441"
"6370000","0.7057"
"6405000","0.6612"
"6440000","0.6555"
"6475000","0.673"
"6510000","0.6688"
"6545000","0.6487999999999999"
"6580000","0.6577999999999999"
"6615000","0.6548999999999999"
"6650000","0.6593"
"6685000","0.658"
"6720000","0.6605"
"6755000","0.6670999999999999"
"6790000","0.6688999999999998"
"6825000","0.6557"
"6860000","0.6774000000000001"
"6895000","0.6748000000000001"
"6930000","0.6625999999999999"
"6965000","0.6834000000000001"
"7000000","0.6736"
"7035000","0.6713"
"7070000","0.6788"
"7105000","0.6618999999999999"
"7140000","0.6792999999999999"
"7175000","0.6755999999999999"
"7210000","0.669"
"7245000","0.6798"
"7280000","0.6795"
"7315000","0.6849"
"7350000","0.6819"
"7385000","0.69"
"7420000","0.6867000000000001"
"7455000","0.6586000000000001"
"7490000","0.6927000000000001"
"7525000","0.6688999999999999"
"7560000","0.6969000000000001"
"7595000","0.6785"
"7630000","0.6897000000000001"
"7665000","0.6864"
"7700000","0.679"
"7735000","0.6964"
"7770000","0.6978"
"7805000","0.6879000000000001"
"7840000","0.6949000000000001"
"7875000","0.6875"
"7910000","0.6925"
"7945000","0.702"
"7980000","0.6924000000000001"
"8015000","0.7027"
"8050000","0.6991"
"8085000","0.6992"
"8120000","0.7266000000000001"
"8155000","0.704"
"8190000","0.7205"
"8225000","0.7046"
"8260000","0.7337"
"8295000","0.7086999999999999"
"8330000","0.7077"
"8365000","0.7199"
"8400000","0.7102"
"8435000","0.6912999999999999"
"8470000","0.7132999999999999"
"8505000","0.7043"
"8540000","0.7136999999999999"
"8575000","0.7251000000000001"
"8610000","0.7209"
"8645000","0.7215"
"8680000","0.7195"
"8715000","0.7365"
"8750000","0.7342000000000001"
"8785000","0.7322000000000001"
"8820000","0.7206"
"8855000","0.7242"
"8890000","0.7250999999999999"
"8925000","0.7446"
"8960000","0.7487"
"8995000","0.7455"
"9030000","0.749"
"9065000","0.75"
"9100000","0.7467"
"9135000","0.7407999999999999"
"9170000","0.7308999999999999"
"9205000","0.7346"
"9240000","0.7557999999999999"
"9275000","0.7475999999999999"
"9310000","0.7643"
"9345000","0.7584000000000001"
"9380000","0.7504"
"9415000","0.7355"
"9450000","0.7333999999999999"
"9485000","0.7556"
"9520000","0.7339000000000001"
"9555000","0.7317"
"9590000","0.7457999999999999"
"9625000","0.7465"
"9660000","0.7786"
"9695000","0.7546"
"9730000","0.7473"
"9765000","0.7443"
"9800000","0.7341"
"9835000","0.7419000000000001"
"9870000","0.7475"
"9905000","0.7402000000000001"
"9940000","0.7339000000000001"
"9975000","0.7557"
"10010000","0.7429000000000001"
"10045000","0.7417"
"10080000","0.7342000000000001"
"10115000","0.7683000000000001"
"10150000","0.7477"
"10185000","0.7592000000000001"
"10220000","0.7571"
"10255000","0.7579"
"10290000","0.7607"
"10325000","0.7511"
"10360000","0.7646000000000001"
"10395000","0.7587"
"10430000","0.7647"
"10465000","0.77"
"10500000","0.7765"
"10535000","0.7701"
"10570000","0.7370999999999999"
"10605000","0.7491"
"10640000","0.7642"
"10675000","0.7594"
"10710000","0.766"
"10745000","0.7673"
"10780000","0.762"
"10815000","0.7787000000000001"
"10850000","0.7587"
"10885000","0.7782"
"10920000","0.7657999999999999"
"10955000","0.7602000000000001"
"10990000","0.7622000000000001"
"11025000","0.7532000000000001"
"11060000","0.7582000000000001"
"11095000","0.7567"
"11130000","0.7587999999999999"
"11165000","0.7621999999999999"
"11200000","0.7717"
"11235000","0.7608"
"11270000","0.7543"
"11305000","0.7526"
"11340000","0.7621"
"11375000","0.7657999999999999"
"11410000","0.778"
"11445000","0.7695"
"11480000","0.7676"
"11515000","0.7694000000000001"
"11550000","0.7657"
"11585000","0.7480999999999999"
"11620000","0.7607999999999999"
"11655000","0.7679"
"11690000","0.7705"
"11725000","0.7651"
"11760000","0.7706999999999999"
"11795000","0.7892"
"11830000","0.7713"
"11865000","0.7915999999999999"
"11900000","0.7933"
"11935000","0.7904000000000001"
"11970000","0.7958"
"12005000","0.7998"
"12040000","0.7867999999999999"
"12075000","0.7918000000000001"
"12110000","0.7967000000000001"
"12145000","0.7857000000000001"
"12180000","0.775"
"12215000","0.7902"
"12250000","0.7911"
"12285000","0.8048"
"12320000","0.7884"
"12355000","0.8005"
"12390000","0.7944"
"12425000","0.7983"
"12460000","0.8026"
"12495000","0.7926"
"12530000","0.8042"
"12565000","0.7893"
"12600000","0.7874"
"12635000","0.7948999999999999"
"12670000","0.7978999999999999"
"12705000","0.7878"
"12740000","0.7820999999999999"
"12775000","0.7823"
"12810000","0.7961"
"12845000","0.8107000000000001"
"12880000","0.8109"
"12915000","0.7866000000000001"
"12950000","0.7868999999999999"
"12985000","0.8117000000000001"
"13020000","0.7884"
"13055000","0.8058999999999998"
"13090000","0.8035999999999999"
"13125000","0.8094000000000001"
"13160000","0.8097000000000001"
"13195000","0.8032999999999999"
"13230000","0.7897000000000001"
"13265000","0.8027000000000001"
"13300000","0.7855"
"13335000","0.7775"
"13370000","0.7995"
"13405000","0.7842"
"13440000","0.7955"
"13475000","0.7895999999999999"
"13510000","0.8022"
"13545000","0.8022999999999999"
"13580000","0.7970999999999999"
"13615000","0.7871000000000001"
"13650000","0.7874000000000001"
"13685000","0.8045"
"13720000","0.7897"
"13755000","0.8021"
"13790000","0.8035"
"13825000","0.7942"
"13860000","0.7938"
"13895000","0.7954"
"13930000","0.804"
"13965000","0.8155999999999999"
"14000000","0.8088"
"14035000","0.8015999999999999"
"14070000","0.8016"
"14105000","0.7922"
"14140000","0.7956"
"14175000","0.7854000000000001"
"14210000","0.8065"
"14245000","0.8145999999999999"
"14280000","0.8002"
"14315000","0.8131"
"14350000","0.8007000000000001"
"14385000","0.817"
"14420000","0.8099000000000001"
"14455000","0.8072999999999999"
"14490000","0.8155"
"14525000","0.8238"
"14560000","0.8268"
"14595000","0.8275"
"14630000","0.8164000000000001"
"14665000","0.8275999999999999"
"14700000","0.8127000000000001"
"14735000","0.824"
"14770000","0.8302999999999999"
"14805000","0.8258000000000001"
"14840000","0.8294"
"14875000","0.8294000000000001"
"14910000","0.8296"
"14945000","0.8076"
"14980000","0.8170999999999999"
"15015000","0.8149000000000001"
"15050000","0.8272999999999999"
"15085000","0.8307"
"15120000","0.8403"
"15155000","0.8127"
"15190000","0.8362999999999999"
"15225000","0.8124"
"15260000","0.8395"
"15295000","0.8172"
"15330000","0.8358000000000001"
"15365000","0.8296"
"15400000","0.8365999999999999"
"15435000","0.8457"
"15470000","0.8372999999999999"
"15505000","0.8254"
"15540000","0.8272"
"15575000","0.8327"
"15610000","0.8378"
"15645000","0.8194"
"15680000","0.8205"
"15715000","0.8278"
"15750000","0.8164000000000001"
"15785000","0.8179"
"15820000","0.8218"
"15855000","0.8388"
"15890000","0.8171999999999999"
"15925000","0.8210999999999999"
"15960000","0.8129"
"15995000","0.8206"
"16030000","0.8181"
"16065000","0.8188999999999999"
"16100000","0.8115999999999999"
"16135000","0.8125"
"16170000","0.8204000000000001"
"16205000","0.8323"
"16240000","0.8308"
"16275000","0.8229"
"16310000","0.8224"
"16345000","0.8443999999999999"
"16380000","0.8192999999999999"
"16415000","0.8432999999999999"
"16450000","0.8226"
"16485000","0.8181"
"16520000","0.8493999999999999"
"16555000","0.8368000000000001"
"16590000","0.8342"
"16625000","0.8406999999999999"
"16660000","0.8432000000000001"
"16695000","0.833"
"16730000","0.8129"
"16765000","0.8268"
"16800000","0.8341000000000001"
"16835000","0.8271"
"16870000","0.8284"
"16905000","0.8163"
"16940000","0.8199000000000001"
"16975000","0.8225"
"17010000","0.8252"
"17045000","0.821"
"17080000","0.8309000000000001"
"17115000","0.8385"
"17150000","0.8378000000000001"
"17185000","0.8421"
"17220000","0.8403999999999999"
"17255000","0.8530999999999999"
"17290000","0.8543"
"17325000","0.8323"
"17360000","0.8382999999999999"
"17395000","0.8227000000000001"
"17430000","0.8274"
"17465000","0.8336999999999999"
"17500000","0.8388000000000001"
"17535000","0.8309"
"17570000","0.823"
"17605000","0.8425999999999999"
"17640000","0.8264"
"17675000","0.8195"
"17710000","0.8121"
"17745000","0.8256999999999999"
"17780000","0.8292999999999999"
"17815000","0.8312999999999999"
"17850000","0.8455"
"17885000","0.8364000000000001"
"17920000","0.8506"
"17955000","0.8535"
"17990000","0.8622000000000001"
"18025000","0.8385999999999999"
"18060000","0.8389000000000001"
"18095000","0.8599000000000001"
"18130000","0.8529"
"18165000","0.8568"
"18200000","0.8643000000000001"
"18235000","0.8501000000000001"
"18270000","0.854"
"18305000","0.8342"
"18340000","0.8451000000000001"
"18375000","0.8275999999999999"
"18410000","0.8252999999999999"
"18445000","0.8315"
"18480000","0.8362"
"18515000","0.8492000000000001"
"18550000","0.8462999999999999"
"18585000","0.8355"
"18620000","0.8409"
"18655000","0.8461"
"18690000","0.8442000000000001"
