"Step","mixdecay2n4_decayfre60_seed2 - 4cover_rate"
"27491040","0.6949500000000001"
"27797400","0.7061499999999999"
"28103760","0.7051000000000001"
"28410120","0.69605"
"28716480","0.69725"
"29022840","0.69035"
"29329200","0.6989500000000001"
"29635560","0.69735"
"29941920","0.69345"
"30248280","0.6973"
"30554640","0.6949"
"30861000","0.7161"
"31167360","0.70825"
"31473720","0.72425"
"31780080","0.7136999999999999"
"32086440","0.7201"
"32392800","0.71365"
"32689800","0.7353"
"32986800","0.7238"
"33283800","0.7112999999999999"
"33580800","0.7055999999999999"
"33877800","0.7193499999999999"
"34174800","0.7285"
"34471800","0.7296"
"34768800","0.73125"
"35065800","0.7197"
"35362800","0.72725"
"35659800","0.7169000000000001"
"35956800","0.7245"
"36253800","0.72335"
"36550800","0.7335999999999999"
"36847800","0.7379"
"37144800","0.73325"
"37441800","0.7358"
"37738800","0.7375"
"38035800","0.71695"
"38332800","0.71445"
"38620800","0.7319"
"38908800","0.7329"
"39196800","0.7405"
"39484800","0.7377999999999999"
"39772800","0.7356"
"40060800","0.7284"
"40348800","0.7402000000000001"
"40636800","0.72765"
"40924800","0.7316999999999999"
"41212800","0.7335499999999999"
"41500800","0.7369"
"41788800","0.7316"
"42076800","0.7278"
"42364800","0.73245"
"42652800","0.7449000000000001"
"42940800","0.72675"
"43228800","0.7474500000000001"
"43516800","0.7439499999999999"
"43804800","0.7433"
"44092800","0.7295"
"44371440","0.73745"
"44650080","0.743"
"44928720","0.72765"
"45207360","0.7415499999999999"
"45486000","0.7423"
"45764640","0.73595"
"46043280","0.74205"
"46321920","0.74325"
"46600560","0.75295"
"46879200","0.7389000000000001"
"47157840","0.7481"
"47436480","0.719"
"47715120","0.7199500000000001"
"47993760","0.7261500000000001"
"48272400","0.7278"
"48551040","0.7404000000000001"
"48829680","0.74325"
"49108320","0.7410999999999999"
"49386960","0.7275499999999999"
"49665600","0.73625"
"49935960","0.7235499999999999"
"50206320","0.7439000000000001"
"50476680","0.7345499999999999"
"50747040","0.7281"
"51017400","0.7302000000000001"
"51287760","0.74925"
"51558120","0.7373500000000001"
"51828480","0.7435999999999999"
"52098840","0.7449"
"52369200","0.73405"
"52639560","0.73175"
"52909920","0.73705"
"53180280","0.7312000000000001"
"53450640","0.70075"
"53721000","0.6926500000000001"
"53991360","0.6862"
"54261720","0.6762999999999999"
"54532080","0.6843999999999999"
"54802440","0.68065"
"55072800","0.68265"
"55333800","0.6737000000000001"
"55594800","0.6837000000000001"
"55855800","0.67325"
"56116800","0.6650499999999999"
"56377800","0.6947000000000001"
"56638800","0.7113499999999999"
"56899800","0.7068"
"57160800","0.7159500000000001"
"57421800","0.7166"
"57682800","0.7021499999999999"
"57943800","0.71715"
"58204800","0.7149000000000001"
"58465800","0.70695"
"58726800","0.72015"
"58987800","0.7105"
"59248800","0.722"
"59509800","0.7252"
"59770800","0.7319500000000001"
"60031800","0.709"
"60292800","0.70105"
"60544800","0.7083"
"60796800","0.7101"
"61048800","0.71535"
"61300800","0.7085"
"61552800","0.7045"
"61804800","0.712"
"62056800","0.71175"
"62308800","0.7158499999999999"
"62560800","0.73105"
"62812800","0.72335"
"63064800","0.739"
"63316800","0.7251500000000001"
"63568800","0.7393000000000001"
"63820800","0.7279500000000001"
"64072800","0.7305499999999999"
"64324800","0.72675"
"64576800","0.73925"
"64828800","0.72905"
"65080800","0.7241000000000002"
"65332800","0.7268"
"65575440","0.74045"
"65818080","0.7375499999999999"
"66060720","0.7299"
"66303360","0.72195"
"66546000","0.7265499999999999"
"66788640","0.7265999999999999"
"67031280","0.73255"
"67273920","0.74495"
"67516560","0.7319"
"67759200","0.755"
"68001840","0.7446499999999999"
"68244480","0.7515999999999999"
"68487120","0.7429499999999999"
"68729760","0.74175"
"68972400","0.74715"
"69215040","0.7251500000000001"
"69457680","0.7467999999999999"
"69700320","0.7386500000000001"
"69942960","0.7492000000000001"
"70185600","0.72505"
"70419960","0.72485"
"70654320","0.7417"
"70888680","0.7345499999999999"
"71123040","0.74095"
"71357400","0.72085"
"71591760","0.74325"
"71826120","0.73945"
"72060480","0.7486499999999999"
"72294840","0.7590500000000001"
"72529200","0.7412499999999999"
"72763560","0.74525"
"72997920","0.73745"
"73232280","0.7501"
"73466640","0.7461"
"73701000","0.7557999999999999"
"73935360","0.7573"
"74169720","0.74785"
"74404080","0.7505499999999999"
"74638440","0.7279"
"74872800","0.7261"
"75097800","0.7323500000000001"
"75322800","0.7626499999999999"
"75547800","0.7514500000000001"
"75772800","0.75685"
"75997800","0.77065"
"76222800","0.76105"
"76447800","0.7635"
"76672800","0.7555999999999999"
"76897800","0.76025"
"77122800","0.77455"
"77347800","0.75475"
"77572800","0.751"
"77797800","0.75225"
"78022800","0.7500500000000001"
"78247800","0.7555"
"78472800","0.7530999999999999"
"78697800","0.7484"
"78922800","0.7423"
"79147800","0.73945"
"79372800","0.7431500000000001"
"79588800","0.7255499999999999"
"79804800","0.7572000000000001"
"80020800","0.72825"
"80236800","0.7342000000000001"
"80452800","0.73985"
"80668800","0.75575"
"80884800","0.7646499999999999"
"81100800","0.7477999999999999"
"81316800","0.7575"
"81532800","0.7623"
"81748800","0.7674500000000001"
"81964800","0.7485999999999999"
"82180800","0.758"
"82396800","0.75765"
"82612800","0.7515"
"82828800","0.74895"
"83044800","0.7417999999999999"
"83260800","0.7555499999999999"
"83476800","0.75265"
"83692800","0.74425"
"83899440","0.75705"
"84106080","0.7495"
"84312720","0.7653"
"84519360","0.7623499999999999"
"84726000","0.78575"
"84932640","0.77425"
"85139280","0.7712"
"85345920","0.7657"
"85552560","0.7575"
"85759200","0.74695"
"85965840","0.7473500000000002"
"86172480","0.74625"
"86379120","0.74775"
"86585760","0.74525"
"86792400","0.75115"
"86999040","0.7674"
"87205680","0.77975"
"87412320","0.78395"
"87618960","0.767"
"87825600","0.7844"
"88023960","0.7825"
"88222320","0.78755"
"88420680","0.7819"
"88619040","0.7928999999999999"
"88817400","0.7704500000000001"
"89015760","0.7793"
"89214120","0.7754"
"89412480","0.78295"
"89610840","0.7797999999999999"
"89809200","0.7660500000000001"
"90007560","0.7852"
"90205920","0.7810499999999999"
"90404280","0.76035"
"90602640","0.7643999999999999"
"90801000","0.7547999999999999"
"90999360","0.7606499999999999"
"91197720","0.7786"
"91396080","0.7753"
"91594440","0.7800999999999999"
"91792800","0.7786"
"91981800","0.78915"
"92170800","0.7970999999999999"
"92359800","0.7903"
"92548800","0.8006000000000001"
"92737800","0.78355"
"92926800","0.7785"
"93115800","0.7613"
"93304800","0.77595"
"93493800","0.7880999999999999"
"93682800","0.77925"
"93871800","0.75475"
"94060800","0.76855"
"94249800","0.77665"
"94438800","0.77945"
"94627800","0.7821999999999999"
"94816800","0.767"
"95005800","0.77475"
"95194800","0.7854500000000001"
"95383800","0.7886"
"95572800","0.7827999999999999"
"95752800","0.7766000000000001"
"95932800","0.78125"
"96112800","0.78055"
"96292800","0.7756000000000001"
"96472800","0.76615"
"96652800","0.7734500000000001"
"96832800","0.77275"
"97012800","0.7674500000000001"
"97192800","0.7753499999999999"
"97372800","0.7663499999999999"
"97552800","0.76925"
"97732800","0.7710499999999999"
"97912800","0.75975"
"98092800","0.74575"
"98272800","0.75235"
"98452800","0.7593499999999999"
"98632800","0.75815"
"98812800","0.77495"
"98992800","0.75925"
"99172800","0.7609"
"99352800","0.75375"
"99532800","0.7597499999999999"
"99712800","0.7545"
"99892800","0.7535"
"100072800","0.7474000000000001"
"100252800","0.7456499999999999"
"100432800","0.7448499999999999"
"100612800","0.752"
"100792800","0.7705"
"100972800","0.76965"
"101152800","0.7697"
"101332800","0.7794500000000001"
"101512800","0.7828"
"101692800","0.7810999999999999"
"101872800","0.76235"
"102052800","0.7710499999999999"
"102232800","0.7566"
"102412800","0.76475"
"102592800","0.7531500000000001"
"102772800","0.7554500000000001"
"102952800","0.7512000000000001"
"103132800","0.7629000000000001"
"103312800","0.7587"
"103492800","0.7656"
"103672800","0.7587"
"103852800","0.76075"
"104032800","0.7535999999999999"
"104212800","0.75065"
"104392800","0.7760499999999999"
"104572800","0.74895"
"104752800","0.7469000000000001"
"104932800","0.7455"
"105112800","0.7494"
"105292800","0.7484500000000001"
"105472800","0.76735"
"105652800","0.75835"
"105832800","0.7457"
"106012800","0.7362000000000001"
"106192800","0.73975"
"106372800","0.7449000000000001"
"106552800","0.76675"
"106732800","0.76295"
"106912800","0.7628499999999999"
"107092800","0.7764500000000001"
"107272800","0.7649499999999999"
"107452800","0.7681999999999999"
"107632800","0.76095"
"107812800","0.78675"
"107992800","0.7732"
"108172800","0.7687"
"108352800","0.7765"
"108532800","0.7574"
"108712800","0.7533"
"108892800","0.7786500000000001"
"109072800","0.7549000000000001"
"109252800","0.7685500000000001"
"109432800","0.7561"
"109612800","0.7414"
"109792800","0.7439"
"109972800","0.7633"
"110152800","0.7609499999999999"
"110332800","0.7335"
"110512800","0.7424"
"110692800","0.7705"
"110872800","0.7536999999999999"
"111052800","0.7715"
"111232800","0.7665"
"111412800","0.77755"
"111592800","0.7814000000000001"
"111772800","0.7715"
"111952800","0.7799499999999999"
"112132800","0.77125"
"112312800","0.77125"
"112492800","0.7767000000000001"
"112672800","0.78095"
"112852800","0.7786500000000001"
"113032800","0.78565"
"113212800","0.785"
"113392800","0.7797000000000001"
"113572800","0.7894"
"113752800","0.7820999999999999"
"113932800","0.7815"
"114112800","0.7816"
"114292800","0.7831"
"114472800","0.7717"
"114652800","0.7934500000000001"
"114832800","0.77875"
"115012800","0.798"
"115192800","0.8045"
"115372800","0.78505"
"115552800","0.7711"
"115732800","0.7931500000000001"
"115912800","0.79125"
"116092800","0.7850999999999999"
"116272800","0.7854500000000001"
"116452800","0.78435"
"116632800","0.77735"
"116812800","0.7824000000000001"
"116992800","0.77655"
"117172800","0.7870499999999999"
"117352800","0.798"
"117532800","0.78775"
"117712800","0.7864500000000001"
"117892800","0.78735"
"118072800","0.791"
"118252800","0.7846"
"118432800","0.787"
"118612800","0.7920499999999999"
"118792800","0.7927"
"118972800","0.7834000000000001"
"119152800","0.78025"
"119332800","0.775"
"119512800","0.77775"
"119692800","0.7773499999999999"
"119872800","0.7721500000000001"
"120052800","0.7867000000000001"
"120232800","0.79055"
"120412800","0.7824000000000001"
"120592800","0.7814500000000001"
"120772800","0.7994000000000001"
"120952800","0.8049"
"121132800","0.803"
"121312800","0.7818999999999999"
"121492800","0.7971999999999999"
"121672800","0.8017000000000001"
"121852800","0.80295"
"122032800","0.80745"
"122212800","0.8173499999999999"
"122392800","0.8087000000000001"
"122572800","0.8071499999999999"
"122752800","0.80355"
"122932800","0.7985500000000001"
"123112800","0.8072"
"123292800","0.7938"
"123472800","0.8078"
"123652800","0.8105999999999999"
"123832800","0.7987000000000001"
"124012800","0.8160999999999999"
"124192800","0.8026500000000001"
"124372800","0.80825"
"124552800","0.80335"
"124732800","0.79645"
"124912800","0.7978"
"125092800","0.8035999999999999"
"125272800","0.79995"
"125452800","0.78"
"125632800","0.77575"
"125812800","0.769"
"125992800","0.7823499999999999"
"126172800","0.76475"
"126352800","0.7844500000000001"
"126532800","0.78275"
"126712800","0.7915"
"126892800","0.7922"
"127072800","0.791"
"127252800","0.7856500000000001"
"127432800","0.77485"
"127612800","0.792"
"127792800","0.78015"
"127972800","0.7950499999999999"
"128152800","0.7944500000000001"
"128332800","0.7943"
"128512800","0.7934"
"128692800","0.81035"
"128872800","0.8052"
"129052800","0.8124000000000001"
"129232800","0.7928499999999999"
"129412800","0.8017"
"129592800","0.7892"
"129772800","0.7904500000000001"
"129952800","0.7990999999999999"
"130132800","0.7978500000000001"
"130312800","0.7848999999999999"
"130492800","0.7959"
"130672800","0.8029000000000001"
"130852800","0.803"
"131032800","0.79175"
"131212800","0.7951500000000001"
"131392800","0.7893499999999999"
"131572800","0.7617999999999999"
"131752800","0.7836"
"131932800","0.7880999999999999"
"132112800","0.7802"
"132292800","0.7761"
"132472800","0.765"
"132652800","0.7691500000000001"
"132832800","0.7741"
"133012800","0.7743"
"133192800","0.7685"
"133372800","0.777"
"133552800","0.76295"
"133732800","0.7687"
"133912800","0.7736000000000001"
"134092800","0.77675"
"134272800","0.7911500000000001"
"134452800","0.7691"
"134632800","0.78145"
"134812800","0.7667999999999999"
"134992800","0.7618499999999999"
"135172800","0.7766500000000001"
"135352800","0.7908"
"135532800","0.78025"
"135712800","0.7791"
"135892800","0.7881500000000001"
"136072800","0.7913"
"136252800","0.78815"
"136432800","0.7877000000000001"
"136612800","0.7850999999999999"
"136792800","0.7852500000000001"
"136972800","0.7731999999999999"
"137152800","0.7516"
"137332800","0.74625"
"137512800","0.7736000000000001"
"137692800","0.765"
"137872800","0.7535999999999999"
"138052800","0.7797000000000001"
"138232800","0.77265"
"138412800","0.76595"
"138592800","0.7693"
"138772800","0.77675"
"138952800","0.77295"
"139132800","0.775"
"139312800","0.7587"
"139492800","0.7705"
"139672800","0.75115"
