"Step","tech3_sp3_asym-maze_withoutpastsampling_seed1 - cover_rate_5step"
"105000","0.0095"
"210000","0.0121"
"315000","0.0145"
"420000","0.0209"
"525000","0.022"
"630000","0.0353"
"735000","0.0321"
"840000","0.0387"
"945000","0.0401"
"1050000","0.04409999999999999"
"1155000","0.0689"
"1260000","0.0751"
"1365000","0.07890000000000001"
"1470000","0.0941"
"1575000","0.1081"
"1680000","0.1051"
"1785000","0.1171"
"1890000","0.1258"
"1995000","0.1435"
"2100000","0.1224"
"2205000","0.1561"
"2310000","0.1575"
"2415000","0.167"
"2520000","0.15739999999999998"
"2625000","0.15969999999999998"
"2730000","0.17270000000000002"
"2835000","0.1806"
"2940000","0.1861"
"3045000","0.2026"
"3150000","0.1882"
"3255000","0.20510000000000003"
"3360000","0.2002"
"3465000","0.2149"
"3570000","0.2187"
"3675000","0.208"
"3780000","0.2334"
"3885000","0.2379"
"3990000","0.2468"
"4095000","0.24570000000000003"
"4200000","0.22960000000000003"
"4305000","0.2466"
"4410000","0.26689999999999997"
"4515000","0.25039999999999996"
"4620000","0.2426"
"4725000","0.2475"
"4830000","0.2418"
"4935000","0.2453"
"5040000","0.2463"
"5145000","0.2597"
"5250000","0.2531"
"5355000","0.26489999999999997"
"5460000","0.2863"
"5565000","0.28229999999999994"
"5670000","0.27529999999999993"
"5775000","0.2681"
"5880000","0.2598"
"5985000","0.2831"
"6090000","0.2789"
"6195000","0.2932"
"6300000","0.2923"
"6405000","0.2831"
"6510000","0.2885"
"6615000","0.3113"
"6720000","0.2873"
"6825000","0.29760000000000003"
"6930000","0.2965"
"7035000","0.2864"
"7140000","0.2992"
"7245000","0.29730000000000006"
"7350000","0.2875"
"7455000","0.2721"
"7560000","0.2989"
"7665000","0.31070000000000003"
"7770000","0.3"
"7875000","0.30810000000000004"
"7980000","0.3185"
"8085000","0.31910000000000005"
"8190000","0.3196"
"8295000","0.31679999999999997"
"8400000","0.3158000000000001"
"8505000","0.31930000000000003"
"8610000","0.31560000000000005"
"8715000","0.31260000000000004"
"8820000","0.31039999999999995"
"8925000","0.3187"
"9030000","0.3471"
"9135000","0.3298000000000001"
"9240000","0.3201"
"9345000","0.3125"
"9450000","0.346"
"9555000","0.3189"
"9660000","0.3281"
"9765000","0.31860000000000005"
"9870000","0.3386"
"9975000","0.31870000000000004"
"10080000","0.3155"
"10185000","0.31539999999999996"
"10290000","0.314"
"10395000","0.31860000000000005"
"10500000","0.33039999999999997"
"10605000","0.3083"
"10710000","0.3251"
"10815000","0.328"
"10920000","0.31770000000000004"
"11025000","0.32880000000000004"
"11130000","0.32389999999999997"
"11235000","0.3505"
"11340000","0.329"
"11445000","0.33829999999999993"
"11550000","0.3439"
"11655000","0.335"
"11760000","0.3167"
"11865000","0.3302999999999999"
"11970000","0.32709999999999995"
"12075000","0.3568"
"12180000","0.329"
"12285000","0.3155"
"12390000","0.3133"
"12495000","0.31920000000000004"
"12600000","0.36"
"12705000","0.32330000000000003"
"12810000","0.3285"
"12915000","0.3444"
"13020000","0.33089999999999997"
"13125000","0.3281"
"13230000","0.3394"
"13335000","0.3278"
"13440000","0.3216"
"13545000","0.3213"
"13650000","0.33470000000000005"
"13755000","0.32289999999999996"
"13860000","0.3088"
"13965000","0.32189999999999996"
"14070000","0.33030000000000004"
"14175000","0.3336"
"14280000","0.3202"
"14385000","0.3222"
"14490000","0.33229999999999993"
"14595000","0.32039999999999996"
"14700000","0.32870000000000005"
"14805000","0.3082"
"14910000","0.32830000000000004"
"15015000","0.3381"
"15120000","0.32589999999999997"
"15225000","0.3532"
"15330000","0.34920000000000007"
"15435000","0.32620000000000005"
"15540000","0.357"
"15645000","0.3321"
"15750000","0.34229999999999994"
"15855000","0.33130000000000004"
"15960000","0.3349"
"16065000","0.3515"
"16170000","0.3422"
"16275000","0.341"
"16380000","0.3435"
"16485000","0.35409999999999997"
"16590000","0.3441"
"16695000","0.3325"
"16800000","0.34970000000000007"
"16905000","0.3443"
"17010000","0.332"
"17115000","0.3428"
"17220000","0.353"
"17325000","0.3373"
"17430000","0.33"
"17535000","0.33770000000000006"
"17640000","0.3464"
"17745000","0.3431"
"17850000","0.3642"
"17955000","0.3553"
"18060000","0.3395"
"18165000","0.3672"
"18270000","0.338"
"18375000","0.3472"
"18480000","0.3378"
"18585000","0.349"
"18690000","0.349"
"18795000","0.3484"
"18900000","0.35379999999999995"
"19005000","0.3481"
"19110000","0.3399"
"19215000","0.3574"
"19320000","0.3504"
"19425000","0.358"
"19530000","0.3606"
"19635000","0.3472"
"19740000","0.35340000000000005"
"19845000","0.3504"
"19950000","0.32280000000000003"
"20055000","0.3578"
"20160000","0.3698999999999999"
"20265000","0.362"
"20370000","0.3455"
"20475000","0.3792"
"20580000","0.342"
"20685000","0.3418"
"20790000","0.34070000000000006"
"20895000","0.3561"
"21000000","0.3455"
"21105000","0.3212"
"21210000","0.35960000000000003"
"21315000","0.34409999999999996"
"21420000","0.35760000000000003"
"21525000","0.3612"
"21630000","0.357"
"21735000","0.3525"
"21840000","0.3566"
"21945000","0.354"
"22050000","0.34120000000000006"
"22155000","0.35879999999999995"
"22260000","0.3494"
"22365000","0.3407"
"22470000","0.36340000000000006"
"22575000","0.3448"
"22680000","0.34190000000000004"
"22785000","0.35810000000000003"
"22890000","0.34879999999999994"
"22995000","0.3505"
"23100000","0.3437"
"23205000","0.3659"
"23310000","0.3555"
"23415000","0.3622"
"23520000","0.347"
"23625000","0.3324"
"23730000","0.35690000000000005"
"23835000","0.353"
"23940000","0.349"
"24045000","0.354"
"24150000","0.3493"
"24255000","0.367"
"24360000","0.34879999999999994"
"24465000","0.3471"
"24570000","0.352"
"24675000","0.353"
"24780000","0.3605"
"24885000","0.3473"
"24990000","0.35270000000000007"
"25095000","0.3516"
"25200000","0.3559"
"25305000","0.3505"
"25410000","0.3453"
"25515000","0.36010000000000003"
"25620000","0.3452"
"25725000","0.3427"
"25830000","0.35629999999999995"
"25935000","0.3436"
"26040000","0.3627"
"26145000","0.3597"
"26250000","0.34520000000000006"
"26355000","0.3448"
"26460000","0.3716"
"26565000","0.3475"
"26670000","0.332"
"26775000","0.3395"
"26880000","0.3568"
"26985000","0.3548"
"27090000","0.3324"
"27195000","0.3666"
"27300000","0.3589"
"27405000","0.3498"
"27510000","0.3686"
"27615000","0.35810000000000003"
"27720000","0.3493"
"27825000","0.3574"
"27930000","0.375"
"28035000","0.3461"
"28140000","0.3642"
"28245000","0.3733999999999999"
"28350000","0.3549"
"28455000","0.3607"
"28560000","0.3547"
"28665000","0.373"
"28770000","0.3468"
"28875000","0.3437"
"28980000","0.3685"
"29085000","0.3674"
"29190000","0.3717"
"29295000","0.3676"
"29400000","0.3617"
"29505000","0.3541"
"29610000","0.356"
"29715000","0.3405"
"29820000","0.3645"
"29925000","0.35910000000000003"
"30030000","0.3434"
"30135000","0.3563"
"30240000","0.3645"
"30345000","0.392"
"30450000","0.3652"
"30555000","0.3513"
"30660000","0.3617999999999999"
"30765000","0.3666"
"30870000","0.363"
"30975000","0.3813000000000001"
"31080000","0.3569"
"31185000","0.3731"
"31290000","0.4044"
"31395000","0.3749"
"31500000","0.396"
"31605000","0.3649"
"31710000","0.3701"
"31815000","0.3701"
"31920000","0.3877"
"32025000","0.3947000000000001"
"32130000","0.3663"
"32235000","0.3904"
"32340000","0.3736"
"32445000","0.3797"
"32550000","0.3878"
"32655000","0.3781000000000001"
"32760000","0.40779999999999994"
"32865000","0.4047"
"32970000","0.3966"
"33075000","0.3877"
"33180000","0.40179999999999993"
"33285000","0.40579999999999994"
"33390000","0.4073"
"33495000","0.4016"
"33600000","0.403"
"33705000","0.386"
"33810000","0.3979"
"33915000","0.4146"
"34020000","0.4049"
"34125000","0.3797"
"34230000","0.4021"
"34335000","0.413"
"34440000","0.4026"
"34545000","0.4087"
"34650000","0.4222"
"34755000","0.4079"
"34860000","0.4135"
