"Step","sl_unif_seed3 - 2cover_rate"
"2807000","0.34"
"2814000","0.422"
"2821000","0.358"
"2828000","0.43"
"2835000","0.38"
"2842000","0.416"
"2849000","0.414"
"2856000","0.458"
"2863000","0.32"
"2870000","0.43799999999999994"
"2877000","0.412"
"2884000","0.486"
"2891000","0.326"
"2898000","0.406"
"2905000","0.404"
"2912000","0.44"
"2919000","0.362"
"2926000","0.33"
"2933000","0.354"
"2940000","0.442"
"2947000","0.388"
"2954000","0.44"
"2961000","0.41"
"2968000","0.33399999999999996"
"2975000","0.422"
"2982000","0.442"
"2989000","0.34"
"2996000","0.368"
"3003000","0.45"
"3010000","0.424"
"3017000","0.3859999999999999"
"3024000","0.386"
"3031000","0.38"
"3038000","0.4"
"3045000","0.404"
"3052000","0.408"
"3059000","0.3"
"3066000","0.37"
"3073000","0.336"
"3080000","0.38"
"3087000","0.41"
"3094000","0.36"
"3101000","0.32799999999999996"
"3108000","0.4"
"3115000","0.43599999999999994"
"3122000","0.428"
"3129000","0.424"
"3136000","0.37200000000000005"
"3143000","0.342"
"3150000","0.4320000000000001"
"3157000","0.38"
"3164000","0.37200000000000005"
"3171000","0.436"
"3178000","0.36"
"3185000","0.358"
"3192000","0.394"
"3199000","0.364"
"3206000","0.434"
"3213000","0.37200000000000005"
"3220000","0.406"
"3227000","0.446"
"3234000","0.35"
"3241000","0.312"
"3248000","0.394"
"3255000","0.424"
"3262000","0.292"
"3269000","0.388"
"3276000","0.428"
"3283000","0.28600000000000003"
"3290000","0.38"
"3297000","0.408"
"3304000","0.42"
"3311000","0.33"
"3318000","0.402"
"3325000","0.324"
"3332000","0.458"
"3339000","0.414"
"3346000","0.52"
"3353000","0.478"
"3360000","0.43"
"3367000","0.32799999999999996"
"3374000","0.31200000000000006"
"3381000","0.41"
"3388000","0.394"
"3395000","0.4479999999999999"
"3402000","0.35"
"3409000","0.384"
"3416000","0.388"
"3423000","0.3"
"3430000","0.342"
"3437000","0.39"
"3444000","0.35"
"3451000","0.408"
"3458000","0.358"
"3465000","0.46"
"3472000","0.43"
"3479000","0.55"
"3486000","0.42"
"3493000","0.49"
"3500000","0.38800000000000007"
"3507000","0.454"
"3514000","0.422"
"3521000","0.4"
"3528000","0.39"
"3535000","0.46"
"3542000","0.31"
"3549000","0.37799999999999995"
"3556000","0.382"
"3563000","0.45"
"3570000","0.428"
"3577000","0.35200000000000004"
"3584000","0.37"
"3591000","0.35600000000000004"
"3598000","0.37799999999999995"
"3605000","0.3940000000000001"
"3612000","0.39"
"3619000","0.388"
"3626000","0.466"
"3633000","0.376"
"3640000","0.3"
"3647000","0.542"
"3654000","0.42"
"3661000","0.4040000000000001"
"3668000","0.46"
"3675000","0.3859999999999999"
"3682000","0.34600000000000003"
"3689000","0.33"
"3696000","0.446"
"3703000","0.41"
"3710000","0.41"
"3717000","0.394"
"3724000","0.466"
"3731000","0.39"
"3738000","0.342"
"3745000","0.34"
"3752000","0.436"
"3759000","0.43599999999999994"
"3766000","0.392"
"3773000","0.394"
"3780000","0.368"
"3787000","0.42"
"3794000","0.35600000000000004"
"3801000","0.316"
"3808000","0.418"
"3815000","0.456"
"3822000","0.42"
"3829000","0.344"
"3836000","0.49"
"3843000","0.444"
"3850000","0.43400000000000005"
"3857000","0.526"
"3864000","0.408"
"3871000","0.314"
"3878000","0.374"
"3885000","0.364"
"3892000","0.408"
"3899000","0.32799999999999996"
"3906000","0.43"
"3913000","0.394"
"3920000","0.318"
"3927000","0.33"
"3934000","0.364"
"3941000","0.4320000000000001"
"3948000","0.384"
"3955000","0.384"
"3962000","0.466"
"3969000","0.36"
"3976000","0.362"
"3983000","0.47"
"3990000","0.374"
"3997000","0.434"
"4004000","0.362"
"4011000","0.412"
"4018000","0.434"
"4025000","0.424"
"4032000","0.416"
"4039000","0.348"
"4046000","0.406"
"4053000","0.42"
"4060000","0.308"
"4067000","0.37"
"4074000","0.43800000000000006"
"4081000","0.344"
"4088000","0.364"
"4095000","0.38"
"4102000","0.354"
"4109000","0.36"
"4116000","0.354"
"4123000","0.28"
"4130000","0.49"
"4137000","0.376"
"4144000","0.368"
"4151000","0.34600000000000003"
"4158000","0.34600000000000003"
"4165000","0.374"
"4172000","0.4"
"4179000","0.396"
"4186000","0.406"
"4193000","0.426"
"4200000","0.374"
"4207000","0.28800000000000003"
"4214000","0.408"
"4221000","0.35800000000000004"
"4228000","0.33"
"4235000","0.38"
"4242000","0.42"
"4249000","0.388"
"4256000","0.34600000000000003"
"4263000","0.402"
"4270000","0.36"
"4277000","0.35200000000000004"
"4284000","0.416"
"4291000","0.468"
"4298000","0.396"
"4305000","0.4"
"4312000","0.4320000000000001"
"4319000","0.42"
"4326000","0.37400000000000005"
"4333000","0.398"
"4340000","0.446"
"4347000","0.364"
"4354000","0.43400000000000005"
"4361000","0.478"
"4368000","0.358"
"4375000","0.444"
"4382000","0.392"
"4389000","0.374"
"4396000","0.488"
"4403000","0.422"
"4410000","0.35400000000000004"
"4417000","0.38"
"4424000","0.43400000000000005"
"4431000","0.486"
"4438000","0.408"
"4445000","0.48"
"4452000","0.4479999999999999"
"4459000","0.436"
"4466000","0.4320000000000001"
"4473000","0.404"
"4480000","0.422"
"4487000","0.46"
"4494000","0.37199999999999994"
"4501000","0.39"
"4508000","0.344"
"4515000","0.342"
"4522000","0.414"
"4529000","0.28"
"4536000","0.43400000000000005"
"4543000","0.35200000000000004"
"4550000","0.47"
"4557000","0.43"
"4564000","0.382"
"4571000","0.422"
"4578000","0.362"
"4585000","0.35"
"4592000","0.34600000000000003"
"4599000","0.48"
"4606000","0.39"
"4613000","0.446"
"4620000","0.374"
"4627000","0.38"
"4634000","0.404"
"4641000","0.442"
"4648000","0.424"
"4655000","0.408"
"4662000","0.366"
"4669000","0.29"
"4676000","0.418"
"4683000","0.468"
"4690000","0.308"
"4697000","0.406"
"4704000","0.3640000000000001"
"4711000","0.428"
"4718000","0.476"
"4725000","0.41"
"4732000","0.344"
"4739000","0.45"
"4746000","0.384"
"4753000","0.34"
"4760000","0.364"
"4767000","0.324"
"4774000","0.396"
"4781000","0.348"
"4788000","0.35"
"4795000","0.358"
"4802000","0.398"
"4809000","0.358"
"4816000","0.376"
"4823000","0.472"
"4830000","0.436"
"4837000","0.36"
"4844000","0.4"
"4851000","0.35"
"4858000","0.35"
"4865000","0.38"
"4872000","0.418"
"4879000","0.39"
"4886000","0.424"
"4893000","0.434"
"4900000","0.28800000000000003"
"4907000","0.442"
"4914000","0.4"
"4921000","0.41"
"4928000","0.408"
"4935000","0.42"
"4942000","0.354"
"4949000","0.314"
"4956000","0.358"
"4963000","0.43599999999999994"
"4970000","0.35200000000000004"
"4977000","0.434"
"4984000","0.35600000000000004"
"4991000","0.41"
"4998000","0.4320000000000001"
"5005000","0.354"
"5012000","0.35600000000000004"
"5019000","0.4100000000000001"
"5026000","0.362"
"5033000","0.408"
"5040000","0.388"
"5047000","0.43"
"5054000","0.37200000000000005"
"5061000","0.396"
"5068000","0.436"
"5075000","0.324"
"5082000","0.414"
"5089000","0.3819999999999999"
"5096000","0.39"
"5103000","0.3459999999999999"
"5110000","0.354"
"5117000","0.394"
"5124000","0.282"
"5131000","0.434"
"5138000","0.408"
"5145000","0.386"
"5152000","0.476"
"5159000","0.44"
"5166000","0.476"
"5173000","0.39"
"5180000","0.45"
"5187000","0.342"
"5194000","0.34"
"5201000","0.362"
"5208000","0.468"
"5215000","0.482"
"5222000","0.392"
"5229000","0.35"
"5236000","0.374"
"5243000","0.33799999999999997"
"5250000","0.44"
"5257000","0.4479999999999999"
"5264000","0.382"
"5271000","0.404"
"5278000","0.368"
"5285000","0.404"
"5292000","0.316"
"5299000","0.422"
"5306000","0.37599999999999995"
"5313000","0.34600000000000003"
"5320000","0.388"
"5327000","0.386"
"5334000","0.364"
"5341000","0.35"
"5348000","0.394"
"5355000","0.418"
"5362000","0.488"
"5369000","0.43"
"5376000","0.35"
"5383000","0.418"
"5390000","0.402"
"5397000","0.42"
"5404000","0.4479999999999999"
"5411000","0.368"
"5418000","0.37200000000000005"
"5425000","0.33399999999999996"
"5432000","0.43799999999999994"
"5439000","0.364"
"5446000","0.472"
"5453000","0.414"
"5460000","0.31"
"5467000","0.31799999999999995"
"5474000","0.402"
"5481000","0.32"
"5488000","0.4"
"5495000","0.34600000000000003"
"5502000","0.336"
"5509000","0.4"
"5516000","0.314"
"5523000","0.33799999999999997"
"5530000","0.38"
"5537000","0.37"
"5544000","0.42"
"5551000","0.436"
"5558000","0.376"
"5565000","0.422"
"5572000","0.37799999999999995"
"5579000","0.396"
"5586000","0.4459999999999999"
"5593000","0.4"
"5600000","0.428"
"5607000","0.416"
"5614000","0.376"
"5621000","0.37"
"5628000","0.35600000000000004"
"5635000","0.324"
"5642000","0.35"
"5649000","0.39"
"5656000","0.446"
"5663000","0.386"
"5670000","0.434"
"5677000","0.452"
"5684000","0.476"
"5691000","0.33"
"5698000","0.37799999999999995"
"5705000","0.398"
"5712000","0.302"
"5719000","0.3940000000000001"
"5726000","0.398"
"5733000","0.4419999999999999"
"5740000","0.442"
"5747000","0.376"
"5754000","0.322"
"5761000","0.41"
"5768000","0.32799999999999996"
"5775000","0.442"
"5782000","0.404"
"5789000","0.32799999999999996"
"5796000","0.384"
"5803000","0.37200000000000005"
"5810000","0.38"
"5817000","0.37799999999999995"
"5824000","0.368"
"5831000","0.39"
"5838000","0.35"
"5845000","0.426"
"5852000","0.394"
"5859000","0.332"
"5866000","0.354"
"5873000","0.478"
"5880000","0.35200000000000004"
"5887000","0.31"
"5894000","0.416"
"5901000","0.434"
"5908000","0.48"
"5915000","0.364"
"5922000","0.32799999999999996"
"5929000","0.416"
"5936000","0.47"
"5943000","0.414"
"5950000","0.324"
"5957000","0.414"
"5964000","0.388"
"5971000","0.362"
"5978000","0.418"
"5985000","0.498"
"5992000","0.416"
"5999000","0.406"
"6006000","0.36"
"6013000","0.404"
"6020000","0.32799999999999996"
"6027000","0.39"
"6034000","0.43"
"6041000","0.44400000000000006"
"6048000","0.38"
"6055000","0.392"
"6062000","0.326"
"6069000","0.384"
"6076000","0.358"
"6083000","0.388"
"6090000","0.418"
"6097000","0.326"
"6104000","0.374"
"6111000","0.394"
"6118000","0.43799999999999994"
"6125000","0.264"
"6132000","0.32"
"6139000","0.43"
"6146000","0.446"
"6153000","0.392"
"6160000","0.428"
"6167000","0.388"
"6174000","0.4"
"6181000","0.424"
"6188000","0.444"
"6195000","0.32"
"6202000","0.32"
"6209000","0.396"
"6216000","0.406"
"6223000","0.314"
"6230000","0.36"
"6237000","0.43799999999999994"
"6244000","0.298"
"6251000","0.414"
"6258000","0.462"
"6265000","0.342"
"6272000","0.4280000000000001"
"6279000","0.402"
"6286000","0.452"
"6293000","0.37400000000000005"
"6300000","0.424"
"6307000","0.36"
"6314000","0.376"
"6321000","0.368"
"6328000","0.38"
"6335000","0.332"
"6342000","0.45"
"6349000","0.33399999999999996"
"6356000","0.34600000000000003"
"6363000","0.332"
"6370000","0.4320000000000001"
"6377000","0.43799999999999994"
"6384000","0.382"
"6391000","0.3459999999999999"
"6398000","0.41"
"6405000","0.37"
"6412000","0.398"
"6419000","0.456"
"6426000","0.402"
"6433000","0.4059999999999999"
"6440000","0.398"
"6447000","0.37200000000000005"
"6454000","0.426"
"6461000","0.452"
"6468000","0.35200000000000004"
"6475000","0.452"
"6482000","0.35600000000000004"
"6489000","0.37"
"6496000","0.342"
"6503000","0.396"
"6510000","0.404"
"6517000","0.376"
"6524000","0.3"
"6531000","0.406"
"6538000","0.452"
"6545000","0.33399999999999996"
"6552000","0.456"
"6559000","0.258"
"6566000","0.376"
"6573000","0.428"
"6580000","0.376"
"6587000","0.38"
"6594000","0.402"
"6601000","0.366"
"6608000","0.396"
"6615000","0.388"
"6622000","0.404"
"6629000","0.354"
"6636000","0.306"
"6643000","0.46"
"6650000","0.428"
"6657000","0.49"
"6664000","0.4320000000000001"
"6671000","0.37"
"6678000","0.452"
"6685000","0.348"
"6692000","0.42"
"6699000","0.412"
"6706000","0.32799999999999996"
"6713000","0.47"
"6720000","0.43"
"6727000","0.312"
"6734000","0.388"
"6741000","0.31"
"6748000","0.39"
"6755000","0.376"
"6762000","0.368"
"6769000","0.348"
"6776000","0.43"
"6783000","0.284"
"6790000","0.418"
"6797000","0.406"
"6804000","0.43199999999999994"
"6811000","0.32800000000000007"
"6818000","0.342"
"6825000","0.362"
"6832000","0.37200000000000005"
"6839000","0.476"
"6846000","0.408"
"6853000","0.41"
"6860000","0.348"
"6867000","0.354"
"6874000","0.426"
"6881000","0.398"
"6888000","0.4320000000000001"
"6895000","0.36"
"6902000","0.406"
"6909000","0.38800000000000007"
"6916000","0.354"
"6923000","0.362"
"6930000","0.402"
"6937000","0.46"
"6944000","0.348"
"6951000","0.33399999999999996"
"6958000","0.362"
"6965000","0.5"
"6972000","0.3760000000000001"
"6979000","0.374"
"6986000","0.41"
"6993000","0.46"
"7000000","0.366"
"7007000","0.344"
"7014000","0.396"
"7021000","0.386"
"7028000","0.35200000000000004"
"7035000","0.358"
"7042000","0.462"
"7049000","0.384"
"7056000","0.366"
"7063000","0.342"
"7070000","0.44"
"7077000","0.354"
"7084000","0.37799999999999995"
"7091000","0.42"
"7098000","0.39"
"7105000","0.428"
"7112000","0.354"
"7119000","0.314"
"7126000","0.41"
"7133000","0.43799999999999994"
"7140000","0.37200000000000005"
"7147000","0.426"
"7154000","0.442"
"7161000","0.354"
"7168000","0.454"
"7175000","0.49599999999999994"
"7182000","0.478"
"7189000","0.46"
"7196000","0.48"
"7203000","0.428"
"7210000","0.364"
"7217000","0.44800000000000006"
"7224000","0.332"
"7231000","0.4280000000000001"
"7238000","0.43799999999999994"
"7245000","0.33399999999999996"
"7252000","0.34"
"7259000","0.388"
"7266000","0.396"
"7273000","0.398"
"7280000","0.454"
"7287000","0.42"
"7294000","0.42"
"7301000","0.37200000000000005"
"7308000","0.396"
"7315000","0.394"
"7322000","0.35800000000000004"
"7329000","0.38"
"7336000","0.39"
"7343000","0.394"
"7350000","0.386"
"7357000","0.32400000000000007"
"7364000","0.37"
"7371000","0.408"
"7378000","0.35"
"7385000","0.3640000000000001"
"7392000","0.29"
"7399000","0.4479999999999999"
"7406000","0.424"
"7413000","0.404"
"7420000","0.348"
"7427000","0.322"
"7434000","0.35"
"7441000","0.384"
"7448000","0.48"
"7455000","0.4"
"7462000","0.382"
"7469000","0.388"
"7476000","0.3"
"7483000","0.382"
"7490000","0.392"
"7497000","0.456"
"7504000","0.37"
"7511000","0.38800000000000007"
"7518000","0.416"
"7525000","0.35200000000000004"
"7532000","0.344"
"7539000","0.464"
"7546000","0.39"
"7553000","0.32"
"7560000","0.354"
"7567000","0.4320000000000001"
"7574000","0.406"
"7581000","0.29400000000000004"
"7588000","0.416"
"7595000","0.45"
"7602000","0.374"
"7609000","0.408"
"7616000","0.308"
"7623000","0.3859999999999999"
"7630000","0.38"
"7637000","0.37"
"7644000","0.466"
"7651000","0.414"
"7658000","0.426"
"7665000","0.408"
"7672000","0.44400000000000006"
"7679000","0.306"
"7686000","0.39"
"7693000","0.392"
"7700000","0.428"
"7707000","0.472"
"7714000","0.42"
"7721000","0.486"
"7728000","0.33"
"7735000","0.33399999999999996"
"7742000","0.39"
"7749000","0.368"
"7756000","0.446"
"7763000","0.41"
"7770000","0.414"
"7777000","0.33"
"7784000","0.34600000000000003"
"7791000","0.402"
"7798000","0.424"
"7805000","0.38"
"7812000","0.35"
"7819000","0.45"
"7826000","0.472"
"7833000","0.3859999999999999"
"7840000","0.38"
"7847000","0.426"
"7854000","0.362"
"7861000","0.38"
"7868000","0.35600000000000004"
"7875000","0.42"
"7882000","0.406"
"7889000","0.468"
"7896000","0.32799999999999996"
"7903000","0.33799999999999997"
"7910000","0.41"
"7917000","0.314"
"7924000","0.424"
"7931000","0.314"
"7938000","0.374"
"7945000","0.4320000000000001"
"7952000","0.45"
"7959000","0.38"
"7966000","0.316"
"7973000","0.404"
"7980000","0.366"
"7987000","0.41"
"7994000","0.402"
"8001000","0.41"
"8008000","0.444"
"8015000","0.32799999999999996"
"8022000","0.39"
"8029000","0.388"
"8036000","0.44"
"8043000","0.3440000000000001"
"8050000","0.4"
"8057000","0.358"
"8064000","0.36"
"8071000","0.414"
"8078000","0.37200000000000005"
"8085000","0.292"
"8092000","0.404"
"8099000","0.462"
"8106000","0.36"
"8113000","0.4"
"8120000","0.33399999999999996"
"8127000","0.434"
"8134000","0.344"
"8141000","0.398"
"8148000","0.416"
"8155000","0.368"
"8162000","0.33399999999999996"
"8169000","0.33"
"8176000","0.38"
"8183000","0.33399999999999996"
"8190000","0.4"
"8197000","0.43799999999999994"
"8204000","0.4"
"8211000","0.35"
"8218000","0.4"
"8225000","0.406"
"8232000","0.344"
"8239000","0.41"
"8246000","0.282"
"8253000","0.35"
"8260000","0.398"
"8267000","0.47"
"8274000","0.396"
"8281000","0.33399999999999996"
"8288000","0.42"
"8295000","0.45"
"8302000","0.36"
"8309000","0.47"
"8316000","0.32"
"8323000","0.406"
"8330000","0.38"
"8337000","0.402"
"8344000","0.442"
"8351000","0.312"
"8358000","0.45400000000000007"
"8365000","0.4419999999999999"
"8372000","0.416"
"8379000","0.428"
"8386000","0.38"
"8393000","0.39"
"8400000","0.41"
"8407000","0.404"
"8414000","0.388"
"8421000","0.392"
"8428000","0.374"
"8435000","0.36"
"8442000","0.34"
"8449000","0.35600000000000004"
"8456000","0.33599999999999997"
"8463000","0.37"
"8470000","0.42599999999999993"
"8477000","0.358"
"8484000","0.31"
"8491000","0.306"
"8498000","0.382"
"8505000","0.39"
"8512000","0.446"
"8519000","0.45"
"8526000","0.4479999999999999"
"8533000","0.486"
"8540000","0.436"
"8547000","0.404"
"8554000","0.4419999999999999"
"8561000","0.348"
"8568000","0.402"
"8575000","0.42"
"8582000","0.388"
"8589000","0.34600000000000003"
"8596000","0.37"
"8603000","0.37200000000000005"
"8610000","0.426"
"8617000","0.37"
"8624000","0.404"
"8631000","0.41"
"8638000","0.358"
"8645000","0.41"
"8652000","0.402"
"8659000","0.388"
"8666000","0.342"
"8673000","0.318"
"8680000","0.442"
"8687000","0.38"
"8694000","0.37"
"8701000","0.354"
"8708000","0.43"
"8715000","0.4320000000000001"
"8722000","0.436"
"8729000","0.34"
"8736000","0.404"
"8743000","0.4479999999999999"
"8750000","0.476"
"8757000","0.43"
"8764000","0.41"
"8771000","0.34"
"8778000","0.464"
"8785000","0.36"
"8792000","0.4320000000000001"
"8799000","0.382"
"8806000","0.392"
"8813000","0.35200000000000004"
"8820000","0.402"
"8827000","0.39"
"8834000","0.43"
"8841000","0.54"
"8848000","0.396"
"8855000","0.502"
"8862000","0.38"
"8869000","0.37200000000000005"
"8876000","0.414"
"8883000","0.35600000000000004"
"8890000","0.42"
"8897000","0.364"
"8904000","0.35"
"8911000","0.39"
"8918000","0.414"
"8925000","0.388"
"8932000","0.424"
"8939000","0.43"
"8946000","0.44"
"8953000","0.41"
"8960000","0.292"
"8967000","0.424"
"8974000","0.23"
"8981000","0.36"
"8988000","0.418"
"8995000","0.4"
"9002000","0.29"
"9009000","0.446"
"9016000","0.36"
"9023000","0.32"
"9030000","0.4"
"9037000","0.34600000000000003"
"9044000","0.332"
"9051000","0.392"
"9058000","0.45"
"9065000","0.518"
"9072000","0.386"
"9079000","0.37"
"9086000","0.35200000000000004"
"9093000","0.37"
"9100000","0.488"
"9107000","0.37799999999999995"
"9114000","0.408"
"9121000","0.374"
"9128000","0.38"
"9135000","0.48599999999999993"
