"Step","sp_min0.25_seed1 - cover_rate_1step"
"105000","0"
"210000","0.0015"
"315000","0.0065"
"420000","0.005"
"525000","0.0065"
"630000","0.0105"
"735000","0.008"
"840000","0.013"
"945000","0.0275"
"1050000","0.0405"
"1155000","0.06"
"1260000","0.069"
"1365000","0.166"
"1470000","0.2375"
"1575000","0.2605"
"1680000","0.307"
"1785000","0.342"
"1890000","0.3655"
"1995000","0.3475"
"2100000","0.363"
"2205000","0.345"
"2310000","0.3645"
"2415000","0.3615"
"2520000","0.377"
"2625000","0.373"
"2730000","0.372"
"2835000","0.3675"
"2940000","0.3535"
"3045000","0.371"
"3150000","0.3665"
"3255000","0.372"
"3360000","0.402"
"3465000","0.3785"
"3570000","0.39"
"3675000","0.414"
"3780000","0.4135"
"3885000","0.4165"
"3990000","0.4325"
"4095000","0.43"
"4200000","0.448"
"4305000","0.43"
"4410000","0.4415"
"4515000","0.452"
"4620000","0.47"
"4725000","0.4695"
"4830000","0.499"
"4935000","0.4945"
"5040000","0.4725"
"5145000","0.4735"
"5250000","0.4825"
"5355000","0.48"
"5460000","0.499"
"5565000","0.4905"
"5670000","0.5135"
"5775000","0.5205"
"5880000","0.5275"
"5985000","0.534"
"6090000","0.5545"
"6195000","0.553"
"6300000","0.5565"
"6405000","0.544"
"6510000","0.541"
"6615000","0.557"
"6720000","0.5595"
"6825000","0.5715"
"6930000","0.5615"
"7035000","0.5655"
"7140000","0.551"
"7245000","0.5715"
"7350000","0.5725"
"7455000","0.595"
"7560000","0.5985"
"7665000","0.583"
"7770000","0.5805"
"7875000","0.5955"
"7980000","0.5785"
"8085000","0.5865"
"8190000","0.6115"
"8295000","0.5995"
"8400000","0.6055"
"8505000","0.62"
"8610000","0.6065"
"8715000","0.604"
"8820000","0.617"
"8925000","0.628"
"9030000","0.6275"
"9135000","0.62"
"9240000","0.627"
"9345000","0.6375"
"9450000","0.6605"
"9555000","0.6685"
"9660000","0.667"
"9765000","0.662"
"9870000","0.6855"
"9975000","0.664"
"10080000","0.6525"
"10185000","0.679"
"10290000","0.6935"
"10395000","0.6865"
"10500000","0.686"
"10605000","0.69"
"10710000","0.6915"
"10815000","0.7075"
"10920000","0.711"
"11025000","0.691"
"11130000","0.71"
"11235000","0.7185"
"11340000","0.72"
"11445000","0.7225"
"11550000","0.73"
"11655000","0.726"
"11760000","0.73"
"11865000","0.733"
"11970000","0.746"
"12075000","0.7305"
"12180000","0.739"
"12285000","0.746"
"12390000","0.754"
"12495000","0.75"
"12600000","0.727"
"12705000","0.74"
"12810000","0.7735"
"12915000","0.75"
"13020000","0.7505"
"13125000","0.7565"
"13230000","0.7575"
"13335000","0.7655"
"13440000","0.767"
"13545000","0.765"
"13650000","0.77"
"13755000","0.7645"
"13860000","0.793"
"13965000","0.775"
"14070000","0.777"
"14175000","0.779"
"14280000","0.772"
"14385000","0.7765"
"14490000","0.79"
"14595000","0.7815"
"14700000","0.781"
"14805000","0.7985"
"14910000","0.795"
"15015000","0.784"
"15120000","0.788"
"15225000","0.8035"
"15330000","0.793"
"15435000","0.8085"
"15540000","0.8025"
"15645000","0.8115"
"15750000","0.8195"
"15855000","0.8145"
"15960000","0.8265"
"16065000","0.8185"
"16170000","0.8205"
"16275000","0.822"
"16380000","0.813"
"16485000","0.812"
"16590000","0.815"
"16695000","0.8185"
"16800000","0.843"
"16905000","0.844"
"17010000","0.825"
"17115000","0.8425"
"17220000","0.84"
"17325000","0.831"
"17430000","0.8195"
"17535000","0.8225"
"17640000","0.845"
"17745000","0.833"
"17850000","0.8465"
"17955000","0.855"
"18060000","0.8485"
"18165000","0.8515"
"18270000","0.8465"
"18375000","0.838"
"18480000","0.8585"
"18585000","0.857"
"18690000","0.8705"
"18795000","0.8685"
"18900000","0.857"
"19005000","0.8655"
"19110000","0.877"
"19215000","0.8745"
"19320000","0.884"
"19425000","0.8825"
"19530000","0.8805"
"19635000","0.8795"
"19740000","0.892"
"19845000","0.8955"
"19950000","0.896"
"20055000","0.9015"
"20160000","0.888"
"20265000","0.9005"
"20370000","0.902"
"20475000","0.9025"
"20580000","0.89"
"20685000","0.8865"
"20790000","0.8885"
"20895000","0.891"
"21000000","0.89"
"21105000","0.884"
"21210000","0.893"
"21315000","0.9065"
"21420000","0.909"
"21525000","0.908"
"21630000","0.9115"
"21735000","0.9125"
"21840000","0.9125"
"21945000","0.9"
"22050000","0.9095"
"22155000","0.912"
"22260000","0.925"
"22365000","0.927"
"22470000","0.9095"
"22575000","0.919"
"22680000","0.9285"
"22785000","0.913"
"22890000","0.9245"
"22995000","0.94"
"23100000","0.9415"
"23205000","0.927"
"23310000","0.935"
"23415000","0.9305"
"23520000","0.944"
"23625000","0.9465"
"23730000","0.935"
"23835000","0.9395"
"23940000","0.945"
"24045000","0.942"
"24150000","0.946"
"24255000","0.9445"
"24360000","0.9465"
"24465000","0.9565"
"24570000","0.948"
"24675000","0.9545"
"24780000","0.957"
"24885000","0.9525"
"24990000","0.957"
"25095000","0.9405"
"25200000","0.9585"
"25305000","0.946"
"25410000","0.948"
"25515000","0.9425"
"25620000","0.9465"
"25725000","0.9545"
"25830000","0.958"
"25935000","0.9465"
"26040000","0.9425"
"26145000","0.9485"
"26250000","0.9545"
"26355000","0.9565"
"26460000","0.9465"
"26565000","0.9605"
"26670000","0.943"
"26775000","0.952"
"26880000","0.962"
"26985000","0.9535"
"27090000","0.956"
"27195000","0.956"
"27300000","0.96"
"27405000","0.9625"
"27510000","0.958"
"27615000","0.9635"
"27720000","0.956"
"27825000","0.9565"
"27930000","0.9575"
"28035000","0.9645"
"28140000","0.957"
"28245000","0.9655"
"28350000","0.972"
"28455000","0.9685"
"28560000","0.9635"
"28665000","0.974"
"28770000","0.9695"
"28875000","0.9565"
"28980000","0.9595"
"29085000","0.96"
"29190000","0.956"
"29295000","0.966"
"29400000","0.959"
"29505000","0.957"
"29610000","0.974"
"29715000","0.9785"
"29820000","0.965"
"29925000","0.969"
"30030000","0.975"
"30135000","0.971"
"30240000","0.9755"
"30345000","0.97"
"30450000","0.9775"
"30555000","0.9695"
"30660000","0.979"
"30765000","0.974"
"30870000","0.968"
"30975000","0.972"
"31080000","0.982"
"31185000","0.9705"
"31290000","0.974"
"31395000","0.97"
"31500000","0.964"
"31605000","0.9735"
"31710000","0.9795"
"31815000","0.9725"
"31920000","0.9735"
"32025000","0.9795"
"32130000","0.978"
"32235000","0.969"
"32340000","0.968"
"32445000","0.975"
"32550000","0.97"
"32655000","0.975"
"32760000","0.9725"
"32865000","0.9685"
"32970000","0.972"
"33075000","0.978"
"33180000","0.9805"
"33285000","0.9835"
"33390000","0.9775"
"33495000","0.979"
"33600000","0.9705"
"33705000","0.9735"
"33810000","0.972"
"33915000","0.9665"
"34020000","0.9725"
"34125000","0.971"
"34230000","0.977"
"34335000","0.9705"
"34440000","0.9675"
"34545000","0.9795"
"34650000","0.9745"
"34755000","0.9745"
"34860000","0.98"
"34965000","0.987"
"35070000","0.9855"
"35175000","0.983"
"35280000","0.982"
"35385000","0.983"
"35490000","0.9775"
"35595000","0.975"
"35700000","0.977"
"35805000","0.9775"
"35910000","0.97"
"36015000","0.9635"
"36120000","0.976"
"36225000","0.978"
"36330000","0.9695"
"36435000","0.9705"
"36540000","0.975"
"36645000","0.98"
"36750000","0.9825"
"36855000","0.9805"
"36960000","0.981"
"37065000","0.979"
"37170000","0.981"
"37275000","0.98"
"37380000","0.987"
"37485000","0.9885"
"37590000","0.97"
"37695000","0.9655"
"37800000","0.973"
"37905000","0.9825"
"38010000","0.9805"
"38115000","0.9865"
"38220000","0.9815"
"38325000","0.9755"
"38430000","0.9805"
"38535000","0.9775"
"38640000","0.969"
"38745000","0.9735"
"38850000","0.9765"
"38955000","0.9835"
"39060000","0.9775"
"39165000","0.9785"
"39270000","0.982"
"39375000","0.9835"
"39480000","0.9845"
"39585000","0.9825"
"39690000","0.9775"
"39795000","0.976"
"39900000","0.98"
