"Step","pb_min0.25_seed2 - 2cover_rate_5step"
"180000","0.0354"
"360000","0.034"
"540000","0.029"
"720000","0.031"
"900000","0.038"
"1080000","0.029"
"1260000","0.039"
"1440000","0.035"
"1620000","0.053"
"1800000","0.033"
"1980000","0.053"
"2160000","0.0476"
"2340000","0.0592"
"2520000","0.063"
"2700000","0.1116"
"2880000","0.1062"
"3060000","0.1172"
"3240000","0.12919999999999998"
"3420000","0.147"
"3600000","0.15059999999999998"
"3780000","0.145"
"3960000","0.1468"
"4140000","0.1604"
"4320000","0.14880000000000002"
"4500000","0.1538"
"4680000","0.139"
"4860000","0.1586"
"5040000","0.15059999999999998"
"5220000","0.17139999999999997"
"5400000","0.1566"
"5580000","0.1724"
"5760000","0.1782"
"5940000","0.181"
"6120000","0.1656"
"6300000","0.194"
"6480000","0.206"
"6660000","0.2352"
"6840000","0.226"
"7020000","0.2314"
"7200000","0.2474"
"7380000","0.2704"
"7560000","0.25060000000000004"
"7740000","0.26580000000000004"
"7920000","0.29719999999999996"
"8100000","0.285"
"8280000","0.2832"
"8460000","0.32880000000000004"
"8640000","0.308"
"8820000","0.32880000000000004"
"9000000","0.29379999999999995"
"9180000","0.3528"
"9360000","0.36019999999999996"
"9540000","0.3836"
"9720000","0.3693999999999999"
"9900000","0.3776000000000001"
"10080000","0.3878"
"10260000","0.4094"
"10440000","0.40620000000000006"
"10620000","0.4456"
"10800000","0.4518"
"10980000","0.4346"
"11160000","0.4704"
"11340000","0.4618"
"11520000","0.4488"
"11700000","0.458"
"11880000","0.4628"
"12060000","0.455"
"12240000","0.47579999999999995"
"12420000","0.5016"
"12600000","0.47279999999999994"
"12780000","0.5065999999999999"
"12960000","0.5014"
"13140000","0.5362"
"13320000","0.5166"
"13500000","0.5062000000000001"
"13680000","0.5456000000000001"
"13860000","0.5392"
"14040000","0.5528"
"14220000","0.5351999999999999"
"14400000","0.5484"
"14580000","0.5516"
"14760000","0.5946"
"14940000","0.585"
"15120000","0.5694"
"15300000","0.5618"
"15480000","0.6222000000000001"
"15660000","0.5978"
"15840000","0.5812"
"16020000","0.6132000000000001"
"16200000","0.6006"
"16380000","0.5944"
"16560000","0.6022000000000001"
"16740000","0.6307999999999999"
"16920000","0.6332000000000001"
"17100000","0.6436"
"17280000","0.6536"
"17460000","0.6634"
"17640000","0.6376"
"17820000","0.6474000000000001"
"18000000","0.6604"
"18180000","0.6315999999999999"
"18360000","0.6815999999999999"
"18540000","0.6845999999999999"
"18720000","0.6686"
"18900000","0.662"
"19080000","0.6532"
"19260000","0.6526"
"19440000","0.695"
"19620000","0.6904000000000001"
"19800000","0.6946"
"19980000","0.7156"
"20160000","0.727"
"20340000","0.7114"
"20520000","0.7104"
"20700000","0.6921999999999999"
"20880000","0.7"
"21060000","0.694"
"21240000","0.7183999999999999"
"21420000","0.7395999999999999"
"21600000","0.7108"
"21780000","0.723"
"21960000","0.7358"
"22140000","0.7248"
"22320000","0.7382000000000001"
"22500000","0.7148"
"22680000","0.724"
"22860000","0.749"
"23040000","0.7172000000000001"
"23220000","0.7332000000000001"
"23400000","0.7198"
"23580000","0.7242"
"23760000","0.725"
"23940000","0.7447999999999999"
"24120000","0.7056"
"24300000","0.7612000000000001"
"24480000","0.7252000000000001"
"24660000","0.7404"
"24840000","0.7467999999999999"
"25020000","0.7406"
"25200000","0.7676000000000001"
"25380000","0.716"
"25560000","0.7585999999999999"
"25740000","0.7494000000000001"
"25920000","0.7684"
"26100000","0.748"
"26280000","0.7415999999999999"
"26460000","0.7572000000000001"
"26640000","0.7624"
