"Step","amigo_sp_4agents_seed1 - cover_rate_5step"
"8155000","0.0035"
"8190000","0.0016"
"8225000","0.0024"
"8260000","0.0034"
"8295000","0.004"
"8330000","0.0043"
"8365000","0.0035"
"8400000","0.0053"
"8435000","0.0022"
"8470000","0.0035"
"8505000","0.005900000000000001"
"8540000","0.0033"
"8575000","0.0037"
"8610000","0.0024"
"8645000","0.0036"
"8680000","0.0034"
"8715000","0.0055"
"8750000","0.0017999999999999995"
"8785000","0.0024"
"8820000","0.004200000000000001"
"8855000","0.0038"
"8890000","0.0037"
"8925000","0.0033"
"8960000","0.0045"
"8995000","0.0031"
"9030000","0.0033000000000000004"
"9065000","0.0024"
"9100000","0.0039"
"9135000","0.0028000000000000004"
"9170000","0.0044"
"9205000","0.0027"
"9240000","0.005900000000000001"
"9275000","0.0032"
"9310000","0.005199999999999999"
"9345000","0.004200000000000001"
"9380000","0.0038"
"9415000","0.0027"
"9450000","0.0043"
"9485000","0.0037"
"9520000","0.0022"
"9555000","0.003"
"9590000","0.005"
"9625000","0.0037"
"9660000","0.0024"
"9695000","0.0033"
"9730000","0.0022"
"9765000","0.0029"
"9800000","0.003"
"9835000","0.0034"
"9870000","0.0047"
"9905000","0.0058"
"9940000","0.003"
"9975000","0.004200000000000001"
"10010000","0.0066"
"10045000","0.0032"
"10080000","0.0032"
"10115000","0.0030999999999999995"
"10150000","0.0037"
"10185000","0.0055"
"10220000","0.0044"
"10255000","0.0033000000000000004"
"10290000","0.004900000000000001"
"10325000","0.003"
"10360000","0.0058"
"10395000","0.005700000000000001"
"10430000","0.0019"
"10465000","0.0057"
"10500000","0.0029"
"10535000","0.003"
"10570000","0.0016"
"10605000","0.0019"
"10640000","0.003"
"10675000","0.0038"
"10710000","0.003"
"10745000","0.004200000000000001"
"10780000","0.0025"
"10815000","0.0016"
"10850000","0.0025"
"10885000","0.0043"
"10920000","0.0040999999999999995"
"10955000","0.0017"
"10990000","0.0066"
"11025000","0.0040999999999999995"
"11060000","0.0026"
"11095000","0.002099999999999999"
"11130000","0.0017"
"11165000","0.0026"
"11200000","0.0021000000000000003"
"11235000","0.0034"
"11270000","0.003"
"11305000","0.0044"
"11340000","0.0046"
"11375000","0.003"
"11410000","0.003"
"11445000","0.004699999999999999"
"11480000","0.0056"
"11515000","0.0037"
"11550000","0.0035"
"11585000","0.0036"
"11620000","0.0039"
"11655000","0.0027"
"11690000","0.0029"
"11725000","0.0032"
"11760000","0.0043"
"11795000","0.0015"
"11830000","0.0025"
"11865000","0.0037"
"11900000","0.004"
"11935000","0.0033000000000000004"
"11970000","0.004"
"12005000","0.0057"
"12040000","0.004"
"12075000","0.0027"
"12110000","0.0023"
"12145000","0.004900000000000001"
"12180000","0.0033"
"12215000","0.0030999999999999995"
"12250000","0.0035"
"12285000","0.0027"
"12320000","0.0037"
"12355000","0.0019"
"12390000","0.0044"
"12425000","0.0015"
"12460000","0.004"
"12495000","0.0031"
"12530000","0.0027"
"12565000","0.0022"
"12600000","0.0032"
"12635000","0.0008"
"12670000","0.0038"
"12705000","0.0029"
"12740000","0.0026"
"12775000","0.0031"
"12810000","0.002"
"12845000","0.0039"
"12880000","0.0029"
"12915000","0.0023"
"12950000","0.0028"
"12985000","0.0040999999999999995"
"13020000","0.0011"
"13055000","0.0023"
"13090000","0.0045"
"13125000","0.0033"
"13160000","0.0038"
"13195000","0.0026"
"13230000","0.0022"
"13265000","0.0039"
"13300000","0.0005"
"13335000","0.0037"
"13370000","0.0035999999999999995"
"13405000","0.0035"
"13440000","0.0028"
"13475000","0.0039"
"13510000","0.0035"
"13545000","0.002"
"13580000","0.0044"
"13615000","0.0029"
"13650000","0.0035"
"13685000","0.0018"
"13720000","0.0045"
"13755000","0.0040999999999999995"
"13790000","0.0011"
"13825000","0.004300000000000001"
"13860000","0.0036999999999999993"
"13895000","0.0021000000000000007"
"13930000","0.0031"
"13965000","0.0029"
"14000000","0.004199999999999999"
"14035000","0.0043"
"14070000","0.0057"
"14105000","0.0045"
"14140000","0.0050999999999999995"
"14175000","0.0041"
"14210000","0.0037"
"14245000","0.0019"
"14280000","0.0033000000000000004"
"14315000","0.0036"
"14350000","0.005600000000000001"
"14385000","0.0034"
"14420000","0.005700000000000001"
"14455000","0.0018"
"14490000","0.0033"
"14525000","0.0028"
"14560000","0.0013"
"14595000","0.0034"
"14630000","0.0039"
"14665000","0.0023"
"14700000","0.0035999999999999995"
"14735000","0.0028000000000000004"
"14770000","0.0033"
"14805000","0.003"
"14840000","0.0029999999999999996"
"14875000","0.004900000000000001"
"14910000","0.0037"
"14945000","0.0088"
"14980000","0.0038"
"15015000","0.0034"
"15050000","0.0045"
"15085000","0.0038"
"15120000","0.0024"
"15155000","0.0055"
"15190000","0.0030999999999999995"
"15225000","0.002"
"15260000","0.002099999999999999"
"15295000","0.0026"
"15330000","0.0022"
"15365000","0.0049"
"15400000","0.0032"
"15435000","0.0031"
"15470000","0.0029"
"15505000","0.0046"
"15540000","0.0064"
"15575000","0.0035"
"15610000","0.0036000000000000003"
"15645000","0.0027"
"15680000","0.0034"
"15715000","0.0038"
"15750000","0.0021999999999999997"
"15785000","0.003"
"15820000","0.005"
"15855000","0.004600000000000001"
"15890000","0.0046"
"15925000","0.0034"
"15960000","0.0033"
"15995000","0.003"
"16030000","0.0038"
"16065000","0.0045"
"16100000","0.003"
"16135000","0.0027"
"16170000","0.0047"
"16205000","0.0026"
"16240000","0.0019"
"16275000","0.0022"
"16310000","0.0018"
"16345000","0.004699999999999999"
"16380000","0.0044"
"16415000","0.0031999999999999997"
"16450000","0.0022"
"16485000","0.0035"
"16520000","0.0034"
"16555000","0.0022"
"16590000","0.0033"
"16625000","0.0027"
"16660000","0.0047"
"16695000","0.0039"
"16730000","0.004399999999999999"
"16765000","0.0040999999999999995"
"16800000","0.0039"
"16835000","0.004399999999999999"
"16870000","0.0029"
"16905000","0.004199999999999999"
"16940000","0.0039"
"16975000","0.0021000000000000003"
"17010000","0.0021000000000000003"
"17045000","0.0037"
"17080000","0.0021000000000000003"
"17115000","0.0038999999999999994"
"17150000","0.004200000000000001"
"17185000","0.0023"
"17220000","0.0017"
"17255000","0.0028"
"17290000","0.0048"
"17325000","0.0074"
"17360000","0.0043"
"17395000","0.0037"
"17430000","0.0029"
"17465000","0.0026000000000000007"
"17500000","0.0022"
"17535000","0.0025"
"17570000","0.0038999999999999994"
"17605000","0.0038"
"17640000","0.0017"
"17675000","0.004200000000000001"
"17710000","0.002099999999999999"
"17745000","0.0023"
"17780000","0.0027"
"17815000","0.0011"
"17850000","0.0046"
"17885000","0.0034"
"17920000","0.0035"
"17955000","0.0027"
"17990000","0.0028999999999999994"
"18025000","0.004200000000000001"
"18060000","0.0033000000000000004"
"18095000","0.0023"
"18130000","0.0032"
"18165000","0.0044"
"18200000","0.0029"
"18235000","0.002599999999999999"
"18270000","0.0050999999999999995"
"18305000","0.0022"
"18340000","0.0032"
"18375000","0.0024"
"18410000","0.004399999999999999"
"18445000","0.0027"
"18480000","0.0029"
"18515000","0.0048"
"18550000","0.0033"
"18585000","0.0021999999999999997"
"18620000","0.0045"
"18655000","0.005"
"18690000","0.004300000000000001"
"18725000","0.0031"
"18760000","0.0028"
"18795000","0.0017"
"18830000","0.0023000000000000004"
"18865000","0.0029"
"18900000","0.0032"
"18935000","0.0029"
"18970000","0.003"
"19005000","0.004"
"19040000","0.0027"
"19075000","0.0029"
"19110000","0.0043"
"19145000","0.004200000000000001"
"19180000","0.0032"
"19215000","0.0043"
"19250000","0.0043"
"19285000","0.0017"
"19320000","0.0037"
"19355000","0.005"
"19390000","0.0025"
"19425000","0.0025"
"19460000","0.003"
"19495000","0.0034"
"19530000","0.0035"
"19565000","0.0026"
"19600000","0.0035"
"19635000","0.003"
"19670000","0.0032"
"19705000","0.0027"
"19740000","0.0035"
"19775000","0.0012"
"19810000","0.0022"
"19845000","0.0029"
"19880000","0.0030999999999999995"
"19915000","0.0044"
"19950000","0.0032"
"19985000","0.0034"
"20020000","0.0040999999999999995"
"20055000","0.0024"
"20090000","0.0026"
"20125000","0.004200000000000001"
"20160000","0.0033"
"20195000","0.0029"
"20230000","0.003"
"20265000","0.004"
"20300000","0.0018"
"20335000","0.0029"
"20370000","0.0031"
"20405000","0.0016"
"20440000","0.0028"
"20475000","0.002"
"20510000","0.0027"
"20545000","0.002"
"20580000","0.0044"
"20615000","0.0015"
"20650000","0.0038"
"20685000","0.0033000000000000004"
"20720000","0.0024"
"20755000","0.0013000000000000004"
"20790000","0.0034"
"20825000","0.0045"
"20860000","0.004199999999999999"
"20895000","0.0029"
"20930000","0.0035"
"20965000","0.0035"
"21000000","0.0052"
"21035000","0.0025"
"21070000","0.0030999999999999995"
"21105000","0.0032"
"21140000","0.003"
"21175000","0.002599999999999999"
"21210000","0.0036"
"21245000","0.0012"
"21280000","0.0034"
"21315000","0.002"
"21350000","0.002599999999999999"
"21385000","0.0054"
"21420000","0.0032"
"21455000","0.0028"
"21490000","0.0025"
"21525000","0.0017"
"21560000","0.0046"
"21595000","0.002099999999999999"
"21630000","0.0038"
"21665000","0.0043"
"21700000","0.0029"
"21735000","0.0039"
"21770000","0.0031"
"21805000","0.0033"
"21840000","0.0028000000000000004"
"21875000","0.0054"
"21910000","0.0032"
"21945000","0.0038"
"21980000","0.0039"
"22015000","0.0043"
"22050000","0.0025"
"22085000","0.0029"
"22120000","0.0037"
"22155000","0.0016"
"22190000","0.004"
"22225000","0.004"
"22260000","0.003"
"22295000","0.002"
"22330000","0.0045"
"22365000","0.0012"
"22400000","0.0016999999999999997"
"22435000","0.0035999999999999995"
"22470000","0.0043"
"22505000","0.0017"
"22540000","0.0018"
"22575000","0.0033000000000000004"
"22610000","0.0017"
"22645000","0.002"
"22680000","0.002599999999999999"
"22715000","0.0014"
"22750000","0.0031"
"22785000","0.0038"
"22820000","0.0012999999999999995"
"22855000","0.0021000000000000003"
"22890000","0.0022"
"22925000","0.0024"
"22960000","0.003"
"22995000","0.0019"
"23030000","0.0052"
"23065000","0.0035"
"23100000","0.0038"
"23135000","0.0033000000000000004"
"23170000","0.0039"
"23205000","0.0048"
"23240000","0.0024"
"23275000","0.0025"
"23310000","0.002"
"23345000","0.0014"
"23380000","0.0046"
"23415000","0.0032"
"23450000","0.0034"
"23485000","0.0016"
"23520000","0.0033"
"23555000","0.0034"
"23590000","0.0052"
"23625000","0.0026000000000000007"
"23660000","0.0035"
"23695000","0.0037"
"23730000","0.0026"
"23765000","0.0024"
"23800000","0.0021000000000000003"
"23835000","0.0038"
"23870000","0.005600000000000001"
"23905000","0.0033"
"23940000","0.0058"
"23975000","0.0032"
"24010000","0.0023"
"24045000","0.0028000000000000004"
"24080000","0.0043"
"24115000","0.0024"
"24150000","0.004"
"24185000","0.004300000000000001"
"24220000","0.0031999999999999997"
"24255000","0.0041"
"24290000","0.0015"
"24325000","0.005900000000000001"
"24360000","0.0044"
"24395000","0.0034"
"24430000","0.0023"
"24465000","0.0013"
"24500000","0.003"
"24535000","0.0029"
"24570000","0.0053"
"24605000","0.0026"
"24640000","0.0031999999999999997"
"24675000","0.003"
"24710000","0.0024"
"24745000","0.0036000000000000003"
"24780000","0.0037"
"24815000","0.0015"
"24850000","0.0033"
"24885000","0.0043"
"24920000","0.0053"
"24955000","0.0035"
"24990000","0.004"
"25025000","0.0035"
"25060000","0.0018"
"25095000","0.0027"
"25130000","0.0013"
"25165000","0.0038"
"25200000","0.0031"
"25235000","0.0025"
"25270000","0.0043"
"25305000","0.0013"
"25340000","0.0038"
"25375000","0.0052"
"25410000","0.0014"
"25445000","0.0035"
"25480000","0.0060999999999999995"
"25515000","0.0031"
"25550000","0.0032"
"25585000","0.0026"
"25620000","0.0037"
"25655000","0.0018"
"25690000","0.0046"
"25725000","0.0028"
"25760000","0.0016"
"25795000","0.0014"
"25830000","0.004"
"25865000","0.004200000000000001"
"25900000","0.0043"
"25935000","0.001"
"25970000","0.0029"
"26005000","0.0034"
"26040000","0.004"
"26075000","0.0021000000000000003"
"26110000","0.0026"
"26145000","0.0038"
"26180000","0.0037"
"26215000","0.0028"
"26250000","0.0022"
"26285000","0.004200000000000001"
"26320000","0.0030999999999999995"
"26355000","0.0038"
"26390000","0.0016999999999999997"
"26425000","0.0025"
"26460000","0.0017"
"26495000","0.0044"
"26530000","0.0033"
"26565000","0.0035999999999999995"
"26600000","0.0035000000000000005"
"26635000","0.0023"
"26670000","0.0025"
"26705000","0.0036000000000000003"
"26740000","0.0058000000000000005"
"26775000","0.0047"
"26810000","0.0047"
"26845000","0.0056"
"26880000","0.003"
"26915000","0.0027"
"26950000","0.002599999999999999"
"26985000","0.003"
"27020000","0.004200000000000001"
"27055000","0.0032"
"27090000","0.0029"
"27125000","0.0017"
"27160000","0.0037"
"27195000","0.0021000000000000003"
"27230000","0.0019"
"27265000","0.006600000000000001"
"27300000","0.0025"
"27335000","0.0041"
"27370000","0.0032"
"27405000","0.0027"
"27440000","0.0035"
"27475000","0.002"
"27510000","0.0016999999999999997"
"27545000","0.0048"
"27580000","0.0017"
"27615000","0.0038"
"27650000","0.0028"
"27685000","0.0027"
"27720000","0.0036"
"27755000","0.003"
"27790000","0.0034"
"27825000","0.002"
"27860000","0.0032"
"27895000","0.0016"
"27930000","0.0041"
"27965000","0.0032"
"28000000","0.0037"
"28035000","0.0018000000000000002"
"28070000","0.0012"
"28105000","0.0046"
"28140000","0.002"
"28175000","0.0045"
"28210000","0.004300000000000001"
"28245000","0.0029"
"28280000","0.0034999999999999996"
"28315000","0.0052"
"28350000","0.0026"
"28385000","0.006"
"28420000","0.002099999999999999"
"28455000","0.004300000000000001"
"28490000","0.0025"
"28525000","0.0022"
"28560000","0.0033"
"28595000","0.0021000000000000003"
"28630000","0.0022"
"28665000","0.0033"
"28700000","0.0022"
"28735000","0.0027"
"28770000","0.0032"
"28805000","0.0033999999999999994"
"28840000","0.0032"
"28875000","0.0040999999999999995"
"28910000","0.0028000000000000004"
"28945000","0.002"
"28980000","0.0032"
"29015000","0.0031"
"29050000","0.0033999999999999994"
"29085000","0.004"
"29120000","0.004"
"29155000","0.0034"
"29190000","0.0023"
"29225000","0.0033000000000000004"
"29260000","0.0026"
"29295000","0.0037"
"29330000","0.0019"
"29365000","0.0021000000000000003"
"29400000","0.0027"
"29435000","0.0023"
"29470000","0.0022"
"29505000","0.003"
"29540000","0.0023000000000000004"
"29575000","0.004200000000000001"
"29610000","0.0029"
"29645000","0.0040999999999999995"
"29680000","0.0024"
"29715000","0.0014999999999999998"
"29750000","0.0017"
"29785000","0.0036"
"29820000","0.0052"
"29855000","0.0025"
"29890000","0.0023"
"29925000","0.0025"
"29960000","0.002099999999999999"
"29995000","0.0028999999999999994"
"30030000","0.0036"
"30065000","0.0029"
"30100000","0.004"
"30135000","0.0034"
"30170000","0.0031"
"30205000","0.0039"
"30240000","0.0044"
"30275000","0.0048"
"30310000","0.0037"
"30345000","0.004"
"30380000","0.004199999999999999"
"30415000","0.0015"
"30450000","0.0024"
"30485000","0.0023"
"30520000","0.0027"
"30555000","0.0028"
"30590000","0.0040999999999999995"
"30625000","0.0023"
"30660000","0.0044"
"30695000","0.0040999999999999995"
"30730000","0.0023"
"30765000","0.0055"
"30800000","0.0024"
"30835000","0.0033"
"30870000","0.0048"
"30905000","0.0021000000000000003"
"30940000","0.0033"
"30975000","0.003"
"31010000","0.004300000000000001"
"31045000","0.004200000000000001"
"31080000","0.0025"
"31115000","0.0036"
"31150000","0.0034"
"31185000","0.0022"
"31220000","0.004199999999999999"
"31255000","0.0038"
"31290000","0.003"
"31325000","0.0039"
"31360000","0.0038"
"31395000","0.0019"
"31430000","0.0029"
"31465000","0.0047"
"31500000","0.004699999999999999"
"31535000","0.0025"
"31570000","0.0038"
"31605000","0.0051"
"31640000","0.004"
"31675000","0.0025"
"31710000","0.0019"
"31745000","0.0031"
"31780000","0.0015"
"31815000","0.0038"
"31850000","0.0016"
"31885000","0.0019"
"31920000","0.0021000000000000003"
"31955000","0.0048"
"31990000","0.0036"
"32025000","0.0047"
"32060000","0.0029"
"32095000","0.0028"
"32130000","0.0038"
"32165000","0.004"
"32200000","0.0022"
"32235000","0.003"
"32270000","0.0021000000000000003"
"32305000","0.0024"
"32340000","0.0024"
"32375000","0.0028000000000000004"
"32410000","0.002"
"32445000","0.0037"
"32480000","0.0039"
"32515000","0.0035"
"32550000","0.0054"
"32585000","0.0017"
"32620000","0.0021000000000000003"
"32655000","0.0033"
"32690000","0.0029"
"32725000","0.0022"
"32760000","0.0015"
"32795000","0.0036"
"32830000","0.0040999999999999995"
"32865000","0.003300000000000001"
"32900000","0.0029"
"32935000","0.0021000000000000003"
"32970000","0.0039"
"33005000","0.0019999999999999996"
"33040000","0.0029"
"33075000","0.0037"
"33110000","0.0012"
"33145000","0.0029"
"33180000","0.0021000000000000003"
"33215000","0.0016"
"33250000","0.0031"
"33285000","0.0046"
"33320000","0.0031"
"33355000","0.0044"
"33390000","0.0044"
"33425000","0.0012"
"33460000","0.0021000000000000003"
"33495000","0.004199999999999999"
"33530000","0.002099999999999999"
"33565000","0.004300000000000001"
"33600000","0.0016"
"33635000","0.0033"
"33670000","0.0025"
"33705000","0.004"
"33740000","0.0046"
"33775000","0.0038"
"33810000","0.0027"
"33845000","0.0044"
"33880000","0.0048"
"33915000","0.0021000000000000003"
"33950000","0.0033000000000000004"
"33985000","0.0040999999999999995"
"34020000","0.0039"
"34055000","0.0040999999999999995"
"34090000","0.004199999999999999"
"34125000","0.0028"
"34160000","0.0047"
"34195000","0.0073"
"34230000","0.0032"
"34265000","0.0032"
"34300000","0.0028000000000000004"
"34335000","0.0044"
"34370000","0.0036"
"34405000","0.0033"
"34440000","0.0053"
"34475000","0.002"
"34510000","0.0040999999999999995"
"34545000","0.0036"
"34580000","0.004"
"34615000","0.0012"
"34650000","0.0039"
"34685000","0.003"
"34720000","0.0002"
"34755000","0.0021999999999999997"
"34790000","0.0024"
"34825000","0.0031"
"34860000","0.0034"
"34895000","0.0022"
"34930000","0.0058"
"34965000","0.0026999999999999997"
"35000000","0.0032"
"35035000","0.0026"
"35070000","0.0032"
"35105000","0.0035000000000000005"
"35140000","0.004200000000000001"
"35175000","0.004"
"35210000","0.0018"
"35245000","0.0040999999999999995"
"35280000","0.0048"
"35315000","0.0038"
"35350000","0.0034"
"35385000","0.0033"
"35420000","0.005600000000000001"
"35455000","0.0025"
"35490000","0.0014"
"35525000","0.002"
"35560000","0.0023"
"35595000","0.0032"
"35630000","0.0033999999999999994"
"35665000","0.0032"
"35700000","0.0023"
"35735000","0.003"
"35770000","0.0045"
"35805000","0.0055"
"35840000","0.0022"
"35875000","0.0026"
"35910000","0.0034"
"35945000","0.0027"
"35980000","0.005"
"36015000","0.0025"
"36050000","0.004900000000000001"
"36085000","0.0027"
"36120000","0.0023000000000000004"
"36155000","0.0046"
"36190000","0.005"
"36225000","0.001"
"36260000","0.0032"
"36295000","0.0060999999999999995"
"36330000","0.0037"
"36365000","0.0058"
"36400000","0.003"
"36435000","0.002"
"36470000","0.0028000000000000004"
"36505000","0.002"
"36540000","0.0019"
"36575000","0.0027"
"36610000","0.003"
"36645000","0.0044"
"36680000","0.0036"
"36715000","0.0025"
"36750000","0.0021000000000000003"
"36785000","0.0031"
"36820000","0.0026"
"36855000","0.004699999999999999"
"36890000","0.0024"
"36925000","0.0023"
"36960000","0.0028"
"36995000","0.0048"
"37030000","0.004300000000000001"
"37065000","0.0017999999999999995"
"37100000","0.0015"
"37135000","0.0034"
"37170000","0.004200000000000001"
"37205000","0.0057"
"37240000","0.0026"
"37275000","0.0056"
"37310000","0.004900000000000001"
"37345000","0.004300000000000001"
"37380000","0.0039"
"37415000","0.0038"
"37450000","0.002599999999999999"
"37485000","0.0029"
"37520000","0.0033"
"37555000","0.0040999999999999995"
"37590000","0.0022"
"37625000","0.0008"
"37660000","0.0057"
"37695000","0.0037"
"37730000","0.0029"
"37765000","0.0028"
"37800000","0.0027"
"37835000","0.0059"
"37870000","0.0027"
"37905000","0.0060999999999999995"
"37940000","0.0026"
"37975000","0.004200000000000001"
"38010000","0.0021000000000000003"
"38045000","0.0034"
"38080000","0.0024"
"38115000","0.0046"
"38150000","0.0028"
"38185000","0.0051"
"38220000","0.0034"
"38255000","0.0039"
"38290000","0.0039"
"38325000","0.0025"
"38360000","0.0021000000000000003"
"38395000","0.0035"
"38430000","0.002"
"38465000","0.0038"
"38500000","0.002"
"38535000","0.0016"
"38570000","0.004200000000000001"
"38605000","0.0031000000000000003"
"38640000","0.005"
"38675000","0.004"
"38710000","0.004"
"38745000","0.0026"
"38780000","0.0037"
"38815000","0.0035"
"38850000","0.005900000000000001"
"38885000","0.005"
"38920000","0.0023"
"38955000","0.0019"
"38990000","0.0017999999999999995"
"39025000","0.0017999999999999995"
"39060000","0.0035"
"39095000","0.003"
"39130000","0.0050999999999999995"
"39165000","0.0024"
"39200000","0.0035"
"39235000","0.004"
"39270000","0.0064"
"39305000","0.0039"
"39340000","0.0021000000000000003"
"39375000","0.0022"
"39410000","0.0029"
"39445000","0.0034"
"39480000","0.0029"
"39515000","0.0017"
"39550000","0.0035999999999999995"
"39585000","0.0037"
"39620000","0.0039"
"39655000","0.0017"
"39690000","0.0036000000000000003"
"39725000","0.0031999999999999997"
"39760000","0.0046"
"39795000","0.0034"
"39830000","0.0040999999999999995"
"39865000","0.004"
"39900000","0.0012"
"39935000","0.0034"
"39970000","0.0025"
