"Step","sp3_h1000_negativegrad_seed2 - cover_rate_5step"
"19740000","0.04810000000000001"
"19845000","0.0413"
"19950000","0.0465"
"20055000","0.04390000000000001"
"20160000","0.0489"
"20265000","0.06520000000000001"
"20370000","0.0571"
"20475000","0.0676"
"20580000","0.07759999999999999"
"20685000","0.08719999999999999"
"20790000","0.0934"
"20895000","0.08710000000000001"
"21000000","0.1002"
"21105000","0.0945"
"21210000","0.1004"
"21315000","0.1004"
"21420000","0.08530000000000001"
"21525000","0.0985"
"21630000","0.1071"
"21735000","0.115"
"21840000","0.0978"
"21945000","0.13"
"22050000","0.15319999999999998"
"22155000","0.15080000000000002"
"22260000","0.15610000000000002"
"22365000","0.1605"
"22470000","0.1571"
"22575000","0.166"
"22680000","0.1517"
"22785000","0.1579"
"22890000","0.1719"
"22995000","0.1831"
"23100000","0.1887"
"23205000","0.175"
"23310000","0.15830000000000002"
"23415000","0.1522"
"23520000","0.1764"
"23625000","0.1886"
"23730000","0.1778"
"23835000","0.1717"
"23940000","0.1438"
"24045000","0.15610000000000002"
"24150000","0.1722"
"24255000","0.1655"
"24360000","0.15769999999999998"
"24465000","0.1774"
"24570000","0.2004"
"24675000","0.2013"
"24780000","0.2016"
"24885000","0.2144"
"24990000","0.2171"
"25095000","0.24420000000000003"
"25200000","0.2399"
"25305000","0.2337"
"25410000","0.2383"
"25515000","0.2383"
"25620000","0.2483"
"25725000","0.25789999999999996"
"25830000","0.2834"
"25935000","0.294"
"26040000","0.2581"
"26145000","0.2623"
"26250000","0.26970000000000005"
"26355000","0.279"
"26460000","0.2904"
"26565000","0.30910000000000004"
"26670000","0.32689999999999997"
"26775000","0.3717"
"26880000","0.3629"
"26985000","0.3846"
"27090000","0.35280000000000006"
"27195000","0.4311"
"27300000","0.4512"
"27405000","0.3784"
"27510000","0.3404"
"27615000","0.3465"
"27720000","0.3876"
"27825000","0.3612"
"27930000","0.3552"
"28035000","0.3538"
"28140000","0.34970000000000007"
"28245000","0.34979999999999994"
"28350000","0.3506"
"28455000","0.34230000000000005"
"28560000","0.3358"
"28665000","0.3861"
"28770000","0.3723999999999999"
"28875000","0.3769"
"28980000","0.3556"
"29085000","0.4161"
"29190000","0.4337"
"29295000","0.4941"
"29400000","0.47679999999999995"
"29505000","0.5107999999999999"
"29610000","0.5247"
"29715000","0.5225"
"29820000","0.512"
"29925000","0.5105"
"30030000","0.5384"
"30135000","0.5099"
"30240000","0.5275"
"30345000","0.4805"
"30450000","0.4514"
"30555000","0.44809999999999994"
"30660000","0.4481"
"30765000","0.4285"
"30870000","0.469"
"30975000","0.464"
"31080000","0.4619"
"31185000","0.5167999999999999"
"31290000","0.4567"
"31395000","0.453"
"31500000","0.4415"
"31605000","0.4274"
"31710000","0.4348999999999999"
"31815000","0.5097"
"31920000","0.5004000000000001"
"32025000","0.492"
"32130000","0.4609"
"32235000","0.4276999999999999"
"32340000","0.4324"
"32445000","0.4492"
"32550000","0.4661"
"32655000","0.47379999999999994"
"32760000","0.4462"
"32865000","0.4971"
"32970000","0.45979999999999993"
"33075000","0.4659"
"33180000","0.4651"
"33285000","0.476"
"33390000","0.4792999999999999"
"33495000","0.4759"
"33600000","0.4866"
"33705000","0.4776"
"33810000","0.4197000000000001"
"33915000","0.4257"
"34020000","0.4313999999999999"
"34125000","0.4128"
"34230000","0.4582"
"34335000","0.4592"
"34440000","0.4522"
"34545000","0.4732"
"34650000","0.4968999999999999"
"34755000","0.5017999999999999"
"34860000","0.5009"
"34965000","0.5005"
"35070000","0.5173"
"35175000","0.5001"
"35280000","0.5027999999999999"
"35385000","0.5023"
"35490000","0.5514"
"35595000","0.532"
"35700000","0.5076"
"35805000","0.5336000000000001"
"35910000","0.5279"
"36015000","0.5304"
"36120000","0.521"
"36225000","0.5376000000000001"
"36330000","0.5474000000000001"
"36435000","0.5475999999999999"
"36540000","0.5183"
"36645000","0.531"
"36750000","0.512"
"36855000","0.4797"
"36960000","0.5186000000000001"
"37065000","0.5058"
"37170000","0.4963"
"37275000","0.505"
"37380000","0.5114"
"37485000","0.5043"
"37590000","0.5488"
"37695000","0.5651"
"37800000","0.542"
"37905000","0.5275"
"38010000","0.5237"
"38115000","0.5293"
"38220000","0.5199"
"38325000","0.514"
"38430000","0.5388999999999999"
"38535000","0.5238"
"38640000","0.5472"
"38745000","0.5242"
"38850000","0.5086"
"38955000","0.5104000000000001"
"39060000","0.5036"
"39165000","0.4952"
"39270000","0.5227"
"39375000","0.5301"
"39480000","0.5406"
"39585000","0.5398"
"39690000","0.54"
"39795000","0.4919"
"39900000","0.5121"
"40005000","0.4976999999999999"
"40110000","0.517"
"40215000","0.5274000000000001"
"40320000","0.4904"
"40425000","0.4611"
"40530000","0.5246000000000001"
"40635000","0.5113000000000001"
"40740000","0.4332"
"40845000","0.4393"
"40950000","0.4739"
"41055000","0.4786"
"41160000","0.4714"
"41265000","0.5239000000000001"
"41370000","0.556"
"41475000","0.5401"
"41580000","0.5453"
"41685000","0.5702999999999999"
"41790000","0.5714000000000001"
"41895000","0.5431999999999999"
"42000000","0.5275"
"42105000","0.5686"
"42210000","0.589"
"42315000","0.5539000000000001"
"42420000","0.5814"
"42525000","0.6095999999999999"
"42630000","0.599"
"42735000","0.5340999999999999"
"42840000","0.5432"
"42945000","0.5537"
"43050000","0.501"
"43155000","0.5373"
"43260000","0.5183"
"43365000","0.495"
"43470000","0.4951"
"43575000","0.5414"
"43680000","0.4946"
"43785000","0.5347999999999999"
"43890000","0.5337999999999999"
"43995000","0.5304000000000001"
"44100000","0.4935"
"44205000","0.5222"
"44310000","0.5248999999999999"
"44415000","0.5821000000000001"
"44520000","0.6241"
"44625000","0.6391"
"44730000","0.5548"
"44835000","0.593"
"44940000","0.6062000000000001"
"45045000","0.5965999999999999"
"45150000","0.606"
"45255000","0.5927"
"45360000","0.6075"
"45465000","0.6137"
"45570000","0.6127"
"45675000","0.6159000000000001"
"45780000","0.6098"
"45885000","0.6167"
"45990000","0.6153"
"46095000","0.5888"
"46200000","0.5608000000000001"
"46305000","0.6094"
"46410000","0.5881000000000001"
"46515000","0.6142000000000001"
"46620000","0.5942000000000001"
"46725000","0.5823999999999999"
"46830000","0.5589000000000001"
"46935000","0.6150999999999999"
"47040000","0.6678"
"47145000","0.6429000000000001"
"47250000","0.6267999999999999"
"47355000","0.6193"
"47460000","0.6327999999999999"
"47565000","0.602"
"47670000","0.5855999999999999"
"47775000","0.5587000000000001"
"47880000","0.6043999999999999"
"47985000","0.5598"
"48090000","0.6197"
"48195000","0.6320999999999999"
"48300000","0.6495"
"48405000","0.6066"
"48510000","0.6677000000000001"
"48615000","0.6525"
"48720000","0.6617000000000001"
"48825000","0.6882"
"48930000","0.6525"
"49035000","0.6699"
"49140000","0.6655"
"49245000","0.6757000000000001"
"49350000","0.6867000000000001"
"49455000","0.6687000000000001"
"49560000","0.7051"
"49665000","0.6813"
"49770000","0.6600999999999999"
"49875000","0.6817000000000001"
"49980000","0.6977"
"50085000","0.6865"
"50190000","0.7182999999999999"
"50295000","0.7228"
"50400000","0.6892"
"50505000","0.6742999999999999"
"50610000","0.6948"
"50715000","0.767"
"50820000","0.7505999999999999"
"50925000","0.7556"
"51030000","0.754"
"51135000","0.7517"
"51240000","0.8008"
"51345000","0.7713"
"51450000","0.7782"
"51555000","0.7657"
"51660000","0.7296999999999999"
"51765000","0.7153999999999999"
"51870000","0.7497"
"51975000","0.7447999999999999"
"52080000","0.739"
"52185000","0.7627"
"52290000","0.7482000000000001"
"52395000","0.7562"
"52500000","0.7523000000000001"
"52605000","0.7882"
"52710000","0.7631"
"52815000","0.7561"
"52920000","0.7825"
"53025000","0.7928999999999999"
"53130000","0.8137000000000001"
"53235000","0.8068"
"53340000","0.8119"
"53445000","0.7963"
"53550000","0.7875999999999999"
"53655000","0.7794000000000001"
"53760000","0.7581"
"53865000","0.788"
"53970000","0.8055999999999999"
"54075000","0.794"
"54180000","0.8012999999999999"
"54285000","0.7871999999999999"
"54390000","0.793"
"54495000","0.7755"
"54600000","0.7813"
"54705000","0.7484"
"54810000","0.7659000000000001"
"54915000","0.7865999999999999"
"55020000","0.7966"
"55125000","0.7955"
"55230000","0.8167000000000001"
"55335000","0.8185"
"55440000","0.822"
"55545000","0.8177"
"55650000","0.7963"
"55755000","0.8169"
"55860000","0.816"
"55965000","0.8092999999999999"
"56070000","0.8047"
"56175000","0.8082999999999999"
"56280000","0.8361"
"56385000","0.8490999999999999"
"56490000","0.8295"
"56595000","0.8112"
"56700000","0.8176"
"56805000","0.8229"
"56910000","0.8412000000000001"
"57015000","0.8482"
"57120000","0.8491000000000001"
"57225000","0.8515"
"57330000","0.8612000000000001"
"57435000","0.8466"
"57540000","0.8371999999999999"
"57645000","0.8401"
"57750000","0.8245"
"57855000","0.8452999999999999"
"57960000","0.8373999999999999"
"58065000","0.8329000000000001"
"58170000","0.8452"
"58275000","0.8375"
"58380000","0.8412999999999999"
"58485000","0.8415"
"58590000","0.8351999999999999"
"58695000","0.8539"
"58800000","0.8655"
"58905000","0.8705"
"59010000","0.8739"
"59115000","0.8829"
"59220000","0.8679"
"59325000","0.8752000000000001"
"59430000","0.8707"
"59535000","0.8485999999999999"
"59640000","0.8608999999999999"
"59745000","0.8740999999999999"
"59850000","0.8707"
"59955000","0.8535999999999999"
"60060000","0.8618000000000001"
"60165000","0.8697999999999999"
"60270000","0.8616999999999999"
"60375000","0.8432999999999999"
"60480000","0.8533000000000001"
"60585000","0.8843"
"60690000","0.8665999999999999"
"60795000","0.891"
"60900000","0.8954"
"61005000","0.8745"
"61110000","0.8712000000000001"
"61215000","0.8906"
"61320000","0.8786"
"61425000","0.8644"
"61530000","0.8901"
"61635000","0.8537"
"61740000","0.8783"
"61845000","0.867"
"61950000","0.8883"
"62055000","0.8861"
"62160000","0.8867"
"62265000","0.8843"
"62370000","0.891"
"62475000","0.9068"
"62580000","0.8893"
