"Step","mix28_seed2 - 4cover_rate"
"216000","0.6332000000000001"
"432000","0.6333"
"648000","0.6646"
"864000","0.6450999999999999"
"1080000","0.6476"
"1296000","0.648"
"1512000","0.6478"
"1728000","0.6371"
"1944000","0.6345"
"2160000","0.6520999999999999"
"2376000","0.6345999999999999"
"2592000","0.6451"
"2808000","0.639"
"3024000","0.6707000000000001"
"3240000","0.6324"
"3456000","0.654"
"3672000","0.6380999999999999"
"3888000","0.66"
"4104000","0.6305"
"4320000","0.6531"
"4536000","0.6516000000000001"
"4752000","0.6419"
"4968000","0.6357"
"5184000","0.6453"
"5400000","0.63"
"5616000","0.6279"
"5832000","0.5882000000000001"
"6048000","0.6028"
"6264000","0.5862999999999999"
"6480000","0.6010999999999999"
"6696000","0.6047"
"6912000","0.6274"
"7128000","0.6062000000000001"
"7344000","0.6080999999999999"
"7560000","0.6012"
"7776000","0.5966999999999999"
"7992000","0.5931"
"8208000","0.5942999999999999"
"8424000","0.6070999999999999"
"8640000","0.5974"
"8856000","0.6234"
"9072000","0.6028"
"9288000","0.6066"
"9504000","0.6002000000000001"
"9720000","0.5989000000000001"
"9936000","0.605"
"10152000","0.6146999999999999"
"10368000","0.6154000000000001"
"10584000","0.5901"
"10800000","0.608"
"11016000","0.5995"
"11232000","0.6114"
"11448000","0.6085"
"11664000","0.6225999999999999"
"11880000","0.6255999999999999"
"12096000","0.6177999999999999"
"12312000","0.6211"
"12528000","0.6226"
"12744000","0.6213"
"12960000","0.6023"
"13176000","0.6204"
"13392000","0.5892999999999999"
"13608000","0.6175999999999999"
"13824000","0.5967"
"14040000","0.6129"
"14256000","0.6058"
"14472000","0.6227999999999999"
"14688000","0.6033999999999999"
"14904000","0.6117"
"15120000","0.6049"
"15336000","0.6082000000000001"
"15552000","0.6187"
"15768000","0.6122000000000001"
"15984000","0.6117999999999999"
"16200000","0.6205"
"16416000","0.6164000000000001"
"16632000","0.6214"
"16848000","0.618"
"17064000","0.6018"
"17280000","0.6202000000000001"
"17496000","0.63"
"17712000","0.6202000000000001"
"17928000","0.6225"
"18144000","0.6435"
"18360000","0.6309000000000001"
"18576000","0.6331"
"18792000","0.6147"
"19008000","0.6234000000000001"
"19224000","0.6134"
"19440000","0.6354"
"19656000","0.6307999999999999"
"19872000","0.6117"
"20088000","0.6037"
"20304000","0.6315"
"20520000","0.638"
"20736000","0.6242000000000001"
"20952000","0.6311"
"21168000","0.6337999999999999"
"21384000","0.6222000000000001"
"21600000","0.6205"
"21816000","0.6203"
"22032000","0.6193999999999998"
"22248000","0.6035999999999999"
"22464000","0.6142000000000001"
"22680000","0.6391"
"22896000","0.6147"
"23112000","0.6366"
"23328000","0.632"
"23544000","0.621"
"23760000","0.6085"
"23976000","0.6209"
"24192000","0.6277"
"24408000","0.6197999999999999"
"24624000","0.6247"
"24840000","0.6199000000000001"
"25056000","0.643"
"25272000","0.6337"
"25488000","0.6295"
"25704000","0.6354"
"25920000","0.6345"
"26136000","0.6349"
"26352000","0.6386000000000001"
"26568000","0.6313000000000001"
"26784000","0.6257"
"27000000","0.6367"
"27216000","0.6180999999999999"
"27432000","0.6292000000000001"
"27648000","0.6333"
"27864000","0.6433"
"28080000","0.6153"
"28296000","0.6189000000000001"
"28512000","0.6129"
"28728000","0.6087"
"28944000","0.6219000000000001"
"29160000","0.61"
"29376000","0.6297"
"29592000","0.5967"
"29808000","0.6017"
"30024000","0.5871"
"30240000","0.6013999999999999"
"30456000","0.6095999999999999"
"30672000","0.5888"
"30888000","0.5886"
"31104000","0.6093"
"31320000","0.612"
"31536000","0.5918"
"31752000","0.5799"
"31968000","0.6031"
"32184000","0.6137999999999999"
"32400000","0.6273"
"32616000","0.6174000000000001"
"32832000","0.6109000000000001"
"33048000","0.6125"
"33264000","0.6038"
"33480000","0.6229"
"33696000","0.6124"
"33912000","0.6354"
"34128000","0.6052000000000001"
"34344000","0.6219"
"34560000","0.6345"
"34776000","0.6105"
"34992000","0.6125"
"35208000","0.6281"
"35424000","0.6477999999999999"
"35640000","0.6379"
"35856000","0.636"
"36072000","0.6463000000000001"
"36288000","0.6229"
"36504000","0.6293"
"36720000","0.6132"
"36936000","0.6142"
"37152000","0.6115"
"37368000","0.6099000000000001"
"37584000","0.5991000000000001"
"37800000","0.6166"
"38016000","0.6117999999999999"
"38232000","0.6025"
"38448000","0.608"
"38664000","0.6082"
"38880000","0.6002000000000001"
"39096000","0.6285999999999999"
"39312000","0.6265"
"39528000","0.6327"
"39744000","0.6433"
"39960000","0.6285"
"40176000","0.6241"
"40392000","0.6119"
"40608000","0.63"
"40824000","0.6385"
"41040000","0.6110999999999999"
"41256000","0.6341"
"41472000","0.6129"
"41688000","0.6437"
"41904000","0.6259"
"42120000","0.6297999999999999"
"42336000","0.6313"
"42552000","0.6243"
"42768000","0.6306"
"42984000","0.6163000000000001"
"43200000","0.6283"
"43416000","0.6288"
"43632000","0.6225"
"43848000","0.6427999999999999"
"44064000","0.6566000000000001"
"44280000","0.6578999999999999"
"44496000","0.6333"
"44712000","0.6577000000000001"
"44928000","0.6317999999999999"
"45144000","0.6216999999999999"
"45360000","0.6355"
"45576000","0.6224"
"45792000","0.6099"
"46008000","0.6303"
"46224000","0.6427"
"46440000","0.6515"
"46656000","0.6426"
"46872000","0.6444000000000001"
"47088000","0.6378"
"47304000","0.6427"
"47520000","0.6317"
"47736000","0.6301"
"47952000","0.6311"
"48168000","0.6299"
"48384000","0.6293"
"48600000","0.6371"
"48816000","0.6297"
"49032000","0.649"
"49248000","0.6410999999999999"
"49464000","0.6483"
"49680000","0.6673"
"49896000","0.6431"
"50112000","0.6467"
"50328000","0.628"
"50544000","0.6349"
"50760000","0.6203"
"50976000","0.6167999999999999"
"51192000","0.6329"
"51408000","0.627"
"51624000","0.6237"
"51840000","0.6301"
"52056000","0.6175999999999999"
"52272000","0.616"
"52488000","0.6205"
"52704000","0.6172000000000001"
"52920000","0.6415"
"53136000","0.6017"
"53352000","0.5916"
"53568000","0.5932000000000001"
"53784000","0.6235"
"54000000","0.6287"
"54216000","0.6083"
"54432000","0.6067"
"54648000","0.612"
"54864000","0.6056999999999999"
"55080000","0.6227999999999999"
"55296000","0.6285999999999999"
"55512000","0.6181"
"55728000","0.6189"
"55944000","0.6307"
"56160000","0.6335"
"56376000","0.616"
"56592000","0.6354"
"56808000","0.6347"
"57024000","0.6436999999999999"
"57240000","0.6326"
"57456000","0.6435"
"57672000","0.5991000000000001"
"57888000","0.617"
"58104000","0.6200999999999999"
"58320000","0.6273"
"58536000","0.6115"
"58752000","0.6123999999999999"
"58968000","0.6182"
"59184000","0.6344000000000001"
"59400000","0.6236999999999999"
"59616000","0.626"
"59832000","0.6280999999999999"
"60048000","0.629"
"60264000","0.6376000000000001"
"60480000","0.6242000000000001"
"60696000","0.6187"
"60912000","0.6473"
"61128000","0.6320999999999999"
"61344000","0.6222000000000001"
"61560000","0.6203"
"61776000","0.616"
"61992000","0.6157999999999999"
"62208000","0.6222000000000001"
"62424000","0.6245"
"62640000","0.6265999999999999"
"62856000","0.6303"
"63072000","0.6275"
"63288000","0.6314"
"63504000","0.627"
"63720000","0.6264000000000001"
"63936000","0.6272"
"64152000","0.6387"
"64368000","0.6254"
"64584000","0.6433"
"64800000","0.6417999999999999"
"65016000","0.6386000000000001"
"65232000","0.6209"
"65448000","0.6452"
"65664000","0.6516"
"65880000","0.6401"
"66096000","0.6447999999999999"
"66312000","0.6371"
"66528000","0.6506"
"66744000","0.6471"
"66960000","0.641"
"67176000","0.6307999999999999"
"67392000","0.6366"
"67608000","0.6375"
"67824000","0.6379"
"68040000","0.6246"
"68256000","0.6464"
"68472000","0.6277999999999999"
"68688000","0.6572"
"68904000","0.6399000000000001"
"69120000","0.6440999999999999"
"69336000","0.6473"
"69552000","0.6442"
"69768000","0.6655"
"69984000","0.6603000000000001"
"70200000","0.6577000000000001"
"70416000","0.6686"
"70632000","0.6475"
"70848000","0.646"
"71064000","0.6566000000000001"
"71280000","0.668"
"71496000","0.6788"
"71712000","0.6501"
"71928000","0.6648999999999999"
"72144000","0.6535"
"72360000","0.6537999999999999"
"72576000","0.6352000000000001"
"72792000","0.644"
"73008000","0.6533"
"73224000","0.6602"
"73440000","0.6355"
"73656000","0.6491"
"73872000","0.6359000000000001"
"74088000","0.6498"
"74304000","0.6447999999999999"
"74520000","0.6654000000000001"
"74736000","0.6359"
"74952000","0.6537000000000001"
"75168000","0.6457"
"75384000","0.6387"
"75600000","0.6356"
"75816000","0.6329000000000001"
"76032000","0.6331"
"76248000","0.6586"
"76464000","0.6664"
"76680000","0.6612"
"76896000","0.6381"
"77112000","0.6582"
"77328000","0.6627"
"77544000","0.6583"
"77760000","0.673"
"77976000","0.6535"
"78192000","0.6465"
"78408000","0.6604"
"78624000","0.6762"
"78840000","0.6653"
"79056000","0.6625"
"79272000","0.6586"
"79488000","0.6617000000000001"
"79704000","0.683"
"79920000","0.6913"
"80136000","0.6698999999999999"
"80352000","0.6749"
"80568000","0.6573"
"80784000","0.6676"
"81000000","0.6802"
"81216000","0.7102999999999999"
"81432000","0.6814000000000001"
"81648000","0.6608999999999999"
"81864000","0.6738999999999999"
"82080000","0.6648"
"82296000","0.6602"
"82512000","0.6594"
"82728000","0.6749"
"82944000","0.6802"
"83160000","0.6885"
"83376000","0.7075999999999999"
"83592000","0.7259"
"83808000","0.6989"
"84024000","0.7009000000000001"
"84240000","0.6999"
"84456000","0.6970999999999999"
"84672000","0.6967000000000001"
"84888000","0.7242000000000001"
"85104000","0.7011000000000001"
"85320000","0.6992"
"85536000","0.6916"
"85752000","0.7133999999999999"
"85968000","0.7111"
"86184000","0.7129"
"86400000","0.7099000000000001"
"86616000","0.7142999999999999"
"86832000","0.7067"
"87048000","0.7273999999999999"
"87264000","0.7151000000000001"
"87480000","0.7137"
"87696000","0.7008"
"87912000","0.7005"
"88128000","0.7005"
"88344000","0.6837000000000001"
"88560000","0.6917000000000001"
"88776000","0.7305999999999999"
"88992000","0.7256"
"89208000","0.712"
"89424000","0.7195"
"89640000","0.7111"
"89856000","0.7353"
"90072000","0.7065999999999999"
"90288000","0.7263"
"90504000","0.721"
"90720000","0.7132000000000001"
"90936000","0.7280999999999999"
"91152000","0.729"
"91368000","0.7339000000000001"
"91584000","0.7182999999999999"
"91800000","0.6972"
"92016000","0.7014"
"92232000","0.6956"
"92448000","0.6946"
"92664000","0.7162000000000001"
"92880000","0.7137"
"93096000","0.6926"
"93312000","0.7129"
"93528000","0.7115"
"93744000","0.7292000000000001"
"93960000","0.7188000000000001"
"94176000","0.709"
"94392000","0.7231000000000001"
"94608000","0.7152000000000001"
"94824000","0.7173999999999999"
"95040000","0.7323"
"95256000","0.7424000000000001"
"95472000","0.733"
"95688000","0.7377"
"95904000","0.7361"
"96120000","0.7300999999999999"
"96336000","0.7464"
"96552000","0.7406"
"96768000","0.7495"
"96984000","0.7333"
"97200000","0.7221"
"97416000","0.7299000000000001"
"97632000","0.7412000000000001"
"97848000","0.728"
"98064000","0.7182999999999999"
"98280000","0.7476"
"98496000","0.7457999999999999"
"98712000","0.7296"
"98928000","0.7521"
"99144000","0.7645"
"99360000","0.7235"
"99576000","0.733"
"99792000","0.7483"
"100008000","0.7287"
"100224000","0.7365"
"100440000","0.7561"
"100656000","0.7502"
"100872000","0.7467"
"101088000","0.7454"
"101304000","0.7491"
"101520000","0.7345"
"101736000","0.7475"
"101952000","0.7595999999999999"
"102168000","0.7366"
"102384000","0.7335999999999999"
"102600000","0.7486"
"102816000","0.7445999999999999"
"103032000","0.7501"
"103248000","0.7547999999999999"
"103464000","0.7346"
"103680000","0.7401"
"103896000","0.7484"
"104112000","0.7272000000000001"
"104328000","0.7347"
"104544000","0.7387999999999999"
"104760000","0.7617999999999999"
"104976000","0.7439000000000001"
"105192000","0.7771"
"105408000","0.7475"
"105624000","0.7350999999999999"
"105840000","0.7495"
"106056000","0.7439000000000001"
"106272000","0.7787999999999999"
"106488000","0.7547"
"106704000","0.7597"
"106920000","0.7657999999999999"
"107136000","0.7533"
"107352000","0.7403"
"107568000","0.7532000000000001"
"107784000","0.7457"
"108000000","0.7496"
"108216000","0.7792"
"108432000","0.7765"
"108648000","0.7717"
"108864000","0.7467"
"109080000","0.7735"
"109296000","0.763"
"109512000","0.7559"
"109728000","0.7565"
"109944000","0.7627999999999999"
"110160000","0.7651"
"110376000","0.7813000000000001"
"110592000","0.7704000000000001"
"110808000","0.7648"
"111024000","0.7554000000000001"
"111240000","0.7450999999999999"
"111456000","0.7479000000000001"
"111672000","0.7573"
"111888000","0.7403"
"112104000","0.7587"
"112320000","0.7803999999999999"
"112536000","0.7762"
"112752000","0.7891"
"112968000","0.7778999999999999"
"113184000","0.7871"
"113400000","0.79"
"113616000","0.7778999999999999"
"113832000","0.7767"
"114048000","0.7853"
"114264000","0.7915"
"114480000","0.765"
"114696000","0.7771"
"114912000","0.7694"
"115128000","0.7756000000000001"
"115344000","0.7802"
"115560000","0.7713"
"115776000","0.7817000000000001"
"115992000","0.7787000000000001"
"116208000","0.7805"
"116424000","0.7854"
"116640000","0.7908999999999999"
"116856000","0.7823"
"117072000","0.7935"
"117288000","0.7968000000000001"
"117504000","0.7973"
"117720000","0.7921"
"117936000","0.8066"
"118152000","0.7968999999999999"
"118368000","0.7895"
"118584000","0.7940999999999999"
"118800000","0.8099"
"119016000","0.7940999999999999"
"119232000","0.79"
"119448000","0.7649000000000001"
"119664000","0.7697"
"119880000","0.7793000000000001"
"120096000","0.7805"
"120312000","0.7722"
"120528000","0.7835"
"120744000","0.7846000000000001"
"120960000","0.7913"
"121176000","0.7778999999999999"
"121392000","0.7853"
"121608000","0.7853"
"121824000","0.763"
"122040000","0.7725"
"122256000","0.8002"
"122472000","0.7973"
"122688000","0.7817000000000001"
"122904000","0.7824"
"123120000","0.7748999999999999"
"123336000","0.7851"
"123552000","0.774"
"123768000","0.785"
"123984000","0.7903"
"124200000","0.795"
"124416000","0.7995999999999999"
"124632000","0.7793"
"124848000","0.7908999999999999"
"125064000","0.7918"
"125280000","0.8047000000000001"
"125496000","0.802"
"125712000","0.8015"
"125928000","0.806"
"126144000","0.8157000000000001"
"126360000","0.8096"
"126576000","0.8127000000000001"
"126792000","0.811"
"127008000","0.809"
"127224000","0.8201"
"127440000","0.7932"
"127656000","0.7981"
"127872000","0.7826000000000001"
"128088000","0.7953"
"128304000","0.7969"
"128520000","0.793"
"128736000","0.8072"
"128952000","0.7992"
"129168000","0.8066"
"129384000","0.8107"
"129600000","0.8019000000000001"
"129816000","0.8148"
"130032000","0.8151"
"130248000","0.8041"
"130464000","0.802"
"130680000","0.801"
"130896000","0.8036"
"131112000","0.8089"
"131328000","0.8062"
"131544000","0.832"
"131760000","0.8093"
"131976000","0.8056"
"132192000","0.8224"
"132408000","0.8037000000000001"
"132624000","0.813"
"132840000","0.8329000000000001"
"133056000","0.8219"
"133272000","0.8305"
"133488000","0.8371"
"133704000","0.8284"
"133920000","0.8255"
"134136000","0.8202999999999999"
"134352000","0.813"
"134568000","0.8098"
"134784000","0.8015999999999999"
"135000000","0.8042999999999999"
"135216000","0.7904000000000001"
"135432000","0.7915"
"135648000","0.8029000000000001"
"135864000","0.8179"
"136080000","0.8192"
"136296000","0.806"
"136512000","0.8102999999999999"
"136728000","0.8146"
"136944000","0.823"
"137160000","0.8204000000000001"
"137376000","0.8098"
"137592000","0.8197000000000001"
"137808000","0.8322999999999999"
"138024000","0.8227"
"138240000","0.8215"
"138456000","0.819"
"138672000","0.8045"
"138888000","0.7993000000000001"
"139104000","0.8031999999999999"
"139320000","0.8142999999999999"
"139536000","0.8284"
"139752000","0.8372"
"139968000","0.8312999999999999"
"140184000","0.8329"
"140400000","0.8422999999999999"
"140616000","0.8342999999999999"
"140832000","0.8351"
"141048000","0.8371999999999999"
"141264000","0.8219"
"141480000","0.8425999999999999"
"141696000","0.8197000000000001"
"141912000","0.8332999999999999"
"142128000","0.8282999999999999"
"142344000","0.8239000000000001"
"142560000","0.82"
"142776000","0.8315"
"142992000","0.8281000000000001"
"143208000","0.8227000000000001"
"143424000","0.8465"
"143640000","0.8409"
"143856000","0.8331000000000001"
"144072000","0.8196"
"144288000","0.8162999999999999"
"144504000","0.8333"
"144720000","0.8196"
"144936000","0.829"
"145152000","0.828"
"145368000","0.8366999999999999"
"145584000","0.8261000000000001"
"145800000","0.8398999999999999"
"146016000","0.8274"
"146232000","0.8395"
"146448000","0.819"
"146664000","0.8069000000000001"
"146880000","0.8222999999999999"
"147096000","0.815"
"147312000","0.807"
"147528000","0.8164000000000001"
"147744000","0.8215999999999999"
"147960000","0.8239"
"148176000","0.8493999999999999"
"148392000","0.8426999999999999"
"148608000","0.8274"
"148824000","0.8292"
"149040000","0.8455"
"149256000","0.8364000000000001"
"149472000","0.8306"
"149688000","0.8472000000000001"
"149904000","0.8302"
"150120000","0.8385"
"150336000","0.8438"
"150552000","0.8439"
"150768000","0.8398"
"150984000","0.8491000000000001"
"151200000","0.8528"
"151380000","0.8305"
"151560000","0.8461000000000001"
"151740000","0.8509000000000001"
"151920000","0.8555"
"152100000","0.8478"
"152280000","0.8298"
"152460000","0.8423999999999999"
"152640000","0.8403999999999999"
"152820000","0.8425999999999999"
"153000000","0.8394000000000001"
"153180000","0.826"
"153360000","0.8402000000000001"
"153540000","0.8500999999999999"
"153720000","0.8459000000000001"
"153900000","0.8412000000000001"
"154080000","0.8501000000000001"
"154260000","0.8478"
"154440000","0.836"
"154620000","0.8412000000000001"
"154800000","0.8302999999999999"
"154980000","0.8281"
"155160000","0.8465"
"155340000","0.8368"
"155520000","0.8281000000000001"
"155700000","0.8367"
"155880000","0.8394000000000001"
"156060000","0.8468000000000001"
"156240000","0.842"
"156420000","0.8449000000000001"
"156600000","0.8492999999999999"
"156780000","0.8379000000000001"
"156960000","0.8332"
"157140000","0.8225999999999999"
"157320000","0.8469"
"157500000","0.8546"
"157680000","0.8327"
"157860000","0.831"
"158040000","0.8238"
"158220000","0.8365999999999999"
"158400000","0.8092"
"158580000","0.8265999999999999"
"158760000","0.8253"
"158940000","0.8425"
"159120000","0.8445"
"159300000","0.8482999999999999"
"159480000","0.8640999999999999"
"159660000","0.8446"
"159840000","0.8375"
"160020000","0.8457"
"160200000","0.8432000000000001"
"160380000","0.8369000000000001"
"160560000","0.8332999999999999"
"160740000","0.8289000000000001"
"160920000","0.8508"
"161100000","0.8349"
"161280000","0.8415"
"161460000","0.8481000000000001"
"161640000","0.849"
"161820000","0.8640999999999999"
"162000000","0.846"
"162180000","0.848"
"162360000","0.8654"
"162540000","0.8482000000000001"
"162720000","0.8673"
"162900000","0.8617"
"163080000","0.8347"
"163260000","0.8345"
"163440000","0.8322999999999999"
"163620000","0.8387"
"163800000","0.8278"
"163980000","0.8329000000000001"
"164160000","0.8463999999999999"
"164340000","0.8461000000000001"
"164520000","0.8487"
"164700000","0.8459"
"164880000","0.8469"
"165060000","0.8508000000000001"
"165240000","0.8469"
"165420000","0.8364000000000001"
"165600000","0.8452999999999999"
"165780000","0.8485999999999999"
"165960000","0.8497"
"166140000","0.8543"
"166320000","0.8461"
"166500000","0.8515999999999999"
"166680000","0.8523999999999999"
"166860000","0.8432999999999999"
"167040000","0.8368"
"167220000","0.8317"
"167400000","0.844"
"167580000","0.8359000000000001"
"167760000","0.8508"
"167940000","0.837"
"168120000","0.8462000000000001"
"168300000","0.8553"
"168480000","0.8374000000000001"
"168660000","0.841"
"168840000","0.8329"
"169020000","0.8383999999999998"
"169200000","0.8528"
"169380000","0.8407"
"169560000","0.8398"
"169740000","0.8365"
"169920000","0.8486"
"170100000","0.8489000000000001"
"170280000","0.8498"
"170460000","0.8388"
"170640000","0.8352"
"170820000","0.8153"
"171000000","0.8042"
"171180000","0.8157000000000001"
"171360000","0.8442000000000001"
"171540000","0.8247000000000001"
"171720000","0.8422999999999999"
"171900000","0.8525"
"172080000","0.8515999999999999"
"172260000","0.8566"
"172440000","0.8458"
"172620000","0.8690999999999999"
"172800000","0.8455999999999999"
"172980000","0.8432999999999999"
"173160000","0.8469000000000001"
"173340000","0.8612000000000001"
"173520000","0.8489"
"173700000","0.8417"
"173880000","0.8469"
"174060000","0.841"
"174240000","0.8712000000000001"
"174420000","0.8575"
"174600000","0.8635"
"174780000","0.8627999999999999"
"174960000","0.8432000000000001"
"175140000","0.8566"
"175320000","0.8580999999999999"
"175500000","0.8648"
"175680000","0.8577"
"175860000","0.8612000000000001"
"176040000","0.8713"
"176220000","0.8575"
"176400000","0.8582000000000001"
"176580000","0.8665999999999999"
"176760000","0.8564"
