"Step","ours_warmup6iter_seed3 - 8cover_rate","ours_warmup6iter_seed2 - 8cover_rate","ours_warmup6iter_seed1 - 8cover_rate"
"37485000","0.9633","0.99075","0.977"
"37590000","0.9621","0.98675","0.9791"
"37695000","0.96815","0.98745","0.9872"
"37800000","0.9634","0.98795","0.9776"
"37905000","0.96405","0.9889","0.9737"
"38010000","0.96185","0.99005","0.97365"
"38115000","0.9583","0.99185","0.9748"
"38220000","0.96315","0.98795","0.97535"
"38325000","0.9544","0.98795","0.975"
"38430000","0.9664","0.9878","0.9784"
"38535000","0.95775","0.9898","0.97685"
"38640000","0.95945","0.98605","0.98075"
"38745000","0.9639","0.9858","0.9819"
"38850000","0.96155","0.98475","0.9797"
"38955000","0.96485","0.9862","0.98025"
"39058530","undefined","undefined","0.9742"
"39060000","0.95855","0.97935","undefined"
"39163110","undefined","undefined","0.9762"
"39165000","0.95665","0.9878","undefined"
"39266640","undefined","undefined","0.97405"
"39270000","0.9615","0.9868","undefined"
"39368910","undefined","undefined","0.97545"
"39375000","0.9543","0.9885","undefined"
"39473910","undefined","undefined","0.97165"
"39480000","0.95815","0.98835","undefined"
"39578490","undefined","undefined","0.9777"
"39585000","0.964","0.98665","undefined"
"39680760","undefined","undefined","0.97465"
"39690000","0.9593","0.98525","undefined"
"39785760","undefined","undefined","0.9783"
"39795000","0.96005","0.98525","undefined"
"39890550","undefined","undefined","0.97835"
"39900000","0.95985","0.9866","undefined"
