"Step","amigo_map66_teacherhorizon20_seed2 - eval_episode_reward"
"35000","-0.0272000003606081"
"70000","-0.041200000792741776"
"105000","-0.01679999940097332"
"140000","-0.006800000090152025"
"175000","-0.004800000227987766"
"210000","-0.006400000303983688"
"245000","-0.03440000116825104"
"280000","-0.041200000792741776"
"315000","-0.1096000075340271"
"350000","-0.09360000491142272"
"385000","-0.09160000830888748"
"420000","-0.05420000106096268"
"455000","-0.035599999129772186"
"490000","-0.031200001016259193"
"525000","-0.025200000032782555"
"560000","-0.01360000018030405"
"595000","-0.026400001719594"
"630000","-0.020400000736117363"
"665000","-0.020800000056624413"
"700000","-0.01720000058412552"
"735000","-0.009600000455975533"
"770000","-0.007199999876320362"
"805000","-0.009600000455975533"
"840000","-0.006800000090152025"
"875000","-0.003200000151991844"
"910000","-0.004800000227987766"
"945000","-0.006400000303983688"
"980000","-0.004000000189989805"
"1015000","-0.003200000151991844"
"1050000","-0.0020000000949949026"
"1085000","-0.0036000001709908247"
"1120000","-0.005600000265985727"
"1155000","-0.0020000000949949026"
"1190000","-0.002400000113993883"
"1225000","-0.0012000000569969416"
"1260000","-0.000800000037997961"
"1295000","-0.00279999990016222"
"1330000","-0.001600000075995922"
"1365000","-0.0020000000949949026"
"1400000","-0.0004000000189989805"
"1435000","-0.0012000000569969416"
"1470000","-0.0028000001329928637"
"1505000","-0.0020000000949949026"
"1540000","-0.0020000000949949026"
"1575000","-0.002400000113993883"
"1610000","-0.004000000189989805"
"1645000","-0.001600000075995922"
"1680000","-0.001600000075995922"
"1715000","0"
"1750000","-0.0036000001709908247"
"1785000","-0.0028000001329928637"
"1820000","-0.0012000000569969416"
"1855000","-0.004800000227987766"
"1890000","-0.002400000113993883"
"1925000","-0.0036000001709908247"
"1960000","-0.0028000001329928637"
"1995000","-0.004399999976158142"
"2030000","-0.002400000113993883"
"2065000","-0.004399999976158142"
"2100000","0"
"2135000","-0.001600000075995922"
"2170000","-0.0012000000569969416"
"2205000","-0.0028000001329928637"
"2240000","-0.0004000000189989805"
"2275000","-0.0004000000189989805"
"2310000","-0.0012000000569969416"
"2345000","-0.000800000037997961"
"2380000","-0.0020000000949949026"
"2415000","-0.0036000001709908247"
"2450000","-0.0004000000189989805"
"2485000","-0.0012000000569969416"
"2520000","-0.001600000075995922"
"2555000","-0.000800000037997961"
"2590000","-0.000800000037997961"
"2625000","-0.004399999976158142"
"2660000","-0.000800000037997961"
"2695000","-0.0012000000569969416"
"2730000","-0.003200000151991844"
"2765000","-0.003599999938160181"
"2800000","-0.004000000189989805"
"2835000","0"
"2870000","-0.0012000000569969416"
"2905000","-0.003200000151991844"
"2940000","-0.0028000001329928637"
"2975000","-0.003200000384822488"
"3010000","-0.00279999990016222"
"3045000","-0.0020000000949949026"
"3080000","-0.0004000000189989805"
"3115000","-0.0012000000569969416"
"3150000","-0.000800000037997961"
"3185000","-0.0004000000189989805"
"3220000","-0.001600000075995922"
"3255000","-0.0004000000189989805"
"3290000","-0.003200000151991844"
"3325000","-0.0020000000949949026"
"3360000","-0.0020000000949949026"
"3395000","-0.001600000075995922"
"3430000","-0.000800000037997961"
"3465000","-0.0012000000569969416"
"3500000","-0.001600000075995922"
"3535000","-0.0012000000569969416"
"3570000","-0.001600000075995922"
"3605000","-0.000800000037997961"
"3640000","0"
"3675000","-0.001600000075995922"
"3710000","-0.001600000075995922"
"3745000","-0.0012000000569969416"
