"Step","diversified_sp3_leftup_rightdown_seed4 - cover_rate_5step"
"20365170","0.2486"
"20470170","0.2344"
"20575170","0.23739999999999997"
"20680170","0.2343"
"20785170","0.2229"
"20890170","0.2267"
"20995170","0.2236"
"21100170","0.2154"
"21205170","0.2167"
"21310170","0.2181"
"21415170","0.2343"
"21520170","0.2422"
"21625170","0.2435"
"21730170","0.2262"
"21835170","0.2435"
"21940170","0.25839999999999996"
"22045170","0.2452"
"22150170","0.2392"
"22255170","0.2266"
"22360170","0.2511"
"22465170","0.2608"
"22570170","0.26780000000000004"
"22675170","0.2503"
"22780170","0.26180000000000003"
"22885170","0.25739999999999996"
"22990170","0.2552"
"23095170","0.2403"
"23200170","0.23890000000000003"
"23305170","0.2456"
"23410170","0.26689999999999997"
"23515170","0.2459"
"23620170","0.2444"
"23725170","0.2658"
"23830170","0.2587"
"23935170","0.2626"
"24040170","0.2373"
"24145170","0.26289999999999997"
"24250170","0.2322"
"24355170","0.2541"
"24460170","0.2465"
"24565170","0.2431"
"24670170","0.2499"
"24775170","0.2416"
"24880170","0.2492"
"24985170","0.2546"
"25090170","0.2423"
"25195170","0.2552"
"25300170","0.2427"
"25405170","0.2496"
"25510170","0.2466"
"25615170","0.2527"
"25720170","0.263"
"25825170","0.2537"
"25930170","0.2485"
"26035170","0.26439999999999997"
"26140170","0.251"
"26245170","0.2501"
"26350170","0.2511"
"26455170","0.2421"
"26560170","0.2432"
"26665170","0.2438"
"26770170","0.2545"
"26875170","0.2713"
"26980170","0.2435"
"27085170","0.2314"
"27190170","0.2388"
"27295170","0.2464"
"27400170","0.24570000000000003"
"27505170","0.2413"
"27610170","0.2457"
"27715170","0.2387"
"27820170","0.233"
"27925170","0.2417"
"28030170","0.25429999999999997"
"28135170","0.2457"
"28240170","0.24120000000000005"
"28345170","0.2645"
"28450170","0.26580000000000004"
"28555170","0.25210000000000005"
"28660170","0.2625"
"28765170","0.23439999999999997"
"28870170","0.2587"
"28975170","0.2648"
"29080170","0.26539999999999997"
"29185170","0.24949999999999997"
"29290170","0.2323"
"29395170","0.25889999999999996"
"29500170","0.2717"
"29605170","0.2694"
"29710170","0.25279999999999997"
"29815170","0.26570000000000005"
"29920170","0.2433"
"30025170","0.2425"
"30130170","0.253"
"30235170","0.2458"
"30340170","0.2496"
"30445170","0.2453"
"30550170","0.23639999999999997"
"30655170","0.2403"
"30760170","0.2447"
"30865170","0.2532"
"30970170","0.2581"
"31075170","0.25170000000000003"
"31180170","0.2655"
"31285170","0.26220000000000004"
"31390170","0.2682"
"31495170","0.2524"
"31600170","0.2801"
"31705170","0.26189999999999997"
"31810170","0.2543"
"31915170","0.2517"
"32020170","0.242"
"32125170","0.26929999999999993"
"32230170","0.2486"
"32335170","0.26330000000000003"
"32440170","0.27259999999999995"
"32545170","0.22910000000000005"
"32650170","0.2488"
"32755170","0.2405"
"32860170","0.258"
"32965170","0.2677999999999999"
"33070170","0.2694"
"33175170","0.2891"
"33280170","0.26009999999999994"
"33385170","0.25639999999999996"
"33490170","0.2574"
"33595170","0.27829999999999994"
"33700170","0.269"
"33805170","0.2841"
"33910170","0.2726"
"34015170","0.2913"
"34120170","0.27629999999999993"
"34225170","0.277"
"34330170","0.2793"
"34435170","0.28379999999999994"
"34540170","0.265"
"34645170","0.2735"
"34750170","0.2838"
"34855170","0.2875"
"34960170","0.2656"
"35065170","0.2774"
"35170170","0.2587"
"35275170","0.2904"
"35380170","0.2872"
"35485170","0.27240000000000003"
"35590170","0.2925"
"35695170","0.28"
"35800170","0.29279999999999995"
"35905170","0.2788"
"36010170","0.26979999999999993"
"36115170","0.2975"
"36220170","0.2915"
"36325170","0.3004"
"36430170","0.2835"
"36535170","0.2782"
"36640170","0.29729999999999995"
"36745170","0.30060000000000003"
"36850170","0.2813"
"36955170","0.2923"
"37060170","0.277"
"37165170","0.261"
"37270170","0.2774"
"37375170","0.2863"
"37480170","0.2965"
"37585170","0.283"
"37690170","0.29729999999999995"
"37795170","0.2847"
"37900170","0.30110000000000003"
"38005170","0.31210000000000004"
"38110170","0.321"
"38215170","0.3194"
"38320170","0.32439999999999997"
"38425170","0.3192"
"38530170","0.31829999999999997"
"38635170","0.31860000000000005"
"38740170","0.30639999999999995"
"38845170","0.33679999999999993"
"38950170","0.3225"
"39055170","0.3297"
"39160170","0.3339"
"39265170","0.3392"
"39370170","0.33259999999999995"
"39475170","0.35059999999999997"
"39580170","0.34859999999999997"
"39685170","0.3575"
"39790170","0.3427"
"39895170","0.3511"
"40000170","0.3496"
"40105170","0.3575"
"40210170","0.35470000000000007"
"40315170","0.3658"
"40420170","0.374"
"40525170","0.3948"
"40630170","0.3449"
"40735170","0.3693999999999999"
"40840170","0.3648"
"40945170","0.3738"
"41050170","0.3786000000000001"
"41155170","0.3993"
"41260170","0.3964"
"41365170","0.3914"
"41470170","0.3931"
"41575170","0.3987"
"41680170","0.3667"
"41785170","0.385"
"41890170","0.3751"
"41995170","0.3851"
"42100170","0.40320000000000006"
"42205170","0.3869"
"42310170","0.3696"
"42415170","0.3896"
"42520170","0.4071"
"42625170","0.4144"
"42730170","0.4045"
"42835170","0.4231"
"42940170","0.4179000000000001"
"43045170","0.4193"
"43150170","0.4414"
"43255170","0.4201"
"43360170","0.4352"
"43465170","0.4155"
"43570170","0.4281"
"43675170","0.4405"
"43780170","0.4668"
"43885170","0.4348"
"43990170","0.4229"
"44095170","0.4373"
"44200170","0.426"
"44305170","0.4246"
"44410170","0.435"
"44515170","0.4418"
"44620170","0.4338"
"44725170","0.4245"
"44830170","0.4302"
"44935170","0.4487"
"45040170","0.436"
"45145170","0.4425"
"45250170","0.4646"
"45355170","0.4921"
"45460170","0.4528"
"45565170","0.4598"
"45670170","0.4665"
"45775170","0.4886"
"45880170","0.4964"
"45985170","0.5045"
"46090170","0.5203"
"46195170","0.5054"
"46300170","0.4953000000000001"
"46405170","0.5156000000000001"
"46510170","0.4912"
"46615170","0.5196000000000001"
"46720170","0.5266"
"46825170","0.51"
"46930170","0.5179000000000001"
"47035170","0.5337999999999999"
"47140170","0.5275"
"47245170","0.5274"
"47350170","0.5156000000000001"
"47455170","0.5252"
"47560170","0.5252"
"47665170","0.5344000000000001"
"47770170","0.5232"
"47875170","0.49950000000000006"
"47980170","0.4975"
"48085170","0.546"
"48190170","0.5446"
"48295170","0.5384000000000001"
"48400170","0.5386"
"48505170","0.5583"
"48610170","0.5712"
"48715170","0.5468"
"48820170","0.536"
"48925170","0.568"
"49030170","0.57"
"49135170","0.569"
"49240170","0.5605"
"49345170","0.5837"
"49450170","0.5752999999999999"
"49555170","0.579"
"49660170","0.589"
"49765170","0.6033"
"49870170","0.5955"
"49975170","0.5771"
"50080170","0.5865999999999999"
"50185170","0.584"
"50290170","0.5875999999999999"
"50395170","0.5924"
"50500170","0.605"
"50605170","0.5959000000000001"
"50710170","0.5901000000000001"
"50815170","0.5794"
"50920170","0.5907"
"51025170","0.6031"
"51130170","0.5982000000000001"
"51235170","0.591"
"51340170","0.5997"
"51445170","0.6023000000000001"
"51550170","0.608"
"51655170","0.6059"
"51760170","0.6086"
"51865170","0.6142000000000001"
"51970170","0.5899"
"52075170","0.5878"
"52180170","0.6013"
"52285170","0.5852"
"52390170","0.6249"
"52495170","0.5962000000000001"
"52600170","0.6065"
"52705170","0.62"
"52810170","0.6055"
"52915170","0.6113"
"53020170","0.6353"
"53125170","0.6081"
"53230170","0.6225"
"53335170","0.6197999999999999"
"53440170","0.616"
"53545170","0.6038"
"53650170","0.6103"
"53755170","0.6001000000000002"
"53860170","0.6255999999999999"
"53965170","0.6207"
"54070170","0.632"
"54175170","0.6383000000000001"
"54280170","0.6175"
"54385170","0.625"
"54490170","0.6281"
"54595170","0.6577"
"54700170","0.6153"
"54805170","0.6607999999999999"
"54910170","0.6498999999999999"
"55015170","0.6492"
"55120170","0.6575"
"55225170","0.6592"
"55330170","0.6359"
"55435170","0.6662"
"55540170","0.659"
"55645170","0.6687000000000001"
"55750170","0.6815"
"55855170","0.6517999999999999"
"55960170","0.6516000000000001"
"56065170","0.6462"
"56170170","0.6713"
"56275170","0.6685999999999999"
"56380170","0.6708"
"56485170","0.6545"
"56590170","0.6516"
"56695170","0.6708999999999999"
"56800170","0.6372000000000001"
"56905170","0.6674000000000001"
"57010170","0.6574"
"57115170","0.6658"
"57220170","0.6968"
"57325170","0.6597999999999999"
"57430170","0.6617999999999999"
"57535170","0.679"
"57640170","0.6577999999999999"
"57745170","0.6449"
"57850170","0.6637000000000001"
"57955170","0.6883"
"58060170","0.6755"
"58165170","0.6841999999999999"
"58270170","0.6749"
"58375170","0.6577000000000001"
"58480170","0.6739"
"58585170","0.6577999999999999"
"58690170","0.659"
"58795170","0.6702"
"58900170","0.6728"
"59005170","0.6788"
"59110170","0.6557999999999999"
"59215170","0.6586"
"59320170","0.6738999999999999"
"59425170","0.6792"
"59530170","0.6552"
"59635170","0.682"
"59740170","0.6605"
"59845170","0.6623"
"59950170","0.6617000000000001"
"60055170","0.6595"
"60160170","0.6865999999999999"
"60265170","0.6765999999999999"
"60370170","0.6691"
"60475170","0.6535"
"60580170","0.6894000000000001"
"60685170","0.6987000000000001"
"60790170","0.667"
"60895170","0.6884000000000001"
"61000170","0.6958"
"61105170","0.6922999999999999"
"61210170","0.7001000000000001"
"61315170","0.6759"
"61420170","0.7102"
"61525170","0.6802"
"61630170","0.6888"
"61735170","0.6946"
"61840170","0.6877000000000001"
"61945170","0.6912999999999999"
"62050170","0.6847000000000001"
"62155170","0.6695"
"62260170","0.6963999999999999"
"62365170","0.6888"
"62470170","0.6820999999999999"
"62575170","0.6748"
"62680170","0.6789"
"62785170","0.6687000000000001"
"62890170","0.6844000000000001"
"62995170","0.7002999999999999"
"63100170","0.6876"
"63205170","0.6972999999999999"
"63310170","0.6938999999999999"
"63415170","0.6941"
"63520170","0.6932999999999999"
"63625170","0.7025"
"63730170","0.6974000000000001"
"63835170","0.6882999999999999"
"63940170","0.729"
"64045170","0.7108"
"64150170","0.6938999999999999"
"64255170","0.7163999999999999"
"64360170","0.6997000000000001"
"64465170","0.7011999999999999"
"64570170","0.714"
"64675170","0.699"
"64780170","0.6939"
"64885170","0.7013999999999999"
"64990170","0.6783"
"65095170","0.7028"
"65200170","0.6937000000000001"
"65305170","0.7002"
"65410170","0.6985"
"65515170","0.7253"
"65620170","0.7244"
"65725170","0.6955999999999999"
"65830170","0.7068"
"65935170","0.7422"
"66040170","0.7296"
"66145170","0.7307"
"66250170","0.7162000000000001"
"66355170","0.7071000000000001"
"66460170","0.6962999999999999"
"66565170","0.7212000000000001"
"66670170","0.6921"
"66775170","0.7232999999999999"
"66880170","0.7018"
"66985170","0.7009"
"67090170","0.7095"
"67195170","0.7005"
"67300170","0.6832"
"67405170","0.7177"
"67510170","0.7266"
"67615170","0.6684000000000001"
"67720170","0.6964"
"67825170","0.6997000000000001"
"67930170","0.7191"
"68035170","0.7042999999999999"
"68140170","0.6934000000000001"
"68245170","0.7211000000000001"
"68350170","0.7179000000000001"
"68455170","0.7191"
"68560170","0.7258"
"68665170","0.7405999999999999"
"68770170","0.711"
"68875170","0.7272000000000001"
"68980170","0.7377"
"69085170","0.7417999999999999"
"69190170","0.7233999999999999"
"69295170","0.7282000000000001"
"69400170","0.7313999999999999"
"69505170","0.7358"
"69610170","0.7299000000000001"
"69715170","0.7136000000000001"
"69820170","0.7358"
"69925170","0.7377"
"70030170","0.7417999999999999"
"70135170","0.7413"
"70240170","0.7367"
"70345170","0.7395"
"70450170","0.7325999999999999"
"70555170","0.7415999999999999"
"70660170","0.7315999999999999"
"70765170","0.7417"
"70870170","0.7104"
"70975170","0.7326"
"71080170","0.724"
"71185170","0.7402000000000001"
"71290170","0.7359"
"71395170","0.7285"
"71500170","0.7402000000000001"
"71605170","0.7431"
"71710170","0.7265"
"71815170","0.7384"
"71920170","0.7500999999999999"
"72025170","0.7353000000000001"
"72130170","0.7393"
"72235170","0.7497"
"72340170","0.76"
"72445170","0.764"
"72550170","0.7365999999999999"
"72655170","0.733"
"72760170","0.7363000000000001"
"72865170","0.744"
"72970170","0.7496"
"73075170","0.7353999999999999"
"73180170","0.7417"
"73285170","0.7405"
"73390170","0.7363999999999999"
"73495170","0.7245"
"73600170","0.7416"
"73705170","0.7283999999999998"
"73810170","0.7161000000000001"
"73915170","0.727"
"74020170","0.7373000000000001"
"74125170","0.7341"
"74230170","0.7506"
"74335170","0.7466"
"74440170","0.7624"
"74545170","0.7211000000000001"
"74650170","0.7377999999999999"
"74755170","0.738"
"74860170","0.7357"
"74965170","0.747"
"75070170","0.7552"
"75175170","0.7649"
"75280170","0.7594"
"75385170","0.7657"
"75490170","0.7707999999999999"
"75595170","0.7666000000000001"
"75700170","0.7647999999999999"
"75805170","0.756"
"75910170","0.7651"
"76015170","0.7625"
"76120170","0.7702"
"76225170","0.7716999999999999"
"76330170","0.7815"
"76435170","0.7437"
"76540170","0.7592000000000001"
"76645170","0.7445999999999999"
"76750170","0.7822"
"76855170","0.7583"
"76960170","0.7659"
"77065170","0.7545"
"77170170","0.7565999999999999"
"77275170","0.7752"
"77380170","0.7913"
"77485170","0.7793"
"77590170","0.766"
"77695170","0.4926"
"77800170","0.539"
"77905170","0.5542"
"78010170","0.5732"
"78115170","0.6045"
"78220170","0.6231"
"78325170","0.6403"
"78430170","0.6412"
"78535170","0.6519000000000001"
"78640170","0.659"
"78745170","0.6444000000000001"
"78850170","0.6588999999999999"
"78955170","0.6504000000000001"
"79060170","0.674"
"79165170","0.6664"
"79270170","0.6928"
"79375170","0.6814"
"79480170","0.7135"
"79585170","0.6836"
"79690170","0.7005"
"79795170","0.7017"
"79900170","0.7319000000000001"
"80005170","0.7435"
"80110170","0.7333"
"80215170","0.7435"
"80320170","0.7332000000000001"
"80425170","0.7464"
"80530170","0.7297"
"80635170","0.7417999999999999"
"80740170","0.7632000000000001"
"80845170","0.7317"
"80950170","0.743"
"81055170","0.7487"
"81160170","0.7366"
"81265170","0.7492000000000001"
"81370170","0.7484"
"81475170","0.7371"
"81580170","0.7643"
"81685170","0.7397"
"81790170","0.7577"
"81895170","0.7343"
"82000170","0.7675"
"82105170","0.7527999999999999"
"82210170","0.7669"
"82315170","0.7466"
"82420170","0.7631"
"82525170","0.7586999999999999"
"82630170","0.7723"
"82735170","0.7557"
"82840170","0.7533"
"82945170","0.7612000000000001"
"83050170","0.7527999999999999"
"83155170","0.7727"
"83260170","0.7439"
"83365170","0.7599"
"83470170","0.7563"
"83575170","0.7553"
"83680170","0.7807000000000001"
"83785170","0.7743"
"83890170","0.7394"
"83995170","0.7674000000000001"
"84100170","0.7516999999999999"
"84205170","0.7572000000000001"
"84310170","0.7417"
"84415170","0.7509"
"84520170","0.7419000000000001"
"84625170","0.7437999999999999"
"84730170","0.7515"
"84835170","0.7634999999999998"
"84940170","0.7675"
"85045170","0.756"
"85150170","0.7635"
"85255170","0.7694"
"85360170","0.7748999999999999"
"85465170","0.7646000000000001"
"85570170","0.7547999999999999"
"85675170","0.7854"
"85780170","0.766"
"85885170","0.7726000000000002"
"85990170","0.7529"
"86095170","0.7515999999999999"
"86200170","0.7755"
"86305170","0.7743"
"86410170","0.7835"
"86515170","0.7679"
"86620170","0.767"
"86725170","0.7818999999999999"
"86830170","0.759"
"86935170","0.7507999999999999"
"87040170","0.7622000000000001"
"87145170","0.7739"
"87250170","0.7677"
"87355170","0.7422"
"87460170","0.768"
"87565170","0.7473"
"87670170","0.7609"
"87775170","0.7711"
"87880170","0.7443"
"87985170","0.7497"
"88090170","0.7427"
"88195170","0.7623000000000001"
"88300170","0.7740999999999999"
"88405170","0.7509000000000001"
"88510170","0.7531"
"88615170","0.7703"
"88720170","0.7642"
"88825170","0.7787999999999999"
"88930170","0.7896"
"89035170","0.7826000000000001"
"89140170","0.7963"
"89245170","0.784"
"89350170","0.7810999999999999"
"89455170","0.7906"
"89560170","0.7996"
"89665170","0.788"
"89770170","0.7795"
"89875170","0.7885"
"89980170","0.7914000000000001"
"90085170","0.8155999999999999"
"90190170","0.7933"
"90295170","0.7751"
"90400170","0.7864"
"90505170","0.8050999999999999"
"90610170","0.7654000000000001"
"90715170","0.7928"
"90820170","0.7898999999999999"
"90925170","0.7898"
"91030170","0.7852"
"91135170","0.7982"
"91240170","0.7823"
"91345170","0.7876000000000001"
"91450170","0.7948"
"91555170","0.8079"
"91660170","0.8128000000000001"
"91765170","0.7809"
"91870170","0.7903"
"91975170","0.7895"
"92080170","0.8062"
"92185170","0.8122"
"92290170","0.7998999999999999"
"92395170","0.8091999999999999"
"92500170","0.8036"
"92605170","0.8001999999999999"
"92710170","0.8004000000000001"
"92815170","0.8112999999999999"
"92920170","0.801"
"93025170","0.8157000000000001"
"93130170","0.8098000000000001"
"93235170","0.8100999999999999"
"93340170","0.7778999999999999"
"93445170","0.8078"
"93550170","0.793"
"93655170","0.7938"
"93760170","0.8242"
"93865170","0.8185"
"93970170","0.8248"
"94075170","0.8100999999999999"
"94180170","0.8182999999999999"
"94285170","0.8078"
"94390170","0.8126"
"94495170","0.8038"
"94600170","0.8118"
"94705170","0.819"
"94810170","0.8235"
"94915170","0.8155999999999999"
"95020170","0.8282"
"95125170","0.8217000000000001"
"95230170","0.8076"
"95335170","0.8075999999999999"
"95440170","0.8254"
"95545170","0.8152"
"95650170","0.8087000000000001"
"95755170","0.8244000000000001"
"95860170","0.8172"
"95965170","0.8101"
"96070170","0.8355999999999999"
"96175170","0.8132"
"96280170","0.7924000000000001"
"96385170","0.8115"
"96490170","0.8156"
"96595170","0.8325999999999999"
"96700170","0.8121"
"96805170","0.8348"
"96910170","0.8225"
"97015170","0.8282"
"97120170","0.8145"
"97225170","0.8284000000000001"
"97330170","0.8195999999999999"
"97435170","0.8331"
"97540170","0.8075999999999999"
"97645170","0.8292999999999999"
"97750170","0.8222999999999999"
"97855170","0.8135999999999999"
"97960170","0.8215"
"98065170","0.8152999999999999"
"98170170","0.817"
"98275170","0.8362999999999999"
"98380170","0.8332"
"98485170","0.848"
"98590170","0.8262"
"98695170","0.8364"
"98800170","0.8448"
"98905170","0.8160999999999999"
"99010170","0.813"
"99115170","0.8284000000000001"
"99220170","0.8312999999999999"
"99325170","0.8039"
"99430170","0.8074"
"99535170","0.8161"
"99640170","0.826"
"99745170","0.8201"
"99850170","0.8044000000000001"
"99955170","0.8282999999999999"
"100060170","0.8154000000000001"
"100165170","0.828"
"100270170","0.8383999999999999"
"100375170","0.8428"
"100480170","0.827"
"100585170","0.8091"
"100690170","0.8351999999999999"
"100795170","0.8278"
"100900170","0.8132999999999999"
"101005170","0.8344000000000001"
"101110170","0.8463999999999999"
"101215170","0.8139"
"101320170","0.813"
"101425170","0.8315"
"101530170","0.8215"
"101635170","0.8317"
"101740170","0.834"
"101845170","0.8361"
"101950170","0.8197000000000001"
"102055170","0.8408"
"102160170","0.8179"
"102265170","0.8084"
"102370170","0.8322"
"102475170","0.8222999999999999"
"102580170","0.8416"
"102685170","0.8184"
"102790170","0.8428"
"102895170","0.8281000000000001"
"103000170","0.8215"
"103105170","0.8186"
"103210170","0.8336999999999999"
"103315170","0.8362999999999999"
"103420170","0.8327"
"103525170","0.8311"
"103630170","0.8402999999999999"
"103735170","0.8336000000000001"
"103840170","0.8318000000000001"
"103945170","0.8349"
"104050170","0.8484"
"104155170","0.8472000000000001"
"104260170","0.8378"
"104365170","0.8279"
"104470170","0.834"
"104575170","0.8424"
"104680170","0.8337"
"104785170","0.8525999999999999"
"104890170","0.8503999999999999"
"104995170","0.8272"
"105100170","0.8269"
"105205170","0.8395"
"105310170","0.8149"
"105415170","0.8238"
"105520170","0.8455"
"105625170","0.8352"
"105730170","0.8402999999999999"
"105835170","0.8356"
"105940170","0.844"
"106045170","0.8475999999999999"
"106150170","0.8532000000000001"
"106255170","0.8368"
"106360170","0.8492000000000001"
"106465170","0.8467"
"106570170","0.8388999999999999"
"106675170","0.8496"
"106780170","0.8571"
"106885170","0.8539"
"106990170","0.8707"
"107095170","0.8439"
"107200170","0.8423999999999999"
"107305170","0.8626"
"107410170","0.862"
"107515170","0.8634000000000001"
"107620170","0.8723000000000001"
"107725170","0.8685"
"107830170","0.8584"
"107935170","0.8616999999999999"
"108040170","0.8706999999999999"
"108145170","0.8307"
"108250170","0.8483999999999999"
"108355170","0.8543"
"108460170","0.8305"
"108565170","0.8275"
"108670170","0.8468"
"108775170","0.8507"
"108880170","0.8457"
"108985170","0.8627999999999999"
"109090170","0.8626"
"109195170","0.8451"
"109300170","0.8746999999999999"
"109405170","0.8593"
"109510170","0.8565"
"109615170","0.8563999999999999"
"109720170","0.8664"
"109825170","0.8663000000000001"
"109930170","0.8825"
"110035170","0.857"
"110140170","0.8592000000000001"
"110245170","0.8791"
"110350170","0.881"
"110455170","0.8745"
"110560170","0.8715999999999999"
"110665170","0.8707"
"110770170","0.8567"
"110875170","0.8489"
"110980170","0.8569"
"111085170","0.879"
"111190170","0.8697999999999999"
"111295170","0.8783"
"111400170","0.869"
"111505170","0.8707999999999999"
"111610170","0.8699000000000001"
"111715170","0.8704000000000001"
"111820170","0.8782000000000001"
"111925170","0.879"
"112030170","0.8659"
"112135170","0.8594"
"112240170","0.8528000000000001"
"112345170","0.873"
"112450170","0.8794000000000001"
"112555170","0.89"
"112660170","0.8541"
"112765170","0.8763"
"112870170","0.8845"
"112975170","0.8815"
"113080170","0.8817"
"113185170","0.8823"
"113290170","0.8744000000000001"
"113395170","0.8694"
"113500170","0.858"
"113605170","0.8687999999999999"
"113710170","0.8822000000000001"
"113815170","0.861"
"113920170","0.8655"
"114025170","0.863"
"114130170","0.8761"
"114235170","0.889"
"114340170","0.8749"
"114445170","0.8647"
"114550170","0.859"
"114655170","0.878"
"114760170","0.8842"
"114865170","0.8917999999999999"
"114970170","0.8834"
"115075170","0.8751"
"115180170","0.8853"
"115285170","0.8779000000000001"
"115390170","0.8878999999999999"
"115495170","0.875"
"115600170","0.8735"
"115705170","0.8871"
"115810170","0.8855999999999999"
"115915170","0.868"
"116020170","0.878"
"116125170","0.8884"
"116230170","0.8829000000000001"
"116335170","0.8726"
"116440170","0.8844"
"116545170","0.8740999999999999"
"116650170","0.8844000000000001"
"116755170","0.889"
"116860170","0.8769"
"116965170","0.8937999999999999"
"117070170","0.8891"
"117175170","0.874"
"117280170","0.8980999999999999"
"117385170","0.9109"
"117490170","0.8939000000000001"
"117595170","0.9088"
"117700170","0.9103"
"117805170","0.8923"
"117910170","0.9078"
"118015170","0.9132"
"118120170","0.8988999999999998"
"118225170","0.8897999999999999"
"118330170","0.9068"
"118435170","0.8987"
"118540170","0.8788"
"118645170","0.8960999999999999"
"118750170","0.8945"
"118855170","0.8879"
"118960170","0.898"
"119065170","0.9025"
"119170170","0.8967"
"119275170","0.9062"
"119380170","0.8975"
"119485170","0.892"
"119590170","0.9035"
"119695170","0.8993"
"119800170","0.9055"
"119905170","0.8937"
"120010170","0.8873"
"120115170","0.893"
"120220170","0.8917999999999999"
"120325170","0.8961"
"120430170","0.8891"
"120535170","0.8852000000000001"
"120640170","0.8898"
"120745170","0.8951"
"120850170","0.8765"
"120955170","0.8978"
"121060170","0.8957999999999999"
"121165170","0.9042"
"121270170","0.9083"
"121375170","0.9025"
