"Step","gan_pb_2agents_seed3 - cover_rate_5step"
"120000","0.028"
"240000","0.03"
"360000","0.043"
"480000","0.027"
"600000","0.032"
"720000","0.03"
"840000","0.028"
"960000","0.038"
"1080000","0.033"
"1200000","0.039"
"1320000","0.03"
"1440000","0.036"
"1560000","0.031"
"1680000","0.028"
"1800000","0.028"
"1920000","0.041"
"2040000","0.036"
"2160000","0.041"
"2280000","0.04"
"2400000","0.039"
"2520000","0.029"
"2640000","0.042"
"2760000","0.04"
"2880000","0.034"
"3000000","0.037"
"3120000","0.051"
"3240000","0.048"
"3360000","0.039"
"3480000","0.049"
"3600000","0.062"
"3720000","0.056"
"3840000","0.06"
"3960000","0.051"
"4080000","0.049"
"4200000","0.048"
"4320000","0.0544"
"4440000","0.057"
"4560000","0.05940000000000001"
"4680000","0.057"
"4800000","0.0668"
"4920000","0.062200000000000005"
"5040000","0.057"
"5160000","0.0612"
"5280000","0.0624"
"5400000","0.051"
"5520000","0.062"
"5640000","0.053"
"5760000","0.054"
"5880000","0.052"
"6000000","0.06620000000000001"
"6120000","0.0566"
"6240000","0.058"
"6360000","0.0658"
"6480000","0.0578"
"6600000","0.0582"
"6720000","0.072"
"6840000","0.081"
"6960000","0.066"
"7080000","0.07579999999999999"
"7200000","0.0728"
"7320000","0.0684"
"7440000","0.0698"
"7560000","0.0718"
"7680000","0.0546"
"7800000","0.074"
"7920000","0.0634"
"8040000","0.06420000000000001"
"8160000","0.07579999999999999"
"8280000","0.0592"
"8400000","0.077"
"8520000","0.0854"
"8640000","0.0792"
"8760000","0.08"
"8880000","0.08220000000000001"
"9000000","0.0818"
"9120000","0.0836"
"9240000","0.06"
"9360000","0.08220000000000001"
"9480000","0.0626"
"9600000","0.085"
"9720000","0.0674"
"9840000","0.07740000000000001"
"9960000","0.07540000000000001"
"10080000","0.0862"
"10200000","0.0976"
"10320000","0.0788"
"10440000","0.0798"
"10560000","0.07419999999999999"
"10680000","0.094"
"10800000","0.0996"
"10920000","0.0952"
"11040000","0.0908"
"11160000","0.1058"
"11280000","0.0902"
"11400000","0.07940000000000001"
"11520000","0.1022"
"11640000","0.0964"
"11760000","0.1012"
"11880000","0.0976"
"12000000","0.104"
"12120000","0.1012"
"12240000","0.1042"
"12360000","0.114"
"12480000","0.0906"
"12600000","0.0976"
"12720000","0.1026"
"12840000","0.1146"
"12960000","0.08979999999999999"
"13080000","0.1004"
"13200000","0.07859999999999999"
"13320000","0.08979999999999999"
"13440000","0.0846"
"13560000","0.0936"
"13680000","0.0954"
"13800000","0.1036"
"13920000","0.096"
"14040000","0.11780000000000002"
"14160000","0.124"
"14280000","0.1156"
"14400000","0.129"
"14520000","0.109"
"14640000","0.1126"
"14760000","0.1388"
"14880000","0.1104"
"15000000","0.1124"
"15120000","0.1318"
"15240000","0.1256"
"15360000","0.1226"
"15480000","0.14660000000000004"
"15600000","0.1248"
"15720000","0.137"
"15840000","0.1368"
"15960000","0.1448"
"16080000","0.138"
"16200000","0.1196"
"16320000","0.1234"
"16440000","0.1338"
"16560000","0.11619999999999998"
"16680000","0.122"
"16800000","0.13440000000000002"
"16920000","0.1216"
"17040000","0.121"
"17160000","0.1016"
"17280000","0.117"
"17400000","0.11"
"17520000","0.1282"
"17640000","0.128"
"17760000","0.1208"
"17880000","0.1298"
"18000000","0.139"
"18120000","0.1604"
"18240000","0.1484"
"18360000","0.1352"
"18480000","0.1536"
"18600000","0.1576"
"18720000","0.13040000000000002"
"18840000","0.1454"
"18960000","0.155"
"19080000","0.143"
"19200000","0.1438"
"19320000","0.14539999999999997"
"19440000","0.12919999999999998"
"19560000","0.159"
"19680000","0.1452"
"19800000","0.15580000000000002"
"19920000","0.1448"
"20040000","0.1462"
"20160000","0.1408"
"20280000","0.1374"
"20400000","0.1352"
"20520000","0.1472"
"20640000","0.12719999999999998"
"20760000","0.13040000000000002"
"20880000","0.1434"
"21000000","0.1404"
"21120000","0.164"
"21240000","0.15"
"21360000","0.1454"
"21480000","0.1412"
"21600000","0.14360000000000003"
"21720000","0.131"
"21840000","0.152"
"21960000","0.1372"
"22080000","0.1412"
"22200000","0.16319999999999998"
"22320000","0.17"
"22440000","0.161"
"22560000","0.1662"
"22680000","0.147"
"22800000","0.1762"
"22920000","0.15660000000000002"
"23040000","0.1486"
"23160000","0.1722"
"23280000","0.15239999999999998"
"23400000","0.14859999999999998"
"23520000","0.15619999999999998"
"23640000","0.1804"
"23760000","0.1744"
"23880000","0.1536"
"24000000","0.1678"
"24120000","0.1564"
"24240000","0.1452"
"24360000","0.1702"
"24480000","0.1636"
"24600000","0.16160000000000002"
"24720000","0.186"
"24840000","0.165"
"24960000","0.157"
"25080000","0.16960000000000003"
"25200000","0.1626"
"25320000","0.16319999999999998"
"25440000","0.1778"
"25560000","0.16419999999999998"
"25680000","0.1354"
"25800000","0.1626"
"25920000","0.1752"
"26040000","0.1546"
"26160000","0.1836"
"26280000","0.16960000000000003"
"26400000","0.172"
"26520000","0.164"
"26640000","0.16019999999999998"
"26760000","0.1766"
"26880000","0.1706"
"27000000","0.1784"
"27120000","0.1876"
"27240000","0.1812"
"27360000","0.18419999999999995"
"27480000","0.1596"
"27600000","0.1774"
"27720000","0.1646"
"27840000","0.17980000000000002"
"27960000","0.1854"
"28080000","0.1848"
"28200000","0.1802"
"28320000","0.186"
"28440000","0.16639999999999996"
"28560000","0.1898"
"28680000","0.1708"
"28800000","0.186"
"28920000","0.1836"
"29040000","0.1706"
"29160000","0.1764"
"29280000","0.1888"
"29400000","0.1768"
"29520000","0.2032"
"29640000","0.1944"
"29760000","0.1854"
"29880000","0.1766"
"30000000","0.1906"
"30120000","0.1852"
"30240000","0.1918"
"30360000","0.16639999999999996"
"30480000","0.1768"
"30600000","0.1792"
"30720000","0.184"
"30840000","0.17260000000000003"
"30960000","0.2"
"31080000","0.2004"
"31200000","0.20439999999999997"
"31320000","0.19"
"31440000","0.1926"
"31560000","0.1916"
"31680000","0.1904"
"31800000","0.183"
"31920000","0.1732"
"32040000","0.1862"
"32160000","0.1732"
"32280000","0.1948"
"32400000","0.1958"
"32520000","0.1982"
"32640000","0.187"
"32760000","0.1954"
"32880000","0.1988"
"33000000","0.2128"
"33120000","0.2082"
"33240000","0.192"
"33360000","0.1966"
"33480000","0.1972"
"33600000","0.2154"
"33720000","0.1774"
"33840000","0.1994"
"33960000","0.201"
"34080000","0.1776"
"34200000","0.1968"
"34320000","0.1904"
"34440000","0.2292"
"34560000","0.1926"
"34680000","0.2366"
"34800000","0.197"
"34920000","0.223"
"35040000","0.2122"
"35160000","0.206"
"35280000","0.2022"
"35400000","0.2162"
"35520000","0.2268"
"35640000","0.236"
"35760000","0.2442"
"35880000","0.2372"
"36000000","0.223"
"36120000","0.2346"
"36240000","0.2134"
"36360000","0.2032"
"36480000","0.2406"
"36600000","0.2322"
"36720000","0.2214"
"36840000","0.2312"
"36960000","0.224"
"37080000","0.24060000000000004"
"37200000","0.225"
"37320000","0.2386"
"37440000","0.2222"
"37560000","0.2172"
"37680000","0.2116"
"37800000","0.2094"
"37920000","0.206"
"38040000","0.2178"
"38160000","0.2138"
"38280000","0.216"
"38400000","0.232"
"38520000","0.2166"
"38640000","0.2344"
"38760000","0.2302"
"38880000","0.2134"
"39000000","0.2204"
"39120000","0.2354"
"39240000","0.2128"
"39360000","0.23440000000000005"
"39480000","0.2402"
"39600000","0.2332"
"39720000","0.23739999999999997"
"39840000","0.2536"
"39960000","0.24420000000000003"
"40080000","0.2454"
"40200000","0.2476"
"40320000","0.2424"
"40440000","0.2228"
"40560000","0.25339999999999996"
"40680000","0.2162"
"40800000","0.23"
"40920000","0.2288"
"41040000","0.2354"
"41160000","0.2302"
"41280000","0.2388"
"41400000","0.2422"
"41520000","0.2316"
"41640000","0.2328"
"41760000","0.2346"
"41880000","0.252"
"42000000","0.2336"
"42120000","0.248"
"42240000","0.2288"
"42360000","0.23860000000000003"
"42480000","0.2314"
"42600000","0.2186"
"42720000","0.24"
"42840000","0.227"
"42960000","0.2516"
"43080000","0.215"
"43200000","0.2476"
"43320000","0.2426"
"43440000","0.25539999999999996"
"43560000","0.2358"
"43680000","0.25980000000000003"
"43800000","0.2228"
"43920000","0.2522"
"44040000","0.25739999999999996"
"44160000","0.239"
"44280000","0.25639999999999996"
"44400000","0.251"
"44520000","0.242"
"44640000","0.263"
"44760000","0.255"
"44880000","0.2636"
"45000000","0.261"
"45120000","0.2472"
"45240000","0.2334"
"45360000","0.2494"
"45480000","0.26639999999999997"
