"Step","VACL_sp_4agents_act4000_sol4000_seed1 - cover_rate_5step"
"105000","0"
"210000","0.0015"
"315000","0.0065"
"420000","0.005"
"525000","0.0065"
"630000","0.0105"
"735000","0.008"
"840000","0.0129"
"945000","0.025299999999999996"
"1050000","0.0517"
"1155000","0.053700000000000005"
"1260000","0.05040000000000001"
"1365000","0.0704"
"1470000","0.133"
"1575000","0.2391"
"1680000","0.2475"
"1785000","0.2632"
"1890000","0.27990000000000004"
"1995000","0.2741"
"2100000","0.2802"
"2205000","0.3054"
"2310000","0.2869"
"2415000","0.2597"
"2520000","0.2553"
"2625000","0.2621"
"2730000","0.25289999999999996"
"2835000","0.261"
"2940000","0.2592"
"3045000","0.26909999999999995"
"3150000","0.2478"
"3255000","0.2581"
"3360000","0.2529"
"3465000","0.25839999999999996"
"3570000","0.25339999999999996"
"3675000","0.29910000000000003"
"3780000","0.30169999999999997"
"3885000","0.31739999999999996"
"3990000","0.32889999999999997"
"4095000","0.32989999999999997"
"4200000","0.3575"
"4305000","0.3466"
"4410000","0.3596"
"4515000","0.3713"
"4620000","0.3847"
"4725000","0.4161"
"4830000","0.4348999999999999"
"4935000","0.4341"
"5040000","0.4379"
"5145000","0.4306"
"5250000","0.4611"
"5355000","0.4599"
"5460000","0.4995"
"5565000","0.4857"
"5670000","0.5239"
"5775000","0.51"
"5880000","0.5257999999999999"
"5985000","0.5105999999999999"
"6090000","0.5316"
"6195000","0.5374000000000001"
"6300000","0.5514000000000001"
"6405000","0.5465"
"6510000","0.5439"
"6615000","0.5778"
"6720000","0.5666"
"6825000","0.5957"
"6930000","0.5965"
"7035000","0.5841000000000001"
"7140000","0.5735999999999999"
"7245000","0.5804000000000001"
"7350000","0.6108"
"7455000","0.6111"
"7560000","0.6145"
"7665000","0.6423"
"7770000","0.6076"
"7875000","0.6246999999999999"
"7980000","0.6435"
"8085000","0.6544"
"8190000","0.6631"
"8295000","0.6744000000000001"
"8400000","0.656"
"8505000","0.6600999999999999"
"8610000","0.6645"
"8715000","0.6516000000000001"
"8820000","0.6642"
"8925000","0.6614000000000001"
"9030000","0.6557999999999999"
"9135000","0.6702"
"9240000","0.6662"
"9345000","0.6765"
"9450000","0.681"
"9555000","0.7035"
"9660000","0.716"
"9765000","0.6885999999999999"
"9870000","0.7151000000000001"
"9975000","0.7119"
"10080000","0.708"
"10185000","0.7236"
"10290000","0.7079000000000001"
"10395000","0.7145"
"10500000","0.7191"
"10605000","0.715"
"10710000","0.7338"
"10815000","0.724"
"10920000","0.748"
"11025000","0.7507999999999999"
"11130000","0.7466"
"11235000","0.753"
"11340000","0.7599000000000001"
"11445000","0.7707"
"11550000","0.7717999999999999"
"11655000","0.7679000000000001"
"11760000","0.7796000000000001"
"11865000","0.7773"
"11970000","0.7786"
"12075000","0.7689"
"12180000","0.7928"
"12285000","0.7793"
"12390000","0.8036"
"12495000","0.7886"
"12600000","0.8225"
"12705000","0.8037000000000001"
"12810000","0.8195"
"12915000","0.8022999999999999"
"13020000","0.8261999999999999"
"13125000","0.8238"
"13230000","0.8272"
"13335000","0.8367"
"13440000","0.8365"
"13545000","0.8222999999999999"
"13650000","0.8376999999999999"
"13755000","0.8372"
"13860000","0.8435"
"13965000","0.8594"
"14070000","0.8471"
"14175000","0.8504"
"14280000","0.854"
"14385000","0.8519"
"14490000","0.8459000000000001"
"14595000","0.8588000000000001"
"14700000","0.8335"
"14805000","0.8664"
"14910000","0.8567"
"15015000","0.8605"
"15120000","0.8496999999999999"
"15225000","0.8657999999999999"
"15330000","0.8615999999999999"
"15435000","0.867"
"15540000","0.8633"
"15645000","0.8687999999999999"
"15750000","0.8867999999999999"
"15855000","0.883"
"15960000","0.8821"
"16065000","0.8762000000000001"
"16170000","0.8710999999999999"
"16275000","0.8842"
"16380000","0.8977999999999999"
"16485000","0.8950999999999999"
"16590000","0.8843"
"16695000","0.8951"
"16800000","0.8979000000000001"
"16905000","0.8966"
"17010000","0.8982"
"17115000","0.9076"
"17220000","0.903"
"17325000","0.9028"
"17430000","0.8976"
"17535000","0.8914"
"17640000","0.9059"
"17745000","0.8891"
"17850000","0.8872000000000001"
"17955000","0.9015"
"18060000","0.9106"
"18165000","0.9207"
"18270000","0.9108"
"18375000","0.9155"
"18480000","0.9237"
"18585000","0.9098"
"18690000","0.9098"
"18795000","0.9285"
"18900000","0.9318"
"19005000","0.9258"
"19110000","0.9338"
"19215000","0.9287"
"19320000","0.9262"
"19425000","0.9202"
"19530000","0.9216"
"19635000","0.9303"
"19740000","0.9237"
"19845000","0.9017"
"19950000","0.9231"
"20055000","0.9253"
"20160000","0.9223"
"20265000","0.9281"
"20370000","0.9372"
"20475000","0.942"
"20580000","0.9353"
"20685000","0.9296"
"20790000","0.934"
"20895000","0.9341"
"21000000","0.9256"
"21105000","0.924"
"21210000","0.9131"
"21315000","0.9229"
"21420000","0.9228"
"21525000","0.9222"
"21630000","0.9123"
"21735000","0.9304"
"21840000","0.9286"
"21945000","0.93"
"22050000","0.9437"
"22155000","0.9426"
"22260000","0.9357"
"22365000","0.9453"
"22470000","0.9298"
"22575000","0.9309"
"22680000","0.933"
"22785000","0.9206"
"22890000","0.906"
"22995000","0.916"
"23100000","0.9255"
"23205000","0.9281"
"23310000","0.9502"
"23415000","0.9427"
"23520000","0.9502"
"23625000","0.9453"
"23730000","0.9393"
"23835000","0.9379"
"23940000","0.9364"
"24045000","0.9426"
"24150000","0.9553"
"24255000","0.9494"
"24360000","0.9493"
"24465000","0.9602"
"24570000","0.9623"
"24675000","0.9548"
"24780000","0.9505"
"24885000","0.96"
"24990000","0.9516"
"25095000","0.9478"
"25200000","0.9579"
"25305000","0.9567"
"25410000","0.9638"
"25515000","0.9586"
"25620000","0.9535"
"25725000","0.9505"
"25830000","0.95"
"25935000","0.9458"
"26040000","0.9585"
"26145000","0.9511"
"26250000","0.9569"
"26355000","0.9571"
"26460000","0.9708"
"26565000","0.9723"
"26670000","0.9679"
"26775000","0.9721"
"26880000","0.9766"
"26985000","0.9713"
"27090000","0.9722"
"27195000","0.9705"
"27300000","0.9673"
"27405000","0.9682"
"27510000","0.9689"
"27615000","0.9684"
"27720000","0.9705"
"27825000","0.9747"
"27930000","0.969"
"28035000","0.9646"
"28140000","0.9647"
"28245000","0.9659"
"28350000","0.9621"
"28455000","0.9652"
"28560000","0.9589"
"28665000","0.9507"
"28770000","0.9621"
"28875000","0.9723"
"28980000","0.9683"
"29085000","0.9635"
"29190000","0.957"
"29295000","0.9609"
"29400000","0.9686"
"29505000","0.9698"
"29610000","0.9768"
"29715000","0.9757"
"29820000","0.9691"
"29925000","0.9694"
"30030000","0.9751"
"30135000","0.9675"
"30240000","0.9702"
"30345000","0.9689"
"30450000","0.9798"
"30555000","0.9752"
"30660000","0.9663"
"30765000","0.9758"
"30870000","0.9619"
"30975000","0.965"
"31080000","0.968"
"31185000","0.9664"
"31290000","0.9733"
"31395000","0.9763"
"31500000","0.9777"
"31605000","0.9746"
"31710000","0.9745"
"31815000","0.9735"
"31920000","0.9767"
"32025000","0.9748"
"32130000","0.9787"
"32235000","0.979"
"32340000","0.976"
"32445000","0.9706"
"32550000","0.9776"
"32655000","0.9751"
"32760000","0.9796"
"32865000","0.9795"
"32970000","0.9726"
"33075000","0.9811"
"33180000","0.9725"
"33285000","0.9735"
"33390000","0.9713"
"33495000","0.9767"
"33600000","0.9741"
"33705000","0.9768"
"33810000","0.9715"
"33915000","0.9736"
"34020000","0.9748"
"34125000","0.984"
"34230000","0.9743"
"34335000","0.9805"
"34440000","0.9776"
"34545000","0.9787"
"34650000","0.9733"
"34755000","0.9796"
"34860000","0.9863"
"34965000","0.98"
"35070000","0.9774"
"35175000","0.9808"
"35280000","0.9751"
"35385000","0.975"
"35490000","0.9796"
"35595000","0.9776"
"35700000","0.9827"
"35805000","0.9758"
"35910000","0.9777"
"36015000","0.9748"
"36120000","0.9763"
"36225000","0.9737"
"36330000","0.9767"
"36435000","0.9713"
"36540000","0.9724"
"36645000","0.9753"
"36750000","0.9817"
"36855000","0.977"
"36960000","0.9812"
"37065000","0.9763"
"37170000","0.9799"
"37275000","0.9763"
"37380000","0.9735"
"37485000","0.9823"
"37590000","0.9796"
"37695000","0.9808"
"37800000","0.9809"
"37905000","0.9843"
"38010000","0.9823"
"38115000","0.9786"
"38220000","0.9844"
"38325000","0.9862"
"38430000","0.9824"
"38535000","0.9833"
"38640000","0.9843"
"38745000","0.9861"
