"Step","mixdecay2n4_adjustratio_util0.9_seed2 - 4cover_rate"
"25351920","0.6810499999999999"
"25576920","0.6877000000000001"
"25801920","0.6821500000000001"
"26026920","0.68475"
"26251920","0.66405"
"26476920","0.68235"
"26701920","0.6736500000000001"
"26926920","0.6830499999999999"
"27151920","0.6825500000000001"
"27376920","0.69915"
"27601920","0.6938499999999999"
"27826920","0.6698500000000001"
"28051920","0.68425"
"28276920","0.693"
"28501920","0.6678999999999999"
"28726920","0.6946500000000001"
"28951920","0.69755"
"29176920","0.7038"
"29401920","0.6814"
"29626920","0.6792"
"29851920","0.69745"
"30076920","0.6739499999999999"
"30301920","0.69055"
"30526920","0.6806"
"30751920","0.6765"
"30976920","0.6828500000000001"
"31201920","0.6492"
"31426920","0.6560499999999999"
"31651920","0.6670499999999999"
"31876920","0.6553"
"32101920","0.63975"
"32326920","0.66775"
"32551920","0.6560499999999999"
"32776920","0.6414500000000001"
"33001920","0.6293499999999999"
"33226920","0.64855"
"33451920","0.65635"
"33676920","0.649"
"33901920","0.6578499999999999"
"34126920","0.66415"
"34351920","0.6648"
"34576920","0.65905"
"34801920","0.6752"
"35026920","0.6924000000000001"
"35251920","0.6795999999999999"
"35476920","0.6922"
"35701920","0.6912"
"35926920","0.68085"
"36151920","0.6800499999999999"
"36376920","0.677"
"36601920","0.6772999999999999"
"36826920","0.6842999999999999"
"37051920","0.6832999999999999"
"37276920","0.6804"
"37501920","0.6959000000000001"
"37726920","0.68765"
"37951920","0.67745"
"38176920","0.6877000000000001"
"38401920","0.68855"
"38626920","0.69475"
"38851920","0.6925"
"39076920","0.6915"
"39301920","0.6824"
"39526920","0.69035"
"39751920","0.7029"
"39976920","0.69515"
"40201920","0.7064499999999999"
"40426920","0.70475"
"40651920","0.6888000000000001"
"40876920","0.6838"
"41101920","0.68175"
"41326920","0.6866"
"41551920","0.6797000000000001"
"41776920","0.67965"
"42001920","0.70025"
"42226920","0.6776500000000001"
"42451920","0.69515"
"42676920","0.6766000000000001"
"42901920","0.67205"
"43126920","0.68205"
"43351920","0.6938"
"43576920","0.6854"
"43801920","0.6773"
"44026920","0.6721"
"44251920","0.6862"
"44476920","0.69265"
"44701920","0.67925"
"44926920","0.6777000000000001"
"45151920","0.6902999999999999"
"45376920","0.69445"
"45601920","0.6851499999999999"
"45826920","0.66425"
"46051920","0.6673"
"46276920","0.67275"
"46501920","0.6765"
"46726920","0.67055"
"46951920","0.662"
"47176920","0.65485"
"47401920","0.6701"
"47626920","0.6484500000000001"
"47851920","0.6574500000000001"
"48076920","0.6490499999999999"
"48301920","0.6563"
"48526920","0.6550499999999999"
"48751920","0.6519000000000001"
"48976920","0.6430999999999999"
"49201920","0.6405"
"49426920","0.64565"
"49651920","0.6561"
"49876920","0.65775"
"50101920","0.6436000000000001"
"50326920","0.6420999999999999"
"50551920","0.6493"
"50776920","0.6434"
"51001920","0.6375000000000001"
"51226920","0.6440499999999999"
"51451920","0.6345999999999999"
"51676920","0.6473"
"51901920","0.6352000000000001"
"52126920","0.6344500000000001"
"52351920","0.6299000000000001"
"52576920","0.63105"
"52801920","0.62965"
"53026920","0.63355"
"53251920","0.64425"
"53476920","0.6281500000000001"
"53701920","0.64195"
"53926920","0.6162000000000001"
"54151920","0.60995"
"54376920","0.6186499999999999"
"54601920","0.6308499999999999"
"54826920","0.62795"
"55051920","0.635"
"55276920","0.62365"
"55501920","0.6263500000000001"
"55726920","0.64825"
"55951920","0.6449"
"56176920","0.6335999999999999"
"56401920","0.6424500000000001"
"56626920","0.647"
"56851920","0.63875"
"57076920","0.6460499999999999"
"57301920","0.6384500000000001"
"57526920","0.6467"
"57751920","0.6336"
"57976920","0.6283"
"58201920","0.63205"
"58426920","0.63645"
"58651920","0.6433"
"58876920","0.64175"
"59101920","0.6564500000000001"
"59326920","0.64525"
"59551920","0.65495"
"59776920","0.6470499999999999"
"60001920","0.65255"
"60226920","0.64865"
"60451920","0.6422"
"60676920","0.6567000000000001"
"60901920","0.6444500000000001"
"61126920","0.66025"
"61351920","0.65175"
"61576920","0.6758"
"61801920","0.6686500000000001"
"62026920","0.672"
"62251920","0.6629"
"62476920","0.6664500000000001"
"62701920","0.65345"
"62926920","0.64735"
"63151920","0.653"
"63376920","0.6474000000000001"
"63601920","0.6597999999999999"
"63826920","0.67845"
"64051920","0.6757000000000001"
"64276920","0.6825999999999999"
"64501920","0.68345"
"64726920","0.6891999999999999"
"64951920","0.7009000000000001"
"65176920","0.7021000000000001"
"65401920","0.69585"
"65626920","0.6956"
"65851920","0.6931499999999999"
"66076920","0.70535"
"66301920","0.69075"
"66526920","0.6894000000000001"
"66751920","0.68575"
"66976920","0.6893999999999999"
"67201920","0.6925500000000001"
"67426920","0.68325"
"67651920","0.67895"
"67876920","0.6789"
"68101920","0.6829500000000001"
"68326920","0.68365"
"68551920","0.6913499999999999"
"68776920","0.68765"
"69001920","0.6800499999999999"
"69226920","0.6814000000000001"
"69451920","0.6844000000000001"
"69676920","0.69355"
"69901920","0.69085"
"70126920","0.67495"
"70351920","0.6631"
"70576920","0.68845"
"70801920","0.6654500000000001"
"71026920","0.68335"
"71251920","0.66215"
"71476920","0.6486000000000001"
"71701920","0.6604"
"71926920","0.6595"
"72151920","0.6552"
"72376920","0.6700499999999999"
"72601920","0.6718999999999999"
"72826920","0.66625"
"73051920","0.67335"
"73276920","0.6827000000000001"
"73501920","0.6731500000000001"
"73726920","0.68825"
"73951920","0.6757000000000001"
"74176920","0.68735"
"74401920","0.67625"
"74626920","0.6810999999999999"
"74851920","0.6876"
"75076920","0.6932"
"75301920","0.6776"
"75526920","0.6724000000000001"
"75751920","0.6756"
"75976920","0.6916500000000001"
"76201920","0.6948"
"76426920","0.6935999999999999"
"76651920","0.7001499999999999"
"76876920","0.68775"
"77101920","0.6923499999999999"
"77326920","0.6966"
"77551920","0.6932"
"77776920","0.6924000000000001"
"78001920","0.6985999999999999"
"78226920","0.6965"
"78451920","0.6972"
"78676920","0.6905"
"78901920","0.68565"
"79126920","0.68365"
"79351920","0.7061000000000001"
"79576920","0.6988"
"79801920","0.68935"
"80026920","0.6968000000000001"
"80251920","0.6994000000000001"
"80476920","0.6982499999999999"
"80701920","0.70505"
"80926920","0.7005"
"81151920","0.6939500000000001"
"81376920","0.7055499999999999"
"81601920","0.693"
"81826920","0.69145"
"82051920","0.6872999999999999"
"82276920","0.6898500000000001"
"82501920","0.6832999999999999"
"82726920","0.7002999999999999"
"82951920","0.6895"
"83176920","0.69545"
"83401920","0.6997000000000001"
"83626920","0.6890499999999999"
"83851920","0.6815"
"84076920","0.6965"
"84301920","0.6812"
"84526920","0.69625"
"84751920","0.69555"
"84976920","0.69455"
"85201920","0.7002999999999999"
"85426920","0.711"
"85651920","0.70115"
"85876920","0.715"
"86101920","0.69215"
"86326920","0.6926"
"86551920","0.7008499999999999"
"86776920","0.7048"
"87001920","0.7052999999999999"
"87226920","0.6978999999999999"
"87451920","0.6997000000000001"
"87676920","0.72415"
"87901920","0.716"
"88126920","0.7142999999999999"
"88351920","0.7257"
"88576920","0.71105"
"88801920","0.7242000000000001"
"89026920","0.7269000000000001"
"89251920","0.7314"
"89476920","0.71645"
"89701920","0.71085"
"89926920","0.7277"
"90151920","0.71275"
"90376920","0.7270999999999999"
"90601920","0.7333999999999999"
"90826920","0.7343999999999999"
"91051920","0.72485"
"91276920","0.72685"
"91501920","0.7318999999999999"
"91726920","0.7393"
"91951920","0.734"
"92176920","0.7285499999999999"
"92401920","0.72355"
"92626920","0.7126500000000001"
"92851920","0.7165"
"93076920","0.7136500000000001"
"93301920","0.70425"
"93526920","0.7083"
"93751920","0.7099000000000001"
"93976920","0.70815"
"94201920","0.7166999999999999"
"94426920","0.7152000000000001"
"94651920","0.72395"
"94876920","0.7144000000000001"
"95101920","0.6934"
"95326920","0.7258"
"95551920","0.70975"
"95776920","0.7157"
"96001920","0.7073499999999999"
"96226920","0.6993"
"96451920","0.69885"
"96676920","0.70525"
"96901920","0.7079500000000001"
"97126920","0.70385"
"97351920","0.69355"
"97576920","0.698"
"97801920","0.68855"
"98026920","0.68045"
"98251920","0.68105"
"98476920","0.6867000000000001"
"98701920","0.7049"
"98926920","0.69275"
"99151920","0.7015"
"99376920","0.69765"
"99601920","0.68935"
"99826920","0.6735"
"100051920","0.69435"
"100276920","0.6805999999999999"
"100501920","0.68355"
"100726920","0.7015"
"100951920","0.6969"
"101176920","0.6918"
"101401920","0.6882"
"101626920","0.6879500000000001"
"101851920","0.6962999999999999"
"102076920","0.6938"
"102301920","0.67805"
"102526920","0.6871000000000002"
"102751920","0.69125"
"102976920","0.68145"
"103201920","0.695"
"103426920","0.70285"
"103651920","0.6979500000000001"
"103876920","0.7031"
"104101920","0.6992"
"104326920","0.7088999999999999"
"104551920","0.6944000000000001"
"104776920","0.6911499999999999"
"105001920","0.6950999999999999"
"105226920","0.6948499999999999"
"105451920","0.69855"
