"Step","sp_8agents_seed3 - 8cover_rate"
"35000","0.0085"
"70000","0.00675"
"105000","0.00375"
"140000","0.00095"
"175000","0.0007000000000000001"
"210000","0.00025"
"245000","0"
"280000","0"
"315000","0.001"
"350000","0.0028"
"385000","0.00125"
"420000","0"
"455000","0.001"
"490000","0.00025"
"525000","0.0011"
"560000","0.00125"
"595000","0.0008"
"630000","0.00375"
"665000","0.00525"
"700000","0.00545"
"735000","0.00415"
"770000","0.00545"
"805000","0.00625"
"840000","0.0060999999999999995"
"875000","0.00695"
"910000","0.0070999999999999995"
"945000","0.01035"
"980000","0.00885"
"1015000","0.0091"
"1050000","0.00755"
"1085000","0.00805"
"1120000","0.00675"
"1155000","0.00535"
"1190000","0.00575"
"1225000","0.00475"
"1260000","0.00215"
"1295000","0.0065"
"1330000","0.00335"
"1365000","0.005"
"1400000","0.004200000000000001"
"1435000","0.005449999999999999"
"1470000","0.0065"
"1505000","0.00475"
"1540000","0.00445"
"1575000","0.0050999999999999995"
"1610000","0.004900000000000001"
"1645000","0.00595"
"1680000","0.00675"
"1715000","0.0056500000000000005"
"1750000","0.006449999999999999"
"1785000","0.0055"
"1820000","0.00575"
"1855000","0.008150000000000001"
"1890000","0.0046"
"1925000","0.007949999999999999"
"1960000","0.006549999999999999"
"1995000","0.0066500000000000005"
"2030000","0.00925"
"2065000","0.0064"
"2100000","0.00855"
"2135000","0.0075"
"2170000","0.0087"
"2205000","0.007"
"2240000","0.00715"
"2275000","0.01"
"2310000","0.00975"
"2345000","0.00675"
"2380000","0.0099"
"2415000","0.00475"
"2450000","0.0079"
"2485000","0.004849999999999999"
"2520000","0.00615"
"2555000","0.0054"
"2590000","0.006849999999999999"
"2625000","0.00375"
"2660000","0.004900000000000001"
"2695000","0.004050000000000001"
"2730000","0.0019"
"2765000","0.003"
"2800000","0.00315"
"2835000","0.00715"
"2870000","0.0034"
"2905000","0.00445"
"2940000","0.0026"
"2975000","0.00285"
"3010000","0.0003"
"3045000","0.00335"
"3080000","0.0024500000000000004"
"3115000","0.0017999999999999995"
"3150000","0.00165"
"3185000","0.00275"
"3220000","0.005"
"3255000","0.00725"
"3290000","0.007450000000000001"
"3325000","0.0063"
