"Step","sp_8agents_seed2 - 8cover_rate"
"35000","0.0015"
"70000","0.0021000000000000003"
"105000","0.00025"
"140000","0"
"175000","0.0005"
"210000","0.0005"
"245000","0.00075"
"280000","0.0005"
"315000","0.00075"
"350000","0.0023"
"385000","0.00075"
"420000","0.003"
"455000","0.0029500000000000004"
"490000","0.00175"
"525000","0.00375"
"560000","0.00325"
"595000","0.00645"
"630000","0.00425"
"665000","0.003"
"700000","0.005"
"735000","0.00505"
"770000","0.00125"
"805000","0.00025"
"840000","0"
"875000","0.0015"
"910000","0.0005"
"945000","0.00025"
"980000","0.00025"
"1015000","0"
"1050000","0.00015"
"1085000","0"
"1120000","0.00075"
"1155000","0"
"1190000","0.00025"
"1225000","0"
"1260000","0"
"1295000","0.00225"
"1330000","0.00325"
"1365000","0.00505"
"1400000","0.0043"
"1435000","0.0075"
"1470000","0.0065"
"1505000","0.00265"
"1540000","0.0035"
"1575000","0.0031"
"1610000","0.00075"
"1645000","0.0025"
"1680000","0.0015"
"1715000","0.001"
"1750000","0.0005"
"1785000","0.0012"
"1820000","0.0018"
"1855000","0.0025"
"1890000","0.00295"
"1925000","0.00155"
"1960000","0.0034500000000000004"
"1995000","0.0079"
"2030000","0.005900000000000001"
"2065000","0.00535"
"2100000","0.00405"
"2135000","0.0028"
"2170000","0.0050999999999999995"
"2205000","0.00435"
"2240000","0.0033"
"2275000","0.003"
"2310000","0.0035"
"2345000","0.002"
"2380000","0.00375"
"2415000","0.00225"
"2450000","0.0035"
"2485000","0.00085"
"2520000","0.0015"
"2555000","0.0025"
"2590000","0.00285"
"2625000","0.00225"
"2660000","0.00325"
"2695000","0.00475"
"2730000","0.00225"
"2765000","0.00385"
"2800000","0.00475"
"2835000","0.0024"
"2870000","0.00425"
"2905000","0.00385"
"2940000","0.00385"
"2975000","0.00435"
"3010000","0.00555"
"3045000","0.005699999999999999"
"3080000","0.0065"
"3115000","0.0043"
"3150000","0.00375"
"3185000","0.00775"
"3220000","0.0067"
"3255000","0.00925"
"3290000","0.01055"
"3325000","0.0111"
"3360000","0.01075"
"3395000","0.0073"
"3430000","0.0088"
"3465000","0.0097"
"3500000","0.00575"
"3535000","0.0096"
"3570000","0.0094"
"3605000","0.007449999999999999"
"3640000","0.005849999999999999"
"3675000","0.00905"
"3710000","0.011"
"3745000","0.00675"
"3780000","0.011"
"3815000","0.007"
"3850000","0.00835"
"3885000","0.005"
"3920000","0.00525"
"3955000","0.00455"
"3990000","0.00545"
"4025000","0.0046"
"4060000","0.0045"
"4095000","0.0067"
"4130000","0.0053"
"4165000","0.0087"
"4200000","0.0066500000000000005"
"4235000","0.005849999999999999"
"4270000","0.0093"
"4305000","0.0075"
"4340000","0.00675"
"4375000","0.008150000000000001"
"4410000","0.00675"
"4445000","0.00475"
"4480000","0.00555"
"4515000","0.00755"
"4550000","0.00675"
"4585000","0.00765"
"4620000","0.0056500000000000005"
"4655000","0.0034500000000000004"
"4690000","0.00575"
"4725000","0.006199999999999999"
"4760000","0.0048"
"4795000","0.0039"
"4830000","0.0046"
"4865000","0.0056500000000000005"
"4900000","0.0035"
"4935000","0.00545"
"4970000","0.00325"
"5005000","0.0074"
"5040000","0.0053"
"5075000","0.00765"
"5110000","0.0063999999999999994"
"5145000","0.0045"
"5180000","0.0023"
"5215000","0.0024"
"5250000","0.005"
"5285000","0.0035"
"5320000","0.00375"
"5355000","0.00675"
"5390000","0.006900000000000001"
"5425000","0.006900000000000001"
"5460000","0.00375"
"5495000","0.0040999999999999995"
