"Step","unif_pb_2agents_seed3 - 2cover_rate"
"60000","0.035"
"120000","0.03"
"180000","0.027"
"240000","0.029"
"300000","0.032"
"360000","0.035"
"420000","0.04"
"480000","0.033"
"540000","0.029"
"600000","0.02"
"660000","0.026"
"720000","0.032"
"780000","0.024"
"840000","0.026"
"900000","0.035"
"960000","0.025"
"1020000","0.037"
"1080000","0.03"
"1140000","0.024"
"1200000","0.031"
"1260000","0.02"
"1320000","0.031"
"1380000","0.033"
"1440000","0.042"
"1500000","0.0294"
"1560000","0.028"
"1620000","0.043"
"1680000","0.031"
"1740000","0.028"
"1800000","0.032"
"1860000","0.0316"
"1920000","0.031"
"1980000","0.038"
"2040000","0.0252"
"2100000","0.027"
"2160000","0.032"
"2220000","0.044"
"2280000","0.037"
"2340000","0.041"
"2400000","0.04"
"2460000","0.03"
"2520000","0.021"
"2580000","0.031"
"2640000","0.033"
"2700000","0.039"
"2760000","0.03"
"2820000","0.036"
"2880000","0.042"
"2940000","0.035"
"3000000","0.037"
"3060000","0.031"
"3120000","0.026"
"3180000","0.032"
"3240000","0.035"
"3300000","0.034"
"3360000","0.026"
"3420000","0.03"
"3480000","0.033"
"3540000","0.05"
"3600000","0.0408"
"3660000","0.043"
"3720000","0.04"
"3780000","0.034"
"3840000","0.04"
"3900000","0.04"
"3960000","0.04"
"4020000","0.034"
"4080000","0.041"
"4140000","0.035"
"4200000","0.028"
"4260000","0.0444"
"4320000","0.025"
"4380000","0.04"
"4440000","0.034"
"4500000","0.0378"
"4560000","0.0338"
"4620000","0.043"
"4680000","0.029"
"4740000","0.037"
"4800000","0.037"
"4860000","0.034"
"4920000","0.0374"
"4980000","0.038"
"5040000","0.042"
"5100000","0.0358"
"5160000","0.046"
"5220000","0.033"
"5280000","0.028"
"5340000","0.032799999999999996"
"5400000","0.039"
"5460000","0.045"
"5520000","0.047"
"5580000","0.0366"
"5640000","0.0314"
"5700000","0.036"
"5760000","0.0436"
"5820000","0.0422"
"5880000","0.05"
"5940000","0.0474"
"6000000","0.0458"
"6060000","0.05"
"6120000","0.0488"
"6180000","0.0534"
"6240000","0.042"
"6300000","0.037"
"6360000","0.0488"
"6420000","0.0498"
"6480000","0.0568"
"6540000","0.0574"
"6600000","0.0676"
"6660000","0.063"
"6720000","0.0602"
"6780000","0.061"
"6840000","0.0536"
"6900000","0.064"
"6960000","0.0546"
"7020000","0.055"
"7080000","0.065"
"7140000","0.0614"
"7200000","0.059"
"7260000","0.064"
"7320000","0.0682"
"7380000","0.0626"
"7440000","0.0732"
"7500000","0.0674"
"7560000","0.0828"
"7620000","0.0734"
"7680000","0.0746"
"7740000","0.0746"
"7800000","0.07840000000000001"
"7860000","0.096"
"7920000","0.0714"
"7980000","0.0832"
"8040000","0.1006"
"8100000","0.0918"
"8160000","0.114"
"8220000","0.0846"
"8280000","0.0952"
"8340000","0.089"
"8400000","0.1044"
"8460000","0.1112"
"8520000","0.084"
"8580000","0.105"
"8640000","0.1084"
"8700000","0.08940000000000001"
"8760000","0.0886"
"8820000","0.1092"
"8880000","0.1108"
"8940000","0.1218"
"9000000","0.1346"
"9060000","0.143"
"9120000","0.1252"
"9180000","0.1222"
"9240000","0.16240000000000002"
"9300000","0.1462"
"9360000","0.159"
"9420000","0.1226"
"9480000","0.14959999999999998"
"9540000","0.16"
"9600000","0.13240000000000002"
"9660000","0.15159999999999998"
"9720000","0.138"
"9780000","0.1706"
"9840000","0.162"
"9900000","0.1718"
"9960000","0.1742"
"10020000","0.178"
"10080000","0.1728"
"10140000","0.1818"
"10200000","0.1876"
"10260000","0.194"
"10320000","0.1852"
"10380000","0.1898"
"10440000","0.212"
"10500000","0.2198"
"10560000","0.203"
"10620000","0.2172"
"10680000","0.2164"
"10740000","0.2168"
"10800000","0.2208"
"10860000","0.1954"
"10920000","0.2214"
"10980000","0.2338"
"11040000","0.2224"
"11100000","0.2174"
"11160000","0.2118"
"11220000","0.253"
"11280000","0.2504"
"11340000","0.252"
"11400000","0.25320000000000004"
"11460000","0.2372"
"11520000","0.25939999999999996"
"11580000","0.2426"
"11640000","0.26"
"11700000","0.2818"
"11760000","0.2754"
"11820000","0.29879999999999995"
"11880000","0.279"
"11940000","0.295"
"12000000","0.2742"
"12060000","0.2784"
"12120000","0.304"
"12180000","0.291"
"12240000","0.2924"
"12300000","0.306"
"12360000","0.29479999999999995"
"12420000","0.3014"
"12480000","0.2848"
"12540000","0.32"
"12600000","0.31779999999999997"
"12660000","0.3164"
"12720000","0.32880000000000004"
"12780000","0.31739999999999996"
"12840000","0.326"
"12900000","0.32039999999999996"
"12960000","0.324"
"13020000","0.318"
"13080000","0.3202"
"13140000","0.32580000000000003"
"13200000","0.3342"
"13260000","0.34279999999999994"
"13320000","0.3514"
"13380000","0.343"
"13440000","0.361"
"13500000","0.3376"
"13560000","0.35760000000000003"
"13620000","0.3484"
"13680000","0.3486"
"13740000","0.3703999999999999"
"13800000","0.3604"
"13860000","0.348"
"13920000","0.3664"
"13980000","0.35340000000000005"
"14040000","0.3806000000000001"
"14100000","0.3624"
"14160000","0.386"
"14220000","0.387"
"14280000","0.3764"
"14340000","0.3706"
"14400000","0.3732"
"14460000","0.391"
"14520000","0.3862"
"14580000","0.39"
"14640000","0.4082"
"14700000","0.386"
"14760000","0.3802"
"14820000","0.40220000000000006"
"14880000","0.4122"
"14940000","0.40220000000000006"
"15000000","0.405"
"15060000","0.4054"
"15120000","0.3976"
"15180000","0.394"
"15240000","0.4148"
"15300000","0.3948"
"15360000","0.4156"
"15420000","0.426"
"15480000","0.398"
"15540000","0.4326"
"15600000","0.4026"
"15660000","0.3994"
"15720000","0.4074"
"15780000","0.4272"
"15840000","0.4196"
"15900000","0.4336"
"15960000","0.4262"
"16020000","0.4214"
"16080000","0.4408"
"16140000","0.4278"
"16200000","0.4258"
"16260000","0.41079999999999994"
"16320000","0.4584"
"16380000","0.4478"
"16440000","0.4464"
"16500000","0.4504"
"16560000","0.434"
"16620000","0.4557999999999999"
"16680000","0.4522"
"16740000","0.4492"
"16800000","0.4366"
"16860000","0.4732"
"16920000","0.4342"
"16980000","0.447"
"17040000","0.4666"
"17100000","0.4776"
"17160000","0.4604"
"17220000","0.47079999999999994"
"17280000","0.475"
"17340000","0.457"
"17400000","0.4628"
"17460000","0.47379999999999994"
"17520000","0.4734"
"17580000","0.4792"
"17640000","0.4818"
"17700000","0.4798"
"17760000","0.466"
"17820000","0.4898"
"17880000","0.4726"
"17940000","0.477"
"18000000","0.4654"
"18060000","0.47779999999999995"
"18120000","0.46679999999999994"
"18180000","0.4676"
"18240000","0.487"
"18300000","0.4872"
"18360000","0.5016"
"18420000","0.4854"
"18480000","0.4962"
"18540000","0.4982"
"18600000","0.4932"
"18660000","0.4906"
"18720000","0.4908"
"18780000","0.4948"
"18840000","0.5007999999999999"
"18900000","0.5012000000000001"
"18960000","0.504"
"19020000","0.4998"
"19080000","0.4936"
"19140000","0.5008"
"19200000","0.5056"
"19260000","0.49340000000000006"
"19320000","0.495"
"19380000","0.5038"
"19440000","0.5207999999999999"
"19500000","0.5146"
"19560000","0.51"
"19620000","0.5194000000000001"
"19680000","0.506"
"19740000","0.5197999999999999"
"19800000","0.5052"
"19860000","0.5162"
"19920000","0.5181999999999999"
"19980000","0.5082000000000001"
"20040000","0.5131999999999999"
"20100000","0.4888"
"20160000","0.5002"
"20220000","0.5254"
"20280000","0.5134"
"20340000","0.5164"
"20400000","0.5224000000000001"
"20460000","0.5296000000000001"
"20520000","0.5207999999999999"
"20580000","0.5177999999999999"
"20640000","0.5252"
"20700000","0.5284000000000001"
"20760000","0.5224"
"20820000","0.5222"
"20880000","0.5134"
"20940000","0.5426"
"21000000","0.513"
"21060000","0.5264"
"21120000","0.5322"
"21180000","0.5252"
"21240000","0.5267999999999999"
"21300000","0.5222"
"21360000","0.5262"
"21420000","0.5244"
