"Step","gan_sl_seed1 - 2cover_rate_1step"
"1568000","0.24"
"1582000","0.26"
"1596000","0.16"
"1610000","0.14"
"1624000","0.15"
"1638000","0.17"
"1652000","0.17"
"1666000","0.17"
"1680000","0.19"
"1694000","0.19"
"1708000","0.12"
"1722000","0.18"
"1736000","0.18"
"1750000","0.18"
"1764000","0.17"
"1778000","0.17"
"1792000","0.25"
"1806000","0.18"
"1820000","0.2"
"1834000","0.19"
"1848000","0.21"
"1862000","0.2"
"1876000","0.21"
"1890000","0.22"
"1904000","0.15"
"1918000","0.19"
"1932000","0.2"
"1946000","0.14"
"1960000","0.2"
"1974000","0.25"
"1988000","0.22"
"2002000","0.12"
"2016000","0.16"
"2030000","0.24"
"2044000","0.2"
"2058000","0.21"
"2072000","0.18"
"2086000","0.22"
"2100000","0.16"
"2114000","0.19"
"2128000","0.25"
"2142000","0.21"
"2156000","0.27"
"2170000","0.16"
"2184000","0.31"
"2198000","0.2"
"2212000","0.13"
"2226000","0.25"
"2240000","0.15"
"2254000","0.16"
"2268000","0.24"
"2282000","0.16"
"2296000","0.19"
"2310000","0.2"
"2324000","0.21"
"2338000","0.21"
"2352000","0.12"
"2366000","0.24"
"2380000","0.19"
"2394000","0.19"
"2408000","0.22"
"2422000","0.2"
"2436000","0.24"
"2450000","0.22"
"2464000","0.2"
"2478000","0.24"
"2492000","0.21"
"2506000","0.2"
"2520000","0.18"
"2534000","0.13"
"2548000","0.22"
"2562000","0.25"
"2576000","0.19"
"2590000","0.22"
"2604000","0.19"
"2618000","0.29"
"2632000","0.25"
"2646000","0.14"
"2660000","0.13"
"2674000","0.23"
"2688000","0.2"
"2702000","0.28"
"2716000","0.19"
"2730000","0.16"
"2744000","0.34"
"2758000","0.26"
"2772000","0.25"
"2786000","0.21"
"2800000","0.25"
"2814000","0.17"
"2828000","0.28"
"2842000","0.24"
"2856000","0.2"
"2870000","0.17"
"2884000","0.19"
"2898000","0.14"
"2912000","0.23"
"2926000","0.23"
"2940000","0.24"
"2954000","0.21"
"2968000","0.16"
"2982000","0.21"
"2996000","0.16"
"3010000","0.26"
"3024000","0.24"
"3038000","0.17"
"3052000","0.21"
"3066000","0.19"
"3080000","0.18"
"3094000","0.2"
"3108000","0.22"
"3122000","0.13"
"3136000","0.22"
"3150000","0.31"
"3164000","0.22"
"3178000","0.24"
"3192000","0.18"
"3206000","0.2"
"3220000","0.23"
"3234000","0.23"
"3248000","0.25"
"3262000","0.22"
"3276000","0.24"
"3290000","0.13"
"3304000","0.18"
"3318000","0.16"
"3332000","0.24"
"3346000","0.2"
"3360000","0.31"
"3374000","0.22"
"3388000","0.24"
"3402000","0.18"
"3416000","0.26"
"3430000","0.22"
"3444000","0.18"
"3458000","0.17"
"3472000","0.23"
"3486000","0.21"
"3500000","0.24"
"3514000","0.19"
"3528000","0.25"
"3542000","0.28"
"3556000","0.19"
"3570000","0.2"
"3584000","0.21"
"3598000","0.28"
"3612000","0.18"
"3626000","0.23"
"3640000","0.28"
"3654000","0.32"
"3668000","0.15"
"3682000","0.28"
"3696000","0.29"
"3710000","0.24"
"3724000","0.34"
"3738000","0.26"
"3752000","0.22"
"3766000","0.25"
"3780000","0.18"
"3794000","0.25"
"3808000","0.27"
"3822000","0.24"
"3836000","0.28"
"3850000","0.26"
"3864000","0.23"
"3878000","0.21"
"3892000","0.32"
"3906000","0.28"
"3920000","0.26"
"3934000","0.27"
"3948000","0.34"
"3962000","0.2"
"3976000","0.29"
"3990000","0.35"
"4004000","0.26"
"4018000","0.23"
"4032000","0.26"
"4046000","0.24"
"4060000","0.34"
"4074000","0.23"
"4088000","0.33"
"4102000","0.21"
"4116000","0.26"
"4130000","0.29"
"4144000","0.2"
"4158000","0.26"
"4172000","0.23"
"4186000","0.27"
"4200000","0.25"
"4214000","0.26"
"4228000","0.23"
"4242000","0.28"
"4256000","0.25"
"4270000","0.28"
"4284000","0.31"
"4298000","0.24"
"4312000","0.33"
"4326000","0.27"
"4340000","0.25"
"4354000","0.23"
"4368000","0.25"
"4382000","0.29"
"4396000","0.22"
"4410000","0.24"
"4424000","0.31"
"4438000","0.25"
"4452000","0.31"
"4466000","0.28"
"4480000","0.22"
"4494000","0.24"
"4508000","0.33"
"4522000","0.26"
"4536000","0.32"
"4550000","0.23"
"4564000","0.29"
"4578000","0.24"
"4592000","0.24"
"4606000","0.22"
"4620000","0.26"
"4634000","0.21"
"4648000","0.31"
"4662000","0.25"
"4676000","0.27"
"4690000","0.29"
"4704000","0.18"
"4718000","0.2"
"4732000","0.29"
"4746000","0.28"
"4760000","0.28"
"4774000","0.29"
"4788000","0.28"
"4802000","0.3"
"4816000","0.33"
"4830000","0.37"
"4844000","0.26"
"4858000","0.28"
"4872000","0.17"
"4886000","0.25"
"4900000","0.29"
"4914000","0.27"
"4928000","0.29"
"4942000","0.29"
"4956000","0.27"
"4970000","0.3"
"4984000","0.27"
"4998000","0.3"
"5012000","0.3"
"5026000","0.25"
"5040000","0.28"
"5054000","0.31"
"5068000","0.31"
"5082000","0.26"
"5096000","0.33"
"5110000","0.28"
"5124000","0.28"
"5138000","0.24"
"5152000","0.36"
"5166000","0.22"
"5180000","0.26"
"5194000","0.3"
"5208000","0.28"
"5222000","0.29"
"5236000","0.26"
"5250000","0.29"
"5264000","0.27"
"5278000","0.35"
"5292000","0.22"
"5306000","0.26"
"5320000","0.28"
"5334000","0.28"
"5348000","0.34"
"5362000","0.28"
"5376000","0.34"
"5390000","0.21"
"5404000","0.23"
"5418000","0.31"
"5432000","0.26"
"5446000","0.31"
"5460000","0.21"
"5474000","0.24"
"5488000","0.33"
"5502000","0.37"
"5516000","0.22"
"5530000","0.38"
"5544000","0.29"
"5558000","0.23"
"5572000","0.25"
"5586000","0.26"
"5600000","0.31"
"5614000","0.23"
"5628000","0.28"
"5642000","0.29"
"5656000","0.22"
"5670000","0.23"
"5684000","0.42"
"5698000","0.34"
"5712000","0.21"
"5726000","0.25"
"5740000","0.28"
"5754000","0.31"
"5768000","0.34"
"5782000","0.28"
"5796000","0.32"
"5810000","0.29"
"5824000","0.32"
"5838000","0.31"
"5852000","0.31"
"5866000","0.25"
"5880000","0.28"
"5894000","0.3"
"5908000","0.34"
"5922000","0.27"
"5936000","0.27"
"5950000","0.3"
"5964000","0.3"
"5978000","0.33"
"5992000","0.25"
"6006000","0.34"
"6020000","0.23"
"6034000","0.28"
"6048000","0.27"
"6062000","0.26"
"6076000","0.28"
"6090000","0.39"
"6104000","0.24"
"6118000","0.29"
"6132000","0.33"
"6146000","0.42"
"6160000","0.33"
"6174000","0.35"
"6188000","0.31"
"6202000","0.25"
"6216000","0.28"
"6230000","0.31"
"6244000","0.31"
"6258000","0.31"
"6272000","0.3"
"6286000","0.38"
"6300000","0.29"
"6314000","0.32"
"6328000","0.3"
"6342000","0.32"
"6356000","0.24"
"6370000","0.33"
"6384000","0.37"
"6398000","0.27"
"6412000","0.39"
"6426000","0.28"
"6440000","0.38"
"6454000","0.35"
"6468000","0.36"
"6482000","0.41"
"6496000","0.27"
"6510000","0.3"
"6524000","0.36"
"6538000","0.29"
"6552000","0.33"
"6566000","0.34"
"6580000","0.32"
"6594000","0.22"
"6608000","0.23"
"6622000","0.35"
"6636000","0.38"
"6650000","0.35"
"6664000","0.37"
"6678000","0.2"
"6692000","0.26"
"6706000","0.35"
"6720000","0.37"
"6734000","0.34"
"6748000","0.26"
"6762000","0.35"
"6776000","0.39"
"6790000","0.39"
"6804000","0.32"
"6818000","0.25"
"6832000","0.36"
"6846000","0.37"
"6860000","0.33"
"6874000","0.32"
"6888000","0.29"
"6902000","0.29"
"6916000","0.37"
"6930000","0.37"
"6944000","0.22"
"6958000","0.32"
"6972000","0.3"
"6986000","0.26"
"7000000","0.32"
"7014000","0.22"
"7028000","0.32"
"7042000","0.37"
"7056000","0.41"
"7070000","0.27"
"7084000","0.29"
"7098000","0.39"
"7112000","0.43"
"7126000","0.28"
"7140000","0.34"
"7154000","0.22"
"7168000","0.26"
"7182000","0.34"
"7196000","0.32"
"7210000","0.21"
"7224000","0.32"
"7238000","0.4"
"7252000","0.3"
"7266000","0.31"
"7280000","0.24"
"7294000","0.25"
"7308000","0.34"
"7322000","0.33"
"7336000","0.32"
"7350000","0.28"
"7364000","0.25"
"7378000","0.36"
"7392000","0.39"
"7406000","0.33"
"7420000","0.35"
"7434000","0.33"
"7448000","0.27"
"7462000","0.33"
"7476000","0.41"
"7490000","0.33"
"7504000","0.36"
"7518000","0.31"
"7532000","0.28"
"7546000","0.43"
"7560000","0.31"
"7574000","0.36"
"7588000","0.36"
"7602000","0.32"
"7616000","0.44"
"7630000","0.32"
"7644000","0.4"
"7658000","0.36"
"7672000","0.37"
"7686000","0.41"
"7700000","0.4"
"7714000","0.4"
"7728000","0.29"
"7742000","0.36"
"7756000","0.39"
"7770000","0.32"
"7784000","0.34"
"7798000","0.36"
"7812000","0.36"
"7826000","0.44"
"7840000","0.32"
"7854000","0.38"
"7868000","0.38"
"7882000","0.4"
"7896000","0.4"
"7910000","0.33"
"7924000","0.38"
"7938000","0.41"
"7952000","0.36"
"7966000","0.47"
"7980000","0.34"
"7994000","0.38"
"8008000","0.34"
"8022000","0.43"
"8036000","0.39"
"8050000","0.48"
"8064000","0.39"
"8078000","0.39"
"8092000","0.37"
"8106000","0.41"
"8120000","0.39"
"8134000","0.46"
"8148000","0.42"
"8162000","0.44"
"8176000","0.38"
"8190000","0.44"
"8204000","0.4"
"8218000","0.39"
"8232000","0.35"
"8246000","0.39"
"8260000","0.35"
"8274000","0.38"
"8288000","0.38"
"8302000","0.34"
"8316000","0.46"
"8330000","0.41"
"8344000","0.37"
"8358000","0.43"
"8372000","0.43"
"8386000","0.47"
"8400000","0.41"
"8414000","0.45"
"8428000","0.5"
"8442000","0.42"
"8456000","0.42"
"8470000","0.54"
"8484000","0.48"
"8498000","0.42"
"8512000","0.44"
"8526000","0.35"
"8540000","0.39"
"8554000","0.48"
"8568000","0.56"
"8582000","0.34"
"8596000","0.42"
"8610000","0.39"
"8624000","0.32"
"8638000","0.39"
"8652000","0.31"
"8666000","0.35"
"8680000","0.32"
"8694000","0.36"
"8708000","0.34"
"8722000","0.36"
"8736000","0.35"
"8750000","0.33"
"8764000","0.34"
"8778000","0.42"
"8792000","0.35"
"8806000","0.27"
"8820000","0.24"
"8834000","0.3"
"8848000","0.28"
"8862000","0.36"
"8876000","0.24"
"8890000","0.38"
"8904000","0.38"
"8918000","0.32"
"8932000","0.37"
"8946000","0.25"
"8960000","0.31"
"8974000","0.26"
"8988000","0.41"
"9002000","0.2"
"9016000","0.27"
"9030000","0.25"
"9044000","0.23"
"9058000","0.23"
"9072000","0.2"
"9086000","0.27"
"9100000","0.31"
"9114000","0.19"
"9128000","0.24"
"9142000","0.25"
"9156000","0.24"
"9170000","0.28"
"9184000","0.28"
"9198000","0.24"
"9212000","0.29"
"9226000","0.29"
"9240000","0.24"
"9254000","0.26"
"9268000","0.32"
"9282000","0.27"
"9296000","0.27"
"9310000","0.29"
"9324000","0.29"
"9338000","0.14"
"9352000","0.27"
"9366000","0.24"
"9380000","0.21"
"9394000","0.21"
"9408000","0.21"
"9422000","0.28"
"9436000","0.17"
"9450000","0.22"
"9464000","0.28"
"9478000","0.26"
"9492000","0.24"
"9506000","0.25"
"9520000","0.18"
"9534000","0.28"
"9548000","0.27"
"9562000","0.25"
"9576000","0.27"
"9590000","0.29"
"9604000","0.21"
"9618000","0.27"
"9632000","0.27"
"9646000","0.24"
"9660000","0.21"
"9674000","0.12"
"9688000","0.18"
"9702000","0.29"
"9716000","0.32"
"9730000","0.24"
"9744000","0.31"
"9758000","0.34"
"9772000","0.21"
"9786000","0.28"
"9800000","0.28"
"9814000","0.33"
"9828000","0.3"
"9842000","0.31"
"9856000","0.26"
"9870000","0.3"
"9884000","0.3"
"9898000","0.32"
"9912000","0.28"
"9926000","0.33"
"9940000","0.27"
"9954000","0.4"
"9968000","0.27"
"9982000","0.39"
"9996000","0.31"
"10010000","0.3"
"10024000","0.21"
"10038000","0.27"
"10052000","0.36"
"10066000","0.28"
"10080000","0.35"
"10094000","0.32"
"10108000","0.33"
"10122000","0.32"
"10136000","0.31"
"10150000","0.37"
"10164000","0.27"
"10178000","0.35"
"10192000","0.29"
"10206000","0.36"
"10220000","0.33"
"10234000","0.34"
"10248000","0.34"
"10262000","0.41"
"10276000","0.28"
"10290000","0.28"
"10304000","0.34"
"10318000","0.35"
"10332000","0.36"
"10346000","0.26"
"10360000","0.35"
"10374000","0.31"
"10388000","0.37"
"10402000","0.41"
"10416000","0.33"
"10430000","0.38"
"10444000","0.35"
"10458000","0.4"
"10472000","0.38"
"10486000","0.31"
"10500000","0.4"
"10514000","0.33"
"10528000","0.34"
"10542000","0.27"
"10556000","0.36"
"10570000","0.39"
"10584000","0.31"
"10598000","0.31"
"10612000","0.3"
"10626000","0.42"
"10640000","0.36"
"10654000","0.42"
"10668000","0.4"
"10682000","0.34"
"10696000","0.35"
"10710000","0.32"
"10724000","0.34"
"10738000","0.43"
"10752000","0.35"
"10766000","0.4"
"10780000","0.35"
"10794000","0.36"
"10808000","0.34"
"10822000","0.38"
"10836000","0.51"
"10850000","0.35"
"10864000","0.27"
"10878000","0.3"
"10892000","0.34"
"10906000","0.29"
"10920000","0.44"
"10934000","0.34"
"10948000","0.35"
"10962000","0.4"
"10976000","0.3"
"10990000","0.31"
"11004000","0.43"
"11018000","0.35"
"11032000","0.42"
"11046000","0.34"
"11060000","0.42"
"11074000","0.39"
"11088000","0.37"
"11102000","0.36"
"11116000","0.39"
"11130000","0.44"
"11144000","0.33"
"11158000","0.39"
"11172000","0.29"
"11186000","0.45"
"11200000","0.39"
"11214000","0.36"
"11228000","0.35"
"11242000","0.4"
"11256000","0.43"
"11270000","0.4"
"11284000","0.39"
"11298000","0.38"
"11312000","0.4"
"11326000","0.57"
"11340000","0.39"
"11354000","0.42"
"11368000","0.43"
"11382000","0.42"
"11396000","0.42"
"11410000","0.53"
"11424000","0.42"
"11438000","0.39"
"11452000","0.36"
"11466000","0.48"
"11480000","0.45"
"11494000","0.48"
"11508000","0.44"
"11522000","0.47"
"11536000","0.48"
"11550000","0.41"
"11564000","0.43"
"11578000","0.61"
"11592000","0.46"
"11606000","0.48"
"11620000","0.45"
"11634000","0.48"
"11648000","0.51"
"11662000","0.4"
"11676000","0.42"
"11690000","0.45"
"11704000","0.45"
"11718000","0.47"
"11732000","0.48"
"11746000","0.52"
"11760000","0.39"
"11774000","0.54"
"11788000","0.55"
"11802000","0.46"
"11816000","0.5"
"11830000","0.48"
"11844000","0.45"
"11858000","0.51"
"11872000","0.49"
"11886000","0.51"
"11900000","0.52"
"11914000","0.37"
"11928000","0.54"
"11942000","0.47"
"11956000","0.45"
"11970000","0.41"
"11984000","0.48"
"11998000","0.49"
"12012000","0.47"
"12026000","0.53"
"12040000","0.43"
"12054000","0.46"
"12068000","0.47"
"12082000","0.52"
"12096000","0.54"
"12110000","0.34"
"12124000","0.56"
"12138000","0.5"
"12152000","0.57"
"12166000","0.45"
"12180000","0.49"
"12194000","0.46"
"12208000","0.61"
"12222000","0.43"
"12236000","0.44"
"12250000","0.43"
"12264000","0.44"
"12278000","0.52"
"12292000","0.51"
"12306000","0.5"
"12320000","0.54"
"12334000","0.49"
"12348000","0.47"
"12362000","0.44"
"12376000","0.57"
"12390000","0.5"
"12404000","0.59"
"12418000","0.5"
"12432000","0.51"
"12446000","0.49"
"12460000","0.48"
"12474000","0.42"
"12488000","0.44"
"12502000","0.47"
"12516000","0.43"
"12530000","0.51"
"12544000","0.57"
"12558000","0.63"
"12572000","0.52"
"12586000","0.46"
"12600000","0.52"
"12614000","0.53"
"12628000","0.58"
"12642000","0.52"
"12656000","0.57"
"12670000","0.49"
"12684000","0.45"
"12698000","0.43"
"12712000","0.57"
"12726000","0.48"
"12740000","0.43"
"12754000","0.56"
"12768000","0.48"
"12782000","0.53"
"12796000","0.44"
"12810000","0.47"
"12824000","0.53"
"12838000","0.54"
"12852000","0.56"
"12866000","0.43"
"12880000","0.5"
"12894000","0.46"
"12908000","0.51"
"12922000","0.43"
"12936000","0.4"
"12950000","0.58"
"12964000","0.46"
"12978000","0.55"
"12992000","0.56"
"13006000","0.55"
"13020000","0.56"
"13034000","0.47"
"13048000","0.47"
"13062000","0.45"
"13076000","0.57"
"13090000","0.58"
"13104000","0.56"
"13118000","0.51"
"13132000","0.63"
"13146000","0.56"
"13160000","0.61"
"13174000","0.52"
"13188000","0.6"
"13202000","0.55"
"13216000","0.61"
"13230000","0.63"
"13244000","0.51"
"13258000","0.59"
"13272000","0.63"
"13286000","0.59"
"13300000","0.55"
"13314000","0.57"
"13328000","0.57"
"13342000","0.68"
"13356000","0.61"
"13370000","0.6"
"13384000","0.53"
"13398000","0.62"
"13412000","0.66"
"13426000","0.56"
"13440000","0.63"
"13454000","0.6"
"13468000","0.7"
"13482000","0.6"
"13496000","0.66"
"13510000","0.49"
"13524000","0.54"
"13538000","0.54"
"13552000","0.61"
"13566000","0.66"
"13580000","0.61"
"13594000","0.62"
"13608000","0.59"
"13622000","0.52"
"13636000","0.55"
"13650000","0.59"
"13664000","0.6"
"13678000","0.54"
"13692000","0.58"
"13706000","0.63"
"13720000","0.62"
"13734000","0.61"
"13748000","0.59"
"13762000","0.67"
"13776000","0.55"
"13790000","0.59"
"13804000","0.72"
"13818000","0.68"
"13832000","0.64"
"13846000","0.61"
"13860000","0.61"
"13874000","0.66"
"13888000","0.63"
"13902000","0.57"
"13916000","0.7"
"13930000","0.73"
"13944000","0.66"
"13958000","0.62"
"13972000","0.63"
"13986000","0.63"
"14000000","0.59"
"14014000","0.6"
"14028000","0.62"
"14042000","0.61"
"14056000","0.69"
"14070000","0.55"
"14084000","0.63"
"14098000","0.69"
"14112000","0.59"
"14126000","0.59"
"14140000","0.5"
"14154000","0.56"
"14168000","0.6"
"14182000","0.57"
"14196000","0.46"
"14210000","0.65"
"14224000","0.57"
"14238000","0.57"
"14252000","0.62"
"14266000","0.65"
"14280000","0.61"
"14294000","0.7"
"14308000","0.63"
"14322000","0.62"
"14336000","0.61"
"14350000","0.58"
"14364000","0.55"
"14378000","0.72"
"14392000","0.56"
"14406000","0.58"
"14420000","0.6"
"14434000","0.47"
"14448000","0.59"
"14462000","0.64"
"14476000","0.58"
"14490000","0.53"
"14504000","0.43"
"14518000","0.66"
"14532000","0.64"
"14546000","0.58"
"14560000","0.66"
"14574000","0.54"
"14588000","0.66"
"14602000","0.52"
"14616000","0.69"
"14630000","0.68"
"14644000","0.62"
"14658000","0.59"
"14672000","0.67"
"14686000","0.66"
"14700000","0.61"
"14714000","0.61"
"14728000","0.65"
"14742000","0.59"
"14756000","0.66"
"14770000","0.65"
"14784000","0.52"
"14798000","0.59"
"14812000","0.62"
"14826000","0.65"
"14840000","0.62"
"14854000","0.64"
"14868000","0.62"
"14882000","0.66"
"14896000","0.6"
"14910000","0.5"
"14924000","0.74"
"14938000","0.6"
"14952000","0.58"
"14966000","0.69"
"14980000","0.68"
"14994000","0.62"
"15008000","0.64"
"15022000","0.63"
"15036000","0.66"
"15050000","0.63"
"15064000","0.64"
"15078000","0.68"
"15092000","0.68"
"15106000","0.59"
"15120000","0.66"
"15134000","0.66"
"15148000","0.72"
"15162000","0.65"
"15176000","0.52"
"15190000","0.62"
"15204000","0.62"
"15218000","0.64"
"15232000","0.56"
"15246000","0.61"
"15260000","0.69"
"15274000","0.6"
"15288000","0.6"
"15302000","0.72"
"15316000","0.68"
"15330000","0.65"
"15344000","0.63"
"15358000","0.74"
"15372000","0.64"
"15386000","0.65"
"15400000","0.66"
"15414000","0.61"
"15428000","0.6"
"15442000","0.7"
"15456000","0.63"
"15470000","0.67"
"15484000","0.71"
"15498000","0.7"
"15512000","0.61"
"15526000","0.64"
"15540000","0.66"
"15554000","0.54"
"15568000","0.74"
"15582000","0.65"
"15596000","0.64"
"15610000","0.58"
"15624000","0.62"
"15638000","0.61"
"15652000","0.59"
"15666000","0.61"
"15680000","0.7"
"15694000","0.62"
"15708000","0.67"
"15722000","0.71"
"15736000","0.66"
"15750000","0.67"
"15764000","0.63"
"15778000","0.63"
"15792000","0.66"
"15806000","0.75"
"15820000","0.65"
"15834000","0.66"
"15848000","0.69"
"15862000","0.59"
"15876000","0.65"
"15890000","0.61"
"15904000","0.72"
"15918000","0.63"
"15932000","0.62"
"15946000","0.59"
"15960000","0.7"
"15974000","0.71"
"15988000","0.65"
"16002000","0.69"
"16016000","0.69"
"16030000","0.6"
"16044000","0.62"
"16058000","0.69"
"16072000","0.63"
"16086000","0.59"
"16100000","0.63"
"16114000","0.62"
"16128000","0.66"
"16142000","0.56"
"16156000","0.7"
"16170000","0.72"
"16184000","0.7"
"16198000","0.66"
"16212000","0.6"
"16226000","0.71"
"16240000","0.59"
"16254000","0.72"
"16268000","0.57"
"16282000","0.71"
"16296000","0.66"
"16310000","0.63"
"16324000","0.77"
"16338000","0.66"
"16352000","0.67"
"16366000","0.69"
"16380000","0.72"
"16394000","0.61"
"16408000","0.74"
"16422000","0.69"
"16436000","0.75"
"16450000","0.57"
"16464000","0.69"
"16478000","0.65"
"16492000","0.64"
"16506000","0.7"
"16520000","0.64"
"16534000","0.75"
"16548000","0.6"
"16562000","0.64"
"16576000","0.61"
"16590000","0.66"
"16604000","0.65"
"16618000","0.67"
"16632000","0.64"
"16646000","0.72"
"16660000","0.7"
"16674000","0.67"
"16688000","0.78"
"16702000","0.61"
"16716000","0.62"
"16730000","0.67"
"16744000","0.66"
"16758000","0.58"
"16772000","0.62"
"16786000","0.68"
"16800000","0.58"
"16814000","0.59"
"16828000","0.6"
"16842000","0.67"
"16856000","0.74"
"16870000","0.62"
"16884000","0.74"
"16898000","0.71"
"16912000","0.74"
"16926000","0.83"
"16940000","0.66"
"16954000","0.69"
"16968000","0.69"
"16982000","0.75"
"16996000","0.68"
"17010000","0.61"
"17024000","0.77"
"17038000","0.67"
"17052000","0.6"
"17066000","0.67"
"17080000","0.7"
"17094000","0.73"
"17108000","0.64"
"17122000","0.71"
"17136000","0.68"
"17150000","0.76"
"17164000","0.7"
"17178000","0.65"
"17192000","0.73"
"17206000","0.7"
"17220000","0.76"
"17234000","0.7"
"17248000","0.71"
"17262000","0.72"
"17276000","0.71"
"17290000","0.8"
"17304000","0.73"
"17318000","0.7"
"17332000","0.74"
"17346000","0.73"
"17360000","0.75"
"17374000","0.69"
"17388000","0.66"
"17402000","0.68"
"17416000","0.61"
"17430000","0.73"
"17444000","0.71"
"17458000","0.72"
"17472000","0.73"
"17486000","0.66"
"17500000","0.71"
"17514000","0.71"
"17528000","0.67"
"17542000","0.74"
"17556000","0.75"
"17570000","0.73"
"17584000","0.68"
"17598000","0.7"
"17612000","0.73"
"17626000","0.76"
"17640000","0.68"
"17654000","0.71"
"17668000","0.69"
"17682000","0.72"
"17696000","0.59"
"17710000","0.69"
"17724000","0.74"
"17738000","0.69"
"17752000","0.66"
"17766000","0.68"
"17780000","0.67"
"17794000","0.73"
"17808000","0.7"
"17822000","0.69"
"17836000","0.65"
"17850000","0.62"
"17864000","0.83"
"17878000","0.68"
"17892000","0.69"
"17906000","0.74"
"17920000","0.69"
"17934000","0.68"
"17948000","0.77"
"17962000","0.68"
"17976000","0.74"
"17990000","0.69"
"18004000","0.64"
"18018000","0.67"
"18032000","0.73"
"18046000","0.69"
"18060000","0.66"
"18074000","0.71"
"18088000","0.64"
"18102000","0.72"
"18116000","0.68"
"18130000","0.7"
"18144000","0.72"
"18158000","0.77"
"18172000","0.67"
"18186000","0.73"
"18200000","0.79"
"18214000","0.65"
"18228000","0.77"
"18242000","0.7"
"18256000","0.73"
"18270000","0.62"
"18284000","0.75"
"18298000","0.79"
"18312000","0.67"
"18326000","0.72"
"18340000","0.72"
"18354000","0.7"
"18368000","0.72"
"18382000","0.8"
"18396000","0.68"
"18410000","0.71"
"18424000","0.78"
"18438000","0.73"
"18452000","0.7"
"18466000","0.68"
"18480000","0.65"
"18494000","0.77"
"18508000","0.64"
"18522000","0.74"
"18536000","0.79"
"18550000","0.74"
"18564000","0.72"
"18578000","0.75"
"18592000","0.7"
"18606000","0.73"
"18620000","0.72"
"18634000","0.66"
"18648000","0.75"
"18662000","0.72"
"18676000","0.77"
"18690000","0.74"
"18704000","0.69"
"18718000","0.8"
"18732000","0.81"
"18746000","0.75"
"18760000","0.66"
"18774000","0.76"
"18788000","0.72"
"18802000","0.73"
"18816000","0.71"
"18830000","0.7"
"18844000","0.71"
"18858000","0.8"
"18872000","0.71"
"18886000","0.76"
"18900000","0.66"
"18914000","0.68"
"18928000","0.66"
"18942000","0.75"
"18956000","0.74"
"18970000","0.7"
"18984000","0.68"
"18998000","0.67"
"19012000","0.71"
"19026000","0.74"
"19040000","0.73"
"19054000","0.71"
"19068000","0.65"
"19082000","0.75"
"19096000","0.74"
"19110000","0.7"
"19124000","0.73"
"19138000","0.71"
"19152000","0.71"
"19166000","0.78"
"19180000","0.73"
"19194000","0.71"
"19208000","0.73"
"19222000","0.67"
"19236000","0.74"
"19250000","0.77"
"19264000","0.84"
"19278000","0.73"
"19292000","0.76"
"19306000","0.74"
"19320000","0.73"
"19334000","0.8"
"19348000","0.74"
"19362000","0.7"
"19376000","0.76"
"19390000","0.73"
"19404000","0.78"
"19418000","0.73"
"19432000","0.69"
"19446000","0.79"
"19460000","0.78"
"19474000","0.81"
"19488000","0.72"
"19502000","0.72"
"19516000","0.78"
"19530000","0.78"
"19544000","0.81"
"19558000","0.74"
"19572000","0.68"
"19586000","0.72"
"19600000","0.74"
"19614000","0.67"
