"Step","mix37_sp_stop0.8_seed3 - 8cover_rate"
"17986500","0.88325"
"18091500","0.8897"
"18196500","0.8847999999999999"
"18301500","0.9002"
"18406500","0.8876999999999999"
"18511500","0.8894500000000001"
"18616500","0.88705"
"18721500","0.894"
"18826500","0.8861999999999999"
"18931500","0.8792000000000001"
"19036500","0.8917999999999999"
"19141500","0.8863499999999999"
"19246500","0.8884"
"19351500","0.8928999999999999"
"19456500","0.88705"
"19561500","0.8736499999999999"
"19666500","0.8621"
"19771500","0.8579"
"19876500","0.86035"
"19981500","0.8605499999999999"
"20086500","0.8493499999999999"
"20191500","0.87955"
"20296500","0.88675"
"20401500","0.8805"
"20506500","0.8805999999999999"
"20611500","0.8798499999999999"
"20716500","0.87805"
"20821500","0.8823"
"20926500","0.86935"
"21031500","0.8826"
"21136500","0.8898"
"21241500","0.9108"
"21346500","0.89415"
"21451500","0.8917"
"21556500","0.8950499999999999"
"21661500","0.8983000000000001"
"21766500","0.89315"
"21871500","0.8783"
"21976500","0.8927999999999999"
"22081500","0.8979"
"22186500","0.9073"
"22291500","0.904"
"22396500","0.9011"
"22501500","0.90085"
"22606500","0.89895"
"22711500","0.89415"
"22816500","0.89105"
"22921500","0.87825"
"23026500","0.8764500000000001"
"23131500","0.8734500000000001"
"23236500","0.869"
"23341500","0.8683"
"23446500","0.88725"
"23551500","0.8845999999999999"
"23656500","0.8892"
"23761500","0.8924"
"23866500","0.90375"
"23971500","0.8970499999999999"
"24076500","0.8914999999999998"
"24181500","0.88495"
"24286500","0.8845999999999999"
"24391500","0.89135"
"24496500","0.8955"
"24601500","0.8803000000000001"
"24706500","0.8999000000000001"
"24811500","0.8995"
"24916500","0.9174"
"25021500","0.92185"
"25126500","0.9139"
"25231500","0.9144"
"25336500","0.9203"
"25441500","0.91545"
"25546500","0.91705"
"25651500","0.9075"
"25756500","0.91985"
"25861500","0.91615"
"25966500","0.9139"
"26071500","0.9184499999999998"
"26176500","0.9306"
"26281500","0.91665"
"26386500","0.9317"
"26491500","0.9357"
"26596500","0.91845"
"26701500","0.92565"
"26806500","0.92005"
"26911500","0.92335"
"27016500","0.916"
"27121500","0.9199"
"27226500","0.92615"
"27331500","0.92535"
"27436500","0.92695"
"27541500","0.93015"
"27646500","0.91235"
"27751500","0.91995"
"27856500","0.9158"
"27961500","0.9074"
"28066500","0.9134"
"28171500","0.9269"
"28276500","0.9235"
"28381500","0.9323"
"28486500","0.9351"
"28591500","0.9301"
"28696500","0.9362"
"28801500","0.9377"
"28906500","0.9337"
"29011500","0.94555"
"29116500","0.9472"
"29221500","0.9393"
"29326500","0.9385"
"29431500","0.945"
"29536500","0.9508"
"29641500","0.95415"
"29746500","0.9517"
"29851500","0.95405"
"29956500","0.95745"
"30061500","0.9568"
"30166500","0.94445"
"30271500","0.95165"
"30376500","0.95895"
