"Step","mix37_sp_stop0.8_seed3 - 8cover_rate"
"136500","0.8281499999999999"
"241500","0.81545"
"346500","0.7830999999999999"
"451500","0.794"
"556500","0.78"
"661500","0.78265"
"766500","0.78755"
"871500","0.7851500000000001"
"976500","0.78755"
"1081500","0.77255"
"1186500","0.7778999999999999"
"1291500","0.7784500000000001"
"1396500","0.7945"
"1501500","0.7996500000000001"
"1606500","0.7974"
"1711500","0.78475"
"1816500","0.7913"
"1921500","0.78215"
"2026500","0.7861999999999999"
"2131500","0.781"
"2236500","0.7835"
"2341500","0.77685"
"2446500","0.7892"
"2551500","0.7973"
"2656500","0.7956499999999999"
"2761500","0.81225"
"2866500","0.785"
"2971500","0.75615"
"3076500","0.7486"
"3181500","0.74605"
"3286500","0.77365"
"3391500","0.76925"
"3496500","0.7813"
"3601500","0.77655"
"3706500","0.7905500000000001"
"3811500","0.7930499999999999"
"3916500","0.7934"
"4021500","0.8069"
"4126500","0.80425"
"4231500","0.8072"
"4336500","0.80655"
"4441500","0.8059000000000001"
"4546500","0.79955"
"4651500","0.8085500000000001"
"4756500","0.8110499999999999"
"4861500","0.80325"
"4966500","0.809"
"5071500","0.82735"
"5176500","0.8027000000000001"
"5281500","0.8297"
"5386500","0.8265"
"5491500","0.82515"
"5596500","0.81225"
"5701500","0.8258"
"5806500","0.82765"
"5911500","0.8304"
"6016500","0.83"
"6121500","0.84125"
"6226500","0.8341"
"6331500","0.82485"
"6436500","0.8385999999999999"
"6541500","0.8315"
"6646500","0.8371999999999999"
"6751500","0.8264"
"6856500","0.8325"
"6961500","0.8337"
"7066500","0.83805"
"7171500","0.8429000000000001"
"7276500","0.8466999999999999"
"7381500","0.8566"
"7486500","0.84025"
"7591500","0.8266"
"7696500","0.8179"
"7801500","0.8232"
"7906500","0.8249"
"8011500","0.8181499999999999"
"8116500","0.8199"
"8221500","0.82145"
"8326500","0.8351000000000001"
"8431500","0.8448499999999999"
"8536500","0.8478499999999999"
"8641500","0.82635"
"8746500","0.8205999999999999"
"8851500","0.826"
"8956500","0.8358"
"9061500","0.82905"
"9166500","0.8167"
"9271500","0.8361500000000001"
"9376500","0.84745"
"9481500","0.8220999999999999"
"9586500","0.83325"
"9691500","0.8188500000000001"
"9796500","0.82655"
"9901500","0.8275"
"10006500","0.8375499999999999"
"10111500","0.8371"
"10216500","0.8339500000000001"
"10321500","0.82655"
"10426500","0.82045"
"10531500","0.8246500000000001"
"10636500","0.8462999999999999"
"10741500","0.8229499999999998"
"10846500","0.8217"
"10951500","0.8319500000000001"
"11056500","0.8183"
"11161500","0.82645"
"11266500","0.82945"
"11371500","0.8252999999999999"
"11476500","0.83345"
"11581500","0.8375499999999999"
"11686500","0.8411500000000001"
"11791500","0.8599"
"11896500","0.85245"
"12001500","0.8585499999999999"
"12106500","0.8483999999999999"
"12211500","0.8518"
"12316500","0.85265"
"12421500","0.86235"
"12526500","0.85025"
"12631500","0.84795"
"12736500","0.8608"
"12841500","0.8637999999999999"
"12946500","0.85635"
"13051500","0.8486"
"13156500","0.8527"
"13261500","0.8461000000000001"
"13366500","0.8464499999999999"
"13471500","0.8515499999999999"
"13576500","0.86685"
"13681500","0.8629"
"13786500","0.8595499999999999"
"13891500","0.8595999999999999"
"13996500","0.8555"
"14101500","0.8468499999999999"
"14206500","0.8201999999999999"
"14311500","0.82765"
"14416500","0.8505999999999999"
"14521500","0.8386499999999999"
"14626500","0.8475999999999999"
"14731500","0.8675999999999999"
"14836500","0.8832000000000001"
"14941500","0.8822000000000001"
"15046500","0.8871499999999999"
"15151500","0.88175"
"15256500","0.8657"
"15361500","0.8715999999999999"
"15466500","0.86795"
"15571500","0.8765999999999999"
"15676500","0.864"
"15781500","0.8676"
"15886500","0.8755"
"15991500","0.8878499999999999"
"16096500","0.8877499999999999"
"16201500","0.8698499999999999"
"16306500","0.87825"
"16411500","0.8722"
"16516500","0.8827999999999999"
"16621500","0.8827999999999999"
"16726500","0.8788499999999999"
"16831500","0.88355"
"16936500","0.8845"
"17041500","0.88205"
"17146500","0.8802"
"17251500","0.901"
"17356500","0.881"
"17461500","0.8916499999999999"
"17566500","0.8663"
"17671500","0.8807999999999999"
"17776500","0.881"
"17881500","0.8816"
