"Step","mix2n4_4boxlength200_pb_seed1 - 4cover_rate"
"245160000","0.6858"
"245520000","0.6928"
"245880000","0.7026"
"246240000","0.7014"
"246600000","0.7162999999999999"
"246960000","0.7058000000000001"
"247320000","0.7038"
"247680000","0.7108"
"248040000","0.7155"
"248400000","0.7084000000000001"
"248760000","0.7049"
"249120000","0.7162000000000001"
"249480000","0.7055"
"249840000","0.7129"
"250200000","0.7089"
"250560000","0.7166"
"250920000","0.7259"
"251280000","0.7206"
"251640000","0.7249"
"252000000","0.7339000000000001"
"252360000","0.6676"
"252720000","0.6668999999999999"
"253080000","0.6902"
"253440000","0.6708999999999999"
"253800000","0.6742999999999999"
"254160000","0.6696"
"254520000","0.6564"
"254880000","0.6697000000000001"
"255240000","0.6671"
"255600000","0.6735999999999999"
"255960000","0.6674"
"256320000","0.6772999999999999"
"256680000","0.6677000000000001"
"257040000","0.6665"
"257400000","0.6574000000000001"
"257760000","0.657"
"258120000","0.675"
"258480000","0.6728000000000001"
"258840000","0.6694000000000001"
"259200000","0.6654"
"259560000","0.6946"
"259920000","0.6695"
"260280000","0.7028"
"260640000","0.6926"
"261000000","0.6818"
"261360000","0.6951"
"261720000","0.6787000000000001"
"262080000","0.6653999999999999"
"262440000","0.6889"
"262800000","0.6892"
"263160000","0.6898"
"263520000","0.7014"
"263880000","0.6969000000000001"
"264240000","0.6927000000000001"
"264600000","0.683"
"264960000","0.7007000000000001"
"265320000","0.6940999999999999"
"265680000","0.6884"
"266040000","0.6890999999999999"
"266400000","0.6767000000000001"
"266760000","0.7048"
"267120000","0.6812"
"267480000","0.6746"
"267840000","0.6907"
"268200000","0.6958"
"268560000","0.6911"
"268920000","0.6711"
"269280000","0.6822"
"269640000","0.6925999999999999"
"270000000","0.6718999999999999"
"270360000","0.7029"
