"Step","sl_amigo_seed3 - cover_rate_5step"
"7000","0.022"
"14000","0.016"
"21000","0.08"
"28000","0.08"
"35000","0.07"
"42000","0.12"
"49000","0.188"
"56000","0.224"
"63000","0.266"
"70000","0.244"
"77000","0.17"
"84000","0.28200000000000003"
"91000","0.174"
"98000","0.234"
"105000","0.182"
"112000","0.15600000000000003"
"119000","0.19200000000000003"
"126000","0.18199999999999997"
"133000","0.18600000000000003"
"140000","0.15600000000000003"
"147000","0.154"
"154000","0.21"
"161000","0.136"
"168000","0.19"
"175000","0.244"
"182000","0.246"
"189000","0.21"
"196000","0.21799999999999997"
"203000","0.136"
"210000","0.15"
"217000","0.212"
"224000","0.212"
"231000","0.12"
"238000","0.124"
"245000","0.182"
"252000","0.23"
"259000","0.222"
"266000","0.204"
"273000","0.142"
"280000","0.126"
"287000","0.238"
"294000","0.188"
"301000","0.242"
"308000","0.20799999999999996"
"315000","0.166"
"322000","0.19400000000000003"
"329000","0.198"
"336000","0.21"
"343000","0.168"
"350000","0.11"
"357000","0.14"
"364000","0.18"
"371000","0.24800000000000005"
"378000","0.248"
"385000","0.23"
"392000","0.128"
"399000","0.27"
"406000","0.238"
"413000","0.182"
"420000","0.22"
"427000","0.242"
"434000","0.29"
"441000","0.278"
"448000","0.222"
"455000","0.25199999999999995"
"462000","0.236"
"469000","0.212"
"476000","0.228"
"483000","0.222"
"490000","0.224"
"497000","0.196"
"504000","0.256"
"511000","0.2"
"518000","0.206"
"525000","0.304"
"532000","0.198"
"539000","0.23200000000000004"
"546000","0.214"
"553000","0.254"
"560000","0.17"
"567000","0.184"
"574000","0.214"
"581000","0.23"
"588000","0.268"
"595000","0.252"
"602000","0.16399999999999998"
"609000","0.17"
"616000","0.25799999999999995"
"623000","0.222"
"630000","0.222"
"637000","0.18600000000000003"
"644000","0.236"
"651000","0.238"
"658000","0.28800000000000003"
"665000","0.256"
"672000","0.15"
"679000","0.214"
"686000","0.34199999999999997"
"693000","0.254"
"700000","0.272"
"707000","0.228"
"714000","0.204"
"721000","0.248"
"728000","0.126"
"735000","0.17600000000000002"
"742000","0.24"
"749000","0.218"
"756000","0.204"
"763000","0.26799999999999996"
"770000","0.2"
"777000","0.316"
"784000","0.256"
"791000","0.156"
"798000","0.192"
"805000","0.264"
"812000","0.292"
"819000","0.246"
"826000","0.256"
"833000","0.27399999999999997"
"840000","0.312"
"847000","0.304"
"854000","0.27"
"861000","0.3"
"868000","0.212"
"875000","0.27799999999999997"
"882000","0.33"
"889000","0.258"
"896000","0.27"
"903000","0.252"
"910000","0.254"
"917000","0.23200000000000004"
"924000","0.31"
"931000","0.264"
"938000","0.27799999999999997"
"945000","0.394"
"952000","0.302"
"959000","0.292"
"966000","0.3640000000000001"
"973000","0.28600000000000003"
"980000","0.242"
"987000","0.468"
"994000","0.37"
"1001000","0.32"
"1008000","0.33399999999999996"
"1015000","0.336"
"1022000","0.344"
"1029000","0.394"
"1036000","0.324"
"1043000","0.3399999999999999"
"1050000","0.396"
"1057000","0.41"
"1064000","0.37799999999999995"
"1071000","0.37200000000000005"
"1078000","0.43"
"1085000","0.45"
"1092000","0.44"
"1099000","0.38"
"1106000","0.33799999999999997"
"1113000","0.394"
"1120000","0.4"
"1127000","0.3"
"1134000","0.36"
"1141000","0.29200000000000004"
"1148000","0.384"
"1155000","0.418"
"1162000","0.454"
"1169000","0.39"
"1176000","0.41"
"1183000","0.43"
"1190000","0.364"
"1197000","0.392"
"1204000","0.41"
"1211000","0.35"
"1218000","0.34"
"1225000","0.37"
"1232000","0.362"
"1239000","0.4"
"1246000","0.36"
"1253000","0.396"
"1260000","0.348"
"1267000","0.396"
"1274000","0.404"
"1281000","0.426"
"1288000","0.42"
"1295000","0.26"
"1302000","0.298"
"1309000","0.33"
"1316000","0.39"
"1323000","0.31"
"1330000","0.416"
"1337000","0.39"
"1344000","0.37"
"1351000","0.4"
"1358000","0.41"
"1365000","0.38"
"1372000","0.33799999999999997"
"1379000","0.444"
"1386000","0.35"
"1393000","0.466"
"1400000","0.43"
"1407000","0.316"
"1414000","0.376"
"1421000","0.39"
"1428000","0.36"
"1435000","0.412"
"1442000","0.388"
"1449000","0.33399999999999996"
"1456000","0.404"
"1463000","0.394"
"1470000","0.44"
"1477000","0.32799999999999996"
"1484000","0.314"
"1491000","0.39"
"1498000","0.422"
"1505000","0.34"
"1512000","0.37"
"1519000","0.446"
"1526000","0.256"
"1533000","0.414"
"1540000","0.386"
"1547000","0.374"
"1554000","0.394"
"1561000","0.462"
"1568000","0.304"
"1575000","0.458"
"1582000","0.37799999999999995"
"1589000","0.35"
"1596000","0.406"
"1603000","0.4320000000000001"
