"Step","mixdecay_sp_fre30_seed1 - 8cover_rate"
"157290","0.8443999999999999"
"314580","0.8402000000000001"
"471870","0.85105"
"629160","0.8425999999999999"
"786450","0.84825"
"943740","0.8395499999999999"
"1101030","0.8475499999999999"
"1258320","0.84405"
"1415610","0.8449"
"1572900","0.851"
"1724940","0.852"
"1876980","0.8535999999999999"
"2029020","0.8568"
"2181060","0.8565999999999999"
"2333100","0.86405"
"2485140","0.85875"
"2637180","0.8429"
"2789220","0.8493499999999999"
"2941260","0.8555999999999999"
"3093300","0.8583500000000001"
"3240300","0.846"
"3387300","0.8513999999999999"
"3534300","0.8514"
"3681300","0.8342"
"3828300","0.8323499999999999"
"3975300","0.8474499999999999"
"4122300","0.8665"
"4269300","0.8573999999999999"
"4416300","0.8765499999999999"
"4563300","0.87475"
"4705050","0.86215"
"4846800","0.8882000000000001"
"4988550","0.8756499999999999"
"5130300","0.87275"
"5272050","0.8787999999999999"
"5413800","0.8705499999999999"
"5555550","0.8578"
"5697300","0.88015"
"5839050","0.8683"
"5980800","0.8593"
"6117300","0.8624499999999999"
"6253800","0.8832000000000001"
"6390300","0.8845"
"6526800","0.8933"
"6663300","0.8883000000000001"
"6799800","0.9034"
"6936300","0.8953"
"7072800","0.8919"
"7209300","0.8939499999999999"
"7345800","0.8835500000000001"
"7477260","0.89765"
"7608720","0.8970999999999999"
"7740180","0.8974"
"7871640","0.9155"
"8003100","0.9095"
"8134560","0.8989"
"8266020","0.9161"
"8397480","0.9133"
"8528940","0.8978"
"8660400","0.8940999999999999"
"8786400","0.8903499999999999"
"8912400","0.89215"
"9038400","0.8993"
"9164400","0.8917"
"9290400","0.9001499999999999"
"9416400","0.9064"
"9542400","0.91915"
"9668400","0.91"
"9794400","0.90475"
"9920400","0.90495"
"10041150","0.895"
"10161900","0.90885"
"10282650","0.91175"
"10403400","0.9272"
"10524150","0.886"
"10644900","0.89445"
"10765650","0.90575"
"10886400","0.91745"
"11007150","0.91975"
"11127900","0.91135"
"11243190","0.91595"
"11358480","0.91215"
"11473770","0.9071"
"11589060","0.92375"
"11704350","0.92655"
"11819640","0.93185"
"11934930","0.92615"
"12050220","0.9211"
"12165510","0.9202"
"12280800","0.9275"
"12391260","0.9283"
"12501720","0.9348"
"12612180","0.9371"
"12722640","0.9427"
"12833100","0.92715"
"12943560","0.9341"
"13054020","0.9429"
"13164480","0.9449"
"13274940","0.94055"
"13385400","0.9379"
"13490400","0.93475"
"13595400","0.9489999999999998"
"13700400","0.9418"
"13805400","0.9514"
"13910400","0.9498"
"14015400","0.94575"
"14120400","0.9452"
"14225400","0.946"
"14330400","0.95485"
"14435400","0.94505"
"14540400","0.93295"
"14645400","0.9358"
"14750400","0.9297"
"14855400","0.942"
"14960400","0.9516"
"15065400","0.9491"
"15170400","0.9604"
"15275400","0.9422"
"15380400","0.9479"
"15485400","0.9352"
"15590400","0.9341499999999998"
"15695400","0.9405"
"15800400","0.95785"
"15905400","0.9441"
"16010400","0.95685"
"16115400","0.96485"
"16220400","0.9643"
"16325400","0.96305"
"16430400","0.95885"
"16535400","0.9315"
"16640400","0.92815"
"16745400","0.9439999999999998"
"16850400","0.95705"
"16955400","0.95595"
"17060400","0.95665"
"17165400","0.94705"
"17270400","0.95845"
"17375400","0.96155"
"17480400","0.95625"
"17585400","0.87905"
"17690400","0.8997"
"17795400","0.9071"
"17900400","0.9256"
"18005400","0.91315"
"18110400","0.91685"
"18215400","0.9261"
"18320400","0.92185"
"18425400","0.9277"
"18530400","0.93045"
"18635400","0.9404"
"18740400","0.94735"
"18845400","0.95015"
"18950400","0.94525"
"19055400","0.96175"
"19160400","0.9672"
"19265400","0.9673"
"19370400","0.9595"
"19475400","0.97065"
"19580400","0.9746"
"19685400","0.9723"
"19790400","0.97105"
"19895400","0.97145"
"20000400","0.9682"
"20105400","0.9676"
"20210400","0.96435"
"20315400","0.9702"
"20420400","0.9711"
"20525400","0.96815"
