"Step","mixdecay2n4_only2decay_seed3 - 4cover_rate"
"269640","0.691"
"539280","0.7047"
"808920","0.7034"
"1078560","0.6908"
"1348200","0.6925"
"1617840","0.6911999999999999"
"1887480","0.705"
"2157120","0.7117"
"2426760","0.6891000000000002"
"2696400","0.6895"
"2957040","0.7006"
"3217680","0.6958"
"3478320","0.7024"
"3738960","0.7061"
"3999600","0.6868"
"4260240","0.7085999999999999"
"4520880","0.6975"
"4781520","0.7066"
"5042160","0.7058"
"5302800","0.71"
"5554800","0.7151000000000002"
"5806800","0.6954000000000001"
"6058800","0.6852"
"6310800","0.6697"
"6562800","0.6952"
"6814800","0.6603"
"7066800","0.6748999999999999"
"7318800","0.6614000000000001"
"7570800","0.6785"
"7822800","0.6634000000000001"
"8065800","0.6751"
"8308800","0.6932999999999999"
"8551800","0.6887000000000001"
"8794800","0.6977000000000001"
"9037800","0.7092999999999999"
"9280800","0.7104"
"9523800","0.6988"
"9766800","0.7012"
"10009800","0.6688"
"10252800","0.6695"
"10486800","0.657"
"10720800","0.6799000000000001"
"10954800","0.6789000000000001"
"11188800","0.6674"
"11422800","0.6788"
"11656800","0.6901999999999999"
"11890800","0.686"
"12124800","0.6902999999999999"
"12358800","0.7084"
"12592800","0.6977000000000001"
"12818160","0.7159"
"13043520","0.7247"
"13268880","0.7107"
"13494240","0.6982999999999999"
"13719600","0.6934"
"13944960","0.702"
"14170320","0.6964"
"14395680","0.7009000000000001"
"14621040","0.7165"
"14846400","0.7232000000000001"
"15062400","0.7255999999999999"
"15278400","0.7104000000000001"
"15494400","0.7055"
"15710400","0.6842"
"15926400","0.6985"
"16142400","0.7067"
"16358400","0.6976"
"16574400","0.6974000000000001"
"16790400","0.7121"
"17006400","0.7049"
"17213400","0.6878"
"17420400","0.6914"
"17627400","0.6867000000000001"
"17834400","0.6924"
"18041400","0.7127"
"18248400","0.7055"
"18455400","0.7195"
"18662400","0.7034"
"18869400","0.6789000000000001"
"19076400","0.7105999999999999"
"19274040","0.6957000000000001"
"19471680","0.72"
"19669320","0.7007000000000001"
"19866960","0.7082"
"20064600","0.6938000000000001"
"20262240","0.7041000000000001"
"20459880","0.7123"
"20657520","0.6985"
"20855160","0.7042999999999999"
"21052800","0.6792999999999999"
"21242160","0.6765999999999999"
"21431520","0.6717000000000001"
"21620880","0.6841"
"21810240","0.6772"
"21999600","0.6770999999999999"
"22188960","0.6766"
"22378320","0.6962999999999999"
"22567680","0.6842999999999999"
"22757040","0.6765999999999999"
"22946400","0.7048"
"23126400","0.71"
"23306400","0.7086"
"23486400","0.7157"
"23666400","0.7059000000000001"
"23846400","0.725"
"24026400","0.7189"
"24206400","0.723"
"24386400","0.7111"
"24566400","0.7035"
"24746400","0.6932999999999999"
"24926400","0.709"
"25106400","0.6962999999999999"
"25286400","0.6738"
"25466400","0.6947000000000001"
"25646400","0.6962"
"25826400","0.684"
"26006400","0.6812"
"26186400","0.6834"
"26366400","0.6999"
"26546400","0.6980999999999999"
"26726400","0.7027"
"26906400","0.6978"
"27086400","0.6945999999999999"
"27266400","0.699"
"27446400","0.7177"
"27626400","0.7102"
"27806400","0.7055"
"27986400","0.7157"
"28166400","0.7197"
"28346400","0.7203"
"28526400","0.7087"
"28706400","0.7184"
"28886400","0.7131"
"29066400","0.7355"
"29246400","0.7129000000000001"
"29426400","0.7202000000000001"
"29606400","0.7327"
"29786400","0.7397"
"29966400","0.7085999999999999"
"30146400","0.7104000000000001"
"30326400","0.7135"
"30506400","0.7174"
"30686400","0.7178"
"30866400","0.7153999999999999"
"31046400","0.7143999999999999"
"31226400","0.7079"
"31406400","0.7183999999999999"
"31586400","0.7198000000000001"
"31766400","0.7063999999999999"
"31946400","0.693"
"32126400","0.7295999999999999"
"32306400","0.715"
"32486400","0.7062"
"32666400","0.713"
"32846400","0.7165"
"33026400","0.6925999999999999"
"33206400","0.6937000000000001"
"33386400","0.6936"
"33566400","0.682"
"33746400","0.6775"
"33926400","0.6929"
"34106400","0.69"
"34286400","0.6825"
"34466400","0.6847000000000001"
"34646400","0.7026"
"34826400","0.7021"
"35006400","0.6878"
"35186400","0.6835999999999999"
"35366400","0.7027"
"35546400","0.6858"
"35726400","0.7091000000000001"
"35906400","0.7122"
"36086400","0.7042999999999999"
"36266400","0.7084"
"36446400","0.7169000000000001"
"36626400","0.7065999999999999"
"36806400","0.702"
