"Step","mixdecay_sp_fre6_seed3 - 8cover_rate"
"157290","0.8529"
"314580","0.8596500000000001"
"466620","0.83795"
"618660","0.79955"
"765660","0.803"
"912660","0.8035"
"1054410","0.82595"
"1196160","0.8027"
"1332660","0.8204"
"1469160","0.81305"
"1600620","0.8182"
"1732080","0.8069500000000001"
"1858080","0.8069"
"1984080","0.8105999999999999"
"2104830","0.8155999999999999"
"2225580","0.7949"
"2340870","0.79385"
"2456160","0.79815"
"2566620","0.7946499999999999"
"2677080","0.8052"
"2782080","0.8091499999999999"
"2887080","0.80365"
"2992080","0.80845"
"3097080","0.7997000000000001"
"3202080","0.8138"
"3307080","0.8075"
"3412080","0.80325"
"3517080","0.8075"
"3622080","0.79995"
"3727080","0.795"
"3832080","0.7925"
"3937080","0.792"
"4042080","0.78275"
"4147080","0.7828"
"4252080","0.7870499999999999"
"4357080","0.7948999999999999"
"4462080","0.80785"
"4567080","0.8047000000000001"
"4672080","0.8185999999999999"
"4777080","0.8131999999999999"
"4882080","0.8156"
"4987080","0.8135999999999999"
"5092080","0.8147499999999999"
"5197080","0.8251999999999999"
"5302080","0.83305"
"5407080","0.81945"
"5512080","0.8176499999999999"
"5617080","0.807"
"5722080","0.80665"
"5827080","0.8090999999999999"
"5932080","0.8180999999999999"
"6037080","0.8173"
"6142080","0.83165"
"6247080","0.82705"
"6352080","0.8098500000000001"
"6457080","0.8208"
"6562080","0.80915"
"6667080","0.8306999999999999"
"6772080","0.83565"
"6877080","0.8291999999999999"
"6982080","0.8323499999999999"
"7087080","0.8368499999999999"
"7192080","0.82575"
"7297080","0.80885"
"7402080","0.8258"
"7507080","0.82675"
"7612080","0.8389500000000001"
"7717080","0.8412999999999999"
"7822080","0.8472"
"7927080","0.8419"
"8032080","0.85915"
"8137080","0.7781999999999999"
"8242080","0.7974499999999999"
"8347080","0.7926"
"8452080","0.81355"
"8557080","0.8060499999999999"
"8662080","0.8087000000000001"
"8767080","0.8085999999999999"
"8872080","0.81745"
"8977080","0.82925"
"9082080","0.8265"
"9187080","0.8288"
"9292080","0.8254499999999999"
"9397080","0.82005"
"9502080","0.8329"
"9607080","0.8283499999999999"
"9712080","0.8242999999999999"
"9817080","0.8283999999999999"
"9922080","0.8392999999999999"
"10027080","0.8405499999999999"
"10132080","0.8441"
"10237080","0.8543499999999999"
"10342080","0.8461"
"10447080","0.8511500000000001"
"10552080","0.83545"
"10657080","0.8553499999999999"
"10762080","0.8479500000000001"
"10867080","0.8535"
"10972080","0.8422000000000001"
"11077080","0.8497"
"11182080","0.8545"
"11287080","0.8357"
"11392080","0.8425"
"11497080","0.83525"
"11602080","0.84045"
"11707080","0.84975"
"11812080","0.83675"
"11917080","0.8481500000000001"
"12022080","0.84605"
"12127080","0.8507"
"12232080","0.84415"
"12337080","0.86195"
"12442080","0.8542000000000001"
"12547080","0.84815"
"12652080","0.8658499999999999"
"12757080","0.86275"
"12862080","0.848"
"12967080","0.8696499999999999"
"13072080","0.865"
"13177080","0.8745"
"13282080","0.88395"
"13387080","0.86725"
"13492080","0.8749000000000001"
"13597080","0.8812000000000001"
"13702080","0.8815"
"13807080","0.87745"
"13912080","0.88975"
"14017080","0.8713"
"14122080","0.8738499999999999"
"14227080","0.88575"
"14332080","0.88125"
"14437080","0.8972"
"14542080","0.8813499999999999"
"14647080","0.8852"
"14752080","0.8953499999999999"
"14857080","0.9002"
"14962080","0.8989499999999999"
"15067080","0.8939"
"15172080","0.8863499999999999"
"15277080","0.8915"
"15382080","0.8854500000000001"
"15487080","0.905"
"15592080","0.90535"
"15697080","0.8958499999999999"
"15802080","0.9022"
"15907080","0.89975"
"16012080","0.91005"
"16117080","0.9135"
"16222080","0.9037"
"16327080","0.9106"
"16432080","0.9098"
"16537080","0.89195"
"16642080","0.9023"
"16747080","0.8847999999999999"
"16852080","0.88755"
"16957080","0.90075"
"17062080","0.9046499999999998"
"17167080","0.9055"
"17272080","0.87975"
"17377080","0.8976000000000001"
"17482080","0.8948499999999999"
"17587080","0.9001"
"17692080","0.9036"
"17797080","0.9037"
"17902080","0.8965"
"18007080","0.89325"
"18112080","0.8873499999999999"
"18217080","0.8923999999999999"
"18322080","0.8906999999999999"
"18427080","0.89055"
"18532080","0.8877"
"18637080","0.9121"
"18742080","0.889"
"18847080","0.89815"
"18952080","0.9095"
"19057080","0.9186"
"19162080","0.90995"
"19267080","0.90445"
"19372080","0.8974"
"19477080","0.91395"
"19582080","0.9139"
"19687080","0.90405"
"19792080","0.91795"
"19897080","0.9142"
"20002080","0.90275"
"20107080","0.89455"
"20212080","0.90395"
"20317080","0.91145"
"20422080","0.92185"
"20527080","0.91735"
"20632080","0.92025"
"20737080","0.92115"
"20842080","0.92385"
"20947080","0.92035"
"21052080","0.91635"
"21157080","0.9125"
"21262080","0.91255"
"21367080","0.92255"
"21472080","0.91465"
"21577080","0.9015"
"21682080","0.9087499999999998"
"21787080","0.9192"
"21892080","0.90065"
"21997080","0.92215"
"22102080","0.90855"
"22207080","0.9021"
"22312080","0.8957"
"22417080","0.8913499999999999"
"22522080","0.8896999999999999"
"22627080","0.8955"
"22732080","0.9118"
"22837080","0.9117"
"22942080","0.9222"
"23047080","0.91945"
"23152080","0.9255"
"23257080","0.9151"
"23362080","0.9166"
"23467080","0.9171"
"23572080","0.9075"
"23677080","0.91945"
"23782080","0.9249"
"23887080","0.93435"
"23992080","0.93285"
"24097080","0.93805"
"24202080","0.9414"
"24307080","0.93925"
"24412080","0.93765"
"24517080","0.9331"
"24622080","0.9369"
"24727080","0.91935"
"24832080","0.93505"
"24937080","0.93265"
"25042080","0.91855"
"25147080","0.92415"
"25252080","0.91115"
"25357080","0.91575"
"25462080","0.92145"
"25567080","0.92645"
"25672080","0.9034"
"25777080","0.8918"
"25882080","0.91185"
"25987080","0.9069"
"26092080","0.9"
"26197080","0.90665"
"26302080","0.9227"
"26407080","0.9314"
"26512080","0.9332"
"26617080","0.9335"
"26722080","0.93225"
"26827080","0.93215"
"26932080","0.9291"
"27037080","0.9382"
"27142080","0.9348"
"27247080","0.9439"
"27352080","0.9389"
"27457080","0.9444"
"27562080","0.94235"
"27667080","0.93975"
"27772080","0.9293"
"27877080","0.9272"
"27982080","0.93505"
"28087080","0.92335"
"28192080","0.9237"
"28297080","0.9297"
"28402080","0.93935"
"28507080","0.94655"
"28612080","0.94775"
"28717080","0.9461"
"28822080","0.9391"
"28927080","0.93945"
"29032080","0.9314"
"29137080","0.93565"
"29242080","0.92255"
"29347080","0.93165"
"29452080","0.9494"
"29557080","0.94515"
"29662080","0.95255"
"29767080","0.95435"
"29872080","0.92675"
"29977080","0.93515"
"30082080","0.93215"
"30187080","0.93165"
"30292080","0.9094"
"30397080","0.89155"
"30502080","0.90865"
"30607080","0.9185"
"30712080","0.9238"
"30817080","0.92115"
"30922080","0.92445"
"31027080","0.91965"
"31132080","0.91925"
"31237080","0.91055"
"31342080","0.9169"
"31447080","0.9286"
"31552080","0.93975"
"31657080","0.9418"
"31762080","0.92145"
"31867080","0.9312"
"31972080","0.92725"
"32077080","0.92125"
"32182080","0.9386"
"32287080","0.94585"
"32392080","0.93355"
"32497080","0.95015"
"32602080","0.9559"
"32707080","0.9564"
"32812080","0.95895"
"32917080","0.9574"
"33022080","0.94955"
"33127080","0.96195"
"33232080","0.9626"
"33337080","0.9741"
"33442080","0.95765"
"33547080","0.966"
"33652080","0.9702"
"33757080","0.967"
"33862080","0.9649"
"33967080","0.9707"
"34072080","0.96465"
"34177080","0.96655"
"34282080","0.97085"
"34387080","0.967"
"34492080","0.96455"
"34597080","0.9595"
"34702080","0.9663"
"34807080","0.9592"
"34912080","0.94965"
"35017080","0.9625"
"35122080","0.9591"
"35227080","0.96335"
"35332080","0.961"
"35437080","0.96125"
"35542080","0.9686999999999998"
"35647080","0.96695"
"35752080","0.9611"
"35857080","0.9653999999999998"
"35962080","0.969"
"36067080","0.96595"
"36172080","0.97775"
"36277080","0.97755"
"36382080","0.9744"
"36487080","0.978"
"36592080","0.97695"
"36697080","0.9746"
"36802080","0.97795"
"36907080","0.97675"
