"Step","diversified_novelty_sp3_leftup_rightdown_seed2 - cover_rate_5step"
"105000","0.0033"
"210000","0.0054"
"315000","0.0070999999999999995"
"420000","0.0134"
"525000","0.0114"
"630000","0.0128"
"735000","0.0145"
"840000","0.0122"
"945000","0.0114"
"1050000","0.015"
"1155000","0.0156"
"1260000","0.0136"
"1365000","0.0141"
"1470000","0.0255"
"1575000","0.0305"
"1680000","0.0402"
"1778490","0.0428"
"1879920","0.058899999999999994"
"1984920","0.0815"
"2089920","0.0981"
"2194920","0.1145"
"2299920","0.1289"
"2404920","0.159"
"2509920","0.1643"
"2614920","0.2056"
"2719920","0.2173"
"2824920","0.2238"
"2929920","0.228"
"3034920","0.2354"
"3139920","0.2268"
"3244920","0.2425"
"3349920","0.22960000000000003"
"3454920","0.2446"
"3559920","0.2305"
"3664920","0.26330000000000003"
"3769920","0.266"
"3874920","0.2338"
"3979920","0.2457"
"4084920","0.2616"
"4189920","0.2747"
"4294920","0.26359999999999995"
"4399920","0.2515"
"4504920","0.2518"
"4609920","0.2535"
"4714920","0.262"
"4819920","0.2701"
"4924920","0.2407"
"5029920","0.2774"
"5134920","0.2276"
"5239920","0.2808"
"5344920","0.26480000000000004"
"5449920","0.2708"
"5554920","0.2746"
"5659920","0.27270000000000005"
"5764920","0.2591"
"5869920","0.2621"
"5974920","0.2595"
"6079920","0.26480000000000004"
"6184920","0.2431"
"6289920","0.25889999999999996"
"6394920","0.2616"
"6499920","0.25920000000000004"
"6604920","0.23289999999999997"
"6709920","0.26439999999999997"
"6814920","0.2443"
"6919920","0.2634"
"7024920","0.2702"
"7129920","0.26559999999999995"
"7234920","0.26659999999999995"
"7339920","0.28640000000000004"
"7444920","0.2253"
"7549920","0.25139999999999996"
"7654920","0.235"
"7759920","0.2336"
"7864920","0.2598"
"7969920","0.2547"
"8074920","0.252"
"8179920","0.2592"
"8284920","0.2413"
"8389920","0.263"
"8494920","0.2491"
"8599920","0.2504"
"8704920","0.2528"
"8809920","0.2509"
"8914920","0.25759999999999994"
"9019920","0.2425"
"9124920","0.251"
"9229920","0.25139999999999996"
"9334920","0.26339999999999997"
"9439920","0.26"
"9544920","0.2489"
"9649920","0.2772"
"9754920","0.2868"
"9859920","0.2897"
"9964920","0.27070000000000005"
"10069920","0.28909999999999997"
"10174920","0.283"
"10279920","0.2891"
"10384920","0.2724"
"10489920","0.2753"
"10594920","0.2631"
"10699920","0.2832"
"10804920","0.2849"
"10909920","0.297"
"11014920","0.3035"
"11119920","0.28109999999999996"
"11224920","0.30839999999999995"
"11329920","0.29629999999999995"
