Step,transfer_pb_woclip_onlytrain4_seed3 - 4cover_rate
43020000,0.4413
43200000,0.4441
43380000,0.4466
43560000,0.4318
43740000,0.4477
43920000,0.4278
44100000,0.4136
44280000,0.4108
44460000,0.4148
44640000,0.4153
44820000,0.4191
45000000,0.4307
45180000,0.4262
45360000,0.4382
45540000,0.4328
45720000,0.4479
45900000,0.4291
46080000,0.4345
46260000,0.4391
46440000,0.4491
46620000,0.4393
46800000,0.4405
46980000,0.4612
47160000,0.4517
47340000,0.4259
47520000,0.4521
47700000,0.4407
47880000,0.4519
48060000,0.4577
48240000,0.4482
48420000,0.4521
48600000,0.4467
48780000,0.4544
48960000,0.4556
49140000,0.4643
49320000,0.4479
49500000,0.4517
49680000,0.4602
49860000,0.469
50040000,0.4556
50220000,0.4638
50400000,0.4631
50580000,0.4351
50760000,0.4364
50940000,0.4316
51120000,0.4433
51300000,0.4344
51480000,0.4375
51660000,0.4384
51840000,0.4392
52020000,0.4421
52200000,0.4487
52380000,0.4288
52560000,0.4365
52740000,0.4285
52920000,0.4337
53100000,0.4323
53280000,0.4425
53460000,0.4316
53640000,0.4444
53820000,0.4475
54000000,0.4261
54180000,0.4295
54360000,0.4289
54540000,0.4316
54720000,0.4355
54900000,0.4213
55080000,0.434
55260000,0.4393
55440000,0.4314
55620000,0.4214
55800000,0.4174
55980000,0.4271
56160000,0.4334
56340000,0.4209
56520000,0.4266
56700000,0.4108
56880000,0.4225
57060000,0.4312
57240000,0.4285
57420000,0.4295
57600000,0.4265
57780000,0.4321
57960000,0.4288
58140000,0.4318
58320000,0.4404
58500000,0.4444
58680000,0.4282
58860000,0.4443
59040000,0.4544
59220000,0.4452
59400000,0.4518
59580000,0.4502
59760000,0.4359
59940000,0.4378
60120000,0.4484
60300000,0.4501
60480000,0.4281
60660000,0.4354
60840000,0.4154
61020000,0.4327
61200000,0.4325
61380000,0.4499
61560000,0.4474
61740000,0.4492
61920000,0.4262
62100000,0.4371
62280000,0.4341
62460000,0.4311
62640000,0.4359
62820000,0.4443
63000000,0.4437
63180000,0.433
63360000,0.4427
63540000,0.4455
63720000,0.4294
63900000,0.442
64080000,0.4211
64260000,0.4346
64440000,0.416
64620000,0.4278
64800000,0.4425
64980000,0.4366
65160000,0.4423
65340000,0.4303
65520000,0.4451
65700000,0.4368
65880000,0.4243
66060000,0.4241
66240000,0.4304
66420000,0.4284
66600000,0.4455
66780000,0.4431
66960000,0.4439
67140000,0.4485
67320000,0.4424
67500000,0.4666
67680000,0.4497
67860000,0.4572
68040000,0.463
68220000,0.4607
68400000,0.4512
68580000,0.4868
68760000,0.4682
68940000,0.4682
69120000,0.4679
69300000,0.4569
69480000,0.4465
69660000,0.4457
69840000,0.4522
70020000,0.4496
70200000,0.4333
70380000,0.4371
70560000,0.4557
70740000,0.4563
70920000,0.4479
71100000,0.4585
71280000,0.4516
71460000,0.4436
71640000,0.4416
71820000,0.4432
72000000,0.4657
72180000,0.4613
72360000,0.4518
72540000,0.4259
72720000,0.4472
72900000,0.4575
73080000,0.4118
73260000,0.4345
73440000,0.4437
73620000,0.4407
73800000,0.4578
73980000,0.4506
74160000,0.453
74340000,0.4671
74520000,0.4641
74700000,0.4748
74880000,0.4582
75060000,0.463
75240000,0.4777
75420000,0.4739
75600000,0.4532
75780000,0.4646
75960000,0.4517
76140000,0.4731
76320000,0.4738
76500000,0.4735
76680000,0.4657
76860000,0.4697
77040000,0.4855
77220000,0.4724
77400000,0.4843
77580000,0.4906
77760000,0.4786
77940000,0.466
78120000,0.4798
78300000,0.4937
78480000,0.4778
78660000,0.4862
78840000,0.4937
79020000,0.4822
79200000,0.4834
79380000,0.4714
79560000,0.4728
79740000,0.476
79920000,0.4936
80100000,0.4862
80280000,0.4904
80460000,0.4932
80640000,0.484
80820000,0.5135
81000000,0.5195
81180000,0.4939
81360000,0.5006
81540000,0.4812
81720000,0.4834
81900000,0.4916
82080000,0.4927
82260000,0.4625
82440000,0.4665
82620000,0.4799
82800000,0.4852
82980000,0.4799
83160000,0.4679
83340000,0.4661
83520000,0.4702
83700000,0.4857
83880000,0.4882
84060000,0.4727
84240000,0.4893
84420000,0.4779
84600000,0.4818
84780000,0.5088
84960000,0.4773
85140000,0.4724
85320000,0.4656
85500000,0.4812
85680000,0.468
85860000,0.4752
86040000,0.4762
86220000,0.4495
86400000,0.4625
86580000,0.4593
86760000,0.4495
86940000,0.4638
87120000,0.492
87300000,0.5014
87480000,0.492
87660000,0.4902
87840000,0.4841
88020000,0.4711
88200000,0.4657
88380000,0.4877
88560000,0.4577
88740000,0.4877
88920000,0.4752
89100000,0.4718
89280000,0.4706
89460000,0.4732
89640000,0.4941
89820000,0.4785
90000000,0.4813
90180000,0.4778
90360000,0.4678
90540000,0.4801
90720000,0.4738
90900000,0.4608
91080000,0.4812
91260000,0.4692
91440000,0.4562
91620000,0.4761
91800000,0.487
91980000,0.4691
92160000,0.4815
92340000,0.4696
92520000,0.4556
92700000,0.4627
92880000,0.4557
93060000,0.4618
93240000,0.4704
93420000,0.4507
93600000,0.4189
93780000,0.4373
93960000,0.4436
94140000,0.441
94320000,0.4449
94500000,0.4564
94680000,0.4646
94860000,0.4633
95040000,0.4577
95220000,0.4542
95400000,0.4726
95580000,0.4542
95760000,0.4344
95940000,0.4501
96120000,0.4397
96300000,0.4467
96480000,0.4594
96660000,0.4731
96840000,0.4529
97020000,0.448
97200000,0.469
97380000,0.4655
97560000,0.4717
97740000,0.4605
97920000,0.4493
98100000,0.4476
98280000,0.4564
98460000,0.4369
98640000,0.4727
98820000,0.4637
99000000,0.4699
99180000,0.4589
99360000,0.4727
99540000,0.4698
99720000,0.4687
99900000,0.4654
100080000,0.467
100260000,0.4742
100440000,0.4761
100620000,0.46
100800000,0.4561
100980000,0.4778
101160000,0.4662
101340000,0.4699
101520000,0.4767
101700000,0.4739
101880000,0.4764
102060000,0.4746
102240000,0.4892
102420000,0.475
102600000,0.4743
102780000,0.482
102960000,0.4779
103140000,0.4855
103320000,0.4857
103500000,0.4691
103680000,0.4711
103860000,0.4853
104040000,0.474
104220000,0.4687
104400000,0.4709
104580000,0.4667
104760000,0.4833
104940000,0.4876
105120000,0.4652
105300000,0.4763
105480000,0.4802
105660000,0.4724
105840000,0.4914
106020000,0.4935
106200000,0.4749
106380000,0.5036
106560000,0.4804
106740000,0.4685
106920000,0.4867
107100000,0.4953
107280000,0.4874
107460000,0.4804
107640000,0.481
107820000,0.4909
108000000,0.4902
108180000,0.5108
108360000,0.49
108540000,0.484
108720000,0.4888
108900000,0.4434
109080000,0.4485
109260000,0.4392
109440000,0.4519
109620000,0.4455
109800000,0.4458
109980000,0.4508
110160000,0.47
110340000,0.4606
110520000,0.453
110700000,0.4653
110880000,0.4465
111060000,0.4586
111240000,0.4423
111420000,0.4714
111600000,0.4647
111780000,0.4694
111960000,0.4601
112140000,0.4436
112320000,0.4398
112500000,0.4593
112680000,0.4451
112860000,0.4576
113040000,0.4767
113220000,0.4731
113400000,0.4842
113580000,0.4815
113760000,0.4539
113940000,0.4805
114120000,0.47
114300000,0.4775
114480000,0.4851
114660000,0.4847
114840000,0.497
115020000,0.4759
115200000,0.4951
115380000,0.4865
115560000,0.4972
115740000,0.4873
115920000,0.4792
116100000,0.4616
116280000,0.4642
116460000,0.4721
116640000,0.5038
116820000,0.4778
117000000,0.4848
117180000,0.4846
117360000,0.4874
117540000,0.4822
117720000,0.4711
117900000,0.4861
118080000,0.4769
118260000,0.4999
118440000,0.4992
118620000,0.4813
118800000,0.5055
118980000,0.4877
119160000,0.4908
119340000,0.4606
119520000,0.4863
119700000,0.4878
119880000,0.4899
120060000,0.4804
120240000,0.4852
120420000,0.491
120600000,0.5084
120780000,0.4777
120960000,0.4951
121140000,0.4934
121320000,0.5017
121500000,0.4796
121680000,0.4902
121860000,0.4912
122040000,0.4878
122220000,0.4871
122400000,0.4802
122580000,0.4927
122760000,0.4819
122940000,0.4793
123120000,0.4898
123300000,0.4875
123480000,0.5123
123660000,0.5144
123840000,0.5051
124020000,0.4853
124200000,0.5141
124380000,0.4972
124560000,0.5091
124740000,0.4887
124920000,0.5104
125100000,0.5074
125280000,0.5003
125460000,0.5142
125640000,0.508
125820000,0.5023
126000000,0.5057
126180000,0.4962
126360000,0.4898
126540000,0.514
126720000,0.4975
126900000,0.4926
127080000,0.49
127260000,0.5028
127440000,0.5016
127620000,0.5069
127800000,0.5031
127980000,0.4888
128160000,0.4911
128340000,0.5003
128520000,0.4995
128700000,0.4916
128880000,0.5029
129060000,0.5072
129240000,0.5019
129420000,0.4979
129600000,0.4941
129780000,0.4719
129960000,0.4702
130140000,0.4872
130320000,0.4858
130500000,0.4941
130680000,0.4968
130860000,0.5065
131040000,0.506
131220000,0.499
131400000,0.5027
131580000,0.5034
131760000,0.5068
131940000,0.4996
132120000,0.509
132300000,0.5175
132480000,0.5128
132660000,0.5173
132840000,0.5149
133020000,0.5166
133200000,0.513
133380000,0.5178
133560000,0.5245
133740000,0.5209
133920000,0.5358
134100000,0.5427
134280000,0.5294
134460000,0.5149
134640000,0.5218
134820000,0.5135
135000000,0.526
135180000,0.5443
135360000,0.5492
135540000,0.5509
135720000,0.5392
135900000,0.5365
136080000,0.5415
136260000,0.5196
136440000,0.5288
136620000,0.5423
136800000,0.5387
136980000,0.5458
137160000,0.5506
137340000,0.5219
137520000,0.5462
137700000,0.547
137880000,0.5437
138060000,0.5269
138240000,0.5218
138420000,0.5254
138600000,0.5339
138780000,0.5298
138960000,0.5257
139140000,0.5486
139320000,0.52
139500000,0.5164
139680000,0.5271
139860000,0.5267
140040000,0.531
140220000,0.5286
140400000,0.5396
140580000,0.5323
140760000,0.5344
140940000,0.5505
141120000,0.5349
141300000,0.5437
141480000,0.5588
141660000,0.5492
141840000,0.5545
142020000,0.5438
142200000,0.5412
142380000,0.5467
142560000,0.5509
142740000,0.5417
142920000,0.5447
143100000,0.5545
143280000,0.5611
143460000,0.565
143640000,0.564
143820000,0.5627
144000000,0.5572
144180000,0.5521
144360000,0.5672
144540000,0.5639
144720000,0.5677
144900000,0.5743
145080000,0.5626
145260000,0.5549
145440000,0.5621
145620000,0.5772
145800000,0.583
145980000,0.5821
146160000,0.5848
146340000,0.5832
146520000,0.5832
146700000,0.5955
146880000,0.5841
147060000,0.5919
147240000,0.5916
147420000,0.5876
147600000,0.5956
147780000,0.5769
147960000,0.5717
148140000,0.5803
148320000,0.5599
148500000,0.5509
148680000,0.5613
148860000,0.5504
149040000,0.5601
149220000,0.5508
149400000,0.5611
149580000,0.5651
149760000,0.569
149940000,0.5606
150120000,0.5617
150300000,0.5798
150480000,0.5763
150660000,0.5747
150840000,0.563
151020000,0.5584
151200000,0.5612
151380000,0.5679
151560000,0.5625
151740000,0.5768
151920000,0.5677
152100000,0.5806
152280000,0.5757
152460000,0.5525
152640000,0.5636
152820000,0.5641
153000000,0.5812
153180000,0.5763
153360000,0.5786
153540000,0.59
153720000,0.5812
153900000,0.6002
154080000,0.5956
154260000,0.5955
154440000,0.5867
154620000,0.5986
154800000,0.5802
154980000,0.5845
155160000,0.5825
155340000,0.5899
155520000,0.5938
155700000,0.5941
155880000,0.6109
156060000,0.5936
156240000,0.5847
156420000,0.6137
156600000,0.5981
156780000,0.616
156960000,0.5845
157140000,0.5886
157320000,0.5722
157500000,0.5701
157680000,0.5666
157860000,0.5731
158040000,0.5747
158220000,0.5932
158400000,0.5747
158580000,0.5648
158760000,0.581
158940000,0.5922
159120000,0.5904
159300000,0.5989
159480000,0.597
159660000,0.6013
159840000,0.5914
160020000,0.5972
160200000,0.6017
160380000,0.5952
160560000,0.6028
160740000,0.6111
160920000,0.6181
161100000,0.6147
161280000,0.6241
161460000,0.6249
161640000,0.6152
161820000,0.6158
162000000,0.612
162180000,0.6047
162360000,0.6033
162540000,0.5969
162720000,0.587
162900000,0.603
163080000,0.6218
163260000,0.5939
163440000,0.6062
163620000,0.5985
163800000,0.6041
163980000,0.599
164160000,0.6138
164340000,0.5914
164520000,0.6049
164700000,0.6048
164880000,0.6041
165060000,0.5975
165240000,0.6071
165420000,0.6203
165600000,0.6457
165780000,0.6351
165960000,0.6205
166140000,0.5885
166320000,0.5918
166500000,0.6163
166680000,0.6284
166860000,0.6004
167040000,0.5952
167220000,0.6087
167400000,0.5946
167580000,0.6162
167760000,0.5968
167940000,0.6164
168120000,0.6241
168300000,0.6231
168480000,0.6206
168660000,0.6107
168840000,0.6166
169020000,0.6261
169200000,0.6236
169380000,0.6008
169560000,0.606
169740000,0.604
169920000,0.5989
170100000,0.6113
170280000,0.6144
170460000,0.6046
170640000,0.6048
170820000,0.605
171000000,0.6233
171180000,0.6166
171360000,0.6247
171540000,0.6089
171720000,0.5901
171900000,0.6068
172080000,0.604
172260000,0.6272
172440000,0.6114
172620000,0.63
172800000,0.6433
172980000,0.6366
173160000,0.6451
173340000,0.6341
173520000,0.6215
173700000,0.6337
173880000,0.6356
174060000,0.6252
174240000,0.6315
174420000,0.6233
174600000,0.6377
174780000,0.617
174960000,0.6221
175140000,0.6259
175320000,0.6269
175500000,0.5986
175680000,0.6271
175860000,0.6107
176040000,0.6121
176220000,0.6199
176400000,0.6261
176580000,0.6242
176760000,0.6176
176940000,0.63
177120000,0.6184
177300000,0.6045
177480000,0.6161
177660000,0.6101
177840000,0.6115
178020000,0.6157
178200000,0.6211
178380000,0.6092
178560000,0.6248
178740000,0.6205
178920000,0.6201
179100000,0.6265
179280000,0.6143
179460000,0.6113
179640000,0.6157
179820000,0.6157
180000000,0.613
180180000,0.6079
180360000,0.6197
180540000,0.6237
180720000,0.6244
180900000,0.6203
181080000,0.6164
181260000,0.6321
181440000,0.6403
181620000,0.6315
181800000,0.6289
181980000,0.6282
182160000,0.6376
182340000,0.6276
182520000,0.6495
182700000,0.6208
182880000,0.6188
183060000,0.6321
183240000,0.6278
183420000,0.6282
183600000,0.6336
183780000,0.6187
183960000,0.6178
184140000,0.6112
184320000,0.6099
184500000,0.6138
184680000,0.6312
184860000,0.6132
185040000,0.6184
185220000,0.6167
185400000,0.616
185580000,0.6218
185760000,0.6191
185940000,0.6109
186120000,0.6104
186300000,0.6192
186480000,0.6191
186660000,0.6252
186840000,0.6136
187020000,0.6123
187200000,0.6119
187380000,0.6144
187560000,0.6114
187740000,0.6243
187920000,0.6218
188100000,0.6227
188280000,0.6319
188460000,0.6144
188640000,0.6437
188820000,0.6362
189000000,0.6395
189180000,0.6405
189360000,0.6431
189540000,0.6503
189720000,0.6433
189900000,0.6385
190080000,0.6232
190260000,0.6347
190440000,0.6405
190620000,0.6493
190800000,0.6507
190980000,0.6462
191160000,0.6525
191340000,0.6497
191520000,0.6358
191700000,0.6392
191880000,0.6343
192060000,0.6358
192240000,0.6387
192420000,0.6301
192600000,0.6376
192780000,0.6203
192960000,0.6328
193140000,0.6155
193320000,0.6352
193500000,0.6278
193680000,0.624
193860000,0.6289
194040000,0.6343
194220000,0.6378
194400000,0.6452
194580000,0.6373
194760000,0.6258
194940000,0.6249
195120000,0.6272
195300000,0.6249
195480000,0.6323
195660000,0.6268
195840000,0.6316
196020000,0.621
196200000,0.6312
196380000,0.6366
196560000,0.6419
196740000,0.6401
196920000,0.6367
197100000,0.6246
197280000,0.6145
197460000,0.6346
197640000,0.6227
197820000,0.6325
198000000,0.6376
198180000,0.6324
198360000,0.6158
198540000,0.6226
198720000,0.6256
198900000,0.6431
199080000,0.6416
199260000,0.6593
199440000,0.6485
199620000,0.6485
199800000,0.6551
199980000,0.6383
200160000,0.6411
200340000,0.6377
200520000,0.6396
200700000,0.6408
200880000,0.64
201060000,0.6437
201240000,0.6522
201420000,0.6317
201600000,0.6353
201780000,0.6505
201960000,0.6448
202140000,0.6399
202320000,0.6423
202500000,0.6513
202680000,0.642
202860000,0.6596
203040000,0.6613
203220000,0.6685
203400000,0.6503
203580000,0.6439
203760000,0.6522
203940000,0.6573
204120000,0.649
204300000,0.6381
204480000,0.6555
204660000,0.6578
204840000,0.6482
205020000,0.6601
205200000,0.6517
205380000,0.6535
205560000,0.6542
205740000,0.6429
205920000,0.6494
206100000,0.6511
206280000,0.6572
206460000,0.6509
206640000,0.6669
206820000,0.6662
207000000,0.6712
207180000,0.6536
207360000,0.6605
207540000,0.6543
207720000,0.6619
207900000,0.6563
208080000,0.6717
208260000,0.6613
208440000,0.6702
208620000,0.657
208800000,0.6639
208980000,0.6569
209160000,0.6617
209340000,0.661
209520000,0.6666
209700000,0.6585
209880000,0.6557
210060000,0.6555
210240000,0.6601
210420000,0.6642
210600000,0.6526
210780000,0.6589
210960000,0.669
211140000,0.6659
211320000,0.6601
211500000,0.6634
211680000,0.6544
211860000,0.6676
212040000,0.6688
212220000,0.6627
212400000,0.6647
212580000,0.6578
212760000,0.6634
212940000,0.655
213120000,0.656
213300000,0.6633
213480000,0.6546
213660000,0.6609
213840000,0.665
214020000,0.6507
214200000,0.6557
214380000,0.6562
214560000,0.6448
214740000,0.65
214920000,0.6617
215100000,0.6559
215280000,0.6575
215460000,0.6545
215640000,0.669
215820000,0.6711
216000000,0.6785
216180000,0.6709
216360000,0.6703
216540000,0.6689
216720000,0.6786
216900000,0.6845
217080000,0.6942
217260000,0.6673
217440000,0.6842
217620000,0.6813
217800000,0.671
217980000,0.6775
218160000,0.6671
218340000,0.6707
218520000,0.6735
218700000,0.6725
218880000,0.6846
219060000,0.6702
219240000,0.6819
219420000,0.6886
219600000,0.6781
219780000,0.6793
219960000,0.6847
220140000,0.6777
220320000,0.6709
220500000,0.6762
220680000,0.6853
220860000,0.676
221040000,0.6795
221220000,0.6842
221400000,0.6911
221580000,0.6879
221760000,0.6801
221940000,0.6714
222120000,0.6766
222300000,0.6775
222480000,0.6741
222660000,0.6785
222840000,0.6702
223020000,0.6834
223200000,0.6721
223380000,0.6763
223560000,0.655
223740000,0.6701
223920000,0.6681
224100000,0.6915
224280000,0.6781
224460000,0.6751
224640000,0.6709
224820000,0.6633
225000000,0.6812
225180000,0.6768
225360000,0.6794
225540000,0.6877
225720000,0.681
225900000,0.6901
226080000,0.684
226260000,0.6905
226440000,0.6903
226620000,0.6913
226800000,0.6738
226980000,0.6799
227160000,0.6919
227340000,0.6904
227520000,0.6832
227700000,0.6968
227880000,0.6876
228060000,0.7027
228240000,0.6944
228420000,0.7077
228600000,0.7079
228780000,0.6984
228960000,0.6948
229140000,0.704
229320000,0.7079
229500000,0.6903
229680000,0.7014
229860000,0.6823
230040000,0.6942
230220000,0.6811
230400000,0.7011
230580000,0.7041
230760000,0.7046
230940000,0.7147
231120000,0.7132
231300000,0.7147
231480000,0.7038
231660000,0.7152
231840000,0.7264
232020000,0.7235
232200000,0.7213
232380000,0.7221
232560000,0.7172
232740000,0.7093
232920000,0.7242
233100000,0.7205
233280000,0.7245
233460000,0.7238
233640000,0.7064
233820000,0.7212
234000000,0.7219
234180000,0.7209
234360000,0.7274
234540000,0.7141
234720000,0.6804
234900000,0.6922
235080000,0.6842
235260000,0.6758
235440000,0.693
235620000,0.682
235800000,0.6774
235980000,0.6922
236160000,0.6845
236340000,0.6908
236520000,0.6858
236700000,0.6885
236880000,0.6672
237060000,0.6701
237240000,0.6835
237420000,0.678
237600000,0.6774
237780000,0.684
237960000,0.6726
238140000,0.6868
238320000,0.6807
238500000,0.6933
238680000,0.6803
238860000,0.6941
239040000,0.6752
239220000,0.6978
239400000,0.6936
239580000,0.7116
239760000,0.6947
239940000,0.6859
240120000,0.6812
