"Step","solved_sp3_leftup_rightdown_seed3 - cover_rate_5step","solved_sp3_leftup_rightdown_seed2 - cover_rate_5step","solved_sp3_leftup_rightdown_seed1 - cover_rate_5step"
"59745000","0.8152","0.8114000000000001","0.6027"
"59850000","0.8158000000000001","0.8119","0.6187999999999999"
"59955000","0.8345999999999999","0.822","0.6127"
"60060000","0.8356","0.8241","0.6018"
"60165000","0.8295999999999999","0.8192999999999999","0.6253"
"60270000","0.8319000000000001","0.8306999999999999","0.6255"
"60375000","0.8220999999999999","0.83","0.6065999999999999"
"60480000","0.8241","0.8087000000000001","0.627"
"60585000","0.8372","0.8122999999999999","0.6103"
"60690000","0.8339","0.8092","0.6362000000000001"
"60795000","0.816","0.8164","0.616"
"60900000","0.822","0.8295","0.6227999999999999"
"61005000","0.8465999999999999","0.8402999999999999","0.6204"
"61110000","0.8438","0.8258","0.6103999999999999"
"61215000","0.8437","0.8432000000000001","0.6245"
"61320000","0.8437","0.8244","0.6155999999999999"
"61425000","0.8364","0.8172","0.621"
"61530000","0.8377","0.7905","0.6172000000000001"
"61635000","0.8468","0.8137000000000001","0.6142000000000001"
"61740000","0.849","0.8174","0.6096999999999999"
"61845000","0.8501000000000002","0.8278999999999999","0.6359"
"61950000","0.8441","0.8210999999999999","0.6125"
"62055000","0.8352","0.8172","0.6359"
"62160000","0.8425","0.8182999999999999","0.6313"
"62265000","0.8489","0.8206","0.6346"
"62370000","0.8565","0.8178","0.626"
"62475000","0.8548","0.8242","0.6332000000000001"
"62580000","0.8289000000000001","0.8419","0.634"
"62685000","0.8480999999999999","0.8104","0.6259"
"62790000","0.8442999999999999","0.8238","0.5485"
"62895000","0.8409","0.8231","0.568"
"63000000","0.8512000000000001","0.8155","0.5686"
"63105000","0.8649","0.8232999999999999","0.5877"
"63210000","0.8546","0.8287","0.5835999999999999"
"63315000","0.8716000000000002","0.8369","0.5945"
"63420000","0.8627999999999999","0.8124","0.5908"
"63525000","0.8536","0.8372","0.5979"
"63630000","0.8480999999999999","0.829","0.6003999999999999"
"63735000","0.8529000000000001","0.8257000000000001","0.6098"
"63840000","0.856","0.834","0.5956999999999999"
"63945000","0.8805","0.8085","0.6155"
"64050000","0.8555","0.8337","0.6113"
"64155000","0.8573999999999999","0.8335","0.6164"
"64260000","0.8853","0.8129","0.6204"
"64365000","0.8702000000000001","0.8332999999999999","0.6167"
"64470000","0.8563","0.83","0.6087"
"64575000","0.8406","0.8337","0.6179"
"64680000","0.8572000000000001","0.8368","0.6301"
"64785000","0.8745999999999999","0.8295999999999999","0.6103"
"64890000","0.8609000000000001","0.8468000000000001","0.6043"
"64995000","0.859","0.8363","0.6174000000000001"
"65100000","0.8724","0.8493999999999999","0.6178"
"65205000","0.8619000000000001","0.833","0.6323"
"65310000","0.871","0.8298","0.6328999999999999"
"65415000","0.8713","0.837","0.6134"
"65520000","0.8537","0.8379","0.624"
"65625000","0.8615999999999999","0.826","0.6359"
"65730000","0.8409","0.8381000000000001","0.6235"
"65835000","0.8582000000000001","0.8279","0.6287"
"65940000","0.8507","0.8361000000000001","0.6356999999999999"
"66045000","0.8404","0.8335999999999999","0.6287999999999999"
"66150000","0.8448000000000001","0.8322999999999999","0.6379000000000001"
"66255000","0.8425999999999999","0.8375","0.6357"
"66360000","0.8442000000000001","0.8242","0.6226"
"66465000","0.8407","0.8187000000000001","0.6296"
"66570000","0.8317","0.835","0.6019000000000001"
"66675000","0.8381","0.8529000000000001","0.618"
"66780000","0.8426","0.8423999999999999","0.6126999999999999"
"66885000","0.8564","0.8429","0.6194000000000001"
"66990000","0.8315","0.8428","0.626"
"67095000","0.8379","0.8268000000000001","0.6339000000000001"
"67200000","0.8412000000000001","0.8346","0.6209"
"67305000","0.8607","0.8172999999999999","0.6401"
"67410000","0.851","0.8132999999999999","0.6214"
"67515000","0.8579000000000001","0.8272","0.6273000000000001"
"67620000","0.8618000000000001","0.8281","0.6304"
"67725000","0.8509","0.8412000000000001","0.6366999999999999"
"67830000","0.8599","0.8299","0.6526000000000001"
"67935000","0.8732000000000001","0.8256999999999999","0.6149000000000001"
"68040000","0.861","0.8317","0.6312"
"68145000","0.8620999999999999","0.849","0.627"
"68250000","0.8652000000000001","0.8332","0.6279000000000001"
"68355000","0.8789","0.8371","0.6261"
"68460000","0.8857","0.8309999999999998","0.6204"
"68565000","0.8795","0.835","0.6399000000000001"
"68670000","0.8785999999999999","0.7804000000000001","0.6317"
"68775000","0.866","0.8237000000000001","0.6253999999999998"
"68880000","0.8667","0.8324","0.6270999999999999"
"68985000","0.8726","0.8389","0.6366999999999999"
"69090000","0.872","0.83","0.6373"
"69195000","0.89","0.8372","0.6386"
"69300000","0.8666","0.8304000000000001","0.6444"
"69405000","0.8682000000000001","0.8281000000000001","0.6401"
"69510000","0.8825000000000001","0.8422000000000001","0.6293"
"69615000","0.8779000000000001","0.8295","0.6293"
"69720000","0.8915","0.8366999999999999","0.6342000000000001"
"69825000","0.8874","0.8249","0.6182"
"69930000","0.8838999999999999","0.8553999999999999","0.6401999999999999"
"70035000","0.8707","0.8249","0.635"
"70140000","0.8853","0.8442999999999999","0.6320999999999999"
"70245000","0.8849000000000001","0.8295999999999999","0.6362000000000001"
"70350000","0.8755","0.8459","0.6286999999999999"
"70455000","0.8801","0.8479","0.6549"
"70560000","0.8891999999999999","0.8392","0.6235999999999999"
"70665000","0.8937","0.8438","0.6432"
"70770000","0.8764","0.8316999999999999","0.6406000000000001"
"70875000","0.8777999999999999","0.8537","0.6425"
"70980000","0.8727","0.8446","0.6413"
"71085000","0.8801","0.8314000000000001","0.6115"
"71190000","0.8659","0.8228","0.6244000000000001"
"71295000","0.8746","0.8265","0.6411"
"71400000","0.8335","0.8405","0.6386000000000001"
"71505000","0.8406","0.8297","0.6517999999999999"
"71610000","0.8642000000000001","0.8425","0.6280999999999999"
"71715000","0.8689","0.848","0.6439"
"71820000","0.8835","0.8402999999999999","0.6413"
"71925000","0.8697999999999999","0.8464","0.6332000000000001"
"72030000","0.8613999999999999","0.8326999999999999","0.6279000000000001"
"72135000","0.8876000000000001","0.8245","0.6318"
"72240000","0.8788999999999999","0.8449000000000001","0.6423"
"72345000","0.8884","0.8169000000000001","0.6277999999999999"
"72450000","0.8879","0.8372","0.6393"
"72555000","0.8829000000000001","0.8482999999999999","0.6354"
"72660000","0.8857999999999999","0.8422000000000001","0.6437"
"72765000","0.879","0.845","0.6327999999999999"
"72870000","0.8586","0.8152","0.6156"
"72975000","0.8817999999999999","0.8258","0.6410999999999999"
"73080000","0.882","0.8475","0.6359000000000001"
"73185000","0.8780999999999999","0.8386999999999999","0.6365999999999999"
"73290000","0.8764","0.834","0.6396"
"73395000","0.8775","0.8373999999999999","0.6399"
"73500000","0.8819000000000001","0.8454999999999999","0.6232000000000001"
"73605000","0.8866","0.847","0.6247999999999999"
"73710000","0.879","0.8352999999999999","0.6237999999999999"
"73815000","0.8897","0.8302","0.6295"
"73920000","0.891","0.835","0.6272000000000001"
"74025000","0.8737999999999999","0.8352","0.6216"
"74130000","0.8707","0.8382999999999999","0.6481"
"74235000","0.882","0.8494","0.6425"
"74340000","0.8857","0.8302","0.6302000000000001"
"74445000","0.8934000000000001","0.829","0.6325999999999999"
"74550000","0.8927","0.8453999999999999","0.6375"
"74655000","0.8870999999999999","0.8604","0.6285999999999999"
"74760000","0.8867999999999999","0.8265","0.6419000000000001"
"74865000","0.8801","0.8392000000000001","0.6246"
"74970000","0.8780999999999999","0.8415999999999999","0.6453"
"75075000","0.8889","0.8503999999999999","0.6242000000000001"
"75180000","0.8857999999999999","0.8281000000000001","0.6593"
"75285000","0.8967","0.8366","0.6362000000000001"
"75390000","0.8807999999999999","0.8384000000000001","0.6277999999999999"
"75495000","0.8927999999999999","0.8112","0.6286999999999999"
"75600000","0.8954","0.8345","0.6277999999999999"
"75705000","0.8877999999999999","0.8155","0.6452"
"75810000","0.8767999999999999","0.8185999999999999","0.6483"
"75915000","0.8814","0.8194","0.6214"
"76020000","0.9002","0.8372","0.6449000000000001"
"76125000","0.8907999999999999","0.8402000000000001","0.6416000000000001"
"76230000","0.894","0.8315","0.6342000000000001"
"76335000","0.8906","0.8364000000000001","0.6305"
"76440000","0.9031","0.8249","0.6543"
"76545000","0.8916999999999999","0.8413999999999999","0.6345999999999999"
"76650000","0.9063","0.8332999999999999","0.6452"
"76755000","0.9023","0.8399","0.6293"
"76860000","0.8816","0.8392999999999999","0.6459000000000001"
"76965000","0.8804","0.8456999999999999","0.6457"
"77070000","0.8787","0.8408","0.6390999999999999"
"77175000","0.8875","0.8416999999999999","0.6604"
"77280000","0.8927","0.8428","0.6274"
"77385000","0.8981000000000001","0.8287","0.6405"
"77490000","0.8895","0.8377","0.6423"
"77595000","0.8815","0.8264","0.6479"
"77700000","0.887","0.8091999999999999","0.6537999999999999"
"77805000","0.8859000000000001","0.828","0.6402"
"77910000","0.8907","0.8402000000000001","0.6184"
"78015000","0.89","0.8266","0.6311"
"78120000","0.8984","0.8408","0.6407"
"78225000","0.8949","0.8261000000000001","0.6439000000000001"
"78330000","0.8839000000000001","0.8442000000000001","0.6250999999999999"
"78435000","0.9038","0.8289","0.6343"
"78540000","0.9022","0.8373999999999999","0.6373"
"78645000","0.8992","0.8391000000000001","0.6419000000000001"
"78750000","0.9038","0.8469","0.6323000000000001"
"78855000","0.8943","0.844","0.6326"
"78960000","0.9027","0.8408","0.6386000000000001"
"79065000","0.9018","0.8446999999999999","0.6404000000000001"
"79170000","0.894","0.8331000000000001","0.6518"
"79275000","0.8945","0.825","0.6615"
"79380000","0.8977","0.8383999999999999","0.6427"
"79485000","0.8802","0.8377","0.6617000000000001"
"79590000","0.8856","0.8431","0.6517000000000001"
"79695000","0.892","0.8326999999999999","0.6443"
"79800000","0.8917999999999999","0.8255999999999999","0.6366"
"79905000","0.8875","0.8202","0.6507000000000001"
"80010000","0.8904","0.8257000000000001","0.6433"
"80115000","0.8942","0.8338000000000001","0.6507999999999999"
"80220000","0.8887999999999999","0.8232999999999999","0.6387"
"80325000","0.9037","0.8376","0.6392"
"80430000","0.8979","0.8475999999999999","0.6383"
"80535000","0.8990999999999999","0.8379","0.6465"
"80640000","0.9092","0.8230999999999999","0.6382000000000001"
"80745000","0.9259","0.8358","0.6259"
"80850000","0.907","0.8308","0.6306"
"80955000","0.9084","0.8201","0.6622"
"81060000","0.9057","0.8362999999999999","0.6235"
"81165000","0.9163","0.8292999999999999","0.6380999999999999"
"81270000","0.916","0.825","0.6227999999999999"
"81375000","0.9082","0.8436","0.6425"
"81480000","0.9066","0.8331000000000001","0.6487"
"81585000","0.8945","0.8337","0.6416000000000001"
"81690000","0.8672000000000001","0.8451000000000001","0.6096"
"81795000","0.8811","0.843","0.6262000000000001"
"81900000","0.8916","0.8275","0.6387"
"82005000","0.8998999999999999","0.8209","0.6339"
"82110000","0.9073","0.8121","0.6588999999999999"
"82215000","0.8848999999999999","0.8301000000000001","0.6316"
"82320000","0.915","0.8225","0.6411999999999999"
"82425000","0.9074","0.8078000000000001","0.6457"
"82530000","0.9082","0.834","0.6483"
"82635000","0.9205","0.8135","0.6336999999999999"
"82740000","0.9203","0.8109","0.6239"
"82845000","0.9162","0.8178","0.6419"
"82950000","0.9118","0.8328","0.6514"
"83055000","0.9206","0.8332999999999999","0.6285"
"83160000","0.91","0.8483","0.6223"
"83265000","0.912","0.8332","0.6458"
"83370000","0.9124","0.845","0.632"
"83475000","0.9184","0.8252","0.6384"
"83580000","0.9009","0.8292","0.642"
"83685000","0.8899000000000001","0.835","0.6400999999999999"
"83790000","0.903","0.8189000000000001","0.6524"
"83895000","0.896","0.8238999999999999","0.6466000000000001"
"84000000","0.9096","0.8355","0.6285999999999999"
"84105000","0.898","0.8351999999999999","0.645"
"84210000","0.9178","0.8372999999999999","0.6402"
"84315000","0.9111","0.8375","0.6344"
"84420000","0.9131","0.8258","0.6452"
"84525000","0.9204","0.8383999999999999","0.623"
"84630000","0.9239","0.8405","0.6493"
"84735000","0.9158","0.8418","0.6444"
"84840000","0.9088","0.8352999999999999","0.6455"
"84945000","0.9031","0.8323","0.649"
"85050000","0.9235","0.847","0.6494"
"85155000","0.9257","0.8344000000000001","0.6401"
"85260000","0.9106","0.831","0.6365"
"85365000","0.9278","0.8226","0.6457999999999999"
"85470000","0.9053","0.8411000000000001","0.6527999999999999"
"85575000","0.9235","0.862","0.647"
"85680000","0.927","0.8424","0.6284"
"85785000","0.9082","0.831","0.6444"
"85890000","0.9018","0.8306","0.6517999999999999"
"85995000","0.9012","0.8229000000000001","0.6447999999999999"
"86100000","0.8967","0.8182999999999999","0.642"
"86205000","0.8889","0.8065999999999999","0.6187999999999999"
"86310000","0.901","0.8232","0.6381"
"86415000","0.9148","0.8248","0.6554"
"86520000","0.8966","0.8201999999999999","0.6399"
"86625000","0.9059","0.8308000000000001","0.6324"
"86730000","0.9053","0.8225999999999999","0.6289"
"86835000","0.9142","0.8170999999999999","0.6435"
"86940000","0.9119","0.8232","0.6296999999999999"
"87045000","0.9057","0.8247000000000001","0.6587999999999999"
"87150000","0.8956000000000001","0.8272","0.6617000000000001"
"87255000","0.9085","0.8277","0.6386000000000001"
"87360000","0.9204","0.814","0.6373"
"87465000","0.9254","0.8275","0.653"
"87570000","0.8965","0.8379","0.6338999999999999"
"87675000","0.9211","0.8314000000000001","0.6542"
"87780000","0.9095","0.82","0.6375"
"87885000","0.9134","0.8142999999999999","0.655"
"87990000","0.9163","0.8135","0.6564000000000001"
"88095000","0.9165","0.8102","0.662"
"88200000","0.9112","0.8315","0.6451"
"88305000","0.9006000000000001","0.8235999999999999","0.6467"
"88410000","0.9026","0.8253","0.652"
"88515000","0.8989","0.8144","0.6359"
"88620000","0.9069","0.8254000000000001","0.6365"
"88725000","0.9048","0.8094","0.6368"
"88830000","0.9123","0.8238","0.6393"
"88935000","0.9128","0.8301000000000001","0.6511"
"89040000","0.9166","0.8306","0.6457999999999999"
"89145000","0.9174","0.8087000000000001","0.6375"
"89250000","0.9227","0.8157000000000001","0.6241"
"89355000","0.9232","0.8084000000000001","0.6568999999999999"
"89460000","0.8887999999999999","0.8311999999999999","0.6543"
"89565000","0.8995","0.8088","0.6334"
"89670000","0.903","0.8152","0.6343"
"89775000","0.8992","0.8066","0.6359000000000001"
"89880000","0.8961999999999999","0.796","0.6424000000000001"
"89985000","0.9054","0.8019","0.6465"
"90090000","0.9188","0.8272999999999999","0.6462"
"90195000","0.9207","0.8235999999999999","0.6518999999999999"
"90300000","0.9153","0.8302","0.6507999999999999"
"90405000","0.9333","0.8258","0.6283"
"90510000","0.9172","0.7874","0.6582"
"90615000","0.9235","0.7978000000000001","0.661"
"90720000","0.907","0.8149","0.6322000000000001"
"90825000","0.9016","0.8066","0.6572"
"90930000","0.922","0.8079000000000001","0.6076"
"91035000","0.9088","0.8139000000000001","0.6557000000000001"
"91140000","0.9187","0.811","0.6463000000000001"
"91245000","0.9103","0.8182999999999999","0.6299"
"91350000","0.9068","0.8092","0.6461"
"91455000","0.9111","0.8315999999999999","0.628"
"91560000","0.9329","0.8095","0.6577999999999999"
"91665000","0.9259","0.8302","0.6392"
"91770000","0.8939000000000001","0.8147000000000001","0.638"
"91875000","0.9186","0.7994","0.6553"
"91980000","0.9253","0.8212999999999999","0.6397999999999999"
"92085000","0.9352","0.8199","0.6362000000000001"
"92190000","0.9253","0.7862","0.6286"
"92295000","0.916","0.8025","0.6417"
"92400000","0.9211","0.8088","0.636"
"92505000","0.9309","0.8059","0.6446"
"92610000","0.9291","0.7921","0.6461"
"92715000","0.9202","0.7957000000000001","0.6404000000000001"
"92820000","0.9335","0.8056","0.6688999999999999"
"92925000","0.9148999999999998","0.8061","0.6188"
"93030000","0.9223","0.7995","0.6641"
"93135000","0.8974000000000001","0.8174","0.647"
"93240000","0.9036","0.8204","0.6403"
"93345000","0.9108","0.7976","0.6543"
"93450000","0.9126","0.8067000000000001","0.6386999999999999"
"93555000","0.9133","0.7968","0.6317"
"93660000","0.9056","0.7938","0.6324000000000001"
"93765000","0.9273","0.8024","0.6737000000000001"
"93870000","0.908","0.7851","0.6481"
"93975000","0.9242","0.7997000000000001","0.6454"
"94080000","0.9313","0.8001","0.6513"
"94185000","0.9185","0.801","0.6508"
"94290000","0.9231","0.8009000000000001","0.64"
"94395000","0.9421","0.7869","0.6393"
"94500000","0.9419","0.8026","0.6684000000000001"
"94605000","0.9329","0.7924","0.6543"
"94710000","0.936","0.8080999999999999","0.6409"
"94815000","0.929","0.8089","0.6553000000000001"
"94920000","0.9328","0.8107000000000001","0.6552"
"95025000","0.9386","0.8052999999999999","0.6467"
"95130000","0.9444","0.8111","0.6389"
"95235000","0.9336","0.8167000000000001","0.6541"
"95340000","0.9235","0.798","0.6558"
"95445000","0.9293","0.8067","0.6357999999999999"
"95550000","0.9277","0.8132999999999999","0.6360999999999999"
"95655000","0.9365","0.8266","0.627"
"95760000","0.9277","0.793","0.6484"
"95865000","0.924","0.8202","0.6443"
"95970000","0.9256","0.8051","0.6412"
"96075000","0.9465","0.7908999999999998","0.6543"
"96180000","0.9149","0.8217000000000001","0.6475"
"96285000","0.9092","0.817","0.6486"
"96390000","0.9251","0.8130999999999999","0.6622"
"96495000","0.9204","0.8154","0.6497999999999999"
"96600000","0.9336","0.8224000000000001","0.6551999999999999"
"96705000","0.9365","0.8002999999999999","0.6583"
"96810000","0.9308","0.7934","0.673"
"96915000","0.937","0.808","0.6261"
"97020000","0.9414","0.8075","0.6383"
"97125000","0.9247","0.8214000000000001","0.6577999999999999"
"97230000","0.9344","0.8165","0.6776"
"97335000","0.9261","0.82","0.6613"
"97440000","0.9215","0.8201","0.6788"
"97545000","0.9187","0.8139","0.6395"
"97650000","0.9387","0.8198","0.6443"
"97755000","0.938","0.8298","0.6457999999999999"
"97860000","0.9168","0.8204","0.6553"
"97965000","0.9451","0.8256","0.6412"
"98070000","0.9173","0.8204","0.5785"
"98175000","0.9166","0.8245999999999999","0.6204"
"98280000","0.9248","0.8157000000000001","0.6257999999999999"
"98385000","0.9195","0.8271","0.6061"
"98490000","0.9086","0.8546","0.6237999999999999"
"98595000","0.9051","0.8095","0.6333000000000001"
"98700000","0.8987999999999999","0.8252999999999999","0.6286"
"98805000","0.9292","0.823","0.6175"
"98910000","0.9223","0.8408","0.6304"
"99015000","0.9244","0.8188","0.6207"
"99120000","0.9255","0.8071","0.6155"
"99225000","0.9209","0.812","0.6416"
"99330000","0.9309","0.8089","0.6186"
"99435000","0.9386","0.8121999999999999","0.6337999999999999"
"99540000","0.9387","0.809","0.649"
"99645000","0.9346","0.8262","0.6507000000000001"
"99750000","0.9249","0.8303999999999999","0.6501"
"99855000","0.9246","0.8244000000000001","0.6334"
"99960000","0.9324","0.8092","0.648"
"100065000","0.9309","0.8308","0.6469000000000001"
"100170000","0.9256","0.8274","0.6492"
"100275000","0.9291","0.8342","0.6484"
"100380000","0.938","0.8195999999999999","0.656"
"100485000","0.9334","0.8271","0.6390999999999999"
"100590000","0.9282","0.8299","0.6457"
"100695000","0.9297","0.8181999999999999","0.6382000000000001"
"100800000","0.9198","0.8016","0.6356"
"100905000","0.9112","0.8301000000000001","0.6556000000000001"
"101010000","0.9279","0.8311","0.6512"
"101115000","0.9335","0.8220999999999999","0.6568"
"101220000","0.9243","0.8312","0.667"
"101325000","0.9202","0.8291","0.6338"
"101430000","0.914","0.8125999999999999","0.627"
"101535000","0.9373","0.8232","0.6417999999999999"
"101640000","0.9154","0.8189","0.648"
"101745000","0.9083","0.8248","0.6564"
"101850000","0.8974","0.8180999999999999","0.6446000000000001"
"101955000","0.9078","0.8099","0.645"
"102060000","0.9196","0.8115999999999999","0.6355999999999999"
"102165000","0.9366","0.8184","0.6483"
"102270000","0.9387","0.8335","0.6508999999999999"
"102375000","0.9461","0.8064000000000001","0.648"
"102480000","0.9391","0.8359","0.6562"
"102585000","0.9326","0.8097000000000001","0.6591"
"102690000","0.9306","0.8198","0.6347999999999999"
"102795000","0.9392","0.8168","0.6311"
"102900000","0.9139","0.8030999999999999","0.6457999999999999"
"103005000","0.9145","0.8158999999999998","0.6615"
"103110000","0.9174","0.7945999999999999","0.6374"
"103215000","0.9204","0.8251999999999999","0.6597"
"103320000","0.9307","0.828","0.6605999999999999"
"103425000","0.942","0.827","0.6505"
"103530000","0.9385","0.8131000000000002","0.66"
"103635000","0.9367","0.8228","0.6332000000000001"
"103740000","0.9263","0.8204000000000001","0.6547999999999999"
"103845000","0.9309","0.8322","0.6265999999999999"
"103950000","0.9225","0.8088","0.6527000000000001"
"104055000","0.9296","0.8255","0.6464"
"104160000","0.935","0.8075","0.6555"
"104265000","0.9437","0.8058","0.6565"
"104370000","0.9426","0.8302999999999999","0.6571"
"104475000","0.9443","0.8164","0.6475"
"104580000","0.9276","0.8175","0.6369"
"104685000","0.9315","0.8257000000000001","0.6462"
"104790000","0.9329","0.8436","0.6613"
"104895000","0.9322","0.825","0.6433"
"105000000","0.9457","0.8265999999999999","0.6588999999999999"
"105105000","0.951","0.8408","0.6418"
"105210000","0.9387","0.8282","0.6373"
"105315000","0.9322","0.8375999999999999","0.6561"
"105420000","0.9399","0.8378","0.6507999999999999"
"105525000","0.9341","0.8217000000000001","0.6587"
"105630000","0.9403","0.8192","0.6500999999999999"
"105735000","0.9186","0.8308","0.6643"
"105840000","0.9257","0.8412999999999999","0.647"
"105945000","0.9296","0.8064","0.6493"
"106050000","0.9382","0.8285","0.6574000000000001"
"106155000","0.9449","0.8374000000000001","0.6426"
"106260000","0.9381","0.8328","0.6602"
"106365000","0.9484","0.8352999999999999","0.6278"
"106470000","0.9311","0.8282999999999999","0.6495"
"106575000","0.9329","0.8218","0.6557999999999999"
"106680000","0.9388","0.843","0.6554000000000001"
"106785000","0.9228","0.8345","0.6477999999999999"
"106890000","0.9311","0.8285","0.6688999999999999"
"106995000","0.9406","0.8018999999999998","0.6447999999999999"
"107100000","0.9446","0.821","0.6415"
"107205000","0.9367","0.8174","0.6752999999999999"
"107310000","0.9418","0.7968999999999999","0.6644"
"107415000","0.9449","0.8332999999999999","0.6502"
"107520000","0.9337","0.8489","0.6554"
"107625000","0.942","0.8200999999999999","0.6567000000000001"
"107730000","0.9483","0.8251","0.6607999999999999"
"107835000","0.9386","0.8052","0.665"
"107940000","0.9444","0.8011","0.6536000000000001"
"108045000","0.9465","0.8289000000000001","0.6433"
"108150000","0.9439","0.808","0.6530999999999999"
"108255000","0.9303","0.8367","0.6582"
"108360000","0.931","0.8281000000000001","0.6474000000000001"
"108465000","0.9461","0.83","0.6613"
"108570000","0.935","0.8302999999999999","0.6536000000000001"
"108675000","0.9339","0.8362","0.6695999999999999"
"108780000","0.9362","0.8414","0.6338999999999999"
"108885000","0.9387","0.8298","0.6487999999999999"
"108990000","0.9367","0.831","0.6718999999999999"
"109095000","0.9476","0.8372","0.6485"
"109200000","0.9516","0.8215","0.6476000000000001"
"109305000","0.9549","0.8172999999999999","0.6429"
"109410000","0.9498","0.8282","0.6503"
"109515000","0.9521","0.8268","0.666"
"109620000","0.9335","0.8402000000000001","0.668"
"109725000","0.9441","0.8279000000000001","0.6496"
"109830000","0.9459","0.818","0.6381999999999999"
"109935000","0.9504","0.8166","0.6617999999999999"
"110040000","0.9517","0.8309","0.6625999999999999"
"110145000","0.9418","0.8364","0.6485"
"110250000","0.9436","0.8413999999999999","0.6528999999999999"
"110355000","0.9292","0.8348","0.6597000000000001"
"110460000","0.9265","0.8046","0.6648000000000001"
"110565000","0.9336","0.8286","0.6638999999999999"
"110670000","0.9374","0.8177000000000001","0.6573"
"110775000","0.9392","0.8331000000000001","0.6535"
"110880000","0.9373","0.8474","0.6638"
"110985000","0.9268","0.8386","0.6407"
"111090000","0.9224","0.8305","0.6466999999999999"
"111195000","0.9302","0.8412000000000001","0.6482"
"111300000","0.948","0.842","0.6445"
"111405000","0.9435","0.8238","0.6356"
"111510000","0.9435","0.84","0.6405"
"111615000","0.9205","0.8339","0.6594000000000001"
"111720000","0.9314","0.8335","0.6477999999999999"
"111825000","0.9332","0.8282","0.6625"
"111930000","0.9293","0.8395999999999999","0.6607999999999999"
"112035000","0.9443","0.8258","0.6415"
"112140000","0.9341","0.8361999999999999","0.667"
"112245000","0.9289","0.8221","0.665"
"112350000","0.9357","0.8208","0.6506000000000001"
"112455000","0.9267","0.8299","0.6528999999999998"
"112560000","0.9116","0.825","0.6437"
"112665000","0.9347","0.8492","0.6763000000000001"
"112770000","0.9369","0.8356999999999999","0.6604"
"112875000","0.9266","0.8297","0.6755"
"112980000","0.9065","0.8491000000000001","0.6621"
"113085000","0.9056","0.8461000000000001","0.658"
"113190000","0.9267","0.8375","0.6678"
"113295000","0.938","0.8312","0.6437999999999999"
"113400000","0.92","0.8204000000000001","0.6402"
"113505000","0.9319","0.8262999999999999","0.6604000000000001"
"113610000","0.9318","0.8372","0.65"
"113715000","0.9306","0.847","0.6678"
"113820000","0.9262","0.8150999999999999","0.6607000000000001"
"113925000","0.9282","0.8206","0.6524"
"114030000","0.9291","0.8261999999999999","0.6465"
"114135000","0.9124","0.8245999999999999","0.6513"
"114240000","0.9107","0.8124","0.6735999999999999"
"114345000","0.9165","0.8222","0.6431999999999999"
"114450000","0.9232","0.8136","0.6600999999999999"
"114555000","0.9299","0.8245999999999999","0.6608"
"114660000","0.9141","0.8359","0.6502"
"114765000","0.9146","0.8110999999999999","0.6363"
"114870000","0.921","0.8055","0.6546000000000001"
"114975000","0.9235","0.8069","0.6514"
"115080000","0.9273","0.8082","0.6498999999999999"
"115185000","0.9231","0.8429","0.6561"
"115290000","0.9288","0.8319","0.6525"
"115395000","0.9444","0.8258000000000001","0.6714"
"115500000","0.9307","0.8375","0.66"
"115605000","0.9241","0.8314","0.6772999999999999"
"115710000","0.9489","0.8285","0.6527999999999999"
"115815000","0.9451","0.8217","0.6497999999999999"
"115920000","0.9486","0.8291","0.658"
"116025000","0.9284","0.8331000000000001","0.6459"
"116130000","0.9383","0.8322999999999999","0.6485"
"116235000","0.9474","0.8137000000000001","0.6451"
"116340000","0.9404","0.8125","0.6713"
"116445000","0.9427","0.8455999999999999","0.6648000000000001"
"116550000","0.9358","0.8520999999999999","0.658"
"116655000","0.9159","0.8365","0.6447"
"116760000","0.9306","0.832","0.6597999999999999"
"116865000","0.9195","0.8209","0.6455"
"116970000","0.9359","0.8099","0.6660999999999999"
"117075000","0.9225","0.8251999999999999","0.6431"
"117180000","0.9389","0.8344000000000001","0.6570999999999999"
"117285000","0.9294","0.8296","0.656"
"117390000","0.9233","0.8264000000000001","0.6685999999999999"
"117495000","0.9303","0.8265","0.6307"
"117600000","0.9452","0.8272999999999999","0.6758"
"117705000","0.943","0.8167000000000001","0.6496000000000001"
"117810000","0.954","0.8129000000000001","0.6724"
"117915000","0.9488","0.8271","0.6667"
"118020000","0.9441","0.8176","0.6554000000000001"
"118125000","0.9416","0.8098","0.6607999999999999"
"118230000","0.9409","0.8265999999999999","0.666"
"118335000","0.94","0.8274","0.6516000000000001"
"118440000","0.9509","0.832","0.6527000000000001"
"118545000","0.9543","0.8455","0.6625"
"118650000","0.9515","0.8248","0.6504000000000001"
"118755000","0.9409","0.8503999999999999","0.6628999999999999"
"118860000","0.9483","0.8235","0.6675999999999999"
"118965000","0.9441","0.8379000000000001","0.6682"
"119070000","0.9175","0.8403999999999999","0.6589"
"119175000","0.9221","0.8237000000000001","0.6538999999999999"
"119280000","0.9336","0.8392000000000001","0.653"
"119385000","0.9259","0.8355999999999999","0.6422"
"119490000","0.9491","0.828","0.6573"
"119595000","0.9366","0.8236","0.647"
"119700000","0.943","0.8403999999999999","0.6627000000000001"
"119805000","0.9516","0.8497","0.6500999999999999"
"119910000","0.9378","0.8298","0.6655999999999999"
