"Step","solved_sp3_leftup_rightdown_seed3 - cover_rate_5step","solved_sp3_leftup_rightdown_seed2 - cover_rate_5step","solved_sp3_leftup_rightdown_seed1 - cover_rate_5step"
"35595000","0.6533","0.7286","0.4847"
"35700000","0.6899","0.7353999999999999","0.4856999999999999"
"35805000","0.6928","0.7119","0.5027"
"35910000","0.7065","0.7276","0.5187"
"36015000","0.6898000000000001","0.7029","0.5048"
"36120000","0.7129","0.7332000000000001","0.4978"
"36225000","0.688","0.731","0.4997"
"36330000","0.7011999999999999","0.7257","0.4982"
"36435000","0.7089000000000001","0.7273999999999999","0.4861"
"36540000","0.7032999999999999","0.7373","0.4925"
"36645000","0.7129000000000001","0.7255999999999999","0.4847"
"36750000","0.7069000000000001","0.7272000000000001","0.5328999999999999"
"36855000","0.6969","0.7395999999999999","0.4873"
"36960000","0.7028","0.7357","0.47420000000000007"
"37065000","0.7101000000000001","0.7365","0.4937"
"37170000","0.7049","0.7552000000000001","0.4997"
"37275000","0.6899","0.7506999999999999","0.4892"
"37380000","0.7215","0.7494000000000001","0.5009"
"37485000","0.7212999999999999","0.7435","0.5067"
"37590000","0.7143","0.7499","0.5028"
"37695000","0.7045999999999999","0.7453","0.5216000000000001"
"37800000","0.7078","0.7467999999999999","0.5007"
"37905000","0.7123999999999999","0.7497999999999999","0.5081"
"38010000","0.6979","0.7477","0.5086"
"38115000","0.6999000000000001","0.7416","0.5053"
"38220000","0.6965999999999999","0.7615","0.5132000000000001"
"38325000","0.6899","0.7657999999999999","0.5061"
"38430000","0.7006","0.7519000000000001","0.4999"
"38535000","0.7014","0.7622000000000001","0.518"
"38640000","0.6885999999999999","0.7544","0.4987"
"38745000","0.6992999999999999","0.7509000000000001","0.5026"
"38850000","0.6966","0.7554","0.5062"
"38955000","0.7123999999999999","0.7591","0.4927"
"39060000","0.7187","0.7520999999999999","0.5067"
"39165000","0.6947000000000001","0.7121","0.5017999999999999"
"39270000","0.6904000000000001","0.7326","0.5004"
"39375000","0.7035","0.7596","0.4912"
"39480000","0.7196000000000001","0.7486","0.5071"
"39585000","0.7039","0.7647999999999999","0.5098"
"39690000","0.7068000000000001","0.7555","0.5166"
"39795000","0.7136","0.7592000000000001","0.5126000000000001"
"39900000","0.7205","0.7613","0.5165"
"40005000","0.6985999999999999","0.7435999999999999","0.5114000000000001"
"40110000","0.7185","0.7654000000000001","0.5234000000000001"
"40215000","0.7266","0.7485","0.5127999999999999"
"40320000","0.7183999999999999","0.7449000000000001","0.5384000000000001"
"40425000","0.7148","0.7564","0.5338"
"40530000","0.705","0.7634000000000001","0.525"
"40635000","0.7285","0.7587","0.502"
"40740000","0.7215","0.745","0.5237999999999999"
"40845000","0.7145","0.7602000000000001","0.5043000000000001"
"40950000","0.7111","0.7597999999999999","0.5232"
"41055000","0.7016999999999999","0.7670999999999999","0.5128"
"41160000","0.7012999999999999","0.7604000000000001","0.5287999999999999"
"41265000","0.7148","0.7731","0.5094"
"41370000","0.7293000000000001","0.7962","0.5081"
"41475000","0.7121000000000001","0.7639","0.5036"
"41580000","0.7123999999999999","0.7631","0.531"
"41685000","0.7109","0.781","0.5308"
"41790000","0.7048","0.7716000000000001","0.5166000000000001"
"41895000","0.7175","0.7462000000000001","0.5237"
"42000000","0.7146","0.7475","0.5277000000000001"
"42105000","0.7085999999999999","0.7644","0.5266"
"42210000","0.7031","0.7604000000000001","0.5371"
"42315000","0.6905999999999999","0.7789","0.5217"
"42420000","0.7037","0.7783000000000001","0.5211"
"42525000","0.6919","0.7778999999999998","0.5407000000000001"
"42630000","0.732","0.7729000000000001","0.5351"
"42735000","0.708","0.7683","0.5185"
"42840000","0.7275999999999999","0.7746","0.5317000000000001"
"42945000","0.7346","0.7709000000000001","0.5314000000000001"
"43050000","0.7273","0.7639000000000001","0.5235"
"43155000","0.7069","0.7632000000000001","0.5370999999999999"
"43260000","0.7069000000000001","0.7801","0.5509"
"43365000","0.7034","0.7852","0.5372"
"43470000","0.696","0.7677","0.54"
"43575000","0.7193999999999999","0.7866000000000001","0.5137999999999999"
"43680000","0.7243","0.7956","0.5271"
"43785000","0.7221000000000001","0.7913","0.5277000000000001"
"43890000","0.7085999999999999","0.7242000000000001","0.5357000000000001"
"43995000","0.7159","0.73","0.5326"
"44100000","0.7144000000000001","0.7316","0.5207"
"44205000","0.693","0.7471","0.5362"
"44310000","0.7219","0.7565","0.5256000000000001"
"44415000","0.732","0.77","0.5354"
"44520000","0.7168","0.7563","0.5392"
"44625000","0.7205999999999999","0.7725","0.5398999999999999"
"44730000","0.734","0.7845","0.5500999999999999"
"44835000","0.7045","0.7800999999999999","0.5288999999999999"
"44940000","0.7206","0.7861000000000001","0.5446"
"45045000","0.7227","0.791","0.5397000000000001"
"45150000","0.719","0.7827999999999999","0.555"
"45255000","0.7313","0.7803","0.5555999999999999"
"45360000","0.7215999999999999","0.7795","0.5665"
"45465000","0.7228","0.7845","0.5442"
"45570000","0.7334","0.7756000000000001","0.5560999999999999"
"45675000","0.7333999999999999","0.785","0.5567000000000001"
"45780000","0.722","0.7827000000000001","0.5532"
"45885000","0.7499","0.7952","0.5526"
"45990000","0.7235999999999999","0.7865","0.5652"
"46095000","0.7445999999999999","0.801","0.5383"
"46200000","0.7242999999999999","0.7932","0.5587"
"46305000","0.7433","0.7349","0.5638"
"46410000","0.7482000000000001","0.7403","0.5515"
"46515000","0.7165","0.7634","0.5504"
"46620000","0.7242000000000001","0.7739","0.5579"
"46725000","0.7245","0.7667999999999999","0.5631"
"46830000","0.7315999999999999","0.7630999999999999","0.5611"
"46935000","0.7507","0.7803","0.5615"
"47040000","0.7375999999999999","0.7894000000000001","0.5621999999999999"
"47145000","0.736","0.7902","0.571"
"47250000","0.7479","0.7732","0.5729"
"47355000","0.7355","0.7804","0.5728"
"47460000","0.7555","0.7699","0.5658"
"47565000","0.7505999999999999","0.7725","0.5651"
"47670000","0.7494000000000001","0.77","0.5457"
"47775000","0.775","0.7643","0.5692999999999999"
"47880000","0.6951","0.8005","0.5655999999999999"
"47985000","0.6925","0.792","0.5518"
"48090000","0.7054","0.7883","0.554"
"48195000","0.7221000000000001","0.8027000000000001","0.5732"
"48300000","0.7002","0.8000999999999999","0.5677"
"48405000","0.7351","0.7941999999999999","0.5737000000000001"
"48510000","0.7234","0.7855999999999999","0.566"
"48615000","0.7198","0.7924000000000001","0.5565"
"48720000","0.7275999999999999","0.7874","0.5614"
"48825000","0.7138000000000001","0.7834000000000001","0.5775999999999999"
"48930000","0.7293999999999999","0.79","0.5714"
"49035000","0.7242000000000001","0.7948","0.5835"
"49140000","0.733","0.8019","0.5779000000000001"
"49245000","0.726","0.7814","0.5772"
"49350000","0.7291","0.7824","0.5785"
"49455000","0.7417999999999999","0.8005","0.564"
"49560000","0.7299","0.7863","0.5825"
"49665000","0.7443","0.7946","0.5669000000000001"
"49770000","0.7347","0.7635","0.5623"
"49875000","0.7306","0.8105999999999999","0.5678"
"49980000","0.7593","0.7800999999999999","0.5555"
"50085000","0.7514000000000001","0.7881","0.5644000000000001"
"50190000","0.7597","0.7995","0.5898"
"50295000","0.7632000000000001","0.7956","0.5736"
"50400000","0.7441","0.8065","0.5705"
"50505000","0.767","0.7884000000000001","0.5712"
"50610000","0.745","0.7929","0.5859"
"50715000","0.7532","0.8015","0.5572"
"50820000","0.7691","0.7975","0.5916"
"50925000","0.7706000000000001","0.8020999999999999","0.5699"
"51030000","0.7682","0.774","0.5876"
"51135000","0.7722","0.7977","0.5794"
"51240000","0.7655","0.7793","0.5619000000000001"
"51345000","0.758","0.7915999999999999","0.5892999999999999"
"51450000","0.7722","0.8008","0.5885"
"51555000","0.743","0.7729","0.5758"
"51660000","0.7673000000000001","0.7978","0.5755"
"51765000","0.752","0.8120999999999999","0.5985999999999999"
"51870000","0.739","0.807","0.6101"
"51975000","0.7589000000000001","0.805","0.5765"
"52080000","0.7511","0.777","0.5948"
"52185000","0.7526","0.7914","0.6055"
"52290000","0.773","0.7970999999999999","0.605"
"52395000","0.7699","0.7908","0.584"
"52500000","0.7670999999999999","0.7915","0.5722"
"52605000","0.7734","0.8066","0.5871"
"52710000","0.7827999999999999","0.8142","0.6095999999999999"
"52815000","0.7866000000000001","0.7841","0.5985"
"52920000","0.7811","0.811","0.5946"
"53025000","0.8022999999999999","0.8048","0.6048"
"53130000","0.7810999999999999","0.8038","0.5867"
"53235000","0.7866000000000001","0.8030999999999999","0.6050999999999999"
"53340000","0.7999","0.8173","0.6007"
"53445000","0.7928000000000001","0.8146","0.5936999999999999"
"53550000","0.8085","0.812","0.6005"
"53655000","0.7986","0.8050999999999999","0.5856"
"53760000","0.8045","0.8095999999999999","0.5882000000000001"
"53865000","0.7880999999999999","0.8242","0.5771000000000001"
"53970000","0.7895","0.8082","0.5915"
"54075000","0.7884000000000001","0.7963","0.6233"
"54180000","0.7749000000000001","0.8202999999999999","0.6196"
"54285000","0.7903","0.8045999999999999","0.6090999999999999"
"54390000","0.8016","0.8112999999999999","0.5892999999999999"
"54495000","0.7947000000000001","0.7960999999999999","0.606"
"54600000","0.7958","0.8032999999999999","0.6000999999999999"
"54705000","0.7961999999999999","0.7915999999999999","0.5991000000000001"
"54810000","0.799","0.8111999999999999","0.6020999999999999"
"54915000","0.7982","0.8201","0.617"
"55020000","0.8111999999999999","0.8085","0.5985999999999999"
"55125000","0.8188000000000001","0.7968","0.5842"
"55230000","0.7918000000000001","0.8070999999999999","0.6073"
"55335000","0.8124000000000001","0.8114","0.6092"
"55440000","0.8156","0.8047000000000001","0.609"
"55545000","0.8126","0.8037000000000001","0.6136"
"55650000","0.8101","0.812","0.6211"
"55755000","0.8018","0.8042","0.6008"
"55860000","0.7801999999999999","0.8076","0.5915"
"55965000","0.8108","0.8202999999999999","0.6187999999999999"
"56070000","0.8045","0.8141999999999999","0.6033999999999999"
"56175000","0.812","0.8238","0.6124"
"56280000","0.7997000000000001","0.8092999999999999","0.599"
"56385000","0.801","0.8018","0.6156999999999999"
"56490000","0.7875999999999999","0.8068000000000001","0.6175"
"56595000","0.8054","0.7985999999999999","0.591"
"56700000","0.7973","0.8091","0.6042000000000001"
"56805000","0.7885","0.8099000000000001","0.6087"
"56910000","0.8036","0.7967000000000001","0.6185"
"57015000","0.8059000000000001","0.7989","0.6101"
"57120000","0.8021","0.8168","0.6144000000000001"
"57225000","0.808","0.7918","0.619"
"57330000","0.8068","0.8217000000000001","0.6067"
"57435000","0.8002","0.7992999999999999","0.6043999999999999"
"57540000","0.8085","0.7972","0.5988000000000001"
"57645000","0.797","0.8142","0.6185999999999999"
"57750000","0.8049","0.8121","0.6112"
"57855000","0.8205","0.8112999999999999","0.5954"
"57960000","0.8113","0.8150999999999999","0.6083"
"58065000","0.8101","0.8205999999999999","0.6105999999999999"
"58170000","0.8142999999999999","0.7915","0.6108"
"58275000","0.8289000000000001","0.8205999999999999","0.6177999999999999"
"58380000","0.8084000000000001","0.8096","0.6187999999999999"
"58485000","0.8238","0.813","0.6239"
"58590000","0.8082999999999999","0.8305","0.6285"
"58695000","0.8282","0.819","0.6284"
"58800000","0.8281000000000001","0.8251000000000001","0.6403"
"58905000","0.8368999999999999","0.8116","0.614"
"59010000","0.8026","0.832","0.6082"
"59115000","0.7887000000000001","0.8205","0.6155"
"59220000","0.7936","0.8162999999999999","0.6233"
"59325000","0.8011","0.8318","0.6084"
"59430000","0.8201","0.8324","0.6200999999999999"
"59535000","0.8282999999999999","0.8215999999999999","0.6372000000000001"
"59640000","0.7930999999999999","0.816","0.6093999999999999"
