"Step","decay_fre30iter_add0.1_load_optimizer_seed2 - 8cover_rate"
"199290","0.9022"
"398580","0.9125"
"597870","0.9004"
"797160","0.893"
"996450","0.8217"
"1195740","0.8160499999999999"
"1395030","0.8114"
"1594320","0.8342999999999999"
"1793610","0.8338"
"1992900","0.8231499999999998"
"2181900","0.82955"
"2370900","0.8525499999999999"
"2559900","0.8528"
"2748900","0.8395999999999999"
"2937900","0.8222999999999999"
"3126900","0.829"
"3315900","0.8157"
"3504900","0.8112"
"3693900","0.8163"
"3882900","0.8490999999999999"
"4061610","0.81435"
"4240320","0.8506999999999999"
"4419030","0.8287"
"4597740","0.85115"
"4776450","0.867"
"4955160","0.8642000000000001"
"5133870","0.8533"
"5312580","0.84675"
"5491290","0.87395"
"5670000","0.864"
"5838000","0.83875"
"6006000","0.8566"
"6174000","0.8488"
"6342000","0.8595"
"6510000","0.85175"
"6678000","0.8497"
"6846000","0.8736499999999999"
"7014000","0.8556500000000001"
"7182000","0.8563999999999999"
"7350000","0.85645"
"7507290","0.8707999999999999"
"7664580","0.8679499999999999"
"7821870","0.87505"
"7979160","0.8733"
"8136450","0.87225"
"8293740","0.8806999999999999"
"8451030","0.8627"
"8608320","0.8654"
"8765610","0.8603"
"8922900","0.8580500000000001"
"9069900","0.8723"
"9216900","0.8770999999999999"
"9363900","0.8963499999999999"
"9510900","0.8947"
"9657900","0.9074"
"9804900","0.9067"
"9951900","0.86905"
"10098900","0.8583"
"10245900","0.8722"
"10392900","0.88775"
"10529400","0.8924500000000001"
"10665900","0.8797999999999999"
"10802400","0.87615"
"10938900","0.87415"
"11075400","0.89225"
"11211900","0.90635"
"11348400","0.90495"
"11484900","0.91365"
"11621400","0.90355"
"11757900","0.90705"
"11883900","0.9089"
"12009900","0.8812000000000001"
"12135900","0.8893"
"12261900","0.8931499999999999"
"12387900","0.90485"
"12513900","0.9042"
"12639900","0.9122"
"12765900","0.902"
"12891900","0.9137"
"13017900","0.8976499999999998"
"13133190","0.8927"
"13248480","0.9086"
"13363770","0.9057"
"13479060","0.9091"
"13594350","0.90115"
"13709640","0.88525"
"13824930","0.91085"
"13940220","0.9087"
"14055510","0.9088"
"14170800","0.9172"
"14275800","0.90945"
"14380800","0.8934"
"14485800","0.8707999999999999"
"14590800","0.86425"
"14695800","0.88165"
"14800800","0.8783"
"14905800","0.8882000000000001"
"15010800","0.8765"
"15115800","0.8599"
"15220800","0.8623500000000001"
"15325800","0.87085"
"15430800","0.8689499999999999"
"15535800","0.8565999999999999"
"15640800","0.8388"
"15745800","0.8438"
"15850800","0.84335"
"15955800","0.8368"
"16060800","0.831"
"16165800","0.8291499999999999"
"16270800","0.8302"
"16375800","0.7995"
"16480800","0.8476999999999999"
"16585800","0.84225"
"16690800","0.8465499999999999"
"16795800","0.8433999999999999"
"16900800","0.8398"
"17005800","0.82975"
"17110800","0.8292999999999999"
"17215800","0.8365499999999999"
"17320800","0.8242999999999999"
"17425800","0.82455"
"17530800","0.847"
"17635800","0.83905"
"17740800","0.8355"
"17845800","0.8501000000000001"
"17950800","0.8525499999999999"
"18055800","0.76625"
"18160800","0.756"
"18265800","0.7998"
"18370800","0.8168"
"18475800","0.83475"
"18580800","0.765"
"18685800","0.7623"
"18790800","0.79825"
"18895800","0.82475"
"19000800","0.8578499999999999"
"19105800","0.8756499999999999"
"19210800","0.89205"
"19315800","0.90235"
"19420800","0.90615"
"19525800","0.91065"
"19630800","0.9194"
"19735800","0.9214"
"19840800","0.9277"
"19945800","0.9341"
"20050800","0.9292"
"20155800","0.93545"
"20260800","0.9457"
"20365800","0.9505"
"20470800","0.95305"
"20575800","0.9484"
"20680800","0.9538"
"20785800","0.95255"
"20890800","0.95065"
"20995800","0.9393"
"21100800","0.9478"
"21205800","0.9451"
"21310800","0.95815"
"21415800","0.9634"
"21520800","0.96185"
"21625800","0.96185"
"21730800","0.9677"
"21835800","0.96845"
"21940800","0.97205"
"22045800","0.9416"
"22150800","0.94085"
"22255800","0.9472"
"22360800","0.9526"
"22465800","0.9524"
"22570800","0.9509"
"22675800","0.95265"
"22780800","0.94945"
"22885800","0.95185"
"22990800","0.95355"
"23095800","0.9609"
"23200800","0.95655"
"23305800","0.9567"
"23410800","0.95285"
"23515800","0.96055"
"23620800","0.9587"
"23725800","0.9622"
"23830800","0.9568"
"23935800","0.96435"
"24040800","0.97395"
"24145800","0.96455"
"24250800","0.9702"
"24355800","0.9464"
"24460800","0.93655"
"24565800","0.9407"
"24670800","0.94695"
"24775800","0.93795"
"24880800","0.95225"
"24985800","0.95375"
"25090800","0.97025"
"25195800","0.9724"
"25300800","0.97505"
"25405800","0.9757"
"25510800","0.9751"
"25615800","0.9758"
"25720800","0.97655"
"25825800","0.9449"
"25930800","0.95175"
"26035800","0.95805"
"26140800","0.9668"
"26245800","0.97255"
"26350800","0.97225"
"26455800","0.9728"
"26560800","0.97015"
"26665800","0.9736"
"26770800","0.9698"
"26875800","0.97845"
"26980800","0.97435"
"27085800","0.98145"
"27190800","0.97695"
"27295800","0.9806"
"27400800","0.983"
"27505800","0.9847"
"27610800","0.98095"
"27715800","0.98395"
"27820800","0.9765"
"27925800","0.9811"
"28030800","0.9789"
"28135800","0.97845"
"28240800","0.98555"
"28345800","0.98185"
"28450800","0.989"
"28555800","0.98825"
"28660800","0.98745"
"28765800","0.988"
"28870800","0.9881"
"28975800","0.9866"
"29080800","0.9859"
"29185800","0.98345"
"29290800","0.9858"
"29395800","0.9844"
"29500800","0.9822"
"29605800","0.9836"
"29710800","0.98205"
"29815800","0.98335"
"29920800","0.9859"
"30025800","0.9854"
"30130800","0.9856"
"30235800","0.98765"
"30340800","0.9896"
"30445800","0.98835"
"30550800","0.9882"
"30655800","0.9918"
"30760800","0.9879"
"30865800","0.98985"
"30970800","0.9926"
"31075800","0.9938"
"31180800","0.99325"
"31285800","0.9899"
"31390800","0.99115"
"31495800","0.9925"
"31600800","0.99155"
"31705800","0.993"
"31810800","0.9936"
"31915800","0.9908"
"32020800","0.9904"
"32125800","0.99165"
"32230800","0.99145"
"32335800","0.99285"
"32440800","0.9938"
"32545800","0.9918"
"32650800","0.9864"
"32755800","0.98225"
"32860800","0.98295"
"32965800","0.9845"
"33070800","0.9867"
"33175800","0.9863"
"33280800","0.9865"
"33385800","0.98465"
"33490800","0.9855"
"33595800","0.98395"
"33700800","0.9877"
"33805800","0.9923"
"33910800","0.9903"
"34015800","0.9916"
"34120800","0.9888"
"34225800","0.991"
"34330800","0.99125"
"34435800","0.9915"
"34540800","0.9864"
"34645800","0.9855"
"34750800","0.9862"
"34855800","0.9893"
"34960800","0.98615"
"35065800","0.9901"
"35170800","0.99055"
"35275800","0.99205"
"35380800","0.99225"
"35485800","0.9892"
"35590800","0.99025"
"35695800","0.98905"
"35800800","0.9871"
"35905800","0.9892"
"36010800","0.98685"
"36115800","0.9876"
"36220800","0.9851"
"36325800","0.97935"
"36430800","0.9741"
"36535800","0.97485"
"36640800","0.9747"
"36745800","0.9807"
"36850800","0.97885"
"36955800","0.9833"
"37060800","0.9852"
"37165800","0.9856"
"37270800","0.9869"
"37375800","0.9864"
"37480800","0.9868"
"37585800","0.9918"
"37690800","0.9885"
"37795800","0.98805"
"37900800","0.9849"
"38005800","0.98705"
"38110800","0.98735"
"38215800","0.9857"
"38320800","0.9867"
"38425800","0.98495"
"38530800","0.9828"
"38635800","0.98575"
"38740800","0.98875"
"38845800","0.9897"
"38950800","0.9896"
"39055800","0.9916"
"39160800","0.9772"
"39265800","0.9739"
"39370800","0.9781"
"39475800","0.97885"
"39580800","0.9835"
"39685800","0.98145"
"39790800","0.9808"
"39895800","0.984"
"40000800","0.98545"
"40105800","0.9829"
"40210800","0.9842"
"40315800","0.9854"
"40420800","0.9883"
"40525800","0.98585"
"40630800","0.9854"
"40735800","0.98725"
"40840800","0.991"
"40945800","0.9871"
"41050800","0.9875"
"41155800","0.98565"
"41260800","0.9908"
"41365800","0.98245"
"41470800","0.9841"
"41575800","0.98325"
"41680800","0.988"
"41785800","0.9861"
"41890800","0.98755"
"41995800","0.988"
"42100800","0.9855"
"42205800","0.98535"
"42310800","0.98715"
"42415800","0.9871"
"42520800","0.98965"
"42625800","0.991"
"42730800","0.9902"
"42835800","0.9901"
"42940800","0.9901"
"43045800","0.99"
"43150800","0.9906"
"43255800","0.9891"
"43360800","0.9747"
"43465800","0.9805"
"43570800","0.98635"
"43675800","0.98395"
"43780800","0.98855"
"43885800","0.98785"
"43990800","0.9897"
"44095800","0.9887"
"44200800","0.9895"
"44305800","0.9888"
"44410800","0.98895"
"44515800","0.9892"
"44620800","0.9904"
"44725800","0.98945"
"44830800","0.9883"
"44935800","0.9906"
"45040800","0.9923"
"45145800","0.9901"
"45250800","0.9834"
"45355800","0.9809"
"45460800","0.9861"
"45565800","0.9914"
"45670800","0.9894"
"45775800","0.9948"
"45880800","0.9918"
"45985800","0.9926"
"46090800","0.992"
"46195800","0.992"
"46300800","0.9928"
"46405800","0.99035"
"46510800","0.98305"
"46615800","0.981"
"46720800","0.98005"
"46825800","0.98295"
"46930800","0.98265"
"47035800","0.98675"
"47140800","0.98665"
"47245800","0.99265"
"47350800","0.99225"
"47455800","0.99355"
"47560800","0.99425"
"47665800","0.9949"
"47770800","0.99335"
"47875800","0.99185"
"47980800","0.9919"
"48085800","0.98995"
"48190800","0.98615"
"48295800","0.9819"
"48400800","0.984"
"48505800","0.9831"
"48610800","0.9794"
"48715800","0.9771"
"48820800","0.9845"
"48925800","0.9856"
"49030800","0.98865"
"49135800","0.99095"
"49240800","0.99205"
"49345800","0.9935"
"49450800","0.9927"
"49555800","0.996"
"49660800","0.99515"
"49765800","0.99435"
"49870800","0.9945"
"49975800","0.9927"
"50080800","0.9933"
"50185800","0.9935"
"50290800","0.9922"
"50395800","0.9949"
"50500800","0.9908"
"50605800","0.99035"
"50710800","0.9872"
"50815800","0.988"
"50920800","0.9901"
"51025800","0.99225"
"51130800","0.99385"
"51235800","0.9932"
"51340800","0.994"
"51445800","0.9936"
"51550800","0.9941"
"51655800","0.9913"
"51760800","0.99275"
"51865800","0.9899"
"51970800","0.9926"
"52075800","0.9926499999999998"
"52180800","0.99175"
"52285800","0.9885"
"52390800","0.99145"
"52495800","0.98915"
"52600800","0.98935"
"52705800","0.9918"
"52810800","0.99245"
"52915800","0.9933"
"53020800","0.99365"
"53125800","0.99395"
"53230800","0.9918"
"53335800","0.99405"
"53440800","0.9951"
"53545800","0.99575"
"53650800","0.99425"
"53755800","0.99465"
"53860800","0.99405"
"53965800","0.99285"
"54070800","0.9967"
"54175800","0.99295"
"54280800","0.995"
"54385800","0.9952"
"54490800","0.9928"
"54595800","0.99465"
"54700800","0.9954"
"54805800","0.9963"
"54910800","0.99355"
"55015800","0.9916"
"55120800","0.99595"
"55225800","0.9963"
"55330800","0.99545"
"55435800","0.99575"
"55540800","0.9948"
"55645800","0.99555"
"55750800","0.99505"
"55855800","0.99535"
"55960800","0.99535"
"56065800","0.99675"
"56170800","0.99495"
"56275800","0.99505"
"56380800","0.99695"
"56485800","0.9968"
"56590800","0.99785"
"56695800","0.9962"
"56800800","0.99635"
"56905800","0.995"
"57010800","0.9944"
"57115800","0.9941"
"57220800","0.99715"
"57325800","0.99615"
"57430800","0.9958"
"57535800","0.99725"
"57640800","0.9945"
"57745800","0.99775"
"57850800","0.9954"
"57955800","0.99485"
"58060800","0.99535"
"58165800","0.9975"
"58270800","0.9965"
"58375800","0.99555"
"58480800","0.9965"
"58585800","0.9943"
"58690800","0.9933"
"58795800","0.99605"
"58900800","0.99645"
"59005800","0.99585"
"59110800","0.9963"
"59215800","0.99685"
"59320800","0.9967"
"59425800","0.99715"
"59530800","0.99715"
"59635800","0.9962"
"59740800","0.99625"
"59845800","0.9961"
"59950800","0.99485"
"60055800","0.995"
"60160800","0.996"
"60265800","0.9965"
"60370800","0.99585"
"60475800","0.99795"
"60580800","0.9956"
"60685800","0.9949"
"60790800","0.99535"
"60895800","0.99455"
"61000800","0.9971"
"61105800","0.9962"
"61210800","0.9967"
"61315800","0.99535"
"61420800","0.9956"
"61525800","0.9966"
"61630800","0.99535"
"61735800","0.99565"
"61840800","0.99345"
"61945800","0.9944"
"62050800","0.9965"
"62155800","0.99625"
"62260800","0.9958"
"62365800","0.99735"
"62470800","0.99705"
"62575800","0.9955"
"62680800","0.99495"
"62785800","0.9959"
"62890800","0.99595"
"62995800","0.9967"
"63100800","0.9963"
"63205800","0.99605"
"63310800","0.99585"
"63415800","0.997"
"63520800","0.9966"
"63625800","0.99665"
"63730800","0.9981"
"63835800","0.9972"
"63940800","0.9978"
"64045800","0.99595"
"64150800","0.99695"
"64255800","0.99615"
"64360800","0.9918"
"64465800","0.9941"
"64570800","0.99505"
"64675800","0.99465"
"64780800","0.99335"
"64885800","0.9954"
"64990800","0.9952"
"65095800","0.99555"
"65200800","0.99475"
"65305800","0.9963"
"65410800","0.9966499999999998"
"65515800","0.99345"
"65620800","0.99505"
"65725800","0.9968"
"65830800","0.99705"
"65935800","0.9963"
"66040800","0.9965"
"66145800","0.9968"
"66250800","0.997"
"66355800","0.9969"
"66460800","0.9979"
"66565800","0.9984"
"66670800","0.99525"
"66775800","0.9982"
"66880800","0.9981"
"66985800","0.99815"
"67090800","0.99775"
"67195800","0.99755"
"67300800","0.99745"
"67405800","0.99685"
"67510800","0.9982"
"67615800","0.99755"
"67720800","0.99825"
"67825800","0.9986"
"67930800","0.9981"
"68035800","0.99815"
"68140800","0.99835"
"68245800","0.99755"
"68350800","0.99765"
"68455800","0.9985"
"68560800","0.99645"
"68665800","0.9968"
"68770800","0.9972"
"68875800","0.9971"
"68980800","0.99665"
