"Step","mix2n4_4boxlength200_pb_seed3 - 4cover_rate"
"125100000","0.7596"
"125460000","0.7767999999999999"
"125820000","0.766"
"126180000","0.7747"
"126540000","0.758"
"126900000","0.7763"
"127260000","0.7720999999999999"
"127620000","0.7607999999999999"
"127980000","0.7775"
"128340000","0.7804"
"128700000","0.7584000000000001"
"129060000","0.7718"
"129420000","0.7721999999999999"
"129780000","0.7583"
"130140000","0.7679000000000001"
"130500000","0.7824"
"130860000","0.7817000000000001"
"131220000","0.7822"
"131580000","0.7715"
"131940000","0.7617999999999999"
"132300000","0.7604000000000001"
"132660000","0.7686999999999999"
"133020000","0.7796"
"133380000","0.7664000000000001"
"133740000","0.7647"
"134100000","0.7867999999999999"
"134460000","0.7621999999999999"
"134820000","0.7752"
"135180000","0.7828999999999999"
"135540000","0.771"
"135900000","0.7841"
"136260000","0.7804000000000001"
"136620000","0.7694000000000001"
"136980000","0.7739"
"137340000","0.7687999999999999"
"137700000","0.7764"
"138060000","0.7627999999999999"
"138420000","0.7516"
"138780000","0.7777000000000001"
"139140000","0.753"
"139500000","0.7637999999999999"
"139860000","0.7756000000000001"
"140220000","0.7796"
"140580000","0.7863"
"140940000","0.7657999999999999"
"141300000","0.7702"
"141660000","0.7899"
"142020000","0.7717999999999999"
"142380000","0.7825"
"142740000","0.7867999999999999"
"143100000","0.7831"
"143460000","0.7835"
"143820000","0.7731999999999999"
"144180000","0.7894000000000001"
"144540000","0.7964"
"144900000","0.7875999999999999"
"145260000","0.7787000000000001"
"145620000","0.7857000000000001"
"145980000","0.7882"
"146340000","0.7724"
"146700000","0.7950999999999999"
"147060000","0.7925"
"147420000","0.7947000000000001"
"147780000","0.7770999999999999"
"148140000","0.7837999999999999"
"148500000","0.7740999999999999"
"148860000","0.7926"
"149220000","0.7723"
"149580000","0.803"
"149940000","0.7993000000000001"
"150300000","0.7817000000000001"
"150660000","0.7775"
"151020000","0.7987000000000001"
"151380000","0.8038"
"151740000","0.7959"
"152100000","0.7952"
"152460000","0.7986"
"152820000","0.807"
"153180000","0.8171"
"153540000","0.8264000000000001"
"153900000","0.8064000000000001"
"154260000","0.8037000000000001"
"154620000","0.8221"
"154980000","0.8061"
"155340000","0.8276999999999999"
"155700000","0.8238"
"156060000","0.8315"
"156420000","0.8291"
"156780000","0.8242999999999999"
"157140000","0.826"
"157500000","0.8244000000000001"
"157860000","0.8244"
"158220000","0.8305"
"158580000","0.8452999999999999"
"158940000","0.8375"
"159300000","0.8381000000000001"
"159660000","0.8389"
"160020000","0.8367"
"160380000","0.8455999999999999"
"160740000","0.8278000000000001"
"161100000","0.8475"
"161460000","0.8306"
"161820000","0.8498"
"162180000","0.8334"
"162540000","0.8292"
"162900000","0.8162999999999999"
"163260000","0.8259"
"163620000","0.8471000000000001"
"163980000","0.8318000000000001"
"164340000","0.858"
"164700000","0.8165"
"165060000","0.7978999999999999"
"165420000","0.8177000000000001"
"165780000","0.8295"
"166140000","0.8492000000000001"
"166500000","0.8222"
"166860000","0.8282999999999999"
"167220000","0.8152"
"167580000","0.831"
"167940000","0.8352999999999999"
"168300000","0.8359"
"168660000","0.8285999999999999"
"169020000","0.8445"
"169380000","0.83"
"169740000","0.8317"
"170100000","0.8361"
"170460000","0.8335"
"170820000","0.8264"
"171180000","0.8319000000000001"
"171540000","0.8408"
"171900000","0.8452000000000001"
"172260000","0.8448"
"172620000","0.8402000000000001"
"172980000","0.8455"
"173340000","0.8402000000000001"
"173700000","0.8499"
"174060000","0.8403999999999999"
"174420000","0.852"
"174780000","0.835"
"175140000","0.8478"
"175500000","0.8392000000000001"
"175860000","0.8636"
"176220000","0.8355"
"176580000","0.8442000000000001"
"176940000","0.8255"
"177300000","0.8285"
"177660000","0.8298"
"178020000","0.8319000000000001"
"178380000","0.8448"
"178740000","0.8536"
"179100000","0.8609000000000001"
"179460000","0.8558"
"179820000","0.8548"
"180180000","0.8375"
"180540000","0.8532"
"180900000","0.8335"
"181260000","0.8598"
"181620000","0.8443999999999999"
"181980000","0.8568"
"182340000","0.8598"
"182700000","0.8572000000000001"
"183060000","0.8513"
"183420000","0.8527"
"183780000","0.8503"
"184140000","0.85"
"184500000","0.8670999999999999"
"184860000","0.8591"
"185220000","0.8431"
"185580000","0.8543"
"185940000","0.8643"
"186300000","0.8534"
"186660000","0.8535"
"187020000","0.86"
"187380000","0.8634"
"187740000","0.8739"
"188100000","0.8696"
"188460000","0.8666"
"188820000","0.8495999999999999"
"189180000","0.8685"
"189540000","0.8518"
"189900000","0.866"
"190260000","0.8615"
"190620000","0.8373999999999999"
"190980000","0.8526"
"191340000","0.8719000000000001"
"191700000","0.8543999999999999"
"192060000","0.8521"
"192420000","0.8482000000000001"
"192780000","0.8585"
"193140000","0.8561"
"193500000","0.8617999999999999"
"193860000","0.8723"
"194220000","0.869"
"194580000","0.8774"
"194940000","0.8648"
"195300000","0.8653"
"195660000","0.872"
"196020000","0.8608"
"196380000","0.8724000000000001"
"196740000","0.8762000000000001"
"197100000","0.8761"
"197460000","0.8485"
"197820000","0.8621"
"198180000","0.8694"
"198540000","0.8713"
"198900000","0.8742000000000001"
"199260000","0.8783"
"199620000","0.8612000000000001"
"199980000","0.8779"
"200340000","0.8714000000000001"
"200700000","0.8623"
"201060000","0.8626"
"201420000","0.8744000000000001"
"201780000","0.8643"
"202140000","0.8711"
"202500000","0.8702000000000001"
"202860000","0.8690999999999999"
"203220000","0.8704000000000001"
"203580000","0.8734000000000001"
"203940000","0.868"
"204300000","0.8696"
"204660000","0.879"
"205020000","0.8763"
"205380000","0.8747"
"205740000","0.8714"
"206100000","0.8627"
"206460000","0.8172999999999999"
"206820000","0.8030999999999999"
"207180000","0.8314"
"207540000","0.8170999999999999"
"207900000","0.8311000000000001"
"208260000","0.8229"
"208620000","0.8232"
"208980000","0.8302999999999999"
"209340000","0.831"
"209700000","0.8251000000000001"
"210060000","0.852"
"210420000","0.8257000000000001"
"210780000","0.8248"
"211140000","0.8066"
"211500000","0.8425"
"211860000","0.8344000000000001"
"212220000","0.8398"
"212580000","0.8409000000000001"
"212940000","0.8401000000000001"
"213300000","0.843"
"213660000","0.859"
"214020000","0.8334000000000001"
"214380000","0.8573"
"214740000","0.8503"
"215100000","0.8401"
"215460000","0.8357"
"215820000","0.8342999999999999"
"216180000","0.8587"
"216540000","0.8501000000000001"
"216900000","0.8552000000000001"
"217260000","0.8392"
"217620000","0.8402999999999999"
"217980000","0.8520999999999999"
"218340000","0.8462999999999999"
"218700000","0.8652000000000001"
"219060000","0.8569"
"219420000","0.8556999999999999"
"219780000","0.8398"
"220140000","0.8547"
"220500000","0.8496999999999999"
"220860000","0.8690999999999999"
"221220000","0.873"
"221580000","0.8449"
"221940000","0.8358999999999999"
"222300000","0.8587"
"222660000","0.8580999999999999"
"223020000","0.8592000000000001"
"223380000","0.8598"
"223740000","0.8364"
"224100000","0.8456999999999999"
"224460000","0.8511"
"224820000","0.8471000000000001"
"225180000","0.8582000000000001"
"225540000","0.8495"
"225900000","0.8354"
"226260000","0.8418"
"226620000","0.8289"
"226980000","0.843"
"227340000","0.8468"
"227700000","0.8501000000000001"
"228060000","0.85"
"228420000","0.8455"
"228780000","0.8541"
"229140000","0.8477"
"229500000","0.8352999999999999"
"229860000","0.8402000000000001"
"230220000","0.8539"
"230580000","0.8467"
"230940000","0.8412999999999999"
"231300000","0.8326999999999999"
"231660000","0.8513999999999999"
"232020000","0.8327"
"232380000","0.8597"
"232740000","0.8663"
"233100000","0.7953000000000001"
"233460000","0.7795"
"233820000","0.8060999999999999"
"234180000","0.7924"
"234540000","0.8177000000000001"
"234900000","0.806"
"235260000","0.8240999999999999"
"235620000","0.8161999999999999"
"235980000","0.8182999999999999"
"236340000","0.8292"
