"Step","mix2n4_4boxlength200_pb_seed3 - 4cover_rate"
"63900000","0.6181"
"64260000","0.6155"
"64620000","0.6099000000000001"
"64980000","0.6337999999999999"
"65340000","0.6182000000000001"
"65700000","0.6170999999999999"
"66060000","0.6255"
"66420000","0.6154"
"66780000","0.6235"
"67140000","0.6322000000000001"
"67500000","0.6303"
"67860000","0.6269"
"68220000","0.6277"
"68580000","0.6195999999999999"
"68940000","0.5805999999999999"
"69300000","0.5982999999999999"
"69660000","0.5726"
"70020000","0.5921"
"70380000","0.5835"
"70740000","0.5811"
"71100000","0.5736"
"71460000","0.5861"
"71820000","0.5876999999999999"
"72180000","0.5963999999999999"
"72540000","0.583"
"72900000","0.5946"
"73260000","0.5839"
"73620000","0.5952999999999999"
"73980000","0.594"
"74340000","0.5936"
"74700000","0.5792999999999999"
"75060000","0.5945"
"75420000","0.6025999999999999"
"75780000","0.606"
"76140000","0.6053999999999999"
"76500000","0.6046"
"76860000","0.6005"
"77220000","0.6117999999999999"
"77580000","0.6117999999999999"
"77940000","0.6215"
"78300000","0.61"
"78660000","0.6112000000000001"
"79020000","0.6125"
"79380000","0.5992000000000001"
"79740000","0.6243"
"80100000","0.6098000000000001"
"80460000","0.6169000000000001"
"80820000","0.6287"
"81180000","0.6227999999999999"
"81540000","0.6185"
"81900000","0.615"
"82260000","0.6031"
"82620000","0.6057"
"82980000","0.6333999999999999"
"83340000","0.6307"
"83700000","0.621"
"84060000","0.6151"
"84420000","0.6123999999999999"
"84780000","0.6133"
"85140000","0.6157"
"85500000","0.6255999999999999"
"85860000","0.6274"
"86220000","0.6551"
"86580000","0.65"
"86940000","0.6347999999999999"
"87300000","0.6493"
"87660000","0.6542"
"88020000","0.6361000000000001"
"88380000","0.6432"
"88740000","0.6513"
"89100000","0.6503"
"89460000","0.6572"
"89820000","0.6267"
"90180000","0.6267999999999999"
"90540000","0.6324"
"90900000","0.6337999999999999"
"91260000","0.6410999999999999"
"91620000","0.6587999999999999"
"91980000","0.6585"
"92340000","0.6578999999999999"
"92700000","0.6496000000000001"
"93060000","0.6528999999999999"
"93420000","0.6760999999999999"
"93780000","0.6885"
"94140000","0.6638"
"94500000","0.6634"
"94860000","0.6554"
"95220000","0.6660999999999999"
"95580000","0.6622"
"95940000","0.6662"
"96300000","0.6633000000000001"
"96660000","0.6924"
"97020000","0.6775"
"97380000","0.6754"
"97740000","0.6826"
"98100000","0.6938"
"98460000","0.6844"
"98820000","0.6839"
"99180000","0.6967000000000001"
"99540000","0.7048"
"99900000","0.7009"
"100260000","0.7054"
"100620000","0.6981999999999999"
"100980000","0.6924000000000001"
"101340000","0.7025999999999999"
"101700000","0.6932"
"102060000","0.7142000000000001"
"102420000","0.7142000000000001"
"102780000","0.7186"
"103140000","0.7128"
"103500000","0.7152000000000001"
"103860000","0.6882999999999999"
"104220000","0.6975"
"104580000","0.6733"
"104940000","0.6802"
"105300000","0.6777000000000001"
"105660000","0.6974"
"106020000","0.7148"
"106380000","0.6997000000000001"
"106740000","0.7049"
"107100000","0.7049"
"107460000","0.7082"
"107820000","0.7159"
"108180000","0.7062"
"108540000","0.725"
"108900000","0.7236"
"109260000","0.7253999999999999"
"109620000","0.7092"
"109980000","0.7117"
"110340000","0.7045"
"110700000","0.712"
"111060000","0.7085"
"111420000","0.7042999999999999"
"111780000","0.6928"
"112140000","0.7182000000000001"
"112500000","0.7169"
"112860000","0.7182999999999999"
"113220000","0.7328"
"113580000","0.7163999999999999"
"113940000","0.7377"
"114300000","0.7242000000000001"
"114660000","0.7216999999999999"
"115020000","0.7370999999999999"
"115380000","0.7373"
"115740000","0.7425999999999999"
"116100000","0.7194"
"116460000","0.703"
"116820000","0.7202000000000001"
"117180000","0.7207"
"117540000","0.7242000000000001"
"117900000","0.7227"
"118260000","0.7221000000000001"
"118620000","0.7306999999999999"
"118980000","0.7365999999999999"
"119340000","0.7208"
"119700000","0.7236"
"120060000","0.7280999999999999"
"120420000","0.7082999999999999"
"120780000","0.7048"
"121140000","0.7172999999999999"
"121500000","0.7342000000000001"
"121860000","0.7457999999999999"
"122220000","0.7422000000000001"
"122580000","0.7261"
"122940000","0.7386999999999999"
"123300000","0.7523"
"123660000","0.7387999999999999"
"124020000","0.7459000000000001"
"124380000","0.7586"
"124740000","0.7577999999999999"
