"Step","sl_unif_seed2 - 2cover_rate"
"2352000","0.35400000000000004"
"2359000","0.43"
"2366000","0.33"
"2373000","0.35"
"2380000","0.4"
"2387000","0.384"
"2394000","0.41"
"2401000","0.392"
"2408000","0.404"
"2415000","0.35"
"2422000","0.342"
"2429000","0.33"
"2436000","0.394"
"2443000","0.282"
"2450000","0.434"
"2457000","0.35400000000000004"
"2464000","0.39"
"2471000","0.42"
"2478000","0.5"
"2485000","0.422"
"2492000","0.43"
"2499000","0.486"
"2506000","0.39"
"2513000","0.32"
"2520000","0.364"
"2527000","0.398"
"2534000","0.37200000000000005"
"2541000","0.38"
"2548000","0.398"
"2555000","0.37"
"2562000","0.37400000000000005"
"2569000","0.312"
"2576000","0.37"
"2583000","0.41"
"2590000","0.36"
"2597000","0.51"
"2604000","0.45"
"2611000","0.36"
"2618000","0.32"
"2625000","0.37200000000000005"
"2632000","0.508"
"2639000","0.368"
"2646000","0.35"
"2653000","0.308"
"2660000","0.34"
"2667000","0.35"
"2674000","0.37"
"2681000","0.41"
"2688000","0.494"
"2695000","0.35"
"2702000","0.442"
"2709000","0.426"
"2716000","0.45"
"2723000","0.368"
"2730000","0.422"
"2737000","0.358"
"2744000","0.444"
"2751000","0.48"
"2758000","0.436"
"2765000","0.33799999999999997"
"2772000","0.426"
"2779000","0.42"
"2786000","0.39"
"2793000","0.476"
"2800000","0.506"
"2807000","0.398"
"2814000","0.454"
"2821000","0.42"
"2828000","0.392"
"2835000","0.43799999999999994"
"2842000","0.46"
"2849000","0.31"
"2856000","0.416"
"2863000","0.33799999999999997"
"2870000","0.364"
"2877000","0.446"
"2884000","0.35"
"2891000","0.45"
"2898000","0.4320000000000001"
"2905000","0.45"
"2912000","0.412"
"2919000","0.348"
"2926000","0.414"
"2933000","0.478"
"2940000","0.262"
"2947000","0.53"
"2954000","0.31"
"2961000","0.38"
"2968000","0.322"
"2975000","0.30400000000000005"
"2982000","0.324"
"2989000","0.4940000000000001"
"2996000","0.47"
"3003000","0.45400000000000007"
"3010000","0.33399999999999996"
"3017000","0.412"
"3024000","0.416"
"3031000","0.38"
"3038000","0.424"
"3045000","0.51"
"3052000","0.4"
"3059000","0.386"
"3066000","0.428"
"3073000","0.36"
"3080000","0.456"
"3087000","0.454"
"3094000","0.418"
"3101000","0.36"
"3108000","0.44"
"3115000","0.45"
"3122000","0.384"
"3129000","0.444"
"3136000","0.39"
"3143000","0.37"
"3150000","0.4320000000000001"
"3157000","0.39"
"3164000","0.408"
"3171000","0.396"
"3178000","0.43799999999999994"
"3185000","0.43"
"3192000","0.28800000000000003"
"3199000","0.41"
"3206000","0.478"
"3213000","0.454"
"3220000","0.404"
"3227000","0.314"
"3234000","0.4059999999999999"
"3241000","0.34"
"3248000","0.33"
"3255000","0.36"
"3262000","0.416"
"3269000","0.47"
"3276000","0.398"
"3283000","0.31"
"3290000","0.412"
"3297000","0.4"
"3304000","0.44"
"3311000","0.358"
"3318000","0.32"
"3325000","0.324"
"3332000","0.276"
"3339000","0.348"
"3346000","0.354"
"3353000","0.38"
"3360000","0.36"
"3367000","0.46"
"3374000","0.5"
"3381000","0.494"
"3388000","0.42"
"3395000","0.42"
"3402000","0.41"
"3409000","0.47"
"3416000","0.36"
"3423000","0.39"
"3430000","0.35"
"3437000","0.342"
"3444000","0.4"
"3451000","0.32"
"3458000","0.422"
"3465000","0.434"
"3472000","0.43799999999999994"
"3479000","0.4"
"3486000","0.456"
"3493000","0.46"
"3500000","0.392"
"3507000","0.412"
"3514000","0.366"
"3521000","0.35"
"3528000","0.316"
"3535000","0.406"
"3542000","0.398"
"3549000","0.316"
"3556000","0.344"
"3563000","0.374"
"3570000","0.38"
"3577000","0.374"
"3584000","0.41"
"3591000","0.44"
"3598000","0.38"
"3605000","0.468"
"3612000","0.32799999999999996"
"3619000","0.436"
"3626000","0.376"
"3633000","0.248"
"3640000","0.46"
"3647000","0.46"
"3654000","0.41"
"3661000","0.44"
"3668000","0.336"
"3675000","0.322"
"3682000","0.3940000000000001"
"3689000","0.39"
"3696000","0.4"
"3703000","0.404"
"3710000","0.452"
"3717000","0.37"
"3724000","0.404"
"3731000","0.41"
"3738000","0.36"
"3745000","0.426"
"3752000","0.28"
"3759000","0.43799999999999994"
"3766000","0.43"
"3773000","0.4"
"3780000","0.35"
"3787000","0.45"
"3794000","0.348"
"3801000","0.33"
"3808000","0.34"
"3815000","0.30200000000000005"
"3822000","0.37200000000000005"
"3829000","0.37799999999999995"
"3836000","0.37799999999999995"
"3843000","0.426"
"3850000","0.43"
"3857000","0.392"
"3864000","0.34600000000000003"
"3871000","0.326"
"3878000","0.428"
"3885000","0.4479999999999999"
"3892000","0.436"
"3899000","0.392"
"3906000","0.41"
"3913000","0.32799999999999996"
"3920000","0.398"
"3927000","0.35200000000000004"
"3934000","0.354"
"3941000","0.342"
"3948000","0.27399999999999997"
"3955000","0.37200000000000005"
"3962000","0.322"
"3969000","0.394"
"3976000","0.398"
"3983000","0.45"
"3990000","0.35"
"3997000","0.408"
"4004000","0.422"
"4011000","0.32"
"4018000","0.382"
"4025000","0.376"
"4032000","0.336"
"4039000","0.36"
"4046000","0.32799999999999996"
"4053000","0.4159999999999999"
"4060000","0.44"
"4067000","0.28800000000000003"
"4074000","0.304"
"4081000","0.37799999999999995"
"4088000","0.36"
"4095000","0.30800000000000005"
"4102000","0.414"
"4109000","0.37"
"4116000","0.42"
"4123000","0.362"
"4130000","0.33"
"4137000","0.488"
"4144000","0.408"
"4151000","0.35600000000000004"
"4158000","0.436"
"4165000","0.446"
"4172000","0.406"
"4179000","0.402"
"4186000","0.376"
"4193000","0.282"
"4200000","0.39"
"4207000","0.41"
"4214000","0.37799999999999995"
"4221000","0.32"
"4228000","0.444"
"4235000","0.35"
"4242000","0.458"
"4249000","0.39"
"4256000","0.41"
"4263000","0.39"
"4270000","0.38"
"4277000","0.418"
"4284000","0.3"
"4291000","0.41"
"4298000","0.376"
"4305000","0.37"
"4312000","0.458"
"4319000","0.35200000000000004"
"4326000","0.4"
"4333000","0.36"
"4340000","0.32"
"4347000","0.376"
"4354000","0.398"
"4361000","0.394"
"4368000","0.34"
"4375000","0.36"
"4382000","0.4"
"4389000","0.44"
"4396000","0.38"
"4403000","0.35"
"4410000","0.396"
"4417000","0.39"
"4424000","0.43"
"4431000","0.35"
"4438000","0.474"
"4445000","0.444"
"4452000","0.34"
"4459000","0.464"
"4466000","0.434"
"4473000","0.466"
"4480000","0.37"
"4487000","0.43"
"4494000","0.51"
"4501000","0.32"
"4508000","0.43"
"4515000","0.38"
"4522000","0.454"
"4529000","0.404"
"4536000","0.43"
"4543000","0.4"
"4550000","0.39"
"4557000","0.398"
"4564000","0.4"
"4571000","0.436"
"4578000","0.38"
"4585000","0.44"
"4592000","0.504"
"4599000","0.466"
"4606000","0.36"
"4613000","0.434"
"4620000","0.34"
"4627000","0.39"
"4634000","0.4940000000000001"
"4641000","0.382"
"4648000","0.45"
"4655000","0.38800000000000007"
"4662000","0.416"
"4669000","0.43799999999999994"
"4676000","0.336"
"4683000","0.41"
"4690000","0.44"
"4697000","0.292"
"4704000","0.32"
"4711000","0.42"
"4718000","0.412"
"4725000","0.3940000000000001"
"4732000","0.472"
"4739000","0.3"
"4746000","0.408"
"4753000","0.38"
"4760000","0.43"
"4767000","0.472"
"4774000","0.28"
"4781000","0.42"
"4788000","0.466"
"4795000","0.42"
"4802000","0.35200000000000004"
"4809000","0.374"
"4816000","0.394"
"4823000","0.308"
"4830000","0.42"
"4837000","0.42"
"4844000","0.41"
"4851000","0.47"
"4858000","0.4"
"4865000","0.382"
"4872000","0.26"
"4879000","0.38"
"4886000","0.412"
"4893000","0.33"
"4900000","0.4479999999999999"
"4907000","0.35"
"4914000","0.39"
"4921000","0.38"
"4928000","0.39"
"4935000","0.388"
"4942000","0.442"
"4949000","0.37799999999999995"
"4956000","0.29600000000000004"
"4963000","0.39"
"4970000","0.33"
"4977000","0.41"
"4984000","0.414"
"4991000","0.406"
"4998000","0.42599999999999993"
"5005000","0.45"
"5012000","0.33799999999999997"
"5019000","0.34"
"5026000","0.35"
"5033000","0.362"
"5040000","0.476"
"5047000","0.406"
"5054000","0.406"
"5061000","0.43"
"5068000","0.398"
"5075000","0.396"
"5082000","0.33799999999999997"
"5089000","0.44"
"5096000","0.382"
"5103000","0.348"
"5110000","0.324"
"5117000","0.336"
"5124000","0.428"
"5131000","0.32"
"5138000","0.408"
"5145000","0.482"
"5152000","0.366"
"5159000","0.41"
"5166000","0.49"
"5173000","0.37200000000000005"
"5180000","0.336"
"5187000","0.442"
"5194000","0.362"
"5201000","0.33799999999999997"
"5208000","0.36"
"5215000","0.41"
"5222000","0.528"
"5229000","0.354"
"5236000","0.416"
"5243000","0.34"
"5250000","0.308"
"5257000","0.42"
"5264000","0.39"
"5271000","0.34"
"5278000","0.41"
"5285000","0.4479999999999999"
"5292000","0.362"
"5299000","0.35600000000000004"
"5306000","0.398"
"5313000","0.34"
"5320000","0.4"
"5327000","0.364"
"5334000","0.332"
"5341000","0.396"
"5348000","0.472"
"5355000","0.32799999999999996"
"5362000","0.384"
"5369000","0.43400000000000005"
"5376000","0.30200000000000005"
"5383000","0.404"
"5390000","0.304"
"5397000","0.362"
"5404000","0.376"
"5411000","0.442"
"5418000","0.38"
"5425000","0.39"
"5432000","0.404"
"5439000","0.39"
"5446000","0.458"
"5453000","0.398"
"5460000","0.386"
"5467000","0.364"
"5474000","0.482"
"5481000","0.43"
"5488000","0.41"
"5495000","0.35600000000000004"
"5502000","0.404"
"5509000","0.32400000000000007"
"5516000","0.426"
"5523000","0.382"
"5530000","0.35200000000000004"
"5537000","0.39"
"5544000","0.404"
"5551000","0.45"
"5558000","0.33399999999999996"
"5565000","0.32"
"5572000","0.43"
"5579000","0.48599999999999993"
"5586000","0.472"
"5593000","0.47"
"5600000","0.412"
"5607000","0.322"
"5614000","0.38"
"5621000","0.446"
"5628000","0.37"
"5635000","0.37"
"5642000","0.43"
"5649000","0.31"
"5656000","0.37"
"5663000","0.35600000000000004"
"5670000","0.44"
"5677000","0.35"
"5684000","0.41"
"5691000","0.38"
"5698000","0.406"
"5705000","0.42199999999999993"
"5712000","0.39"
"5719000","0.46"
"5726000","0.37200000000000005"
"5733000","0.41"
"5740000","0.388"
"5747000","0.428"
"5754000","0.366"
"5761000","0.37200000000000005"
"5768000","0.48"
"5775000","0.374"
"5782000","0.444"
"5789000","0.43"
"5796000","0.442"
"5803000","0.412"
"5810000","0.39"
"5817000","0.3859999999999999"
"5824000","0.3859999999999999"
"5831000","0.436"
"5838000","0.39"
"5845000","0.362"
"5852000","0.398"
"5859000","0.33"
"5866000","0.408"
"5873000","0.39"
"5880000","0.332"
"5887000","0.33799999999999997"
"5894000","0.468"
"5901000","0.452"
"5908000","0.46"
"5915000","0.376"
"5922000","0.43400000000000005"
"5929000","0.512"
"5936000","0.478"
"5943000","0.324"
"5950000","0.326"
"5957000","0.354"
"5964000","0.5"
"5971000","0.402"
"5978000","0.37200000000000005"
"5985000","0.4"
"5992000","0.308"
"5999000","0.374"
"6006000","0.408"
"6013000","0.424"
"6020000","0.366"
"6027000","0.384"
"6034000","0.4759999999999999"
"6041000","0.33799999999999997"
"6048000","0.39"
"6055000","0.414"
"6062000","0.37"
"6069000","0.37"
"6076000","0.37200000000000005"
"6083000","0.37799999999999995"
"6090000","0.414"
"6097000","0.41"
"6104000","0.412"
"6111000","0.332"
"6118000","0.34"
"6125000","0.392"
"6132000","0.312"
"6139000","0.444"
"6146000","0.31"
"6153000","0.478"
"6160000","0.412"
"6167000","0.364"
"6174000","0.37799999999999995"
"6181000","0.354"
"6188000","0.436"
"6195000","0.38"
"6202000","0.414"
"6209000","0.376"
"6216000","0.418"
"6223000","0.416"
"6230000","0.414"
"6237000","0.326"
"6244000","0.386"
"6251000","0.434"
"6258000","0.398"
"6265000","0.37200000000000005"
"6272000","0.44"
"6279000","0.382"
"6286000","0.482"
"6293000","0.4320000000000001"
"6300000","0.354"
"6307000","0.384"
"6314000","0.36"
"6321000","0.412"
"6328000","0.31"
"6335000","0.472"
"6342000","0.47"
"6349000","0.38"
"6356000","0.4"
"6363000","0.404"
"6370000","0.39"
"6377000","0.4059999999999999"
"6384000","0.454"
"6391000","0.4320000000000001"
"6398000","0.512"
"6405000","0.30200000000000005"
"6412000","0.33"
"6419000","0.3"
"6426000","0.404"
"6433000","0.436"
"6440000","0.406"
"6447000","0.39"
"6454000","0.362"
"6461000","0.292"
"6468000","0.36"
"6475000","0.466"
"6482000","0.388"
"6489000","0.44"
"6496000","0.34"
"6503000","0.4479999999999999"
"6510000","0.412"
"6517000","0.36"
"6524000","0.37200000000000005"
"6531000","0.386"
"6538000","0.366"
"6545000","0.45"
"6552000","0.498"
"6559000","0.422"
"6566000","0.42"
"6573000","0.382"
"6580000","0.43799999999999994"
"6587000","0.428"
"6594000","0.406"
"6601000","0.41"
"6608000","0.43"
"6615000","0.43800000000000006"
"6622000","0.366"
"6629000","0.29600000000000004"
"6636000","0.404"
"6643000","0.404"
"6650000","0.41"
"6657000","0.366"
"6664000","0.45"
"6671000","0.422"
"6678000","0.454"
"6685000","0.36"
"6692000","0.41"
"6699000","0.424"
"6706000","0.386"
"6713000","0.36"
"6720000","0.376"
"6727000","0.4159999999999999"
"6734000","0.472"
"6741000","0.424"
"6748000","0.32799999999999996"
"6755000","0.388"
"6762000","0.32799999999999996"
"6769000","0.38"
"6776000","0.33"
"6783000","0.298"
"6790000","0.41"
"6797000","0.36"
"6804000","0.4"
"6811000","0.4"
"6818000","0.36"
"6825000","0.32"
"6832000","0.29"
"6839000","0.39"
"6846000","0.402"
"6853000","0.42"
"6860000","0.3559999999999999"
"6867000","0.364"
"6874000","0.326"
"6881000","0.37"
"6888000","0.4"
"6895000","0.3"
"6902000","0.38"
"6909000","0.48"
"6916000","0.42"
"6923000","0.362"
"6930000","0.35"
"6937000","0.44"
"6944000","0.47"
"6951000","0.47"
"6958000","0.392"
"6965000","0.43"
"6972000","0.38"
"6979000","0.452"
"6986000","0.324"
"6993000","0.436"
"7000000","0.4479999999999999"
"7007000","0.392"
"7014000","0.34600000000000003"
"7021000","0.43"
"7028000","0.35"
"7035000","0.3"
"7042000","0.404"
"7049000","0.45"
"7056000","0.43"
"7063000","0.5"
"7070000","0.38"
"7077000","0.368"
"7084000","0.424"
"7091000","0.358"
"7098000","0.398"
"7105000","0.44"
"7112000","0.31"
"7119000","0.42"
"7126000","0.418"
"7133000","0.41"
"7140000","0.47"
"7147000","0.4"
"7154000","0.43799999999999994"
"7161000","0.442"
"7168000","0.3859999999999999"
"7175000","0.4"
"7182000","0.412"
"7189000","0.35600000000000004"
"7196000","0.33399999999999996"
"7203000","0.38"
"7210000","0.322"
"7217000","0.318"
"7224000","0.4040000000000001"
"7231000","0.376"
"7238000","0.4"
"7245000","0.416"
"7252000","0.33799999999999997"
"7259000","0.3560000000000001"
"7266000","0.43"
"7273000","0.464"
"7280000","0.476"
"7287000","0.354"
"7294000","0.43"
"7301000","0.37200000000000005"
"7308000","0.426"
"7315000","0.342"
"7322000","0.41"
"7329000","0.39"
"7336000","0.386"
"7343000","0.41"
"7350000","0.302"
"7357000","0.39"
"7364000","0.348"
"7371000","0.37599999999999995"
"7378000","0.39"
"7385000","0.42"
"7392000","0.45"
"7399000","0.364"
"7406000","0.37"
"7413000","0.42"
"7420000","0.408"
"7427000","0.45"
"7434000","0.33"
"7441000","0.39"
"7448000","0.422"
"7455000","0.36"
"7462000","0.44"
"7469000","0.348"
"7476000","0.45"
"7483000","0.39"
"7490000","0.43799999999999994"
"7497000","0.36"
"7504000","0.446"
"7511000","0.38"
"7518000","0.32"
"7525000","0.39"
"7532000","0.418"
"7539000","0.39"
"7546000","0.402"
"7553000","0.442"
"7560000","0.404"
"7567000","0.41"
"7574000","0.458"
"7581000","0.35"
"7588000","0.458"
"7595000","0.452"
"7602000","0.35"
"7609000","0.416"
"7616000","0.414"
"7623000","0.456"
"7630000","0.42599999999999993"
"7637000","0.404"
"7644000","0.3"
"7651000","0.342"
"7658000","0.37200000000000005"
"7665000","0.444"
"7672000","0.396"
"7679000","0.4920000000000001"
"7686000","0.38"
"7693000","0.42"
"7700000","0.394"
"7707000","0.398"
"7714000","0.336"
"7721000","0.41"
"7728000","0.4"
"7735000","0.37200000000000005"
"7742000","0.37599999999999995"
"7749000","0.302"
"7756000","0.408"
"7763000","0.424"
"7770000","0.36"
"7777000","0.526"
"7784000","0.38"
"7791000","0.36"
"7798000","0.35"
"7805000","0.35200000000000004"
"7812000","0.34"
"7819000","0.422"
"7826000","0.416"
"7833000","0.4"
"7840000","0.35200000000000004"
"7847000","0.422"
"7854000","0.322"
"7861000","0.332"
"7868000","0.37"
"7875000","0.446"
"7882000","0.48"
"7889000","0.416"
"7896000","0.4640000000000001"
"7903000","0.402"
"7910000","0.4320000000000001"
"7917000","0.3700000000000001"
"7924000","0.362"
"7931000","0.318"
"7938000","0.43799999999999994"
"7945000","0.45"
"7952000","0.36"
"7959000","0.37"
"7966000","0.386"
"7973000","0.36"
"7980000","0.39"
"7987000","0.4"
"7994000","0.42"
"8001000","0.468"
"8008000","0.39"
"8015000","0.34"
"8022000","0.374"
"8029000","0.28"
"8036000","0.47"
"8043000","0.368"
"8050000","0.41"
"8057000","0.454"
"8064000","0.332"
"8071000","0.376"
"8078000","0.458"
"8085000","0.38"
"8092000","0.394"
"8099000","0.38"
"8106000","0.402"
"8113000","0.42"
"8120000","0.37200000000000005"
"8127000","0.3859999999999999"
"8134000","0.44"
"8141000","0.326"
"8148000","0.37"
"8155000","0.38"
"8162000","0.42"
"8169000","0.392"
"8176000","0.33399999999999996"
"8183000","0.312"
"8190000","0.452"
"8197000","0.404"
"8204000","0.428"
"8211000","0.386"
"8218000","0.41"
"8225000","0.38"
"8232000","0.37"
"8239000","0.424"
"8246000","0.4320000000000001"
"8253000","0.442"
"8260000","0.268"
"8267000","0.412"
"8274000","0.39"
"8281000","0.404"
"8288000","0.402"
"8295000","0.404"
"8302000","0.344"
"8309000","0.43"
"8316000","0.366"
"8323000","0.428"
"8330000","0.38"
"8337000","0.406"
"8344000","0.38"
"8351000","0.404"
"8358000","0.39"
"8365000","0.47"
"8372000","0.31"
"8379000","0.43800000000000006"
"8386000","0.38"
"8393000","0.468"
"8400000","0.342"
"8407000","0.32799999999999996"
"8414000","0.396"
"8421000","0.336"
"8428000","0.396"
"8435000","0.47"
"8442000","0.386"
"8449000","0.486"
"8456000","0.27"
"8463000","0.424"
"8470000","0.354"
"8477000","0.292"
"8484000","0.374"
"8491000","0.434"
"8498000","0.496"
"8505000","0.37799999999999995"
"8512000","0.396"
"8519000","0.292"
"8526000","0.466"
"8533000","0.368"
"8540000","0.366"
"8547000","0.38"
"8554000","0.35"
"8561000","0.37"
"8568000","0.42599999999999993"
"8575000","0.3340000000000001"
"8582000","0.418"
"8589000","0.404"
"8596000","0.33399999999999996"
"8603000","0.4"
"8610000","0.37799999999999995"
"8617000","0.37"
"8624000","0.368"
"8631000","0.44"
"8638000","0.342"
"8645000","0.316"
"8652000","0.358"
"8659000","0.36"
"8666000","0.43"
"8673000","0.37799999999999995"
"8680000","0.388"
"8687000","0.386"
"8694000","0.458"
"8701000","0.3859999999999999"
"8708000","0.44"
"8715000","0.436"
"8722000","0.35"
"8729000","0.39"
"8736000","0.396"
"8743000","0.336"
"8750000","0.35"
"8757000","0.4"
"8764000","0.35600000000000004"
"8771000","0.33399999999999996"
"8778000","0.412"
"8785000","0.406"
"8792000","0.426"
"8799000","0.382"
"8806000","0.44"
"8813000","0.308"
"8820000","0.364"
"8827000","0.412"
"8834000","0.47"
"8841000","0.344"
"8848000","0.452"
"8855000","0.42"
"8862000","0.45"
"8869000","0.39"
"8876000","0.47"
"8883000","0.45"
"8890000","0.354"
"8897000","0.456"
"8904000","0.4040000000000001"
"8911000","0.35600000000000004"
"8918000","0.322"
"8925000","0.332"
"8932000","0.392"
"8939000","0.34600000000000003"
"8946000","0.412"
"8953000","0.414"
"8960000","0.51"
"8967000","0.418"
"8974000","0.386"
"8981000","0.374"
"8988000","0.358"
"8995000","0.454"
"9002000","0.368"
"9009000","0.49"
"9016000","0.46"
"9023000","0.418"
"9030000","0.322"
"9037000","0.38"
"9044000","0.47"
"9051000","0.394"
"9058000","0.384"
"9065000","0.414"
"9072000","0.41"
"9079000","0.452"
"9086000","0.384"
"9093000","0.37799999999999995"
"9100000","0.502"
"9107000","0.41"
"9114000","0.34600000000000003"
"9121000","0.416"
"9128000","0.312"
"9135000","0.42"
"9142000","0.39"
"9149000","0.424"
"9156000","0.4"
"9163000","0.386"
"9170000","0.35200000000000004"
"9177000","0.45"
"9184000","0.35"
"9191000","0.424"
"9198000","0.358"
"9205000","0.41"
"9212000","0.38"
"9219000","0.434"
"9226000","0.434"
"9233000","0.368"
"9240000","0.38"
"9247000","0.416"
"9254000","0.38"
"9261000","0.462"
"9268000","0.406"
"9275000","0.406"
"9282000","0.416"
