"Step","reverse-6floor-seed2 - test_success_rate","reverse-6floor-seed2 - test_success_rate__MIN","reverse-6floor-seed2 - test_success_rate__MAX"
"24679200","0.434","0.434","0.434"
"24710400","0.431","0.431","0.431"
"24741600","0.49","0.49","0.49"
"24772800","0.512","0.512","0.512"
"24804000","0.427","0.427","0.427"
"24835200","0.386","0.386","0.386"
"24866400","0.402","0.402","0.402"
"24897600","0.384","0.384","0.384"
"24928800","0.417","0.417","0.417"
"24960000","0.372","0.372","0.372"
"24991200","0.383","0.383","0.383"
"25022400","0.512","0.512","0.512"
"25053600","0.386","0.386","0.386"
"25084800","0.431","0.431","0.431"
"25116000","0.517","0.517","0.517"
"25147200","0.412","0.412","0.412"
"25178400","0.385","0.385","0.385"
"25209600","0.478","0.478","0.478"
"25240800","0.454","0.454","0.454"
"25272000","0.426","0.426","0.426"
"25303200","0.613","0.613","0.613"
"25334400","0.475","0.475","0.475"
"25365600","0.431","0.431","0.431"
"25396800","0.458","0.458","0.458"
"25428000","0.409","0.409","0.409"
"25459200","0.457","0.457","0.457"
"25490400","0.477","0.477","0.477"
"25521600","0.44","0.44","0.44"
"25552800","0.525","0.525","0.525"
"25584000","0.479","0.479","0.479"
"25615200","0.562","0.562","0.562"
"25646400","0.501","0.501","0.501"
"25677600","0.532","0.532","0.532"
"25708800","0.551","0.551","0.551"
"25740000","0.488","0.488","0.488"
"25771200","0.579","0.579","0.579"
"25802400","0.531","0.531","0.531"
"25833600","0.627","0.627","0.627"
"25864800","0.616","0.616","0.616"
"25896000","0.422","0.422","0.422"
"25927200","0.551","0.551","0.551"
"25958400","0.566","0.566","0.566"
"25989600","0.526","0.526","0.526"
"26020800","0.483","0.483","0.483"
"26052000","0.502","0.502","0.502"
"26083200","0.354","0.354","0.354"
"26114400","0.461","0.461","0.461"
"26145600","0.534","0.534","0.534"
"26176800","0.597","0.597","0.597"
"26208000","0.596","0.596","0.596"
"26239200","0.586","0.586","0.586"
"26270400","0.486","0.486","0.486"
"26301600","0.609","0.609","0.609"
"26332800","0.552","0.552","0.552"
"26364000","0.678","0.678","0.678"
"26395200","0.549","0.549","0.549"
"26426400","0.625","0.625","0.625"
"26457600","0.553","0.553","0.553"
"26488800","0.59","0.59","0.59"
"26520000","0.638","0.638","0.638"
"26551200","0.547","0.547","0.547"
"26582400","0.605","0.605","0.605"
"26613600","0.621","0.621","0.621"
"26644800","0.724","0.724","0.724"
"26676000","0.62","0.62","0.62"
"26707200","0.696","0.696","0.696"
"26738400","0.575","0.575","0.575"
"26769600","0.636","0.636","0.636"
"26800800","0.598","0.598","0.598"
"26832000","0.672","0.672","0.672"
"26863200","0.619","0.619","0.619"
"26894400","0.511","0.511","0.511"
"26925600","0.635","0.635","0.635"
"26956800","0.556","0.556","0.556"
"26988000","0.538","0.538","0.538"
"27019200","0.576","0.576","0.576"
"27050400","0.608","0.608","0.608"
"27081600","0.753","0.753","0.753"
"27112800","0.673","0.673","0.673"
"27144000","0.583","0.583","0.583"
"27175200","0.665","0.665","0.665"
"27206400","0.585","0.585","0.585"
"27237600","0.575","0.575","0.575"
"27268800","0.609","0.609","0.609"
"27300000","0.662","0.662","0.662"
"27331200","0.641","0.641","0.641"
"27362400","0.611","0.611","0.611"
"27393600","0.681","0.681","0.681"
"27424800","0.681","0.681","0.681"
"27456000","0.709","0.709","0.709"
"27487200","0.726","0.726","0.726"
"27518400","0.762","0.762","0.762"
"27549600","0.657","0.657","0.657"
"27580800","0.725","0.725","0.725"
"27612000","0.712","0.712","0.712"
"27643200","0.738","0.738","0.738"
"27674400","0.684","0.684","0.684"
"27705600","0.719","0.719","0.719"
"27736800","0.73","0.73","0.73"
"27768000","0.702","0.702","0.702"
"27799200","0.751","0.751","0.751"
"27830400","0.617","0.617","0.617"
"27861600","0.785","0.785","0.785"
"27892800","0.758","0.758","0.758"
"27924000","0.712","0.712","0.712"
"27955200","0.677","0.677","0.677"
"27986400","0.763","0.763","0.763"
"28017600","0.726","0.726","0.726"
"28048800","0.715","0.715","0.715"
"28080000","0.784","0.784","0.784"
"28111200","0.673","0.673","0.673"
"28142400","0.735","0.735","0.735"
"28173600","0.766","0.766","0.766"
"28204800","0.678","0.678","0.678"
"28236000","0.646","0.646","0.646"
"28267200","0.754","0.754","0.754"
"28298400","0.729","0.729","0.729"
"28329600","0.744","0.744","0.744"
"28360800","0.824","0.824","0.824"
"28392000","0.716","0.716","0.716"
"28423200","0.807","0.807","0.807"
"28454400","0.694","0.694","0.694"
"28485600","0.73","0.73","0.73"
"28516800","0.841","0.841","0.841"
"28548000","0.715","0.715","0.715"
"28579200","0.687","0.687","0.687"
"28610400","0.724","0.724","0.724"
"28641600","0.739","0.739","0.739"
"28672800","0.797","0.797","0.797"
"28704000","0.816","0.816","0.816"
"28735200","0.747","0.747","0.747"
"28766400","0.69","0.69","0.69"
"28797600","0.703","0.703","0.703"
"28828800","0.77","0.77","0.77"
"28860000","0.806","0.806","0.806"
"28891200","0.669","0.669","0.669"
"28922400","0.615","0.615","0.615"
"28953600","0.712","0.712","0.712"
"28984800","0.786","0.786","0.786"
"29016000","0.673","0.673","0.673"
"29047200","0.681","0.681","0.681"
"29078400","0.691","0.691","0.691"
"29109600","0.782","0.782","0.782"
"29140800","0.756","0.756","0.756"
"29172000","0.837","0.837","0.837"
"29203200","0.688","0.688","0.688"
"29234400","0.698","0.698","0.698"
"29265600","0.715","0.715","0.715"
"29296800","0.741","0.741","0.741"
"29328000","0.7","0.7","0.7"
"29359200","0.743","0.743","0.743"
"29390400","0.775","0.775","0.775"
"29421600","0.816","0.816","0.816"
"29452800","0.74","0.74","0.74"
"29484000","0.768","0.768","0.768"
"29515200","0.801","0.801","0.801"
"29546400","0.683","0.683","0.683"
"29577600","0.727","0.727","0.727"
"29608800","0.786","0.786","0.786"
"29640000","0.774","0.774","0.774"
"29671200","0.776","0.776","0.776"
"29702400","0.715","0.715","0.715"
"29733600","0.806","0.806","0.806"
"29764800","0.751","0.751","0.751"
"29796000","0.807","0.807","0.807"
"29827200","0.758","0.758","0.758"
"29858400","0.776","0.776","0.776"
"29889600","0.837","0.837","0.837"
"29920800","0.756","0.756","0.756"
"29952000","0.789","0.789","0.789"
"29983200","0.809","0.809","0.809"
"30014400","0.757","0.757","0.757"
"30045600","0.838","0.838","0.838"
"30076800","0.755","0.755","0.755"
"30108000","0.753","0.753","0.753"
"30139200","0.766","0.766","0.766"
"30170400","0.773","0.773","0.773"
"30201600","0.774","0.774","0.774"
"30232800","0.758","0.758","0.758"
"30264000","0.759","0.759","0.759"
"30295200","0.815","0.815","0.815"
"30326400","0.778","0.778","0.778"
"30357600","0.818","0.818","0.818"
"30388800","0.717","0.717","0.717"
"30420000","0.739","0.739","0.739"
"30451200","0.861","0.861","0.861"
"30482400","0.768","0.768","0.768"
"30513600","0.799","0.799","0.799"
"30544800","0.832","0.832","0.832"
"30576000","0.804","0.804","0.804"
"30607200","0.816","0.816","0.816"
"30638400","0.802","0.802","0.802"
"30669600","0.742","0.742","0.742"
"30700800","0.745","0.745","0.745"
"30732000","0.768","0.768","0.768"
"30763200","0.751","0.751","0.751"
"30794400","0.786","0.786","0.786"
"30825600","0.766","0.766","0.766"
"30856800","0.757","0.757","0.757"
"30888000","0.775","0.775","0.775"
"30919200","0.828","0.828","0.828"
"30950400","0.808","0.808","0.808"
"30981600","0.809","0.809","0.809"
"31012800","0.769","0.769","0.769"
"31044000","0.748","0.748","0.748"
"31075200","0.809","0.809","0.809"
"31106400","0.839","0.839","0.839"
"31137600","0.789","0.789","0.789"
"31168800","0.812","0.812","0.812"
"31200000","0.814","0.814","0.814"
"31231200","0.785","0.785","0.785"
"31262400","0.827","0.827","0.827"
"31293600","0.793","0.793","0.793"
"31324800","0.814","0.814","0.814"
"31356000","0.815","0.815","0.815"
"31387200","0.783","0.783","0.783"
"31418400","0.782","0.782","0.782"
"31449600","0.856","0.856","0.856"
"31480800","0.84","0.84","0.84"
"31512000","0.805","0.805","0.805"
"31543200","0.755","0.755","0.755"
"31574400","0.82","0.82","0.82"
"31605600","0.804","0.804","0.804"
"31636800","0.777","0.777","0.777"
"31668000","0.808","0.808","0.808"
"31699200","0.736","0.736","0.736"
"31730400","0.749","0.749","0.749"
"31761600","0.833","0.833","0.833"
"31792800","0.8","0.8","0.8"
"31824000","0.795","0.795","0.795"
"31855200","0.764","0.764","0.764"
"31886400","0.801","0.801","0.801"
"31917600","0.772","0.772","0.772"
"31948800","0.819","0.819","0.819"
"31980000","0.794","0.794","0.794"
"32011200","0.789","0.789","0.789"
"32042400","0.813","0.813","0.813"
"32073600","0.777","0.777","0.777"
"32104800","0.797","0.797","0.797"
"32136000","0.826","0.826","0.826"
"32167200","0.735","0.735","0.735"
"32198400","0.772","0.772","0.772"
"32229600","0.699","0.699","0.699"
"32260800","0.758","0.758","0.758"
"32292000","0.819","0.819","0.819"
"32323200","0.75","0.75","0.75"
"32354400","0.719","0.719","0.719"
"32385600","0.763","0.763","0.763"
"32416800","0.758","0.758","0.758"
"32448000","0.789","0.789","0.789"
"32479200","0.733","0.733","0.733"
"32510400","0.764","0.764","0.764"
"32541600","0.748","0.748","0.748"
"32572800","0.746","0.746","0.746"
"32604000","0.794","0.794","0.794"
"32635200","0.73","0.73","0.73"
"32666400","0.787","0.787","0.787"
"32697600","0.732","0.732","0.732"
"32728800","0.75","0.75","0.75"
"32760000","0.739","0.739","0.739"
"32791200","0.778","0.778","0.778"
"32822400","0.739","0.739","0.739"
"32853600","0.778","0.778","0.778"
"32884800","0.667","0.667","0.667"
"32916000","0.825","0.825","0.825"
"32947200","0.788","0.788","0.788"
"32978400","0.756","0.756","0.756"
"33009600","0.728","0.728","0.728"
"33040800","0.786","0.786","0.786"
"33072000","0.794","0.794","0.794"
"33103200","0.74","0.74","0.74"
"33134400","0.679","0.679","0.679"
"33165600","0.806","0.806","0.806"
"33196800","0.74","0.74","0.74"
"33228000","0.782","0.782","0.782"
"33259200","0.847","0.847","0.847"
"33290400","0.794","0.794","0.794"
"33321600","0.846","0.846","0.846"
"33352800","0.778","0.778","0.778"
"33384000","0.78","0.78","0.78"
"33415200","0.791","0.791","0.791"
"33446400","0.815","0.815","0.815"
"33477600","0.816","0.816","0.816"
"33508800","0.808","0.808","0.808"
"33540000","0.799","0.799","0.799"
"33571200","0.729","0.729","0.729"
"33602400","0.828","0.828","0.828"
"33633600","0.774","0.774","0.774"
"33664800","0.764","0.764","0.764"
"33696000","0.76","0.76","0.76"
"33727200","0.768","0.768","0.768"
"33758400","0.794","0.794","0.794"
"33789600","0.909","0.909","0.909"
"33820800","0.819","0.819","0.819"
"33852000","0.836","0.836","0.836"
"33883200","0.861","0.861","0.861"
"33914400","0.794","0.794","0.794"
"33945600","0.843","0.843","0.843"
"33976800","0.848","0.848","0.848"
"34008000","0.818","0.818","0.818"
"34039200","0.792","0.792","0.792"
"34070400","0.894","0.894","0.894"
"34101600","0.822","0.822","0.822"
"34132800","0.849","0.849","0.849"
"34164000","0.827","0.827","0.827"
"34195200","0.844","0.844","0.844"
"34226400","0.857","0.857","0.857"
"34257600","0.88","0.88","0.88"
"34288800","0.762","0.762","0.762"
"34320000","0.868","0.868","0.868"
"34351200","0.936","0.936","0.936"
"34382400","0.855","0.855","0.855"
"34413600","0.868","0.868","0.868"
"34444800","0.878","0.878","0.878"
"34476000","0.873","0.873","0.873"
"34507200","0.819","0.819","0.819"
"34538400","0.85","0.85","0.85"
"34569600","0.833","0.833","0.833"
"34600800","0.799","0.799","0.799"
"34632000","0.831","0.831","0.831"
"34663200","0.807","0.807","0.807"
"34694400","0.8","0.8","0.8"
"34725600","0.814","0.814","0.814"
"34756800","0.859","0.859","0.859"
"34788000","0.839","0.839","0.839"
"34819200","0.749","0.749","0.749"
"34850400","0.74","0.74","0.74"
"34881600","0.729","0.729","0.729"
"34912800","0.858","0.858","0.858"
"34944000","0.738","0.738","0.738"
"34975200","0.824","0.824","0.824"
"35006400","0.895","0.895","0.895"
"35037600","0.81","0.81","0.81"
"35068800","0.857","0.857","0.857"
"35100000","0.854","0.854","0.854"
"35131200","0.852","0.852","0.852"
"35162400","0.82","0.82","0.82"
"35193600","0.82","0.82","0.82"
"35224800","0.889","0.889","0.889"
"35256000","0.848","0.848","0.848"
"35287200","0.846","0.846","0.846"
"35318400","0.824","0.824","0.824"
"35349600","0.828","0.828","0.828"
"35380800","0.849","0.849","0.849"
"35412000","0.849","0.849","0.849"
"35443200","0.814","0.814","0.814"
"35474400","0.828","0.828","0.828"
"35505600","0.876","0.876","0.876"
"35536800","0.791","0.791","0.791"
"35568000","0.818","0.818","0.818"
"35599200","0.8","0.8","0.8"
"35630400","0.814","0.814","0.814"
"35661600","0.745","0.745","0.745"
"35692800","0.82","0.82","0.82"
"35724000","0.799","0.799","0.799"
"35755200","0.773","0.773","0.773"
"35786400","0.767","0.767","0.767"
"35817600","0.819","0.819","0.819"
"35848800","0.745","0.745","0.745"
"35880000","0.846","0.846","0.846"
"35911200","0.829","0.829","0.829"
"35942400","0.788","0.788","0.788"
"35973600","0.856","0.856","0.856"
"36004800","0.855","0.855","0.855"
"36036000","0.821","0.821","0.821"
"36067200","0.826","0.826","0.826"
"36098400","0.849","0.849","0.849"
"36129600","0.827","0.827","0.827"
"36160800","0.887","0.887","0.887"
"36192000","0.791","0.791","0.791"
"36223200","0.81","0.81","0.81"
"36254400","0.837","0.837","0.837"
"36285600","0.776","0.776","0.776"
"36316800","0.79","0.79","0.79"
"36348000","0.843","0.843","0.843"
"36379200","0.829","0.829","0.829"
"36410400","0.772","0.772","0.772"
"36441600","0.788","0.788","0.788"
"36472800","0.789","0.789","0.789"
"36504000","0.718","0.718","0.718"
"36535200","0.772","0.772","0.772"
"36566400","0.817","0.817","0.817"
"36597600","0.785","0.785","0.785"
"36628800","0.784","0.784","0.784"
"36660000","0.784","0.784","0.784"
"36691200","0.754","0.754","0.754"
"36722400","0.769","0.769","0.769"
"36753600","0.878","0.878","0.878"
"36784800","0.743","0.743","0.743"
"36816000","0.838","0.838","0.838"
"36847200","0.797","0.797","0.797"
"36878400","0.797","0.797","0.797"
"36909600","0.87","0.87","0.87"
"36940800","0.829","0.829","0.829"
"36972000","0.838","0.838","0.838"
"37003200","0.853","0.853","0.853"
"37034400","0.85","0.85","0.85"
"37065600","0.778","0.778","0.778"
"37096800","0.868","0.868","0.868"
"37128000","0.772","0.772","0.772"
"37159200","0.809","0.809","0.809"
"37190400","0.801","0.801","0.801"
"37221600","0.848","0.848","0.848"
"37252800","0.815","0.815","0.815"
"37284000","0.756","0.756","0.756"
"37315200","0.791","0.791","0.791"
"37346400","0.77","0.77","0.77"
"37377600","0.825","0.825","0.825"
"37408800","0.788","0.788","0.788"
"37440000","0.772","0.772","0.772"
"37471200","0.827","0.827","0.827"
"37502400","0.839","0.839","0.839"
"37533600","0.755","0.755","0.755"
"37564800","0.849","0.849","0.849"
"37596000","0.757","0.757","0.757"
"37627200","0.79","0.79","0.79"
"37658400","0.766","0.766","0.766"
"37689600","0.806","0.806","0.806"
"37720800","0.775","0.775","0.775"
"37752000","0.8","0.8","0.8"
"37783200","0.841","0.841","0.841"
"37814400","0.871","0.871","0.871"
"37845600","0.919","0.919","0.919"
"37876800","0.845","0.845","0.845"
"37908000","0.86","0.86","0.86"
"37939200","0.804","0.804","0.804"
"37970400","0.83","0.83","0.83"
"38001600","0.867","0.867","0.867"
"38032800","0.811","0.811","0.811"
"38064000","0.855","0.855","0.855"
"38095200","0.812","0.812","0.812"
"38126400","0.891","0.891","0.891"
"38157600","0.812","0.812","0.812"
"38188800","0.867","0.867","0.867"
"38220000","0.764","0.764","0.764"
"38251200","0.903","0.903","0.903"
"38282400","0.841","0.841","0.841"
"38313600","0.814","0.814","0.814"
"38344800","0.877","0.877","0.877"
"38376000","0.861","0.861","0.861"
"38407200","0.865","0.865","0.865"
"38438400","0.856","0.856","0.856"
"38469600","0.826","0.826","0.826"
"38500800","0.887","0.887","0.887"
"38532000","0.805","0.805","0.805"
"38563200","0.871","0.871","0.871"
"38594400","0.805","0.805","0.805"
"38625600","0.808","0.808","0.808"
"38656800","0.815","0.815","0.815"
"38688000","0.849","0.849","0.849"
"38719200","0.813","0.813","0.813"
"38750400","0.868","0.868","0.868"
"38781600","0.789","0.789","0.789"
"38812800","0.872","0.872","0.872"
"38844000","0.849","0.849","0.849"
"38875200","0.801","0.801","0.801"
"38906400","0.913","0.913","0.913"
"38937600","0.839","0.839","0.839"
"38968800","0.833","0.833","0.833"
"39000000","0.87","0.87","0.87"
"39031200","0.828","0.828","0.828"
"39062400","0.905","0.905","0.905"
"39093600","0.848","0.848","0.848"
"39124800","0.875","0.875","0.875"
"39156000","0.824","0.824","0.824"
"39187200","0.826","0.826","0.826"
"39218400","0.845","0.845","0.845"
"39249600","0.876","0.876","0.876"
"39280800","0.852","0.852","0.852"
"39312000","0.807","0.807","0.807"
"39343200","0.835","0.835","0.835"
"39374400","0.902","0.902","0.902"
"39405600","0.837","0.837","0.837"
"39436800","0.843","0.843","0.843"
"39468000","0.853","0.853","0.853"
"39499200","0.915","0.915","0.915"
"39530400","0.872","0.872","0.872"
"39561600","0.916","0.916","0.916"
"39592800","0.833","0.833","0.833"
"39624000","0.822","0.822","0.822"
"39655200","0.801","0.801","0.801"
"39686400","0.872","0.872","0.872"
"39717600","0.842","0.842","0.842"
"39748800","0.876","0.876","0.876"
"39780000","0.897","0.897","0.897"
"39811200","0.896","0.896","0.896"
"39842400","0.821","0.821","0.821"
"39873600","0.891","0.891","0.891"
"39904800","0.896","0.896","0.896"
"39936000","0.868","0.868","0.868"
"39967200","0.858","0.858","0.858"
"39998400","0.916","0.916","0.916"
"40029600","0.929","0.929","0.929"
"40060800","0.891","0.891","0.891"
"40092000","0.85","0.85","0.85"
"40123200","0.936","0.936","0.936"
"40154400","0.88","0.88","0.88"
"40185600","0.912","0.912","0.912"
"40216800","0.946","0.946","0.946"
"40248000","0.919","0.919","0.919"
"40279200","0.947","0.947","0.947"
"40310400","0.873","0.873","0.873"
"40341600","0.896","0.896","0.896"
"40372800","0.936","0.936","0.936"
"40404000","0.827","0.827","0.827"
"40435200","0.903","0.903","0.903"
"40466400","0.913","0.913","0.913"
"40497600","0.89","0.89","0.89"
"40528800","0.884","0.884","0.884"
"40560000","0.854","0.854","0.854"
"40591200","0.912","0.912","0.912"
"40622400","0.799","0.799","0.799"
"40653600","0.942","0.942","0.942"
"40684800","0.903","0.903","0.903"
"40716000","0.89","0.89","0.89"
"40747200","0.889","0.889","0.889"
"40778400","0.897","0.897","0.897"
"40809600","0.854","0.854","0.854"
"40840800","0.949","0.949","0.949"
"40872000","0.87","0.87","0.87"
"40903200","0.853","0.853","0.853"
"40934400","0.9","0.9","0.9"
"40965600","0.93","0.93","0.93"
"40996800","0.889","0.889","0.889"
"41028000","0.917","0.917","0.917"
"41059200","0.904","0.904","0.904"
"41090400","0.835","0.835","0.835"
"41121600","0.858","0.858","0.858"
"41152800","0.884","0.884","0.884"
"41184000","0.839","0.839","0.839"
"41215200","0.896","0.896","0.896"
"41246400","0.859","0.859","0.859"
"41277600","0.899","0.899","0.899"
"41308800","0.887","0.887","0.887"
"41340000","0.802","0.802","0.802"
"41371200","0.876","0.876","0.876"
"41402400","0.865","0.865","0.865"
"41433600","0.89","0.89","0.89"
"41464800","0.859","0.859","0.859"
"41496000","0.845","0.845","0.845"
"41527200","0.837","0.837","0.837"
"41558400","0.91","0.91","0.91"
"41589600","0.905","0.905","0.905"
"41620800","0.881","0.881","0.881"
"41652000","0.849","0.849","0.849"
"41683200","0.879","0.879","0.879"
"41714400","0.919","0.919","0.919"
"41745600","0.882","0.882","0.882"
"41776800","0.87","0.87","0.87"
"41808000","0.824","0.824","0.824"
"41839200","0.925","0.925","0.925"
"41870400","0.915","0.915","0.915"
"41901600","0.848","0.848","0.848"
"41932800","0.858","0.858","0.858"
"41964000","0.823","0.823","0.823"
"41995200","0.929","0.929","0.929"
"42026400","0.847","0.847","0.847"
"42057600","0.835","0.835","0.835"
"42088800","0.837","0.837","0.837"
"42120000","0.922","0.922","0.922"
"42151200","0.892","0.892","0.892"
"42182400","0.914","0.914","0.914"
"42213600","0.901","0.901","0.901"
"42244800","0.928","0.928","0.928"
"42276000","0.886","0.886","0.886"
"42307200","0.9","0.9","0.9"
"42338400","0.903","0.903","0.903"
"42369600","0.873","0.873","0.873"
"42400800","0.917","0.917","0.917"
"42432000","0.908","0.908","0.908"
"42463200","0.897","0.897","0.897"
"42494400","0.915","0.915","0.915"
"42525600","0.904","0.904","0.904"
"42556800","0.893","0.893","0.893"
"42588000","0.856","0.856","0.856"
"42619200","0.881","0.881","0.881"
"42650400","0.856","0.856","0.856"
"42681600","0.899","0.899","0.899"
"42712800","0.904","0.904","0.904"
"42744000","0.842","0.842","0.842"
"42775200","0.885","0.885","0.885"
"42806400","0.802","0.802","0.802"
"42837600","0.858","0.858","0.858"
"42868800","0.82","0.82","0.82"
"42900000","0.867","0.867","0.867"
"42931200","0.839","0.839","0.839"
"42962400","0.883","0.883","0.883"
"42993600","0.931","0.931","0.931"
"43024800","0.857","0.857","0.857"
"43056000","0.898","0.898","0.898"
"43087200","0.886","0.886","0.886"
"43118400","0.91","0.91","0.91"
"43149600","0.899","0.899","0.899"
"43180800","0.873","0.873","0.873"
"43212000","0.875","0.875","0.875"
"43243200","0.84","0.84","0.84"
"43274400","0.831","0.831","0.831"
"43305600","0.884","0.884","0.884"
"43336800","0.837","0.837","0.837"
"43368000","0.838","0.838","0.838"
"43399200","0.874","0.874","0.874"
"43430400","0.86","0.86","0.86"
"43461600","0.836","0.836","0.836"
"43492800","0.821","0.821","0.821"
"43524000","0.818","0.818","0.818"
"43555200","0.834","0.834","0.834"
"43586400","0.897","0.897","0.897"
"43617600","0.868","0.868","0.868"
"43648800","0.881","0.881","0.881"
"43680000","0.822","0.822","0.822"
"43711200","0.884","0.884","0.884"
"43742400","0.834","0.834","0.834"
"43773600","0.825","0.825","0.825"
"43804800","0.82","0.82","0.82"
"43836000","0.802","0.802","0.802"
"43867200","0.813","0.813","0.813"
"43898400","0.848","0.848","0.848"
"43929600","0.917","0.917","0.917"
"43960800","0.81","0.81","0.81"
"43992000","0.885","0.885","0.885"
"44023200","0.859","0.859","0.859"
"44054400","0.84","0.84","0.84"
"44085600","0.806","0.806","0.806"
"44116800","0.857","0.857","0.857"
"44148000","0.863","0.863","0.863"
"44179200","0.891","0.891","0.891"
"44210400","0.834","0.834","0.834"
"44241600","0.858","0.858","0.858"
"44272800","0.891","0.891","0.891"
"44304000","0.902","0.902","0.902"
"44335200","0.884","0.884","0.884"
"44366400","0.913","0.913","0.913"
"44397600","0.879","0.879","0.879"
"44428800","0.869","0.869","0.869"
"44460000","0.9","0.9","0.9"
"44491200","0.869","0.869","0.869"
"44522400","0.846","0.846","0.846"
"44553600","0.899","0.899","0.899"
"44584800","0.815","0.815","0.815"
"44616000","0.928","0.928","0.928"
"44647200","0.884","0.884","0.884"
"44678400","0.832","0.832","0.832"
"44709600","0.893","0.893","0.893"
"44740800","0.915","0.915","0.915"
"44772000","0.87","0.87","0.87"
"44803200","0.881","0.881","0.881"
"44834400","0.78","0.78","0.78"
"44865600","0.838","0.838","0.838"
"44896800","0.837","0.837","0.837"
"44928000","0.885","0.885","0.885"
"44959200","0.849","0.849","0.849"
"44990400","0.797","0.797","0.797"
"45021600","0.909","0.909","0.909"
"45052800","0.794","0.794","0.794"
"45084000","0.868","0.868","0.868"
"45115200","0.865","0.865","0.865"
"45146400","0.902","0.902","0.902"
"45177600","0.866","0.866","0.866"
"45208800","0.836","0.836","0.836"
"45240000","0.819","0.819","0.819"
"45271200","0.878","0.878","0.878"
"45302400","0.82","0.82","0.82"
"45333600","0.763","0.763","0.763"
"45364800","0.808","0.808","0.808"
"45396000","0.851","0.851","0.851"
"45427200","0.881","0.881","0.881"
"45458400","0.909","0.909","0.909"
"45489600","0.87","0.87","0.87"
"45520800","0.815","0.815","0.815"
"45552000","0.895","0.895","0.895"
"45583200","0.89","0.89","0.89"
"45614400","0.902","0.902","0.902"
"45645600","0.92","0.92","0.92"
"45676800","0.812","0.812","0.812"
"45708000","0.843","0.843","0.843"
"45739200","0.864","0.864","0.864"
"45770400","0.86","0.86","0.86"
"45801600","0.896","0.896","0.896"
"45832800","0.856","0.856","0.856"
"45864000","0.871","0.871","0.871"
"45895200","0.882","0.882","0.882"
"45926400","0.803","0.803","0.803"
"45957600","0.867","0.867","0.867"
"45988800","0.939","0.939","0.939"
"46020000","0.896","0.896","0.896"
"46051200","0.878","0.878","0.878"
"46082400","0.903","0.903","0.903"
"46113600","0.872","0.872","0.872"
"46144800","0.924","0.924","0.924"
"46176000","0.866","0.866","0.866"
"46207200","0.865","0.865","0.865"
"46238400","0.858","0.858","0.858"
"46269600","0.911","0.911","0.911"
"46300800","0.895","0.895","0.895"
"46332000","0.898","0.898","0.898"
"46363200","0.901","0.901","0.901"
"46394400","0.873","0.873","0.873"
"46425600","0.9","0.9","0.9"
"46456800","0.945","0.945","0.945"
"46488000","0.94","0.94","0.94"
"46519200","0.979","0.979","0.979"
"46550400","0.893","0.893","0.893"
"46581600","0.928","0.928","0.928"
"46612800","0.9","0.9","0.9"
"46644000","0.943","0.943","0.943"
"46675200","0.889","0.889","0.889"
"46706400","0.92","0.92","0.92"
"46737600","0.929","0.929","0.929"
"46768800","0.898","0.898","0.898"
"46800000","0.878","0.878","0.878"
"46831200","0.898","0.898","0.898"
"46862400","0.89","0.89","0.89"
"46893600","0.927","0.927","0.927"
"46924800","0.847","0.847","0.847"
"46956000","0.951","0.951","0.951"
"46987200","0.925","0.925","0.925"
"47018400","0.905","0.905","0.905"
"47049600","0.907","0.907","0.907"
"47080800","0.915","0.915","0.915"
"47112000","0.9","0.9","0.9"
"47143200","0.94","0.94","0.94"
"47174400","0.891","0.891","0.891"
"47205600","0.93","0.93","0.93"
"47236800","0.928","0.928","0.928"
"47268000","0.936","0.936","0.936"
"47299200","0.939","0.939","0.939"
"47330400","0.954","0.954","0.954"
"47361600","0.937","0.937","0.937"
"47392800","0.957","0.957","0.957"
"47424000","0.97","0.97","0.97"
"47455200","0.91","0.91","0.91"
"47486400","0.97","0.97","0.97"
"47517600","0.951","0.951","0.951"
"47548800","0.943","0.943","0.943"
"47580000","0.94","0.94","0.94"
"47611200","0.977","0.977","0.977"
"47642400","0.917","0.917","0.917"
"47673600","0.849","0.849","0.849"
"47704800","0.963","0.963","0.963"
"47736000","0.929","0.929","0.929"
"47767200","0.95","0.95","0.95"
"47798400","0.944","0.944","0.944"
"47829600","0.919","0.919","0.919"
"47860800","0.927","0.927","0.927"
"47892000","0.954","0.954","0.954"
"47923200","0.948","0.948","0.948"
"47954400","0.958","0.958","0.958"
"47985600","0.957","0.957","0.957"
"48016800","0.95","0.95","0.95"
"48048000","0.918","0.918","0.918"
"48079200","0.95","0.95","0.95"
"48110400","0.915","0.915","0.915"
"48141600","0.93","0.93","0.93"
"48172800","0.947","0.947","0.947"
"48204000","0.965","0.965","0.965"
"48235200","0.956","0.956","0.956"
"48266400","0.976","0.976","0.976"
"48297600","0.961","0.961","0.961"
"48328800","0.979","0.979","0.979"
"48360000","0.978","0.978","0.978"
"48391200","0.976","0.976","0.976"
"48422400","0.919","0.919","0.919"
"48453600","0.938","0.938","0.938"
"48484800","0.936","0.936","0.936"
"48516000","0.974","0.974","0.974"
"48547200","0.97","0.97","0.97"
"48578400","0.98","0.98","0.98"
"48609600","0.93","0.93","0.93"
"48640800","1","1","1"
"48672000","0.952","0.952","0.952"
"48703200","0.997","0.997","0.997"
"48734400","0.95","0.95","0.95"
"48765600","0.98","0.98","0.98"
"48796800","0.979","0.979","0.979"
