"Step","reverse_pb_eval1_final_version_seed1 - cover_rate_1step"
"83280000","0.131"
"83340000","0.147"
"83400000","0.129"
"83460000","0.144"
"83520000","0.152"
"83580000","0.147"
"83640000","0.137"
"83700000","0.115"
"83760000","0.136"
"83820000","0.15"
"83880000","0.125"
"83940000","0.162"
"84000000","0.121"
"84060000","0.141"
"84120000","0.125"
"84180000","0.137"
"84240000","0.134"
"84300000","0.149"
"84360000","0.151"
"84420000","0.135"
"84480000","0.146"
"84540000","0.13"
"84600000","0.147"
"84660000","0.155"
"84720000","0.119"
"84780000","0.146"
"84840000","0.128"
"84900000","0.149"
"84960000","0.152"
"85020000","0.137"
"85080000","0.135"
"85140000","0.142"
"85200000","0.154"
"85260000","0.141"
"85320000","0.159"
"85380000","0.145"
"85440000","0.137"
"85500000","0.151"
"85560000","0.136"
"85620000","0.144"
"85680000","0.147"
"85740000","0.155"
"85800000","0.135"
"85860000","0.159"
"85920000","0.158"
"85980000","0.155"
"86040000","0.157"
"86100000","0.15"
"86160000","0.137"
"86220000","0.148"
"86280000","0.134"
"86340000","0.138"
"86400000","0.143"
"86460000","0.157"
"86520000","0.144"
"86580000","0.138"
"86640000","0.159"
"86700000","0.145"
"86760000","0.156"
"86820000","0.172"
"86880000","0.159"
"86940000","0.144"
"87000000","0.157"
"87060000","0.159"
"87120000","0.142"
"87180000","0.147"
"87240000","0.155"
"87300000","0.159"
"87360000","0.159"
"87420000","0.141"
"87480000","0.152"
"87540000","0.15"
"87600000","0.163"
"87660000","0.155"
"87720000","0.169"
"87780000","0.147"
"87840000","0.144"
"87900000","0.141"
"87960000","0.16"
"88020000","0.161"
"88080000","0.16"
"88140000","0.17"
"88200000","0.146"
"88260000","0.139"
"88320000","0.156"
"88380000","0.157"
"88440000","0.148"
"88500000","0.153"
"88560000","0.161"
"88620000","0.161"
"88680000","0.15"
"88740000","0.144"
"88800000","0.171"
"88860000","0.148"
"88920000","0.154"
"88980000","0.142"
"89040000","0.126"
"89100000","0.145"
"89160000","0.175"
"89220000","0.145"
"89280000","0.149"
"89340000","0.147"
"89400000","0.153"
"89460000","0.155"
"89520000","0.18"
"89580000","0.169"
"89640000","0.154"
"89700000","0.162"
"89760000","0.164"
"89820000","0.164"
"89880000","0.158"
"89940000","0.159"
"90000000","0.15"
