"Step","decay_fre30iter_add0.1_init_optimizer_seed2 - 8cover_rate"
"199290","0.9027"
"398580","0.8936499999999999"
"597870","0.8981999999999999"
"797160","0.88485"
"996450","0.8899"
"1195740","0.8827999999999999"
"1395030","0.86775"
"1594320","0.8698499999999999"
"1793610","0.8674"
"1992900","0.869"
"2181900","0.8879"
"2370900","0.8903499999999999"
"2559900","0.8745499999999999"
"2748900","0.89375"
"2937900","0.8726499999999998"
"3126900","0.9067"
"3315900","0.89465"
"3504900","0.90235"
"3693900","0.90265"
"3882900","0.89595"
"4061610","0.88995"
"4240320","0.8829"
"4419030","0.87885"
"4597740","0.86725"
"4776450","0.8705999999999999"
"4955160","0.8763"
"5133870","0.8642000000000001"
"5312580","0.85505"
"5491290","0.846"
"5670000","0.82765"
"5838000","0.86185"
"6006000","0.85165"
"6174000","0.87115"
"6342000","0.8625999999999999"
"6510000","0.84035"
"6678000","0.85375"
"6846000","0.8349500000000001"
"7014000","0.8164499999999999"
"7182000","0.82355"
"7350000","0.8286000000000001"
"7507290","0.8485999999999999"
"7664580","0.8322999999999999"
"7821870","0.8222999999999999"
"7979160","0.8201"
"8136450","0.84625"
"8293740","0.84475"
"8451030","0.85835"
"8608320","0.84215"
"8765610","0.82835"
"8922900","0.82225"
"9069900","0.8369500000000001"
"9216900","0.8277"
"9363900","0.81875"
"9510900","0.82815"
"9657900","0.8424499999999999"
"9804900","0.8342"
"9951900","0.8335999999999999"
"10098900","0.83415"
"10245900","0.84415"
"10392900","0.8495"
"10529400","0.8451500000000001"
"10665900","0.8508499999999999"
"10802400","0.83745"
"10938900","0.8325"
"11075400","0.8178499999999999"
"11211900","0.78675"
"11348400","0.7743"
"11484900","0.7592"
"11621400","0.79825"
"11757900","0.8142"
"11883900","0.83875"
"12009900","0.6948"
"12135900","0.71525"
"12261900","0.72725"
"12387900","0.76125"
"12513900","0.7667499999999999"
"12639900","0.7241500000000001"
"12765900","0.7265499999999999"
"12891900","0.7479000000000001"
"13017900","0.7631500000000001"
"13133190","0.7658499999999999"
"13248480","0.7656499999999999"
"13363770","0.7893"
"13479060","0.7855"
"13594350","0.775"
"13709640","0.77765"
"13824930","0.7924"
"13940220","0.8001999999999999"
"14055510","0.79075"
"14170800","0.7971"
"14275800","0.7990999999999999"
"14380800","0.7465499999999999"
"14485800","0.75945"
"14590800","0.7323"
"14695800","0.73715"
"14800800","0.7462000000000001"
"14905800","0.74815"
"15010800","0.7630999999999999"
"15115800","0.7593"
"15220800","0.77195"
"15325800","0.7283"
"15430800","0.7478999999999999"
"15535800","0.752"
"15640800","0.6625999999999999"
"15745800","0.6592"
"15850800","0.6891499999999999"
"15955800","0.69605"
"16060800","0.7093999999999998"
"16165800","0.7148"
"16270800","0.7338999999999999"
"16375800","0.7263999999999999"
"16480800","0.7322000000000001"
"16585800","0.7434000000000001"
"16690800","0.75595"
"16795800","0.7548499999999999"
"16900800","0.7753499999999999"
"17005800","0.77885"
"17110800","0.80825"
"17215800","0.8197000000000001"
"17320800","0.8242"
"17425800","0.8261"
"17530800","0.81375"
"17635800","0.82145"
"17740800","0.8464499999999999"
"17845800","0.8443999999999999"
"17950800","0.8518499999999999"
"18055800","0.84815"
"18160800","0.6579499999999999"
"18265800","0.6896500000000001"
"18370800","0.7128499999999999"
"18475800","0.73675"
"18580800","0.7426999999999999"
"18685800","0.7445499999999999"
"18790800","0.7546"
"18895800","0.7465499999999999"
"19000800","0.75235"
"19105800","0.75375"
"19210800","0.7446999999999999"
"19315800","0.7779499999999999"
"19420800","0.7990999999999999"
"19525800","0.7976499999999999"
"19630800","0.82565"
"19735800","0.846"
"19840800","0.83595"
"19945800","0.8641500000000001"
"20050800","0.8671499999999999"
"20155800","0.86265"
"20260800","0.8691000000000001"
"20365800","0.8752000000000001"
"20470800","0.8627999999999999"
"20575800","0.8614499999999999"
"20680800","0.8746499999999999"
"20785800","0.8575"
"20890800","0.85885"
"20995800","0.8654"
"21100800","0.8732000000000001"
"21205800","0.8685"
"21310800","0.8826999999999999"
"21415800","0.8787999999999999"
"21520800","0.8879"
"21625800","0.8852000000000001"
"21730800","0.8726"
"21835800","0.88005"
"21940800","0.8829000000000001"
"22045800","0.8813500000000001"
"22150800","0.86925"
"22255800","0.86805"
"22360800","0.8592000000000001"
"22465800","0.8601499999999999"
"22570800","0.8752"
"22675800","0.89895"
"22780800","0.9021"
"22885800","0.90915"
"22990800","0.8908499999999999"
"23095800","0.90935"
"23200800","0.90075"
"23305800","0.91165"
"23410800","0.90685"
"23515800","0.91205"
"23620800","0.92055"
"23725800","0.91435"
"23830800","0.9161"
"23935800","0.91335"
"24040800","0.9194"
"24145800","0.92065"
"24250800","0.92925"
"24355800","0.93515"
"24460800","0.93225"
"24565800","0.92825"
"24670800","0.9345"
"24775800","0.92045"
"24880800","0.9155"
"24985800","0.9129"
"25090800","0.91605"
"25195800","0.919"
"25300800","0.91855"
"25405800","0.9205"
"25510800","0.92755"
"25615800","0.9413"
"25720800","0.9459"
"25825800","0.93565"
"25930800","0.91915"
"26035800","0.92375"
"26140800","0.93865"
"26245800","0.93945"
"26350800","0.9559"
"26455800","0.95555"
"26560800","0.95835"
"26665800","0.9525"
"26770800","0.9399"
"26875800","0.9487"
"26980800","0.94205"
"27085800","0.94605"
"27190800","0.9275"
"27295800","0.9337"
"27400800","0.9357"
"27505800","0.931"
"27610800","0.93915"
"27715800","0.9422"
"27820800","0.94145"
"27925800","0.9392"
"28030800","0.9404"
"28135800","0.945"
"28240800","0.94625"
"28345800","0.9472"
"28450800","0.9508"
"28555800","0.9484"
"28660800","0.91065"
"28765800","0.90295"
"28870800","0.90405"
"28975800","0.8973999999999999"
"29080800","0.89475"
"29185800","0.8957"
"29290800","0.8974"
"29395800","0.895"
"29500800","0.9129"
"29605800","0.90455"
"29710800","0.90085"
"29815800","0.90385"
"29920800","0.91405"
"30025800","0.913"
"30130800","0.9264"
"30235800","0.91865"
"30340800","0.90625"
"30445800","0.9172"
"30550800","0.9195"
"30655800","0.91055"
"30760800","0.92255"
"30865800","0.92335"
"30970800","0.92415"
"31075800","0.92715"
"31180800","0.93495"
"31285800","0.9402"
"31390800","0.9336"
"31495800","0.9415"
"31600800","0.95665"
"31705800","0.95595"
"31810800","0.95905"
"31915800","0.95615"
"32020800","0.9517"
"32125800","0.956"
"32230800","0.9518"
"32335800","0.95105"
"32440800","0.9435"
"32545800","0.94495"
"32650800","0.94285"
"32755800","0.94835"
"32860800","0.9481499999999998"
"32965800","0.94625"
"33070800","0.94685"
"33175800","0.9453"
"33280800","0.90095"
"33385800","0.8894"
"33490800","0.8849000000000001"
"33595800","0.8826"
"33700800","0.9048"
"33805800","0.9049"
"33910800","0.90205"
"34015800","0.8917"
"34120800","0.87975"
"34225800","0.8871499999999999"
"34330800","0.91365"
"34435800","0.93295"
"34540800","0.933"
"34645800","0.92815"
"34750800","0.9196"
"34855800","0.92825"
"34960800","0.92255"
"35065800","0.926"
"35170800","0.917"
"35275800","0.9174"
"35380800","0.9038"
"35485800","0.91965"
"35590800","0.92825"
"35695800","0.93335"
"35800800","0.9435"
"35905800","0.9411"
"36010800","0.9369"
"36115800","0.9347"
"36220800","0.94055"
"36325800","0.9429"
"36430800","0.9358"
"36535800","0.9406"
"36640800","0.94585"
"36745800","0.9465"
"36850800","0.9399"
"36955800","0.93875"
"37060800","0.9434"
"37165800","0.93205"
"37270800","0.9342"
"37375800","0.9322"
"37480800","0.93325"
"37585800","0.9445"
"37690800","0.93975"
"37795800","0.9401000000000002"
"37900800","0.92145"
"38005800","0.93545"
"38110800","0.9328"
"38215800","0.9299"
"38320800","0.92425"
"38425800","0.92435"
"38530800","0.92885"
"38635800","0.93415"
"38740800","0.94325"
"38845800","0.94075"
"38950800","0.93625"
"39055800","0.95105"
"39160800","0.9542"
"39265800","0.95025"
"39370800","0.9472"
